sw2578B-ms98-a-0002,10.335125,10.625125,not,B,ng,u-2-1
sw2578B-ms98-a-0050,385.774750,386.334750,whatever,I,sd,u-64-2
sw2578B-ms98-a-0051,386.752875,387.082875,um,I,sd,u-64-2
sw2578B-ms98-a-0051,387.202875,387.403625,or,I,sd,u-64-2
sw2578B-ms98-a-0051,387.403625,387.567875,if,I,sd,u-64-2
sw2578B-ms98-a-0051,387.567875,387.842875,it's,I,sd,u-64-2
sw2578B-ms98-a-0051,387.842875,387.962875,their,I,sd,u-64-2
sw2578B-ms98-a-0051,387.962875,388.532875,style,I,sd,u-64-2
sw2578B-ms98-a-0051,388.532875,388.742875,or,I,sd,u-64-2
sw2578B-ms98-a-0051,388.742875,388.962875,or,I,sd,u-64-2
sw2578B-ms98-a-0051,388.962875,389.292875,just,I,sd,u-64-2
sw2578B-ms98-a-0051,389.292875,389.902875,understanding,I,sd,u-64-2
sw2578B-ms98-a-0051,389.902875,389.962875,the,I,sd,u-64-2
sw2578B-ms98-a-0051,389.962875,390.509375,material,I,sd,u-64-2
sw2578B-ms98-a-0051,390.821625,390.932875,and,B,%,u-64-3
sw2578B-ms98-a-0051,390.932875,391.092875,then,I,%,u-64-3
sw2578B-ms98-a-0051,391.092875,391.361125,i,I,%,u-64-3
sw2578B-ms98-a-0052,391.979625,392.129625,you,I,%,u-64-3
sw2578B-ms98-a-0052,392.129625,392.259625,know,I,%,u-64-3
sw2578B-ms98-a-0052,392.259625,392.541375,it,I,%,u-64-3
sw2578B-ms98-a-0052,392.541375,392.729625,it,I,%,u-64-3
sw2578B-ms98-a-0052,392.729625,392.889625,some,I,%,u-64-3
sw2578B-ms98-a-0052,392.889625,392.979625,of,I,%,u-64-3
sw2578B-ms98-a-0052,392.979625,393.339625,those,I,%,u-64-3
sw2578B-ms98-a-0052,393.339625,393.519625,it's,I,%,u-64-3
sw2578B-ms98-a-0052,393.519625,393.689625,like,I,%,u-64-3
sw2578B-ms98-a-0052,393.689625,393.773250,i,I,%,u-64-3
sw2578B-ms98-a-0052,393.773250,394.116000,said,I,%,u-64-3
sw2578B-ms98-a-0052,394.116000,394.369625,it's,B,sv,u-64-4
sw2578B-ms98-a-0052,394.369625,394.654875,like,I,sv,u-64-4
sw2578B-ms98-a-0052,394.854375,395.319625,school,I,sv,u-64-4
sw2578B-ms98-a-0052,395.319625,395.459625,you,B,sv,u-64-5
sw2578B-ms98-a-0052,395.459625,395.679625,have,I,sv,u-64-5
sw2578B-ms98-a-0052,395.679625,395.899625,to,I,sv,u-64-5
sw2578B-ms98-a-0052,395.899625,396.219625,work,I,sv,u-64-5
sw2578B-ms98-a-0052,396.219625,396.479625,at,I,sv,u-64-5
sw2578B-ms98-a-0052,396.479625,396.559625,it,I,sv,u-64-5
sw2578B-ms98-a-0052,396.949625,397.109625,but,B,sd,u-66-1
sw2578B-ms98-a-0052,397.109625,397.239625,to,I,sd,u-66-1
sw2578B-ms98-a-0052,397.239625,397.459625,me,I,sd,u-66-1
sw2578B-ms98-a-0052,397.459625,397.649625,it's,I,sd,u-66-1
sw2578B-ms98-a-0052,397.649625,398.149625,worthwhile,I,sd,u-66-1
sw2578B-ms98-a-0052,398.149625,398.219625,in,I,sd,u-66-1
sw2578B-ms98-a-0052,398.219625,398.279625,the,I,sd,u-66-1
sw2578B-ms98-a-0052,398.279625,398.559625,end,I,sd,u-66-1
sw2578B-ms98-a-0052,398.559625,398.599625,i,B,sd,u-66-2
sw2578B-ms98-a-0052,398.599625,398.859625,feel,I,sd,u-66-2
sw2578B-ms98-a-0052,398.859625,399.069625,good,I,sd,u-66-2
sw2578B-ms98-a-0052,399.069625,399.329625,about,I,sd,u-66-2
sw2578B-ms98-a-0052,399.329625,399.429625,it,I,sd,u-66-2
sw2578B-ms98-a-0052,399.429625,399.539625,and,B,sd,u-66-3
sw2578B-ms98-a-0052,399.539625,399.619625,i,I,sd,u-66-3
sw2578B-ms98-a-0052,399.619625,399.979625,usually,I,sd,u-66-3
sw2578B-ms98-a-0052,399.979625,400.509625,remember,I,sd,u-66-3
sw2578B-ms98-a-0052,400.509625,400.953125,those,I,sd,u-66-3
sw2578B-ms98-a-0052,401.314750,401.409625,a,I,sd,u-66-3
sw2578B-ms98-a-0052,401.409625,401.899625,long,I,sd,u-66-3
sw2578B-ms98-a-0052,401.899625,402.309625,time,I,sd,u-66-3
sw2578B-ms98-a-0052,402.309625,402.718000,later,I,sd,u-66-3
sw2578B-ms98-a-0052,403.158750,403.319625,and,B,sd,u-66-4
sw2578B-ms98-a-0052,403.319625,403.459625,then,I,sd,u-66-4
sw2578B-ms98-a-0052,403.459625,403.539625,i,I,sd,u-66-4
sw2578B-ms98-a-0052,403.539625,403.709625,have,I,sd,u-66-4
sw2578B-ms98-a-0052,403.709625,403.769625,the,I,sd,u-66-4
sw2578B-ms98-a-0052,403.769625,404.149625,books,I,sd,u-66-4
sw2578B-ms98-a-0052,404.149625,404.251125,that,I,sd,u-66-4
sw2578B-ms98-a-0052,404.251125,404.416875,i,I,sd,u-66-4
sw2578B-ms98-a-0052,404.416875,404.820875,read,I,sd,u-66-4
sw2578B-ms98-a-0052,405.118500,405.515750,just,I,sd,u-66-4
sw2578B-ms98-a-0053,406.348625,406.988625,purely,I,sd,u-66-4
sw2578B-ms98-a-0053,406.988625,407.285250,for,I,sd,u-66-4
sw2578B-ms98-a-0053,407.285250,407.978250,enjoyment,I,sd,u-66-4
sw2578B-ms98-a-0053,407.978250,408.068625,you,B,+,u-68-1
sw2578B-ms98-a-0053,408.068625,408.349125,know,I,+,u-68-1
sw2578B-ms98-a-0053,408.349125,408.507375,i,B,%,u-68-2
sw2578B-ms98-a-0053,408.507375,408.713250,mean,I,%,u-68-2
sw2578B-ms98-a-0053,408.991000,409.218250,yeah,I,%,u-68-2
sw2578B-ms98-a-0053,409.218250,409.508625,just,B,sd,u-68-3
sw2578B-ms98-a-0053,409.508625,409.798625,light,I,sd,u-68-3
sw2578B-ms98-a-0053,409.798625,410.178625,reading,I,sd,u-68-3
sw2578B-ms98-a-0053,410.454875,410.604000,that,I,sd,u-68-3
sw2578B-ms98-a-0053,410.604000,410.861375,are,I,sd,u-68-3
sw2578B-ms98-a-0053,411.010875,411.337125,[vocalized-noise],O,,
sw2578B-ms98-a-0053,411.337125,411.633250,i,B,sd,u-68-4
sw2578B-ms98-a-0053,411.633250,412.089000,particularly,I,sd,u-68-4
sw2578B-ms98-a-0053,412.089000,412.278625,like,I,sd,u-68-4
sw2578B-ms98-a-0053,412.278625,412.468625,Dick,I,sd,u-68-4
sw2578B-ms98-a-0053,412.468625,412.968625,Francis,I,sd,u-68-4
sw2578B-ms98-a-0053,412.968625,413.428625,books,I,sd,u-68-4
sw2578B-ms98-a-0053,413.428625,413.574625,and,I,sd,u-68-4
sw2578B-ms98-a-0053,413.822125,413.974000,and,I,sd,u-68-4
sw2578B-ms98-a-0053,413.974000,414.148625,just,I,sd,u-68-4
sw2578B-ms98-a-0053,414.148625,414.328625,some,I,sd,u-68-4
sw2578B-ms98-a-0053,414.328625,414.438625,of,I,sd,u-68-4
sw2578B-ms98-a-0053,414.438625,414.630500,the,I,sd,u-68-4
sw2578B-ms98-a-0053,414.739000,414.844500,the,I,sd,u-68-4
sw2578B-ms98-a-0053,414.844500,415.248625,authors,I,sd,u-68-4
sw2578B-ms98-a-0053,415.248625,415.388625,that,I,sd,u-68-4
sw2578B-ms98-a-0053,415.388625,415.593500,are,I,sd,u-68-4
sw2578B-ms98-a-0053,415.955125,416.416500,uh,I,sd,u-68-4
sw2578B-ms98-a-0053,416.612375,416.738625,for,I,sd,u-68-4
sw2578B-ms98-a-0053,416.738625,417.338625,mysteries,I,sd,u-68-4
sw2578B-ms98-a-0053,417.338625,417.658625,just,I,sd,u-68-4
sw2578B-ms98-a-0053,417.698625,417.848625,you,I,sd,u-68-4
sw2578B-ms98-a-0053,417.848625,417.988625,know,I,sd,u-68-4
sw2578B-ms98-a-0053,417.988625,418.208625,just,I,sd,u-68-4
sw2578B-ms98-a-0054,418.978750,419.474750,uh,I,sd,u-68-4
sw2578B-ms98-a-0054,419.987000,420.558750,purely,I,sd,u-68-4
sw2578B-ms98-a-0054,420.558750,420.698750,for,I,sd,u-68-4
sw2578B-ms98-a-0054,420.698750,422.218750,entertainment,I,sd,u-68-4
sw2578B-ms98-a-0054,422.218750,422.358750,you,B,+,u-70-1
sw2578B-ms98-a-0054,422.358750,422.528750,know,I,+,u-70-1
sw2578B-ms98-a-0054,422.528750,422.808750,that's,B,sd,u-70-2
sw2578B-ms98-a-0054,422.808750,423.012250,it,I,sd,u-70-2
sw2578B-ms98-a-0054,423.012250,423.128750,i'm,B,sd,u-70-3
sw2578B-ms98-a-0054,423.128750,423.334125,not,I,sd,u-70-3
sw2578B-ms98-a-0054,423.469750,423.728750,really,I,sd,u-70-3
sw2578B-ms98-a-0054,423.728750,424.198750,expecting,I,sd,u-70-3
sw2578B-ms98-a-0054,424.198750,424.258750,to,I,sd,u-70-3
sw2578B-ms98-a-0054,424.258750,424.448750,get,I,sd,u-70-3
sw2578B-ms98-a-0054,424.448750,424.878750,anything,I,sd,u-70-3
sw2578B-ms98-a-0054,424.878750,425.058750,out,I,sd,u-70-3
sw2578B-ms98-a-0054,425.058750,425.198750,of,I,sd,u-70-3
sw2578B-ms98-a-0054,425.198750,425.388750,it,I,sd,u-70-3
sw2578B-ms98-a-0054,425.808750,426.148750,except,B,+,u-72-1
sw2578B-ms98-a-0054,426.148750,426.238750,to,I,+,u-72-1
sw2578B-ms98-a-0054,426.238750,426.368750,be,I,+,u-72-1
sw2578B-ms98-a-0054,426.368750,427.158750,momentarily,I,+,u-72-1
sw2578B-ms98-a-0054,427.158750,427.878750,pleased,I,+,u-72-1
sw2578B-ms98-a-0054,427.958750,428.068750,you,I,+,u-72-1
sw2578B-ms98-a-0054,428.068750,428.288750,know,I,+,u-72-1
sw2578B-ms98-a-0054,428.288750,428.488750,because,I,+,u-72-1
sw2578B-ms98-a-0054,428.488750,428.638750,i,I,+,u-72-1
sw2578B-ms98-a-0054,428.638750,428.818750,don't,I,+,u-72-1
sw2578B-ms98-a-0054,428.818750,428.848750,i,I,+,u-72-1
sw2578B-ms98-a-0054,428.848750,429.158750,can,I,+,u-72-1
sw2578B-ms98-a-0054,429.158750,429.468750,never,I,+,u-72-1
sw2578B-ms98-a-0054,429.468750,430.163375,remember,I,+,u-72-1
sw2578B-ms98-a-0054,430.596500,430.698750,the,B,+,u-74-1
sw2578B-ms98-a-0054,430.698750,431.278750,plots,I,+,u-74-1
sw2578B-ms98-a-0054,431.278750,431.398750,or,I,+,u-74-1
sw2578B-ms98-a-0054,431.398750,431.913125,anything,I,+,u-74-1
sw2578B-ms98-a-0055,432.327125,432.809375,later,B,+,u-76-1
sw2578B-ms98-a-0055,432.809375,433.049875,on,I,+,u-76-1
sw2578B-ms98-a-0055,433.049875,433.309875,those,I,+,u-76-1
sw2578B-ms98-a-0055,433.309875,433.749875,books,I,+,u-76-1
sw2578B-ms98-a-0057,447.963375,448.273375,yeah,B,b,u-78-1
sw2578B-ms98-a-0058,449.651625,449.889375,oh,O,,
sw2578B-ms98-a-0058,449.889375,450.091625,yeah,B,aa,u-80-1
sw2578B-ms98-a-0058,450.091625,450.311625,that,B,sv,u-80-2
sw2578B-ms98-a-0058,450.311625,450.921625,television,I,sv,u-80-2
sw2578B-ms98-a-0058,450.921625,451.081625,it,I,sv,u-80-2
sw2578B-ms98-a-0058,451.081625,451.281625,gives,I,sv,u-80-2
sw2578B-ms98-a-0058,451.281625,451.440750,you,I,sv,u-80-2
sw2578B-ms98-a-0058,451.531125,452.221625,everything,I,sv,u-80-2
sw2578B-ms98-a-0059,452.896250,453.086250,so,B,sv,u-82-1
sw2578B-ms98-a-0059,453.086250,453.366250,it's,I,sv,u-82-1
sw2578B-ms98-a-0059,453.366250,453.566250,[vocalized-noise],I,sv,u-82-1
sw2578B-ms98-a-0059,453.566250,454.150500,basically,I,sv,u-82-1
sw2578B-ms98-a-0059,454.150500,454.817125,mindless,I,sv,u-82-1
sw2578B-ms98-a-0059,454.817125,454.933625,i,B,sv,u-82-2
sw2578B-ms98-a-0059,454.933625,455.189750,mean,I,sv,u-82-2
sw2578B-ms98-a-0059,455.189750,455.466250,all,I,sv,u-82-2
sw2578B-ms98-a-0059,455.466250,455.736250,your,I,sv,u-82-2
sw2578B-ms98-a-0059,455.736250,456.076250,you,I,sv,u-82-2
sw2578B-ms98-a-0059,456.076250,456.246250,the,I,sv,u-82-2
sw2578B-ms98-a-0059,456.246250,456.528000,only,I,sv,u-82-2
sw2578B-ms98-a-0059,456.633500,456.906250,really,I,sv,u-82-2
sw2578B-ms98-a-0059,456.906250,457.106250,thing,I,sv,u-82-2
sw2578B-ms98-a-0059,457.106250,457.166250,you,I,sv,u-82-2
sw2578B-ms98-a-0059,457.166250,457.226250,are,I,sv,u-82-2
sw2578B-ms98-a-0059,457.226250,457.446250,having,I,sv,u-82-2
sw2578B-ms98-a-0059,457.446250,457.506250,to,I,sv,u-82-2
sw2578B-ms98-a-0059,457.506250,458.036250,use,I,sv,u-82-2
sw2578B-ms98-a-0059,458.036250,458.282000,is,I,sv,u-82-2
sw2578B-ms98-a-0059,458.658625,459.256250,connecting,I,sv,u-82-2
sw2578B-ms98-a-0059,459.256250,459.386250,the,I,sv,u-82-2
sw2578B-ms98-a-0059,459.386250,459.626250,things,I,sv,u-82-2
sw2578B-ms98-a-0059,459.626250,459.746250,that,I,sv,u-82-2
sw2578B-ms98-a-0059,459.746250,459.896250,they,I,sv,u-82-2
sw2578B-ms98-a-0059,459.896250,460.146250,give,I,sv,u-82-2
sw2578B-ms98-a-0059,460.146250,460.386250,you,I,sv,u-82-2
sw2578B-ms98-a-0059,460.386250,460.476250,you,I,sv,u-82-2
sw2578B-ms98-a-0059,460.476250,460.716250,know,I,sv,u-82-2
sw2578B-ms98-a-0059,460.716250,460.926250,what,B,+,u-84-1
sw2578B-ms98-a-0059,460.926250,461.056250,you're,I,+,u-84-1
sw2578B-ms98-a-0059,461.056250,461.526250,hearing,I,+,u-84-1
sw2578B-ms98-a-0059,461.526250,461.666250,and,I,+,u-84-1
sw2578B-ms98-a-0059,461.666250,461.926250,your,I,+,u-84-1
sw2578B-ms98-a-0059,461.926250,462.116250,your,I,+,u-84-1
sw2578B-ms98-a-0059,462.116250,462.616250,sigh[t]-,I,+,u-84-1
sw2578B-ms98-a-0059,462.616250,462.786250,uh,I,+,u-84-1
sw2578B-ms98-a-0059,462.786250,463.076250,your,I,+,u-84-1
sw2578B-ms98-a-0059,463.076250,463.586125,sight,I,+,u-84-1
sw2578B-ms98-a-0059,463.951500,464.156250,but,B,sv,u-84-2
sw2578B-ms98-a-0059,464.446250,464.586250,they,I,sv,u-84-2
sw2578B-ms98-a-0059,464.586250,464.866250,give,I,sv,u-84-2
sw2578B-ms98-a-0059,464.866250,465.006250,you,I,sv,u-84-2
sw2578B-ms98-a-0059,465.006250,465.526250,everything,I,sv,u-84-2
sw2578B-ms98-a-0059,465.526250,466.008000,else,I,sv,u-84-2
sw2578B-ms98-a-0059,466.534625,466.810750,and,B,sv,u-86-1
sw2578B-ms98-a-0060,467.427875,467.787875,it's,I,sv,u-86-1
sw2578B-ms98-a-0060,467.787875,468.505250,usually,I,sv,u-86-1
sw2578B-ms98-a-0060,468.885875,469.025250,the,I,sv,u-86-1
sw2578B-ms98-a-0060,469.025250,469.527875,television,I,sv,u-86-1
sw2578B-ms98-a-0060,469.527875,469.657875,that,I,sv,u-86-1
sw2578B-ms98-a-0060,469.657875,469.787875,we,I,sv,u-86-1
sw2578B-ms98-a-0060,469.787875,470.167875,see,I,sv,u-86-1
sw2578B-ms98-a-0060,470.167875,470.637875,nowadays,I,sv,u-86-1
sw2578B-ms98-a-0060,470.637875,470.877875,seems,I,sv,u-86-1
sw2578B-ms98-a-0060,470.877875,471.137875,like,I,sv,u-86-1
sw2578B-ms98-a-0060,471.137875,471.247875,that,I,sv,u-86-1
sw2578B-ms98-a-0060,471.247875,471.477875,it's,I,sv,u-86-1
sw2578B-ms98-a-0061,472.494750,472.694750,it,I,sv,u-86-1
sw2578B-ms98-a-0061,472.774750,472.884750,it,I,sv,u-86-1
sw2578B-ms98-a-0061,472.884750,473.114750,doesn't,I,sv,u-86-1
sw2578B-ms98-a-0061,473.114750,473.344750,even,I,sv,u-86-1
sw2578B-ms98-a-0061,473.344750,473.594750,have,I,sv,u-86-1
sw2578B-ms98-a-0061,473.594750,473.787375,some,I,sv,u-86-1
sw2578B-ms98-a-0061,473.787375,473.892875,of,I,sv,u-86-1
sw2578B-ms98-a-0061,473.892875,474.005875,the,I,sv,u-86-1
sw2578B-ms98-a-0061,474.005875,474.824750,underlying,I,sv,u-86-1
sw2578B-ms98-a-0062,475.578500,476.220750,uh,I,sv,u-86-1
sw2578B-ms98-a-0064,478.055500,478.455500,things,I,sv,u-86-1
sw2578B-ms98-a-0064,478.455500,478.745500,to,I,sv,u-86-1
sw2578B-ms98-a-0064,478.745500,478.915500,it,I,sv,u-86-1
sw2578B-ms98-a-0064,478.915500,479.055500,you,I,sv,u-86-1
sw2578B-ms98-a-0064,479.055500,479.255500,know,I,sv,u-86-1
sw2578B-ms98-a-0064,479.255500,479.375500,that,I,sv,u-86-1
sw2578B-ms98-a-0064,479.375500,479.747750,maybe,I,sv,u-86-1
sw2578B-ms98-a-0064,480.116750,480.265500,the,I,sv,u-86-1
sw2578B-ms98-a-0064,480.265500,480.505500,old,I,sv,u-86-1
sw2578B-ms98-a-0064,480.505500,480.925500,movies,I,sv,u-86-1
sw2578B-ms98-a-0064,480.925500,481.105500,and,I,sv,u-86-1
sw2578B-ms98-a-0064,481.105500,481.435500,things,I,sv,u-86-1
sw2578B-ms98-a-0064,481.435500,481.885500,had,I,sv,u-86-1
sw2578B-ms98-a-0064,481.885500,482.015500,you,I,sv,u-86-1
sw2578B-ms98-a-0064,482.015500,482.175500,know,I,sv,u-86-1
sw2578B-ms98-a-0064,482.175500,482.255500,the,I,sv,u-86-1
sw2578B-ms98-a-0064,482.255500,482.925500,underlying,I,sv,u-86-1
sw2578B-ms98-a-0064,482.925500,483.445500,themes,I,sv,u-86-1
sw2578B-ms98-a-0064,483.445500,483.595500,and,I,sv,u-86-1
sw2578B-ms98-a-0064,483.595500,483.865500,stuff,I,sv,u-86-1
sw2578B-ms98-a-0064,483.865500,484.035500,that,I,sv,u-86-1
sw2578B-ms98-a-0064,484.035500,484.315500,maybe,I,sv,u-86-1
sw2578B-ms98-a-0064,484.315500,484.415500,you,I,sv,u-86-1
sw2578B-ms98-a-0064,484.415500,484.675500,had,I,sv,u-86-1
sw2578B-ms98-a-0064,484.675500,484.745500,to,I,sv,u-86-1
sw2578B-ms98-a-0064,484.745500,485.005500,kind,I,sv,u-86-1
sw2578B-ms98-a-0064,485.005500,485.065500,of,I,sv,u-86-1
sw2578B-ms98-a-0064,485.065500,485.415500,figure,I,sv,u-86-1
sw2578B-ms98-a-0064,485.415500,485.735500,out,I,sv,u-86-1
sw2578B-ms98-a-0064,486.165500,486.446750,or,B,sv,u-88-1
sw2578B-ms98-a-0064,486.736750,486.845500,you,I,sv,u-88-1
sw2578B-ms98-a-0064,486.845500,486.925500,know,I,sv,u-88-1
sw2578B-ms98-a-0064,486.925500,487.095500,like,I,sv,u-88-1
sw2578B-ms98-a-0064,487.095500,487.305500,with,I,sv,u-88-1
sw2578B-ms98-a-0064,487.305500,487.885500,Hitchcock,I,sv,u-88-1
sw2578B-ms98-a-0064,487.885500,487.955500,or,I,sv,u-88-1
sw2578B-ms98-a-0064,487.955500,488.375500,something,I,sv,u-88-1
sw2578B-ms98-a-0064,488.375500,488.495500,where,I,sv,u-88-1
sw2578B-ms98-a-0064,488.495500,488.735500,you're,I,sv,u-88-1
sw2578B-ms98-a-0064,488.735500,489.033125,you're,I,sv,u-88-1
sw2578B-ms98-a-0064,489.270500,489.475500,you're,I,sv,u-88-1
sw2578B-ms98-a-0064,489.475500,490.065500,expecting,I,sv,u-88-1
sw2578B-ms98-a-0064,490.065500,490.595500,something,I,sv,u-88-1
sw2578B-ms98-a-0064,490.595500,490.773500,or,I,sv,u-88-1
sw2578B-ms98-a-0065,491.240500,491.558000,we[ll]-,O,,
sw2578B-ms98-a-0065,491.812625,492.171250,i-,O,,
sw2578B-ms98-a-0065,492.171250,492.310625,i,B,h,u-88-2
sw2578B-ms98-a-0065,492.310625,492.456375,don't,I,h,u-88-2
sw2578B-ms98-a-0065,492.456375,492.596375,know,I,h,u-88-2
sw2578B-ms98-a-0065,492.596375,492.706375,it,B,sd,u-88-3
sw2578B-ms98-a-0065,492.706375,493.466375,just,I,sd,u-88-3
sw2578B-ms98-a-0065,493.466375,493.696375,i,I,sd,u-88-3
sw2578B-ms98-a-0065,493.696375,493.946375,don't,I,sd,u-88-3
sw2578B-ms98-a-0065,493.946375,494.266375,really,I,sd,u-88-3
sw2578B-ms98-a-0065,494.266375,494.536375,care,I,sd,u-88-3
sw2578B-ms98-a-0065,494.536375,494.766375,much,I,sd,u-88-3
sw2578B-ms98-a-0065,494.766375,494.856375,for,I,sd,u-88-3
sw2578B-ms98-a-0065,494.856375,495.226375,TV,I,sd,u-88-3
sw2578B-ms98-a-0065,495.226375,495.316375,at,I,sd,u-88-3
sw2578B-ms98-a-0065,495.316375,495.606375,all,I,sd,u-88-3
sw2578B-ms98-a-0065,495.606375,495.706375,i,B,%,u-88-4
sw2578B-ms98-a-0065,495.706375,496.004625,just,I,%,u-88-4
sw2578B-ms98-a-0065,496.293500,496.350000,i,B,sd,u-90-1
sw2578B-ms98-a-0065,496.350000,496.441625,mean,I,sd,u-90-1
sw2578B-ms98-a-0065,496.441625,496.616375,i,I,sd,u-90-1
sw2578B-ms98-a-0065,496.616375,496.996375,sometimes,I,sd,u-90-1
sw2578B-ms98-a-0065,496.996375,497.186375,get,I,sd,u-90-1
sw2578B-ms98-a-0065,497.186375,497.389750,hooked,I,sd,u-90-1
sw2578B-ms98-a-0065,497.389750,497.792500,into,I,sd,u-90-1
sw2578B-ms98-a-0065,497.792500,498.057750,it,I,sd,u-90-1
sw2578B-ms98-a-0066,498.473625,498.655875,but,B,sv,u-90-2
sw2578B-ms98-a-0066,498.655875,498.806875,i,I,sv,u-90-2
sw2578B-ms98-a-0066,498.806875,499.127000,really,I,sv,u-90-2
sw2578B-ms98-a-0066,499.276625,499.423625,i,I,sv,u-90-2
sw2578B-ms98-a-0066,499.423625,499.743625,really,I,sv,u-90-2
sw2578B-ms98-a-0066,499.743625,500.033625,get,I,sv,u-90-2
sw2578B-ms98-a-0066,500.103625,500.423625,mad,I,sv,u-90-2
sw2578B-ms98-a-0066,500.423625,500.493625,at,I,sv,u-90-2
sw2578B-ms98-a-0066,500.493625,501.003625,myself,I,sv,u-90-2
sw2578B-ms98-a-0066,501.003625,501.113625,when,I,sv,u-90-2
sw2578B-ms98-a-0066,501.113625,501.223625,i,I,sv,u-90-2
sw2578B-ms98-a-0066,501.223625,501.473625,do,I,sv,u-90-2
sw2578B-ms98-a-0066,501.473625,501.733625,because,I,sv,u-90-2
sw2578B-ms98-a-0066,501.733625,501.843625,i,I,sv,u-90-2
sw2578B-ms98-a-0066,501.843625,502.053750,re[alize]-,I,sv,u-90-2
sw2578B-ms98-a-0066,502.264625,502.423625,i,I,sv,u-90-2
sw2578B-ms98-a-0066,502.423625,502.963625,realize,I,sv,u-90-2
sw2578B-ms98-a-0066,502.963625,503.473625,fully,I,sv,u-90-2
sw2578B-ms98-a-0066,503.473625,503.663625,there's,I,sv,u-90-2
sw2578B-ms98-a-0066,503.663625,504.043625,no,I,sv,u-90-2
sw2578B-ms98-a-0066,504.372625,504.824625,really,I,sv,u-90-2
sw2578B-ms98-a-0066,504.824625,505.353625,redeeming,I,sv,u-90-2
sw2578B-ms98-a-0066,505.353625,505.868375,value,I,sv,u-90-2
sw2578B-ms98-a-0066,505.868375,506.354250,for,I,sv,u-90-2
sw2578B-ms98-a-0066,506.354250,506.546250,T,B,+,u-92-1
sw2578B-ms98-a-0066,506.738375,507.387125,TV,O,,
sw2578B-ms98-a-0066,507.857875,508.349500,no,B,aa,u-92-2
sw2578B-ms98-a-0068,519.630000,519.850000,yeah,B,aa,u-94-1
sw2578B-ms98-a-0068,519.850000,520.010000,you're,B,sv,u-94-2
sw2578B-ms98-a-0068,520.010000,520.660000,developing,I,sv,u-94-2
sw2578B-ms98-a-0068,520.660000,520.750000,your,I,sv,u-94-2
sw2578B-ms98-a-0068,520.750000,521.610000,imagination,I,sv,u-94-2
sw2578B-ms98-a-0068,521.610000,521.830000,which,O,,
sw2578B-ms98-a-0069,522.494750,522.682500,you,B,sv,u-96-1
sw2578B-ms98-a-0069,522.682500,522.936250,know,I,sv,u-96-1
sw2578B-ms98-a-0069,522.936250,523.124750,when,I,sv,u-96-1
sw2578B-ms98-a-0069,523.124750,523.214750,you,I,sv,u-96-1
sw2578B-ms98-a-0069,523.214750,523.644750,develop,I,sv,u-96-1
sw2578B-ms98-a-0069,523.644750,523.744750,your,I,sv,u-96-1
sw2578B-ms98-a-0069,523.744750,524.444750,imagination,I,sv,u-96-1
sw2578B-ms98-a-0069,524.444750,524.664750,that,I,sv,u-96-1
sw2578B-ms98-a-0069,524.664750,524.794750,can,I,sv,u-96-1
sw2578B-ms98-a-0069,524.794750,525.104750,take,I,sv,u-96-1
sw2578B-ms98-a-0069,525.104750,525.234750,you,I,sv,u-96-1
sw2578B-ms98-a-0069,525.234750,525.464750,into,I,sv,u-96-1
sw2578B-ms98-a-0069,525.464750,525.524750,a,I,sv,u-96-1
sw2578B-ms98-a-0069,525.524750,525.754750,lot,I,sv,u-96-1
sw2578B-ms98-a-0069,525.754750,525.834750,of,I,sv,u-96-1
sw2578B-ms98-a-0069,525.834750,526.194750,other,I,sv,u-96-1
sw2578B-ms98-a-0069,526.194750,526.884750,areas,I,sv,u-96-1
sw2578B-ms98-a-0069,526.884750,527.244750,because,I,sv,u-96-1
sw2578B-ms98-a-0069,527.244750,527.454750,you've,I,sv,u-96-1
sw2578B-ms98-a-0069,527.454750,528.064000,developed,I,sv,u-96-1
sw2578B-ms98-a-0069,528.485750,529.014750,uh,I,sv,u-96-1
sw2578B-ms98-a-0069,529.014750,529.374750,your,I,sv,u-96-1
sw2578B-ms98-a-0069,529.374750,529.714750,your,I,sv,u-96-1
sw2578B-ms98-a-0069,529.714750,529.834750,your,I,sv,u-96-1
sw2578B-ms98-a-0069,529.834750,530.314750,mind,I,sv,u-96-1
sw2578B-ms98-a-0069,530.314750,530.584750,in,I,sv,u-96-1
sw2578B-ms98-a-0069,530.584750,530.784750,in,I,sv,u-96-1
sw2578B-ms98-a-0069,530.784750,531.284750,seeing,I,sv,u-96-1
sw2578B-ms98-a-0069,531.284750,531.724750,things,I,sv,u-96-1
sw2578B-ms98-a-0069,531.724750,531.867500,you,I,sv,u-96-1
sw2578B-ms98-a-0069,531.867500,532.104750,know,I,sv,u-96-1
sw2578B-ms98-a-0069,532.104750,532.324750,even,B,+,u-98-1
sw2578B-ms98-a-0069,532.324750,532.444750,if,I,+,u-98-1
sw2578B-ms98-a-0069,532.444750,532.644750,it's,I,+,u-98-1
sw2578B-ms98-a-0069,532.644750,532.834750,your,I,+,u-98-1
sw2578B-ms98-a-0069,532.834750,533.154750,own,I,+,u-98-1
sw2578B-ms98-a-0069,533.154750,533.434750,set,I,+,u-98-1
sw2578B-ms98-a-0069,533.434750,533.967750,way,I,+,u-98-1
sw2578B-ms98-a-0070,534.485375,534.735375,you,I,+,u-98-1
sw2578B-ms98-a-0070,534.735375,535.065375,know,I,+,u-98-1
