sw2340A-ms98-a-0002,1.360000,1.580000,hello,B,fp^m,u-2-1
sw2340A-ms98-a-0058,294.323875,294.523875,when,I,sd,u-94-3
sw2340A-ms98-a-0058,294.523875,294.803875,she's,I,sd,u-94-3
sw2340A-ms98-a-0058,294.803875,294.993875,been,I,sd,u-94-3
sw2340A-ms98-a-0058,294.993875,295.163875,on,I,sd,u-94-3
sw2340A-ms98-a-0058,295.163875,295.233875,a,I,sd,u-94-3
sw2340A-ms98-a-0058,295.233875,295.820500,visit,I,sd,u-94-3
sw2340A-ms98-a-0058,296.076625,296.223875,with,B,+,u-96-1
sw2340A-ms98-a-0058,296.223875,296.593875,somebody,I,+,u-96-1
sw2340A-ms98-a-0058,296.593875,296.903875,else,I,+,u-96-1
sw2340A-ms98-a-0058,296.903875,296.973875,you,I,+,u-96-1
sw2340A-ms98-a-0058,296.973875,297.193875,know,I,+,u-96-1
sw2340A-ms98-a-0058,297.193875,297.483875,and,B,sd,u-98-1
sw2340A-ms98-a-0059,297.783375,298.065625,and,I,sd,u-98-1
sw2340A-ms98-a-0059,298.065625,298.343000,our,I,sd,u-98-1
sw2340A-ms98-a-0059,298.343000,298.647375,routine,I,sd,u-98-1
sw2340A-ms98-a-0059,298.647375,298.746375,has,I,sd,u-98-1
sw2340A-ms98-a-0059,298.746375,299.149375,come,I,sd,u-98-1
sw2340A-ms98-a-0059,299.337125,299.757125,obviously,I,sd,u-98-1
sw2340A-ms98-a-0059,299.757125,300.157125,hectic,I,sd,u-98-1
sw2340A-ms98-a-0059,300.157125,300.547125,with,I,sd,u-98-1
sw2340A-ms98-a-0059,300.547125,300.997125,teenagers,I,sd,u-98-1
sw2340A-ms98-a-0059,300.997125,301.087125,and,I,sd,u-98-1
sw2340A-ms98-a-0059,301.087125,301.497125,everything,I,sd,u-98-1
sw2340A-ms98-a-0059,302.087125,302.207125,and,B,%,u-100-1
sw2340A-ms98-a-0059,302.207125,302.537125,she's,I,%,u-100-1
sw2340A-ms98-a-0059,302.537125,303.157125,much,I,%,u-100-1
sw2340A-ms98-a-0059,303.157125,303.317125,and,B,sv,u-100-2
sw2340A-ms98-a-0059,303.317125,303.437125,so,I,sv,u-100-2
sw2340A-ms98-a-0059,303.437125,303.517125,the,I,sv,u-100-2
sw2340A-ms98-a-0059,303.517125,304.247125,stimulation,I,sv,u-100-2
sw2340A-ms98-a-0059,304.247125,304.627125,part,I,sv,u-100-2
sw2340A-ms98-a-0059,304.627125,304.827125,is,I,sv,u-100-2
sw2340A-ms98-a-0059,304.827125,305.077125,really,I,sv,u-100-2
sw2340A-ms98-a-0059,305.077125,305.497125,important,I,sv,u-100-2
sw2340A-ms98-a-0059,305.497125,305.607125,i,I,sv,u-100-2
sw2340A-ms98-a-0059,305.607125,305.964875,think,I,sv,u-100-2
sw2340A-ms98-a-0059,305.964875,306.137125,like,I,sv,u-100-2
sw2340A-ms98-a-0059,306.137125,306.367125,any,I,sv,u-100-2
sw2340A-ms98-a-0059,306.367125,306.747125,animal,I,sv,u-100-2
sw2340A-ms98-a-0059,306.747125,307.217000,anything,I,sv,u-100-2
sw2340A-ms98-a-0059,307.642625,307.787125,you,B,sv,u-102-1
sw2340A-ms98-a-0059,307.787125,308.027125,just,I,sv,u-102-1
sw2340A-ms98-a-0059,308.027125,308.315625,lay,I,sv,u-102-1
sw2340A-ms98-a-0059,308.315625,308.737500,around,I,sv,u-102-1
sw2340A-ms98-a-0059,308.737500,309.227125,uh,I,sv,u-102-1
sw2340A-ms98-a-0059,309.227125,309.417125,that's,I,sv,u-102-1
sw2340A-ms98-a-0059,309.417125,309.477125,the,I,sv,u-102-1
sw2340A-ms98-a-0059,309.477125,309.877125,fastest,I,sv,u-102-1
sw2340A-ms98-a-0059,309.877125,309.987125,way,I,sv,u-102-1
sw2340A-ms98-a-0059,309.987125,310.067125,to,I,sv,u-102-1
sw2340A-ms98-a-0059,310.067125,310.347125,die,I,sv,u-102-1
sw2340A-ms98-a-0059,310.347125,310.407125,i,I,sv,u-102-1
sw2340A-ms98-a-0059,310.407125,310.697125,think,I,sv,u-102-1
sw2340A-ms98-a-0059,310.697125,310.767125,you,I,sv,u-102-1
sw2340A-ms98-a-0059,310.767125,310.987125,know,I,sv,u-102-1
sw2340A-ms98-a-0061,318.883125,319.226625,oh,B,b,u-104-1
sw2340A-ms98-a-0061,319.226625,319.591875,yeah,I,b,u-104-1
sw2340A-ms98-a-0061,320.175750,320.458750,i'm,B,sd,u-106-1
sw2340A-ms98-a-0061,320.458750,320.788750,afraid,I,sd,u-106-1
sw2340A-ms98-a-0061,320.788750,320.898750,i'm,I,sd,u-106-1
sw2340A-ms98-a-0061,320.898750,320.968750,a,I,sd,u-106-1
sw2340A-ms98-a-0061,320.968750,321.288750,TV,I,sd,u-106-1
sw2340A-ms98-a-0061,321.288750,321.638750,flipper,I,sd,u-106-1
sw2340A-ms98-a-0061,321.638750,322.078750,anything,B,sd,u-106-2
sw2340A-ms98-a-0061,322.078750,322.318750,bad,I,sd,u-106-2
sw2340A-ms98-a-0061,322.318750,322.408750,i,I,sd,u-106-2
sw2340A-ms98-a-0061,322.408750,322.618750,like,I,sd,u-106-2
sw2340A-ms98-a-0061,322.618750,322.698750,i,I,sd,u-106-2
sw2340A-ms98-a-0061,322.698750,322.870000,like,I,sd,u-106-2
sw2340A-ms98-a-0061,322.870000,323.024375,to,I,sd,u-106-2
sw2340A-ms98-a-0061,323.024375,323.358750,flip,B,+,u-108-1
sw2340A-ms98-a-0061,323.358750,323.538750,[laughter-i],I,+,u-108-1
sw2340A-ms98-a-0061,323.538750,323.818750,flip,I,+,u-108-1
sw2340A-ms98-a-0061,323.818750,323.928750,it,I,+,u-108-1
sw2340A-ms98-a-0061,323.928750,324.233875,off,I,+,u-108-1
sw2340A-ms98-a-0061,324.531375,324.718750,but,B,sv,u-108-2
sw2340A-ms98-a-0061,324.718750,324.808750,it,I,sv,u-108-2
sw2340A-ms98-a-0061,324.808750,324.968750,is,I,sv,u-108-2
sw2340A-ms98-a-0061,324.968750,325.438750,sad,I,sv,u-108-2
sw2340A-ms98-a-0061,325.438750,325.628750,it's,B,sv^r,u-108-3
sw2340A-ms98-a-0061,325.628750,325.935500,sad,I,sv^r,u-108-3
sw2340A-ms98-a-0061,325.935500,326.245000,yeah,B,%,u-108-4
sw2340A-ms98-a-0063,333.728625,334.018625,oh,B,b,u-110-1
sw2340A-ms98-a-0063,334.018625,334.493875,yeah,I,b,u-110-1
sw2340A-ms98-a-0065,346.911750,347.458750,yeah,B,b,u-112-1
sw2340A-ms98-a-0067,352.275625,352.585625,right,B,aa,u-114-1
sw2340A-ms98-a-0067,352.585625,352.705625,when,B,sd,u-114-2
sw2340A-ms98-a-0067,352.705625,352.805625,i,I,sd,u-114-2
sw2340A-ms98-a-0067,352.805625,353.015625,was,I,sd,u-114-2
sw2340A-ms98-a-0067,353.125625,353.435625,uh,I,sd,u-114-2
sw2340A-ms98-a-0067,353.435625,353.785625,younger,I,sd,u-114-2
sw2340A-ms98-a-0067,353.785625,354.095625,we,I,sd,u-114-2
sw2340A-ms98-a-0067,354.095625,354.245625,i,I,sd,u-114-2
sw2340A-ms98-a-0067,354.245625,354.425625,lived,I,sd,u-114-2
sw2340A-ms98-a-0067,354.425625,354.485625,in,I,sd,u-114-2
sw2340A-ms98-a-0067,354.485625,354.545625,the,I,sd,u-114-2
sw2340A-ms98-a-0067,354.545625,354.685625,east,I,sd,u-114-2
sw2340A-ms98-a-0067,354.685625,354.765625,i'm,B,sd,u-114-3
sw2340A-ms98-a-0067,354.765625,354.945625,from,I,sd,u-114-3
sw2340A-ms98-a-0067,354.945625,355.005625,the,I,sd,u-114-3
sw2340A-ms98-a-0067,355.005625,355.305625,east,I,sd,u-114-3
sw2340A-ms98-a-0067,355.305625,355.591375,really,I,sd,u-114-3
sw2340A-ms98-a-0068,356.288125,356.538125,and,B,sd,u-114-4
sw2340A-ms98-a-0068,356.538125,356.608125,it,I,sd,u-114-4
sw2340A-ms98-a-0068,356.608125,356.888125,seemed,I,sd,u-114-4
sw2340A-ms98-a-0068,356.888125,357.178125,like,I,sd,u-114-4
sw2340A-ms98-a-0068,357.178125,357.468125,there,I,sd,u-114-4
sw2340A-ms98-a-0068,357.468125,357.778125,several,I,sd,u-114-4
sw2340A-ms98-a-0068,357.778125,358.058125,people,I,sd,u-114-4
sw2340A-ms98-a-0068,358.058125,358.178125,that,I,sd,u-114-4
sw2340A-ms98-a-0068,358.178125,358.328125,i,I,sd,u-114-4
sw2340A-ms98-a-0068,358.328125,358.498125,knew,I,sd,u-114-4
sw2340A-ms98-a-0068,358.498125,358.658125,that,I,sd,u-114-4
sw2340A-ms98-a-0068,358.658125,358.978125,had,I,sd,u-114-4
sw2340A-ms98-a-0068,358.978125,359.458125,their,I,sd,u-114-4
sw2340A-ms98-a-0068,359.729250,359.918125,uh,I,sd,u-114-4
sw2340A-ms98-a-0068,359.918125,360.448125,parents,I,sd,u-114-4
sw2340A-ms98-a-0068,360.448125,360.518125,i,I,sd,u-114-4
sw2340A-ms98-a-0068,360.518125,360.708125,guess,I,sd,u-114-4
sw2340A-ms98-a-0068,360.708125,360.798125,they,I,sd,u-114-4
sw2340A-ms98-a-0068,360.798125,360.978125,would,I,sd,u-114-4
sw2340A-ms98-a-0068,360.978125,361.128125,be,I,sd,u-114-4
sw2340A-ms98-a-0068,361.128125,361.378125,but,I,sd,u-114-4
sw2340A-ms98-a-0068,361.378125,361.588125,well,I,sd,u-114-4
sw2340A-ms98-a-0068,361.588125,361.658125,in,I,sd,u-114-4
sw2340A-ms98-a-0068,361.658125,361.768125,their,I,sd,u-114-4
sw2340A-ms98-a-0068,361.768125,362.088125,seventy,O,,
sw2340A-ms98-a-0068,362.088125,362.368125,living,B,sd,u-114-5
sw2340A-ms98-a-0068,362.368125,362.588125,with,I,sd,u-114-5
sw2340A-ms98-a-0068,362.588125,362.818125,them_1,O,,
sw2340A-ms98-a-0069,363.457000,363.617000,and,B,sd,u-116-1
sw2340A-ms98-a-0069,363.617000,363.757000,one,I,sd,u-116-1
sw2340A-ms98-a-0069,363.757000,363.857000,of,I,sd,u-116-1
sw2340A-ms98-a-0069,363.857000,363.987000,them,I,sd,u-116-1
sw2340A-ms98-a-0069,363.987000,364.197000,was,I,sd,u-116-1
sw2340A-ms98-a-0069,364.197000,364.617000,even,I,sd,u-116-1
sw2340A-ms98-a-0069,364.617000,364.767000,a,I,sd,u-116-1
sw2340A-ms98-a-0069,364.767000,365.087000,woman,I,sd,u-116-1
sw2340A-ms98-a-0069,365.087000,365.167000,who,I,sd,u-116-1
sw2340A-ms98-a-0069,365.167000,365.387000,was,I,sd,u-116-1
sw2340A-ms98-a-0069,365.387000,365.757000,fairly,I,sd,u-116-1
sw2340A-ms98-a-0069,365.757000,365.947000,old,I,sd,u-116-1
sw2340A-ms98-a-0069,365.947000,366.037000,and,B,sd,u-116-2
sw2340A-ms98-a-0069,366.037000,366.087000,i,I,sd,u-116-2
sw2340A-ms98-a-0069,366.087000,366.227000,guess,I,sd,u-116-2
sw2340A-ms98-a-0069,366.227000,366.540750,she,I,sd,u-116-2
sw2340A-ms98-a-0069,366.860875,366.997000,she,I,sd,u-116-2
sw2340A-ms98-a-0069,366.997000,367.087000,had,I,sd,u-116-2
sw2340A-ms98-a-0069,367.087000,367.147000,her,I,sd,u-116-2
sw2340A-ms98-a-0069,367.147000,367.347000,own,I,sd,u-116-2
sw2340A-ms98-a-0069,367.347000,367.737000,separate,I,sd,u-116-2
sw2340A-ms98-a-0069,367.737000,367.947000,room,I,sd,u-116-2
sw2340A-ms98-a-0069,367.947000,368.037000,and,B,sd,u-116-3
sw2340A-ms98-a-0069,368.037000,368.087000,i,I,sd,u-116-3
sw2340A-ms98-a-0069,368.087000,368.317000,think,I,sd,u-116-3
sw2340A-ms98-a-0069,368.317000,368.507000,whether,I,sd,u-116-3
sw2340A-ms98-a-0069,368.507000,368.677000,it's,I,sd,u-116-3
sw2340A-ms98-a-0069,368.677000,368.907000,more,I,sd,u-116-3
sw2340A-ms98-a-0069,368.907000,368.977000,a,I,sd,u-116-3
sw2340A-ms98-a-0069,368.977000,369.427000,custom,I,sd,u-116-3
sw2340A-ms98-a-0069,369.427000,369.607000,up,I,sd,u-116-3
sw2340A-ms98-a-0069,369.607000,369.797000,there,I,sd,u-116-3
sw2340A-ms98-a-0069,369.797000,369.877000,or,I,sd,u-116-3
sw2340A-ms98-a-0069,369.877000,370.167000,maybe,I,sd,u-116-3
sw2340A-ms98-a-0069,370.167000,370.397000,because_1,I,sd,u-116-3
sw2340A-ms98-a-0069,370.397000,370.497000,i,I,sd,u-116-3
sw2340A-ms98-a-0069,370.497000,370.677000,was,I,sd,u-116-3
sw2340A-ms98-a-0069,370.677000,371.007000,younger,I,sd,u-116-3
sw2340A-ms98-a-0069,371.007000,371.207000,and,B,sv,u-118-1
sw2340A-ms98-a-0069,371.207000,371.357000,it's,I,sv,u-118-1
sw2340A-ms98-a-0069,371.357000,371.577000,just,I,sv,u-118-1
sw2340A-ms98-a-0069,371.577000,371.737000,not,I,sv,u-118-1
sw2340A-ms98-a-0069,371.737000,371.787000,a,I,sv,u-118-1
sw2340A-ms98-a-0069,371.787000,372.177000,custom,I,sv,u-118-1
sw2340A-ms98-a-0069,372.177000,372.597000,anymore,I,sv,u-118-1
sw2340A-ms98-a-0070,373.261500,373.361500,to,I,sv,u-118-1
sw2340A-ms98-a-0070,373.361500,373.621500,have,I,sv,u-118-1
sw2340A-ms98-a-0070,373.621500,374.122875,uh,I,sv,u-118-1
sw2340A-ms98-a-0070,374.364000,374.541500,you,I,sv,u-118-1
sw2340A-ms98-a-0070,374.541500,374.741500,know,I,sv,u-118-1
sw2340A-ms98-a-0070,374.741500,374.831500,the,I,sv,u-118-1
sw2340A-ms98-a-0070,374.831500,375.861500,grandparents,I,sv,u-118-1
sw2340A-ms98-a-0070,375.861500,376.021500,live,I,sv,u-118-1
sw2340A-ms98-a-0070,376.021500,376.191500,with,I,sv,u-118-1
sw2340A-ms98-a-0070,376.191500,376.381500,you,I,sv,u-118-1
sw2340A-ms98-a-0070,376.381500,376.751500,anymore,I,sv,u-118-1
sw2340A-ms98-a-0070,376.751500,376.801500,i,B,sv,u-118-2
sw2340A-ms98-a-0070,376.801500,377.011500,guess,I,sv,u-118-2
sw2340A-ms98-a-0070,377.011500,377.311500,that,I,sv,u-118-2
sw2340A-ms98-a-0070,377.311500,377.811500,uh,I,sv,u-118-2
sw2340A-ms98-a-0070,378.021500,378.241500,well,B,+,u-120-1
sw2340A-ms98-a-0070,378.241500,378.391500,we,I,+,u-120-1
sw2340A-ms98-a-0070,378.391500,378.481500,are,I,+,u-120-1
sw2340A-ms98-a-0070,378.481500,378.771500,getting,I,+,u-120-1
sw2340A-ms98-a-0070,378.771500,378.991500,away,I,+,u-120-1
sw2340A-ms98-a-0070,378.991500,379.131500,from,I,+,u-120-1
sw2340A-ms98-a-0070,379.131500,379.261500,that,I,+,u-120-1
sw2340A-ms98-a-0070,379.261500,379.421500,which,I,+,u-120-1
sw2340A-ms98-a-0070,379.421500,379.531500,is,I,+,u-120-1
sw2340A-ms98-a-0070,379.531500,379.751500,not,I,+,u-120-1
sw2340A-ms98-a-0070,379.751500,380.051500,right,I,+,u-120-1
sw2340A-ms98-a-0072,384.023500,384.223500,oh,B,b,u-122-1
sw2340A-ms98-a-0072,384.223500,384.718250,yeah,I,b,u-122-1
sw2340A-ms98-a-0074,388.803625,388.973625,oh,B,b,u-124-1
sw2340A-ms98-a-0074,388.973625,389.553625,right,I,b,u-124-1
sw2340A-ms98-a-0074,389.553625,389.963625,right,B,b^r,u-124-2
sw2340A-ms98-a-0076,393.859125,394.079125,yeah,B,b,u-126-1
sw2340A-ms98-a-0078,402.254875,402.614875,oh,B,b,u-128-1
sw2340A-ms98-a-0080,408.517375,408.647375,well,B,ba,u-130-1
sw2340A-ms98-a-0080,408.647375,408.857375,that's,I,ba,u-130-1
sw2340A-ms98-a-0080,408.857375,409.137375,nice,I,ba,u-130-1
sw2340A-ms98-a-0080,409.137375,409.257375,in,I,ba,u-130-1
sw2340A-ms98-a-0080,409.257375,409.307375,a,I,ba,u-130-1
sw2340A-ms98-a-0080,409.307375,409.437375,lot,I,ba,u-130-1
sw2340A-ms98-a-0080,409.437375,409.517375,of,I,ba,u-130-1
sw2340A-ms98-a-0080,409.517375,409.907625,ways,I,ba,u-130-1
sw2340A-ms98-a-0082,413.908375,414.018375,but,O,,
sw2340A-ms98-a-0082,414.018375,414.188375,that,O,,
sw2340A-ms98-a-0082,414.188375,414.268375,you,B,qy^d,u-132-1
sw2340A-ms98-a-0082,414.268375,414.360750,were,I,qy^d,u-132-1
sw2340A-ms98-a-0082,414.360750,414.714875,[vocalized-noise],I,qy^d,u-132-1
sw2340A-ms98-a-0082,414.714875,414.908375,you,I,qy^d,u-132-1
sw2340A-ms98-a-0082,414.908375,415.148375,said,I,qy^d,u-132-1
sw2340A-ms98-a-0082,415.148375,415.308375,that,I,qy^d,u-132-1
sw2340A-ms98-a-0082,415.308375,415.448375,by,I,qy^d,u-132-1
sw2340A-ms98-a-0082,415.448375,415.898375,mistake,I,qy^d,u-132-1
sw2340A-ms98-a-0082,415.898375,416.078375,yeah,B,%,u-132-2
sw2340A-ms98-a-0082,416.078375,416.318375,right,B,%,u-132-3
sw2340A-ms98-a-0083,417.309625,417.539625,that's,B,sd,u-134-1
sw2340A-ms98-a-0083,417.539625,417.629625,what,I,sd,u-134-1
sw2340A-ms98-a-0083,417.629625,417.699625,i,I,sd,u-134-1
sw2340A-ms98-a-0083,417.699625,417.929625,think,I,sd,u-134-1
sw2340A-ms98-a-0083,417.929625,418.139625,about,I,sd,u-134-1
sw2340A-ms98-a-0083,418.139625,418.219625,it,I,sd,u-134-1
sw2340A-ms98-a-0083,418.219625,418.359625,for,I,sd,u-134-1
sw2340A-ms98-a-0083,418.359625,418.559625,me,I,sd,u-134-1
sw2340A-ms98-a-0083,418.559625,418.609625,i,B,sd(^q),u-134-2
sw2340A-ms98-a-0083,418.609625,418.889625,think,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,418.889625,419.029625,well,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,419.029625,419.169625,my,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,419.169625,419.519625,kids,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,419.519625,419.779625,better,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,419.779625,420.049625,not,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,420.049625,420.199625,do,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,420.199625,420.429625,that,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,420.429625,420.509625,to,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,420.509625,420.629625,me,I,sd(^q),u-134-2
sw2340A-ms98-a-0083,420.629625,420.849625,i,B,sd,u-136-1
sw2340A-ms98-a-0083,420.849625,421.019625,don't,I,sd,u-136-1
sw2340A-ms98-a-0083,421.019625,421.239625,want,I,sd,u-136-1
sw2340A-ms98-a-0083,421.239625,421.329625,that,I,sd,u-136-1
sw2340A-ms98-a-0083,421.329625,421.419625,you,I,sd,u-136-1
sw2340A-ms98-a-0083,421.419625,421.569625,know,I,sd,u-136-1
sw2340A-ms98-a-0083,421.569625,421.839625,so,B,sd(^q),u-136-2
sw2340A-ms98-a-0083,421.839625,421.969625,i-,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,421.969625,422.139625,i,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.139625,422.379625,think,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.379625,422.449625,of,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.449625,422.569625,it,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.569625,422.749625,well,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.749625,422.889625,how,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,422.889625,423.019625,would,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.019625,423.149625,i,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.149625,423.349625,want,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.349625,423.409625,to,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.409625,423.479625,be,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.479625,423.859625,treated,I,sd(^q),u-136-2
sw2340A-ms98-a-0083,423.859625,424.169625,rather,B,+,u-138-1
sw2340A-ms98-a-0083,424.169625,424.509625,than,I,+,u-138-1
sw2340A-ms98-a-0084,425.312250,425.432250,you,O,,
sw2340A-ms98-a-0084,425.432250,425.492250,know,O,,
sw2340A-ms98-a-0084,425.492250,425.662250,it's,B,sv(^q),u-138-2
sw2340A-ms98-a-0084,425.662250,425.892250,easy,I,sv(^q),u-138-2
sw2340A-ms98-a-0084,425.892250,425.992250,to,I,sv(^q),u-138-2
sw2340A-ms98-a-0084,425.992250,426.192250,say,I,sv(^q),u-138-2
sw2340A-ms98-a-0084,426.192250,426.412250,well,I,sv(^q),u-138-2
sw2340A-ms98-a-0084,426.412250,426.582250,yeah,I,sv(^q),u-138-2
sw2340A-ms98-a-0084,426.582250,426.832250,let's,B,^q,u-138-3
sw2340A-ms98-a-0084,426.832250,427.052250,let's,I,^q,u-138-3
sw2340A-ms98-a-0084,427.052250,427.232250,put,I,^q,u-138-3
sw2340A-ms98-a-0084,427.232250,427.422250,these,I,^q,u-138-3
sw2340A-ms98-a-0084,427.422250,427.602250,old,I,^q,u-138-3
sw2340A-ms98-a-0084,427.602250,427.922250,folks,I,^q,u-138-3
sw2340A-ms98-a-0084,427.922250,428.012250,in,I,^q,u-138-3
sw2340A-ms98-a-0084,428.012250,428.052250,a,I,^q,u-138-3
sw2340A-ms98-a-0084,428.052250,428.222250,home,I,^q,u-138-3
sw2340A-ms98-a-0084,428.222250,428.362250,but,B,sd,u-138-4
sw2340A-ms98-a-0084,428.362250,428.436375,when,I,sd,u-138-4
sw2340A-ms98-a-0084,428.436375,428.568125,i,I,sd,u-138-4
sw2340A-ms98-a-0084,428.568125,428.792250,think,I,sd,u-138-4
sw2340A-ms98-a-0084,428.984125,429.070750,i,I,sd,u-138-4
sw2340A-ms98-a-0084,429.070750,429.132250,don't,I,sd,u-138-4
sw2340A-ms98-a-0084,429.132250,429.252250,want,I,sd,u-138-4
sw2340A-ms98-a-0084,429.252250,429.312250,to,I,sd,u-138-4
sw2340A-ms98-a-0084,429.312250,429.462250,do,I,sd,u-138-4
sw2340A-ms98-a-0084,429.462250,429.712250,that,I,sd,u-138-4
sw2340A-ms98-a-0084,429.712250,429.782250,you,I,sd,u-138-4
sw2340A-ms98-a-0084,429.782250,429.962250,know,I,sd,u-138-4
sw2340A-ms98-a-0084,429.962250,430.002250,i,B,sd,u-138-5
sw2340A-ms98-a-0084,430.002250,430.282250,don't,I,sd,u-138-5
sw2340A-ms98-a-0084,430.282250,430.402250,want,I,sd,u-138-5
sw2340A-ms98-a-0084,430.402250,430.462250,to,I,sd,u-138-5
sw2340A-ms98-a-0084,430.462250,430.689750,be,I,sd,u-138-5
sw2340A-ms98-a-0084,430.968375,431.182250,have,B,sd,u-140-1
sw2340A-ms98-a-0084,431.182250,431.332250,my,I,sd,u-140-1
sw2340A-ms98-a-0084,431.332250,431.542250,little,I,sd,u-140-1
sw2340A-ms98-a-0084,431.542250,431.752250,home,I,sd,u-140-1
sw2340A-ms98-a-0084,431.752250,431.812250,i,B,sd,u-140-2
sw2340A-ms98-a-0084,431.812250,432.032250,always,I,sd,u-140-2
sw2340A-ms98-a-0084,432.032250,432.342250,threaten,I,sd,u-140-2
sw2340A-ms98-a-0084,432.342250,432.462250,my,I,sd,u-140-2
sw2340A-ms98-a-0084,432.462250,432.852250,daughters,I,sd,u-140-2
sw2340A-ms98-a-0084,432.852250,432.912250,i,B,sd(^q),u-140-3
sw2340A-ms98-a-0084,432.912250,433.092250,say,I,sd(^q),u-140-3
sw2340A-ms98-a-0084,433.092250,433.452250,well,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,433.954125,434.054125,i'm,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.054125,434.174125,going,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.174125,434.244125,to,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.244125,434.494125,build,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.494125,434.524125,a,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.524125,434.734125,little,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,434.734125,435.014125,house,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,435.014125,435.384125,behind,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,435.384125,435.734125,yours,I,sd(^q),u-140-3
sw2340A-ms98-a-0085,435.734125,436.172750,and,B,sd(^q),u-142-1
sw2340A-ms98-a-0085,436.515500,436.674125,then,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,436.674125,436.914125,and,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,436.914125,437.084125,i'll,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,437.084125,437.304125,take,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,437.304125,437.454125,care,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,437.454125,437.524125,of,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,437.524125,437.664125,your,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,437.664125,438.054125,lawn,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,438.054125,438.124125,he,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,438.124125,438.304125,says,I,sd(^q),u-142-1
sw2340A-ms98-a-0085,438.304125,438.424125,but,B,^q,u-142-2
sw2340A-ms98-a-0085,438.424125,438.538750,i'm,I,^q,u-142-2
sw2340A-ms98-a-0085,438.538750,438.783625,not,I,^q,u-142-2
sw2340A-ms98-a-0085,438.783625,439.224125,going,I,^q,u-142-2
sw2340A-ms98-a-0085,439.224125,439.304125,to,I,^q,u-142-2
sw2340A-ms98-a-0085,439.304125,439.444125,one,I,^q,u-142-2
sw2340A-ms98-a-0085,439.444125,439.524125,of,I,^q,u-142-2
sw2340A-ms98-a-0085,439.524125,439.694125,those,I,^q,u-142-2
sw2340A-ms98-a-0085,439.694125,440.307625,places,I,^q,u-142-2
sw2340A-ms98-a-0085,440.753125,441.344125,right,B,aa,u-144-1
sw2340A-ms98-a-0085,441.344125,441.678125,yeah,B,aa,u-144-2
sw2340A-ms98-a-0087,445.150375,446.125250,[laughter],O,,
sw2340A-ms98-a-0088,447.066500,447.328125,that's,B,sv,u-148-1
sw2340A-ms98-a-0088,447.328125,447.444000,what,I,sv,u-148-1
sw2340A-ms98-a-0088,447.444000,447.616500,we,I,sv,u-148-1
sw2340A-ms98-a-0088,447.616500,447.836500,that's,I,sv,u-148-1
sw2340A-ms98-a-0088,447.836500,447.896500,the,I,sv,u-148-1
sw2340A-ms98-a-0088,447.896500,447.976500,way,I,sv,u-148-1
sw2340A-ms98-a-0088,447.976500,448.086500,we,I,sv,u-148-1
sw2340A-ms98-a-0088,448.086500,448.406500,call,I,sv,u-148-1
sw2340A-ms98-a-0088,448.406500,448.506500,it,I,sv,u-148-1
sw2340A-ms98-a-0088,448.506500,448.666500,which,I,sv,u-148-1
sw2340A-ms98-a-0088,448.666500,448.806500,is,I,sv,u-148-1
sw2340A-ms98-a-0088,448.806500,449.066500,really,I,sv,u-148-1
sw2340A-ms98-a-0088,449.066500,449.600000,wrong,I,sv,u-148-1
