sw3028B-ms98-a-0002,1.678500,1.972000,um-hum,B,ny,u-2-1
sw3028B-ms98-a-0096,431.986750,432.076750,know,I,sv,u-178-2
sw3028B-ms98-a-0096,432.076750,432.446750,we,I,sv,u-178-2
sw3028B-ms98-a-0096,432.446750,432.716750,can't,I,sv,u-178-2
sw3028B-ms98-a-0096,432.716750,433.176125,avoid,I,sv,u-178-2
sw3028B-ms98-a-0096,433.552875,433.676750,for,I,sv,u-178-2
sw3028B-ms98-a-0096,433.676750,433.936750,health,I,sv,u-178-2
sw3028B-ms98-a-0096,433.936750,434.466750,purposes,I,sv,u-178-2
sw3028B-ms98-a-0096,434.466750,434.616750,and,I,sv,u-178-2
sw3028B-ms98-a-0096,434.616750,434.786750,some,I,sv,u-178-2
sw3028B-ms98-a-0096,434.786750,435.086750,things,I,sv,u-178-2
sw3028B-ms98-a-0096,435.086750,435.216750,that,I,sv,u-178-2
sw3028B-ms98-a-0096,435.216750,435.326750,we,I,sv,u-178-2
sw3028B-ms98-a-0096,435.326750,435.556750,just,I,sv,u-178-2
sw3028B-ms98-a-0096,435.556750,435.726750,need,I,sv,u-178-2
sw3028B-ms98-a-0096,435.726750,435.826750,to,I,sv,u-178-2
sw3028B-ms98-a-0096,435.826750,436.170250,like,I,sv,u-178-2
sw3028B-ms98-a-0096,436.626000,436.676750,you,I,sv,u-178-2
sw3028B-ms98-a-0096,436.676750,436.916750,know,I,sv,u-178-2
sw3028B-ms98-a-0096,436.916750,437.106750,this,B,sv,u-178-3
sw3028B-ms98-a-0096,437.106750,437.176750,is,I,sv,u-178-3
sw3028B-ms98-a-0096,437.176750,437.446750,not,I,sv,u-178-3
sw3028B-ms98-a-0096,437.446750,437.566750,in,I,sv,u-178-3
sw3028B-ms98-a-0096,437.566750,437.716750,my,I,sv,u-178-3
sw3028B-ms98-a-0096,437.716750,438.409250,control,I,sv,u-178-3
sw3028B-ms98-a-0097,438.840625,438.980625,so,B,sv,u-180-1
sw3028B-ms98-a-0097,438.980625,439.100625,i'm,I,sv,u-180-1
sw3028B-ms98-a-0097,439.100625,439.290625,either,I,sv,u-180-1
sw3028B-ms98-a-0097,439.290625,439.450625,going,I,sv,u-180-1
sw3028B-ms98-a-0097,439.450625,439.570625,to,I,sv,u-180-1
sw3028B-ms98-a-0097,439.570625,439.980625,be,I,sv,u-180-1
sw3028B-ms98-a-0097,439.980625,440.090625,i'm,I,sv,u-180-1
sw3028B-ms98-a-0097,440.090625,440.400625,either,I,sv,u-180-1
sw3028B-ms98-a-0097,440.400625,440.550625,going,I,sv,u-180-1
sw3028B-ms98-a-0097,440.550625,440.640625,to,I,sv,u-180-1
sw3028B-ms98-a-0097,440.640625,441.020625,starve,I,sv,u-180-1
sw3028B-ms98-a-0097,441.020625,441.130625,to,I,sv,u-180-1
sw3028B-ms98-a-0097,441.130625,441.410625,death,I,sv,u-180-1
sw3028B-ms98-a-0097,441.410625,441.530625,or,B,sv,u-180-2
sw3028B-ms98-a-0097,441.530625,441.650625,i'm,I,sv,u-180-2
sw3028B-ms98-a-0097,441.650625,441.800625,going,I,sv,u-180-2
sw3028B-ms98-a-0097,441.800625,441.940625,to,I,sv,u-180-2
sw3028B-ms98-a-0097,441.940625,442.150625,get,I,sv,u-180-2
sw3028B-ms98-a-0097,442.150625,442.390625,over,I,sv,u-180-2
sw3028B-ms98-a-0097,442.390625,442.520625,it,I,sv,u-180-2
sw3028B-ms98-a-0097,442.520625,442.650625,and,I,sv,u-180-2
sw3028B-ms98-a-0097,442.650625,442.810625,just,I,sv,u-180-2
sw3028B-ms98-a-0097,442.810625,442.930625,go,I,sv,u-180-2
sw3028B-ms98-a-0097,442.930625,443.120625,ahead,I,sv,u-180-2
sw3028B-ms98-a-0097,443.120625,443.270625,and,I,sv,u-180-2
sw3028B-ms98-a-0097,443.270625,443.450625,eat,I,sv,u-180-2
sw3028B-ms98-a-0097,443.450625,443.590625,as,I,sv,u-180-2
sw3028B-ms98-a-0097,443.590625,444.080625,healthily,I,sv,u-180-2
sw3028B-ms98-a-0097,444.080625,444.230625,as,I,sv,u-180-2
sw3028B-ms98-a-0097,444.230625,444.310625,i,I,sv,u-180-2
sw3028B-ms98-a-0097,444.310625,444.870625,possibly,I,sv,u-180-2
sw3028B-ms98-a-0097,444.870625,445.250625,can,I,sv,u-180-2
sw3028B-ms98-a-0097,445.250625,445.330625,you,I,sv,u-180-2
sw3028B-ms98-a-0097,445.330625,445.570625,know,I,sv,u-180-2
