sw2309B-ms98-a-0002,2.336750,2.746750,never,B,ng,u-2-1
sw2309B-ms98-a-0072,312.963625,313.763625,rehabilitation,I,sv,u-76-2
sw2309B-ms98-a-0072,313.933625,314.053625,it,O,,
sw2309B-ms98-a-0072,314.053625,314.303625,just,O,,
sw2309B-ms98-a-0074,317.904750,318.054750,yes,O,,
sw2309B-ms98-a-0074,318.054750,318.174750,it's,B,bf,u-78-2
sw2309B-ms98-a-0074,318.174750,318.394750,another,I,bf,u-78-2
sw2309B-ms98-a-0074,318.394750,318.614750,war,I,bf,u-78-2
sw2309B-ms98-a-0074,318.614750,318.964750,zone,I,bf,u-78-2
sw2309B-ms98-a-0075,319.907000,320.317000,but,B,qh,u-80-1
sw2309B-ms98-a-0076,321.069500,321.249500,who,I,qh,u-80-1
sw2309B-ms98-a-0076,321.249500,321.541750,knows,I,qh,u-80-1
sw2309B-ms98-a-0078,329.185375,329.405375,i,B,aa,u-82-1
sw2309B-ms98-a-0078,329.405375,329.775375,agree,I,aa,u-82-1
sw2309B-ms98-a-0078,329.775375,329.915375,get,B,sv,u-82-2
sw2309B-ms98-a-0078,329.915375,330.035375,them_1,I,sv,u-82-2
sw2309B-ms98-a-0078,330.035375,330.275375,out,I,sv,u-82-2
sw2309B-ms98-a-0078,330.275375,330.624375,there,I,sv,u-82-2
sw2309B-ms98-a-0080,340.946625,341.236625,sure,B,aa,u-84-1
sw2309B-ms98-a-0080,341.236625,341.376625,they,B,sv,u-84-2
sw2309B-ms98-a-0080,341.376625,341.516625,should,I,sv,u-84-2
sw2309B-ms98-a-0080,341.516625,341.726625,have,I,sv,u-84-2
sw2309B-ms98-a-0080,341.726625,341.806625,them_1,I,sv,u-84-2
sw2309B-ms98-a-0080,341.806625,341.936625,go,I,sv,u-84-2
sw2309B-ms98-a-0080,341.936625,342.016625,out,I,sv,u-84-2
sw2309B-ms98-a-0080,342.016625,342.106625,and,I,sv,u-84-2
sw2309B-ms98-a-0080,342.106625,342.356625,doing,I,sv,u-84-2
sw2309B-ms98-a-0080,342.356625,342.666625,stuff,I,sv,u-84-2
sw2309B-ms98-a-0080,343.186625,343.566625,cleaning,B,+,u-86-1
sw2309B-ms98-a-0080,343.566625,343.876625,up,I,+,u-86-1
sw2309B-ms98-a-0080,343.876625,344.176625,or,I,+,u-86-1
sw2309B-ms98-a-0080,344.176625,344.456625,picking,I,+,u-86-1
sw2309B-ms98-a-0080,344.456625,344.636625,up,I,+,u-86-1
sw2309B-ms98-a-0080,344.636625,344.996625,dirt,I,+,u-86-1
sw2309B-ms98-a-0080,344.996625,345.256625,or,I,+,u-86-1
sw2309B-ms98-a-0080,345.256625,345.716625,weeds,I,+,u-86-1
sw2309B-ms98-a-0080,345.716625,345.806625,or,I,+,u-86-1
sw2309B-ms98-a-0080,345.806625,345.946625,who,I,+,u-86-1
sw2309B-ms98-a-0080,345.946625,346.136625,knows,I,+,u-86-1
sw2309B-ms98-a-0080,346.136625,346.416625,what,I,+,u-86-1
sw2309B-ms98-a-0080,346.656625,347.156625,something,I,+,u-86-1
sw2309B-ms98-a-0080,347.156625,347.397875,for,I,+,u-86-1
sw2309B-ms98-a-0080,347.397875,347.593750,the,I,+,u-86-1
sw2309B-ms98-a-0080,348.262500,348.406625,for,I,+,u-86-1
sw2309B-ms98-a-0080,348.406625,348.616625,the,I,+,u-86-1
sw2309B-ms98-a-0080,348.616625,349.197250,state,I,+,u-86-1
sw2309B-ms98-a-0080,349.295125,349.506625,since,B,sv,u-86-2
sw2309B-ms98-a-0080,349.506625,349.626625,the,I,sv,u-86-2
sw2309B-ms98-a-0080,349.626625,349.846625,state,I,sv,u-86-2
sw2309B-ms98-a-0080,349.846625,349.936625,is,I,sv,u-86-2
sw2309B-ms98-a-0080,349.936625,350.166625,paying,I,sv,u-86-2
sw2309B-ms98-a-0080,350.166625,350.316625,for,I,sv,u-86-2
sw2309B-ms98-a-0080,350.316625,350.396625,them_1,I,sv,u-86-2
sw2309B-ms98-a-0080,350.396625,350.496625,they,I,sv,u-86-2
sw2309B-ms98-a-0080,350.496625,350.656625,should,I,sv,u-86-2
sw2309B-ms98-a-0080,350.656625,350.806625,get,I,sv,u-86-2
sw2309B-ms98-a-0080,350.806625,350.956625,some,I,sv,u-86-2
sw2309B-ms98-a-0080,350.956625,351.136625,kind,I,sv,u-86-2
sw2309B-ms98-a-0080,351.136625,351.312250,of,I,sv,u-86-2
sw2309B-ms98-a-0080,351.914875,352.126625,kind,I,sv,u-86-2
sw2309B-ms98-a-0080,352.126625,352.196625,of,I,sv,u-86-2
sw2309B-ms98-a-0080,352.196625,352.506625,work,I,sv,u-86-2
sw2309B-ms98-a-0080,352.506625,352.696625,out,I,sv,u-86-2
sw2309B-ms98-a-0080,352.696625,352.806625,of,I,sv,u-86-2
sw2309B-ms98-a-0080,352.806625,352.966625,them,I,sv,u-86-2
sw2309B-ms98-a-0082,356.177500,356.827500,exactly,B,aa,u-88-1
sw2309B-ms98-a-0083,357.656750,357.996750,trading,B,sd,u-90-1
sw2309B-ms98-a-0083,357.996750,358.136750,their,I,sd,u-90-1
sw2309B-ms98-a-0083,358.136750,358.446750,lives,I,sd,u-90-1
sw2309B-ms98-a-0083,358.446750,358.606750,for,I,sd,u-90-1
sw2309B-ms98-a-0083,358.606750,359.357750,cigarettes,I,sd,u-90-1
sw2309B-ms98-a-0084,360.150375,360.330375,those,B,+,u-92-1
sw2309B-ms98-a-0084,360.330375,360.530375,kinds,I,+,u-92-1
sw2309B-ms98-a-0084,360.530375,360.590375,of,I,+,u-92-1
sw2309B-ms98-a-0084,360.590375,360.980375,things,I,+,u-92-1
sw2309B-ms98-a-0085,362.102250,362.282250,well,B,%,u-92-2
sw2309B-ms98-a-0085,362.282250,362.732250,good,I,%,u-92-2
sw2309B-ms98-a-0087,364.397625,364.584000,i,B,fc,u-94-1
sw2309B-ms98-a-0087,364.584000,364.834625,think,I,fc,u-94-1
sw2309B-ms98-a-0087,364.834625,365.194875,so,I,fc,u-94-1
sw2309B-ms98-a-0088,365.801000,366.101000,nice,B,fc,u-96-1
sw2309B-ms98-a-0088,366.101000,366.321000,talking,I,fc,u-96-1
sw2309B-ms98-a-0088,366.321000,366.381000,to,I,fc,u-96-1
sw2309B-ms98-a-0088,366.381000,366.471000,you,I,fc,u-96-1
sw2309B-ms98-a-0088,366.471000,366.811000,also,I,fc,u-96-1
sw2309B-ms98-a-0089,367.243250,367.363250,have,B,fc,u-98-1
sw2309B-ms98-a-0089,367.363250,367.393250,a,I,fc,u-98-1
sw2309B-ms98-a-0089,367.393250,367.733250,wonderful,I,fc,u-98-1
sw2309B-ms98-a-0089,367.733250,368.053250,Easter,I,fc,u-98-1
sw2309B-ms98-a-0090,368.459500,368.723500,bye,B,fc,u-100-1
