sw4379B-ms98-a-0002,0.500375,0.852000,uh-huh,B,ny,u-2-1
sw4379B-ms98-a-0049,294.459750,294.729750,buy,I,sd,u-92-4
sw4379B-ms98-a-0049,294.729750,294.999750,those,I,sd,u-92-4
sw4379B-ms98-a-0050,295.861000,296.080250,and,B,sd,u-94-1
sw4379B-ms98-a-0050,296.080250,296.236250,if,I,sd,u-94-1
sw4379B-ms98-a-0050,296.236250,296.336250,we,I,sd,u-94-1
sw4379B-ms98-a-0050,296.336250,296.666250,find,I,sd,u-94-1
sw4379B-ms98-a-0050,296.666250,296.766250,one,I,sd,u-94-1
sw4379B-ms98-a-0050,296.766250,296.926250,on,I,sd,u-94-1
sw4379B-ms98-a-0050,296.926250,297.146250,sale,I,sd,u-94-1
sw4379B-ms98-a-0050,297.146250,297.506250,before,I,sd,u-94-1
sw4379B-ms98-a-0050,297.506250,297.716250,then,I,sd,u-94-1
sw4379B-ms98-a-0050,297.716250,297.876250,then,I,sd,u-94-1
sw4379B-ms98-a-0050,297.876250,297.976250,we,I,sd,u-94-1
sw4379B-ms98-a-0050,297.976250,298.136250,can,I,sd,u-94-1
sw4379B-ms98-a-0050,298.136250,298.336250,just,I,sd,u-94-1
sw4379B-ms98-a-0050,298.336250,298.556250,take,I,sd,u-94-1
sw4379B-ms98-a-0050,298.556250,298.736250,that,I,sd,u-94-1
sw4379B-ms98-a-0050,298.736250,298.846250,and,I,sd,u-94-1
sw4379B-ms98-a-0050,298.846250,299.056250,put,I,sd,u-94-1
sw4379B-ms98-a-0050,299.056250,299.226250,it,I,sd,u-94-1
sw4379B-ms98-a-0050,299.226250,299.995750,towards,I,sd,u-94-1
sw4379B-ms98-a-0050,300.332875,300.386000,the,O,,
