sw2226B-ms98-a-0003,2.823625,3.119500,yes,B,b,u-2-1
sw2226B-ms98-a-0142,446.207000,446.327000,i'm,I,sv,u-186-3
sw2226B-ms98-a-0142,446.327000,446.487000,talking,I,sv,u-186-3
sw2226B-ms98-a-0142,446.487000,447.120750,[laughter-about],O,,
sw2226B-ms98-a-0144,448.430875,448.770875,yeah,B,b,u-188-1
sw2226B-ms98-a-0144,448.770875,449.030875,those,B,sv,u-188-2
sw2226B-ms98-a-0144,449.030875,449.100875,are,I,sv,u-188-2
sw2226B-ms98-a-0144,449.200875,449.470875,good,I,sv,u-188-2
sw2226B-ms98-a-0144,449.470875,449.680875,old,I,sv,u-188-2
sw2226B-ms98-a-0145,450.622000,450.952000,good,B,+,u-190-1
sw2226B-ms98-a-0145,450.952000,451.192000,old,I,+,u-190-1
sw2226B-ms98-a-0145,451.192000,451.782000,books,I,+,u-190-1
sw2226B-ms98-a-0145,451.782000,452.002000,and,I,+,u-190-1
sw2226B-ms98-a-0146,452.521500,452.570625,good,I,+,u-190-1
sw2226B-ms98-a-0146,452.570625,452.613125,old,I,+,u-190-1
sw2226B-ms98-a-0146,452.613125,452.636500,books,I,+,u-190-1
sw2226B-ms98-a-0146,452.636500,452.664750,and,I,+,u-190-1
sw2226B-ms98-a-0146,452.664750,453.478000,classics,I,+,u-190-1
sw2226B-ms98-a-0146,453.478000,453.648000,that's,B,ba,u-190-2
sw2226B-ms98-a-0146,453.648000,453.967000,right,I,ba,u-190-2
sw2226B-ms98-a-0147,455.467625,455.597625,sure,B,ba,u-192-1
sw2226B-ms98-a-0147,455.597625,455.827625,is,I,ba,u-192-1
sw2226B-ms98-a-0147,455.827625,456.267625,neat,I,ba,u-192-1
sw2226B-ms98-a-0149,459.791375,460.360000,yeah,B,b,u-194-1
sw2226B-ms98-a-0151,464.000125,464.410125,right,B,b,u-196-1
sw2226B-ms98-a-0153,468.200000,468.690000,right,B,b,u-198-1
sw2226B-ms98-a-0154,469.029750,469.099750,a,B,sv,u-200-1
sw2226B-ms98-a-0154,469.099750,469.279750,lot,I,sv,u-200-1
sw2226B-ms98-a-0154,469.279750,469.349750,of,I,sv,u-200-1
sw2226B-ms98-a-0154,469.349750,469.589750,people,I,sv,u-200-1
sw2226B-ms98-a-0154,469.589750,469.819750,just,I,sv,u-200-1
sw2226B-ms98-a-0154,469.819750,469.999750,don't,I,sv,u-200-1
sw2226B-ms98-a-0154,469.999750,470.129750,have,I,sv,u-200-1
sw2226B-ms98-a-0154,470.129750,470.419750,time,I,sv,u-200-1
sw2226B-ms98-a-0154,470.419750,470.519750,to,I,sv,u-200-1
sw2226B-ms98-a-0154,470.519750,470.729750,read,I,sv,u-200-1
sw2226B-ms98-a-0154,470.729750,471.299750,nowadays,I,sv,u-200-1
sw2226B-ms98-a-0155,472.264125,472.333125,i,B,sd,u-202-1
sw2226B-ms98-a-0155,472.333125,472.444125,know,I,sd,u-202-1
sw2226B-ms98-a-0155,472.444125,472.654125,it's,I,sd,u-202-1
sw2226B-ms98-a-0155,472.654125,472.904125,it's,I,sd,u-202-1
sw2226B-ms98-a-0155,472.904125,473.084125,really,I,sd,u-202-1
sw2226B-ms98-a-0155,473.084125,473.234125,hard,I,sd,u-202-1
sw2226B-ms98-a-0155,473.234125,473.294125,for,I,sd,u-202-1
sw2226B-ms98-a-0155,473.294125,473.364125,me,I,sd,u-202-1
sw2226B-ms98-a-0155,473.364125,473.394125,i,B,sd,u-202-2
sw2226B-ms98-a-0155,473.394125,473.574125,work,I,sd,u-202-2
sw2226B-ms98-a-0155,473.574125,473.824125,two,I,sd,u-202-2
sw2226B-ms98-a-0155,473.824125,474.384125,jobs,I,sd,u-202-2
sw2226B-ms98-a-0155,474.384125,474.614125,and,I,sd,u-202-2
sw2226B-ms98-a-0156,476.068250,476.535250,uh,B,+,u-204-1
sw2226B-ms98-a-0156,476.911875,477.156000,have,I,+,u-204-1
sw2226B-ms98-a-0156,477.206000,477.306000,my,I,+,u-204-1
sw2226B-ms98-a-0156,477.306000,477.766000,daughter,I,+,u-204-1
sw2226B-ms98-a-0156,477.766000,478.016000,and,I,+,u-204-1
sw2226B-ms98-a-0156,478.556000,478.756000,teach,I,+,u-204-1
sw2226B-ms98-a-0156,478.756000,479.076000,Sunday,I,+,u-204-1
sw2226B-ms98-a-0156,479.076000,479.446000,school,I,+,u-204-1
sw2226B-ms98-a-0156,479.446000,479.546000,and,I,+,u-204-1
sw2226B-ms98-a-0156,479.546000,479.636000,go,I,+,u-204-1
sw2226B-ms98-a-0156,479.636000,479.736000,to,I,+,u-204-1
sw2226B-ms98-a-0156,479.736000,480.396000,school,I,+,u-204-1
sw2226B-ms98-a-0156,480.686000,481.286000,myself,I,+,u-204-1
sw2226B-ms98-a-0156,481.286000,481.656000,so,B,sd,u-204-2
sw2226B-ms98-a-0156,482.495625,482.769375,it's,I,sd,u-204-2
sw2226B-ms98-a-0156,482.769375,482.950125,it's,I,sd,u-204-2
sw2226B-ms98-a-0156,482.950125,483.246000,hard,I,sd,u-204-2
sw2226B-ms98-a-0156,483.246000,483.406000,for,I,sd,u-204-2
sw2226B-ms98-a-0156,483.406000,483.576000,me,I,sd,u-204-2
sw2226B-ms98-a-0156,483.576000,483.786000,to,I,sd,u-204-2
sw2226B-ms98-a-0158,485.617250,485.756875,sit,B,+,u-206-1
sw2226B-ms98-a-0158,485.756875,485.946875,down,I,+,u-206-1
sw2226B-ms98-a-0158,485.946875,486.096875,and,I,+,u-206-1
sw2226B-ms98-a-0158,486.096875,486.396875,read,I,+,u-206-1
sw2226B-ms98-a-0158,486.396875,486.536875,but,B,sd,u-206-2
sw2226B-ms98-a-0158,486.946875,487.032125,when,I,sd,u-206-2
sw2226B-ms98-a-0158,487.032125,487.175625,i,I,sd,u-206-2
sw2226B-ms98-a-0158,487.175625,487.344500,do,I,sd,u-206-2
sw2226B-ms98-a-0158,487.344500,487.468000,i,I,sd,u-206-2
sw2226B-ms98-a-0158,487.468000,487.706875,just,I,sd,u-206-2
sw2226B-ms98-a-0159,488.416000,488.626000,just,I,sd,u-206-2
sw2226B-ms98-a-0159,488.626000,488.876000,love,I,sd,u-206-2
sw2226B-ms98-a-0159,488.876000,489.036000,it,I,sd,u-206-2
sw2226B-ms98-a-0163,493.928875,494.082750,i,B,sv^t,u-210-1
sw2226B-ms98-a-0163,494.082750,494.288875,think,I,sv^t,u-210-1
sw2226B-ms98-a-0163,494.288875,494.398875,we,I,sv^t,u-210-1
sw2226B-ms98-a-0163,494.398875,494.668875,have,I,sv^t,u-210-1
sw2226B-ms98-a-0163,494.668875,494.918875,too,I,sv^t,u-210-1
sw2226B-ms98-a-0163,495.348875,495.588875,thank,B,fc,u-212-1
sw2226B-ms98-a-0163,495.588875,495.668875,you,I,fc,u-212-1
sw2226B-ms98-a-0163,495.668875,495.938875,very,I,fc,u-212-1
sw2226B-ms98-a-0163,495.938875,496.378875,much,I,fc,u-212-1
sw2226B-ms98-a-0163,496.758875,496.918875,you,B,fc,u-214-1
sw2226B-ms98-a-0163,496.918875,497.188875,too,I,fc,u-214-1
sw2226B-ms98-a-0163,497.188875,497.659875,bye-bye,O,,
