sw2821A-ms98-a-0002,1.220000,1.517250,yes,B,ny,u-2-1
sw2821A-ms98-a-0133,518.500500,518.620500,of,I,sd,u-216-3
sw2821A-ms98-a-0133,518.620500,518.850500,any,I,sd,u-216-3
sw2821A-ms98-a-0133,518.850500,519.210500,other,I,sd,u-216-3
sw2821A-ms98-a-0133,519.210500,519.524625,uh,I,sd,u-216-3
sw2821A-ms98-a-0134,520.277250,520.615875,places,I,sd,u-216-3
sw2821A-ms98-a-0135,521.574875,521.719375,uh,O,,
sw2821A-ms98-a-0135,521.719375,522.746875,[laughter-yeah],O,,
sw2821A-ms98-a-0135,523.119750,523.248375,you,B,sd,u-218-2
sw2821A-ms98-a-0135,523.248375,523.338375,have,I,sd,u-218-2
sw2821A-ms98-a-0135,523.338375,523.468375,to,I,sd,u-218-2
sw2821A-ms98-a-0135,523.468375,523.838375,watch,I,sd,u-218-2
sw2821A-ms98-a-0135,523.838375,523.938375,it,I,sd,u-218-2
sw2821A-ms98-a-0135,523.938375,524.068375,if,I,sd,u-218-2
sw2821A-ms98-a-0135,524.068375,524.158375,you,I,sd,u-218-2
sw2821A-ms98-a-0135,524.158375,524.268375,go,I,sd,u-218-2
sw2821A-ms98-a-0135,524.268375,524.478375,out,I,sd,u-218-2
sw2821A-ms98-a-0135,524.478375,524.538375,to,I,sd,u-218-2
sw2821A-ms98-a-0135,524.538375,524.768375,eat,I,sd,u-218-2
sw2821A-ms98-a-0135,524.768375,525.138375,that's,B,ba,u-218-3
sw2821A-ms98-a-0135,525.138375,525.443500,true,I,ba,u-218-3
sw2821A-ms98-a-0137,528.301375,528.598375,[laughter-y[eah]-],O,,
sw2821A-ms98-a-0137,528.598375,529.307250,[laughter-yeah],O,,
sw2821A-ms98-a-0137,529.307250,529.538375,[laughter-there],O,,
sw2821A-ms98-a-0137,529.538375,529.821875,[laughter-you],O,,
sw2821A-ms98-a-0137,529.821875,530.470750,[laughter-go],O,,
sw2821A-ms98-a-0137,530.470750,532.074000,[laughter],O,,
sw2821A-ms98-a-0139,533.504875,533.750625,well,B,fc,u-222-1
sw2821A-ms98-a-0139,533.750625,533.940625,good,I,fc,u-222-1
sw2821A-ms98-a-0139,533.940625,534.531250,luck,I,fc,u-222-1
sw2821A-ms98-a-0140,535.535375,535.755000,yeah,B,fc,u-224-1
sw2821A-ms98-a-0140,535.755000,536.184750,maybe,B,sd,u-224-2
sw2821A-ms98-a-0140,536.546250,537.060750,okay,B,fc^m,u-226-1
sw2821A-ms98-a-0140,537.264500,537.695875,bye-bye,O,,
