sw2953B-ms98-a-0002,0.871875,1.471875,well,B,o,u-1-1
sw2953B-ms98-a-0083,421.762375,421.902375,you,I,qy,u-151-1
sw2953B-ms98-a-0083,421.902375,422.112375,have,I,qy,u-151-1
sw2953B-ms98-a-0083,422.112375,422.465625,any,I,qy,u-151-1
sw2953B-ms98-a-0083,422.465625,422.904875,um,I,qy,u-151-1
sw2953B-ms98-a-0083,423.202500,423.302375,do,B,qy,u-151-2
sw2953B-ms98-a-0083,423.302375,423.362375,you,I,qy,u-151-2
sw2953B-ms98-a-0083,423.362375,423.482375,have,I,qy,u-151-2
sw2953B-ms98-a-0083,423.482375,423.622375,your,I,qy,u-151-2
sw2953B-ms98-a-0083,423.622375,423.992375,mom,I,qy,u-151-2
sw2953B-ms98-a-0083,423.992375,424.252375,or,I,qy,u-151-2
sw2953B-ms98-a-0083,424.252375,424.732375,anybody,I,qy,u-151-2
sw2953B-ms98-a-0083,424.732375,425.092375,around,I,qy,u-151-2
sw2953B-ms98-a-0083,425.092375,425.342375,you,I,qy,u-151-2
sw2953B-ms98-a-0083,425.342375,425.571375,that,I,qy,u-151-2
sw2953B-ms98-a-0083,425.703250,426.052375,helps,B,+,u-153-1
sw2953B-ms98-a-0083,426.052375,426.314375,you,I,+,u-153-1
sw2953B-ms98-a-0085,429.963750,430.569875,yeah,B,b,u-155-1
sw2953B-ms98-a-0087,437.766500,438.392625,um-hum,B,b,u-157-1
sw2953B-ms98-a-0089,441.721000,442.331000,[laughter],O,,
sw2953B-ms98-a-0091,445.723250,446.356500,oh,B,b,u-161-1
sw2953B-ms98-a-0093,455.486125,455.976125,right,B,aa,u-163-1
sw2953B-ms98-a-0094,456.937750,457.107750,well,B,%,u-165-1
sw2953B-ms98-a-0094,457.107750,457.548750,that's,O,,
sw2953B-ms98-a-0095,458.484750,458.940500,well,B,sv,u-167-1
sw2953B-ms98-a-0095,459.264375,459.543375,see,I,sv,u-167-1
sw2953B-ms98-a-0095,459.543375,459.853375,and,I,sv,u-167-1
sw2953B-ms98-a-0095,459.853375,460.043375,and,I,sv,u-167-1
sw2953B-ms98-a-0095,460.043375,460.293375,that,I,sv,u-167-1
sw2953B-ms98-a-0095,460.293375,460.751250,is,I,sv,u-167-1
sw2953B-ms98-a-0095,460.849250,461.355500,uh,I,sv,u-167-1
sw2953B-ms98-a-0095,461.355500,461.853375,the,I,sv,u-167-1
sw2953B-ms98-a-0095,461.853375,462.153375,sort,I,sv,u-167-1
sw2953B-ms98-a-0095,462.153375,462.313375,of,I,sv,u-167-1
sw2953B-ms98-a-0095,462.313375,462.403375,the,I,sv,u-167-1
sw2953B-ms98-a-0095,462.403375,462.673375,thing,I,sv,u-167-1
sw2953B-ms98-a-0095,462.673375,462.763375,of,I,sv,u-167-1
sw2953B-ms98-a-0095,462.763375,462.853375,the,I,sv,u-167-1
sw2953B-ms98-a-0095,462.853375,463.373375,nineties,I,sv,u-167-1
sw2953B-ms98-a-0095,463.373375,463.563375,is,I,sv,u-167-1
sw2953B-ms98-a-0095,463.563375,463.963375,women,B,+,u-169-1
sw2953B-ms98-a-0095,463.963375,464.293375,working,B,+,u-171-1
sw2953B-ms98-a-0095,464.293375,464.483375,out,I,+,u-171-1
sw2953B-ms98-a-0095,464.483375,464.543375,of,I,+,u-171-1
sw2953B-ms98-a-0095,464.543375,464.693375,their,I,+,u-171-1
sw2953B-ms98-a-0095,464.693375,464.893375,own,I,+,u-171-1
sw2953B-ms98-a-0095,464.893375,465.443375,home,I,+,u-171-1
sw2953B-ms98-a-0097,470.661125,471.503125,right,B,b,u-173-1
sw2953B-ms98-a-0098,472.153750,472.564750,and,B,sv,u-175-1
sw2953B-ms98-a-0098,472.564750,472.791125,i,I,sv,u-175-1
sw2953B-ms98-a-0098,472.791125,473.213000,think,I,sv,u-175-1
sw2953B-ms98-a-0098,473.213000,473.408500,you,I,sv,u-175-1
sw2953B-ms98-a-0098,473.408500,473.848500,know,I,sv,u-175-1
sw2953B-ms98-a-0098,473.848500,473.938500,the,I,sv,u-175-1
sw2953B-ms98-a-0098,473.938500,474.418500,more,I,sv,u-175-1
sw2953B-ms98-a-0098,474.418500,474.748500,we,I,sv,u-175-1
sw2953B-ms98-a-0098,474.748500,475.329500,try,I,sv,u-175-1
sw2953B-ms98-a-0098,475.329500,475.981125,to,I,sv,u-175-1
sw2953B-ms98-a-0098,475.981125,476.181250,you,I,sv,u-175-1
sw2953B-ms98-a-0098,476.181250,476.500000,know,I,sv,u-175-1
sw2953B-ms98-a-0098,476.635750,477.088500,shape,I,sv,u-175-1
sw2953B-ms98-a-0098,477.088500,477.278500,that,I,sv,u-175-1
sw2953B-ms98-a-0098,477.278500,477.356000,the,I,sv,u-175-1
sw2953B-ms98-a-0098,477.356000,477.600875,more,I,sv,u-175-1
sw2953B-ms98-a-0098,477.600875,478.128500,input,I,sv,u-175-1
sw2953B-ms98-a-0098,478.128500,478.248500,we,I,sv,u-175-1
sw2953B-ms98-a-0098,478.248500,478.638500,have,B,+,u-177-1
sw2953B-ms98-a-0098,478.638500,479.311375,into,I,+,u-177-1
sw2953B-ms98-a-0099,479.847125,480.165750,what,I,+,u-177-1
sw2953B-ms98-a-0099,480.165750,480.415750,that,I,+,u-177-1
sw2953B-ms98-a-0099,480.415750,481.185125,whole,I,+,u-177-1
sw2953B-ms98-a-0099,481.185125,481.725750,system,I,+,u-177-1
sw2953B-ms98-a-0099,481.725750,481.855750,is,I,+,u-177-1
sw2953B-ms98-a-0099,481.855750,482.015750,going,I,+,u-177-1
sw2953B-ms98-a-0099,482.015750,482.095750,to,I,+,u-177-1
sw2953B-ms98-a-0099,482.095750,482.405750,look,I,+,u-177-1
sw2953B-ms98-a-0099,482.405750,482.635750,like,I,+,u-177-1
sw2953B-ms98-a-0099,482.635750,482.945750,because,I,+,u-177-1
sw2953B-ms98-a-0099,482.945750,483.305750,that's,I,+,u-177-1
sw2953B-ms98-a-0099,483.305750,483.615750,that's,I,+,u-177-1
sw2953B-ms98-a-0099,483.615750,483.785750,our,I,+,u-177-1
sw2953B-ms98-a-0099,483.785750,484.215750,choice,I,+,u-177-1
sw2953B-ms98-a-0099,484.215750,484.415750,now,I,+,u-177-1
sw2953B-ms98-a-0099,484.415750,484.945750,too,I,+,u-177-1
sw2953B-ms98-a-0099,484.945750,485.425750,that's,O,,
sw2953B-ms98-a-0099,485.425750,485.675750,that's,O,,
sw2953B-ms98-a-0099,485.675750,485.805750,our,B,+,u-179-1
sw2953B-ms98-a-0099,485.805750,486.393125,cause,I,+,u-179-1
sw2953B-ms98-a-0101,493.570875,494.259750,yeah,B,b,u-181-1
sw2953B-ms98-a-0103,502.438125,503.026500,um-hum,B,b,u-183-1
sw2953B-ms98-a-0104,504.483250,505.023250,oh,O,,
sw2953B-ms98-a-0106,511.782375,512.072375,being,B,^2,u-187-1
sw2953B-ms98-a-0106,512.072375,512.232375,there,I,^2,u-187-1
sw2953B-ms98-a-0106,512.232375,512.392375,all,I,^2,u-187-1
sw2953B-ms98-a-0106,512.392375,512.472375,the,B,+,u-189-1
sw2953B-ms98-a-0106,512.472375,513.151875,time,I,+,u-189-1
sw2953B-ms98-a-0106,513.688500,514.486750,yeah,B,b,u-191-1
sw2953B-ms98-a-0108,526.393250,526.665125,yeah,B,b,u-193-1
sw2953B-ms98-a-0108,526.665125,526.925125,see,B,sd,u-193-2
sw2953B-ms98-a-0108,526.925125,527.255125,the,I,sd,u-193-2
sw2953B-ms98-a-0108,527.255125,527.585125,the,I,sd,u-193-2
sw2953B-ms98-a-0108,527.585125,527.745125,the,I,sd,u-193-2
sw2953B-ms98-a-0108,527.745125,528.305125,economic,I,sd,u-193-2
sw2953B-ms98-a-0108,528.305125,528.975125,situation,I,sd,u-193-2
sw2953B-ms98-a-0108,528.975125,529.095125,on,I,sd,u-193-2
sw2953B-ms98-a-0108,529.095125,529.165125,the,I,sd,u-193-2
sw2953B-ms98-a-0108,529.165125,529.405125,whole,I,sd,u-193-2
sw2953B-ms98-a-0108,529.405125,529.725125,thing,I,sd,u-193-2
sw2953B-ms98-a-0108,529.725125,529.885125,and,B,%,u-193-3
sw2953B-ms98-a-0108,529.885125,530.158125,then,I,%,u-193-3
sw2953B-ms98-a-0108,530.775875,531.405125,uh,I,%,u-193-3
sw2953B-ms98-a-0108,531.995125,532.325125,well,I,%,u-193-3
sw2953B-ms98-a-0108,532.325125,532.685125,it's,O,,
sw2953B-ms98-a-0108,532.845125,533.105125,see,B,sv,u-193-4
sw2953B-ms98-a-0108,533.105125,533.325125,we,I,sv,u-193-4
sw2953B-ms98-a-0108,533.325125,533.535125,do,I,sv,u-193-4
sw2953B-ms98-a-0108,533.535125,533.825125,have,I,sv,u-193-4
sw2953B-ms98-a-0108,533.825125,534.455125,things,I,sv,u-193-4
sw2953B-ms98-a-0108,534.455125,534.625125,that,I,sv,u-193-4
sw2953B-ms98-a-0108,534.625125,535.015125,we're,I,sv,u-193-4
sw2953B-ms98-a-0108,535.015125,535.895125,[laughter],I,sv,u-193-4
sw2953B-ms98-a-0108,535.895125,536.435125,concerned,I,sv,u-193-4
sw2953B-ms98-a-0108,536.435125,536.805125,about,I,sv,u-193-4
sw2953B-ms98-a-0108,536.805125,537.248875,here,I,sv,u-193-4
sw2953B-ms98-a-0108,537.663125,537.865125,this,B,sv,u-195-1
sw2953B-ms98-a-0108,537.865125,538.810375,generation,I,sv,u-195-1
sw2953B-ms98-a-0108,539.218375,539.368625,i,B,h,u-195-2
sw2953B-ms98-a-0108,539.368625,539.575125,don't,I,h,u-195-2
sw2953B-ms98-a-0108,539.575125,539.961125,know,I,h,u-195-2
sw2953B-ms98-a-0109,540.511125,540.971125,social,B,sv,u-195-3
sw2953B-ms98-a-0109,540.971125,541.381125,change,I,sv,u-195-3
sw2953B-ms98-a-0109,541.381125,541.501125,is,I,sv,u-195-3
sw2953B-ms98-a-0109,541.501125,541.891125,always,I,sv,u-195-3
sw2953B-ms98-a-0109,541.891125,542.031125,going,I,sv,u-195-3
sw2953B-ms98-a-0109,542.031125,542.111125,to,I,sv,u-195-3
sw2953B-ms98-a-0109,542.111125,542.321125,go,I,sv,u-195-3
sw2953B-ms98-a-0109,542.321125,542.631125,on,I,sv,u-195-3
sw2953B-ms98-a-0109,542.631125,542.781125,but,B,sv,u-195-4
sw2953B-ms98-a-0109,542.781125,542.831125,i,I,sv,u-195-4
sw2953B-ms98-a-0109,542.831125,543.121125,think,I,sv,u-195-4
sw2953B-ms98-a-0109,543.121125,543.181125,we,I,sv,u-195-4
sw2953B-ms98-a-0109,543.181125,543.311125,have,I,sv,u-195-4
sw2953B-ms98-a-0109,543.311125,543.701125,taken,I,sv,u-195-4
sw2953B-ms98-a-0109,543.701125,543.781125,a,I,sv,u-195-4
sw2953B-ms98-a-0109,543.781125,544.181125,big,I,sv,u-195-4
sw2953B-ms98-a-0109,544.181125,544.461125,leap,I,sv,u-195-4
sw2953B-ms98-a-0109,544.461125,544.573500,in,I,sv,u-195-4
sw2953B-ms98-a-0109,544.871000,545.061125,the,I,sv,u-195-4
sw2953B-ms98-a-0109,545.061125,545.781125,last,I,sv,u-195-4
sw2953B-ms98-a-0109,545.781125,545.871125,you,I,sv,u-195-4
sw2953B-ms98-a-0109,545.871125,546.021125,know,I,sv,u-195-4
sw2953B-ms98-a-0109,546.021125,546.351125,twenty,I,sv,u-195-4
sw2953B-ms98-a-0109,546.351125,546.721125,thirty,I,sv,u-195-4
sw2953B-ms98-a-0109,546.721125,547.343125,years,I,sv,u-195-4
sw2953B-ms98-a-0109,547.798875,548.376625,and,B,sv,u-197-1
sw2953B-ms98-a-0109,548.956750,549.559375,um,I,sv,u-197-1
sw2953B-ms98-a-0109,549.559375,550.001125,nothing,I,sv,u-197-1
sw2953B-ms98-a-0109,550.001125,550.091125,is,I,sv,u-197-1
sw2953B-ms98-a-0109,550.091125,550.201125,the,I,sv,u-197-1
sw2953B-ms98-a-0109,550.201125,550.791125,same,I,sv,u-197-1
sw2953B-ms98-a-0111,555.953500,556.504750,well,B,%,u-199-1
sw2953B-ms98-a-0113,560.324875,560.624875,yeah,B,ny,u-201-1
sw2953B-ms98-a-0113,560.624875,560.844875,but,B,sv,u-201-2
sw2953B-ms98-a-0113,560.844875,561.104875,we,I,sv,u-201-2
sw2953B-ms98-a-0113,561.104875,561.314875,we,I,sv,u-201-2
sw2953B-ms98-a-0113,561.434875,561.726125,gr[ew]-,I,sv,u-201-2
sw2953B-ms98-a-0113,561.997375,562.174875,we,I,sv,u-201-2
sw2953B-ms98-a-0113,562.174875,562.564875,passed,I,sv,u-201-2
sw2953B-ms98-a-0113,562.564875,562.674875,them,I,sv,u-201-2
sw2953B-ms98-a-0113,562.674875,562.934875,on,I,sv,u-201-2
sw2953B-ms98-a-0113,562.934875,563.004875,to,I,sv,u-201-2
sw2953B-ms98-a-0113,563.004875,563.204875,you,I,sv,u-201-2
sw2953B-ms98-a-0113,563.204875,563.774875,[laughter],O,,
sw2953B-ms98-a-0113,563.774875,563.944875,[laughter-you],O,,
sw2953B-ms98-a-0113,563.944875,564.150000,[laughter-know],O,,
sw2953B-ms98-a-0113,564.150000,564.425000,[laughter-i],O,,
sw2953B-ms98-a-0113,564.425000,564.696125,[laughter-mean],O,,
sw2953B-ms98-a-0113,565.308250,565.479750,i,B,sd^r,u-203-1
sw2953B-ms98-a-0113,565.479750,565.603500,said,I,sd^r,u-203-1
sw2953B-ms98-a-0113,565.603500,565.734875,we,I,sd^r,u-203-1
sw2953B-ms98-a-0113,565.734875,566.204875,passed,I,sd^r,u-203-1
sw2953B-ms98-a-0113,566.204875,566.324875,them,B,+,u-205-1
sw2953B-ms98-a-0113,566.324875,566.534875,on,B,+,u-207-1
sw2953B-ms98-a-0113,566.534875,566.604875,to,I,+,u-207-1
sw2953B-ms98-a-0113,566.604875,566.804875,you,I,+,u-207-1
sw2953B-ms98-a-0113,566.804875,566.928125,i,B,sv,u-209-1
sw2953B-ms98-a-0113,566.928125,567.191875,mean,I,sv,u-209-1
sw2953B-ms98-a-0113,567.191875,567.394875,you,I,sv,u-209-1
sw2953B-ms98-a-0113,567.394875,567.524875,know,I,sv,u-209-1
sw2953B-ms98-a-0113,567.524875,568.083250,because,I,sv,u-209-1
sw2953B-ms98-a-0113,568.328125,568.644875,it,I,sv,u-209-1
sw2953B-ms98-a-0113,568.644875,569.074875,takes,I,sv,u-209-1
sw2953B-ms98-a-0113,569.074875,569.234875,a,I,sv,u-209-1
sw2953B-ms98-a-0113,569.234875,569.514875,lot,I,sv,u-209-1
sw2953B-ms98-a-0113,569.514875,569.614875,of,I,sv,u-209-1
sw2953B-ms98-a-0113,569.614875,570.094875,hard,I,sv,u-209-1
sw2953B-ms98-a-0113,570.094875,570.334875,work,I,sv,u-209-1
sw2953B-ms98-a-0113,570.334875,570.494875,it,B,sd,u-209-2
sw2953B-ms98-a-0113,570.494875,570.844875,takes,I,sd,u-209-2
sw2953B-ms98-a-0113,570.844875,571.244875,writing,I,sd,u-209-2
sw2953B-ms98-a-0113,571.244875,571.554875,letters,I,sd,u-209-2
sw2953B-ms98-a-0113,571.554875,571.724875,to,I,sd,u-209-2
sw2953B-ms98-a-0113,571.724875,572.504875,congressmen,I,sd,u-209-2
sw2953B-ms98-a-0113,572.504875,572.685125,and,I,sd,u-209-2
sw2953B-ms98-a-0114,573.194250,573.694625,and,B,+,u-211-1
sw2953B-ms98-a-0114,573.694625,573.814625,you,I,+,u-211-1
sw2953B-ms98-a-0114,573.814625,573.954625,know,I,+,u-211-1
sw2953B-ms98-a-0114,573.954625,574.204625,just,I,+,u-211-1
sw2953B-ms98-a-0114,574.204625,574.424625,being,I,+,u-211-1
sw2953B-ms98-a-0114,574.424625,574.994625,very,I,+,u-211-1
sw2953B-ms98-a-0114,574.994625,575.364625,very,I,+,u-211-1
sw2953B-ms98-a-0114,575.364625,576.044625,politically,I,+,u-211-1
sw2953B-ms98-a-0114,576.044625,576.514625,astute,I,+,u-211-1
sw2953B-ms98-a-0114,576.514625,576.845250,about,I,+,u-211-1
sw2953B-ms98-a-0114,576.845250,577.300875,how,I,+,u-211-1
sw2953B-ms98-a-0114,577.300875,577.792000,to,I,+,u-211-1
sw2953B-ms98-a-0114,578.108375,578.614625,shape,I,+,u-211-1
sw2953B-ms98-a-0114,578.614625,578.784625,and,I,+,u-211-1
sw2953B-ms98-a-0114,578.784625,579.234625,mold,I,+,u-211-1
sw2953B-ms98-a-0114,579.234625,579.304625,the,I,+,u-211-1
sw2953B-ms98-a-0114,579.304625,579.914625,future,I,+,u-211-1
sw2953B-ms98-a-0114,579.914625,580.214625,and,B,qh,u-211-2
sw2953B-ms98-a-0114,580.560000,580.914125,and,I,qh,u-211-2
sw2953B-ms98-a-0114,580.914125,581.411875,um,I,qh,u-211-2
sw2953B-ms98-a-0114,581.826250,581.984625,you,I,qh,u-211-2
sw2953B-ms98-a-0114,581.984625,582.114625,know,I,qh,u-211-2
sw2953B-ms98-a-0114,582.114625,582.483000,um,I,qh,u-211-2
sw2953B-ms98-a-0114,582.709000,582.974625,did,I,qh,u-211-2
sw2953B-ms98-a-0114,582.974625,583.094625,we,I,qh,u-211-2
sw2953B-ms98-a-0114,583.094625,583.354625,make,I,qh,u-211-2
sw2953B-ms98-a-0114,583.354625,583.424625,the,I,qh,u-211-2
sw2953B-ms98-a-0114,583.424625,583.664625,right,I,qh,u-211-2
sw2953B-ms98-a-0114,583.664625,584.294625,choices,I,qh,u-211-2
sw2953B-ms98-a-0114,584.294625,584.454625,we,B,sv,u-211-3
sw2953B-ms98-a-0114,584.454625,584.514625,do,I,sv,u-211-3
sw2953B-ms98-a-0114,584.514625,584.674625,not,I,sv,u-211-3
sw2953B-ms98-a-0114,584.674625,584.884625,know,I,sv,u-211-3
sw2953B-ms98-a-0114,584.884625,584.974625,we,B,sv,u-211-4
sw2953B-ms98-a-0114,584.974625,585.064625,will,I,sv,u-211-4
sw2953B-ms98-a-0114,585.064625,585.394625,never,I,sv,u-211-4
sw2953B-ms98-a-0114,585.394625,585.764625,know,I,sv,u-211-4
sw2953B-ms98-a-0115,586.547250,586.656625,i,B,sv,u-213-1
sw2953B-ms98-a-0115,586.656625,586.982625,mean,I,sv,u-213-1
sw2953B-ms98-a-0115,587.149125,587.333750,you,I,sv,u-213-1
sw2953B-ms98-a-0115,587.333750,587.433500,know,I,sv,u-213-1
sw2953B-ms98-a-0115,587.629375,587.877250,i-,I,sv,u-213-1
sw2953B-ms98-a-0115,587.877250,588.107250,i,I,sv,u-213-1
sw2953B-ms98-a-0115,588.107250,588.487250,think,I,sv,u-213-1
sw2953B-ms98-a-0115,588.487250,588.639125,we,I,sv,u-213-1
sw2953B-ms98-a-0115,588.639125,589.152750,made,I,sv,u-213-1
sw2953B-ms98-a-0115,589.152750,589.303500,a,I,sv,u-213-1
sw2953B-ms98-a-0115,589.303500,589.597250,wrong,I,sv,u-213-1
sw2953B-ms98-a-0115,589.597250,590.147250,choice,I,sv,u-213-1
sw2953B-ms98-a-0115,590.147250,590.297250,when,I,sv,u-213-1
sw2953B-ms98-a-0115,590.297250,590.427250,i,I,sv,u-213-1
sw2953B-ms98-a-0115,590.427250,590.657250,look,I,sv,u-213-1
sw2953B-ms98-a-0115,590.657250,590.957250,at,I,sv,u-213-1
sw2953B-ms98-a-0115,591.157250,591.307250,the,I,sv,u-213-1
sw2953B-ms98-a-0115,591.307250,591.827250,children,I,sv,u-213-1
sw2953B-ms98-a-0115,591.827250,591.957250,of,I,sv,u-213-1
sw2953B-ms98-a-0115,591.957250,592.555625,today,I,sv,u-213-1
sw2953B-ms98-a-0115,593.041500,593.377250,yeah,B,%,u-213-2
sw2953B-ms98-a-0115,593.377250,593.477250,i,B,sv,u-213-3
sw2953B-ms98-a-0115,593.477250,593.737250,think,I,sv,u-213-3
sw2953B-ms98-a-0115,593.737250,593.827250,we,I,sv,u-213-3
sw2953B-ms98-a-0115,593.827250,594.047250,made,I,sv,u-213-3
sw2953B-ms98-a-0115,594.047250,594.277250,some,I,sv,u-213-3
sw2953B-ms98-a-0115,594.277250,594.537250,big,I,sv,u-213-3
sw2953B-ms98-a-0115,594.537250,594.807250,wrong,I,sv,u-213-3
sw2953B-ms98-a-0115,594.807250,595.407250,choices,I,sv,u-213-3
sw2953B-ms98-a-0115,595.407250,595.547250,and,B,sv,u-215-1
sw2953B-ms98-a-0115,595.547250,595.627250,i,I,sv,u-215-1
sw2953B-ms98-a-0115,595.627250,596.011625,think,I,sv,u-215-1
sw2953B-ms98-a-0115,596.629375,597.067250,business,I,sv,u-215-1
sw2953B-ms98-a-0115,597.067250,597.327250,got,I,sv,u-215-1
sw2953B-ms98-a-0115,597.327250,597.387250,in,I,sv,u-215-1
sw2953B-ms98-a-0115,597.387250,597.507250,the,I,sv,u-215-1
sw2953B-ms98-a-0115,597.507250,597.797250,way,I,sv,u-215-1
sw2953B-ms98-a-0115,597.797250,597.956000,i,B,sv,u-215-2
sw2953B-ms98-a-0115,597.956000,598.299750,think,I,sv,u-215-2
sw2953B-ms98-a-0115,598.299750,598.465500,the,I,sv,u-215-2
sw2953B-ms98-a-0115,598.465500,598.797250,greed,I,sv,u-215-2
sw2953B-ms98-a-0115,598.797250,598.897250,of,I,sv,u-215-2
sw2953B-ms98-a-0115,598.897250,598.977250,the,I,sv,u-215-2
sw2953B-ms98-a-0115,598.977250,599.467250,eighties,I,sv,u-215-2
sw2953B-ms98-a-0115,599.467250,599.717250,got,I,sv,u-215-2
