sw2598A-ms98-a-0003,2.334375,2.705000,yeah,B,aa,u-2-1
sw2598A-ms98-a-0067,314.033750,314.173750,those,I,sd,u-98-5
sw2598A-ms98-a-0067,314.173750,314.393750,ones,I,sd,u-98-5
sw2598A-ms98-a-0067,314.393750,314.493750,that,I,sd,u-98-5
sw2598A-ms98-a-0067,314.493750,314.623750,could,I,sd,u-98-5
sw2598A-ms98-a-0067,314.623750,314.733750,have,I,sd,u-98-5
sw2598A-ms98-a-0067,314.733750,314.923750,been,I,sd,u-98-5
sw2598A-ms98-a-0067,314.923750,315.233750,four,I,sd,u-98-5
sw2598A-ms98-a-0067,315.233750,315.583750,hours,I,sd,u-98-5
sw2598A-ms98-a-0067,315.583750,315.693750,if,I,sd,u-98-5
sw2598A-ms98-a-0067,315.693750,315.773750,they,I,sd,u-98-5
sw2598A-ms98-a-0067,315.773750,315.993750,hadn't,I,sd,u-98-5
sw2598A-ms98-a-0067,315.993750,316.163750,cut,I,sd,u-98-5
sw2598A-ms98-a-0067,316.163750,316.203750,a,I,sd,u-98-5
sw2598A-ms98-a-0067,316.203750,316.443750,lot,I,sd,u-98-5
sw2598A-ms98-a-0067,316.443750,316.753750,out,I,sd,u-98-5
sw2598A-ms98-a-0068,316.936875,317.216875,um,B,sv,u-100-1
sw2598A-ms98-a-0068,317.216875,317.326875,but,I,sv,u-100-1
sw2598A-ms98-a-0068,317.326875,317.386875,it,I,sv,u-100-1
sw2598A-ms98-a-0068,317.386875,317.852125,was,I,sv,u-100-1
sw2598A-ms98-a-0068,317.852125,317.986875,it,I,sv,u-100-1
sw2598A-ms98-a-0068,317.986875,318.126875,was,I,sv,u-100-1
sw2598A-ms98-a-0068,318.126875,318.512875,really,I,sv,u-100-1
sw2598A-ms98-a-0068,318.512875,318.826250,good,I,sv,u-100-1
sw2598A-ms98-a-0068,318.826250,319.206625,[laughter],I,sv,u-100-1
sw2598A-ms98-a-0068,319.859875,320.566875,um,I,sv,u-100-1
sw2598A-ms98-a-0070,327.293125,327.674250,uh-huh,B,b,u-102-1
sw2598A-ms98-a-0072,329.479625,330.004375,no,B,nn,u-104-1
sw2598A-ms98-a-0072,330.004375,330.074375,i,B,sd^e,u-104-2
sw2598A-ms98-a-0072,330.074375,330.354375,didn't,I,sd^e,u-104-2
sw2598A-ms98-a-0072,330.354375,330.434375,is,B,qy,u-104-3
sw2598A-ms98-a-0072,330.434375,330.584375,that,I,qy,u-104-3
sw2598A-ms98-a-0072,330.584375,330.724375,any,I,qy,u-104-3
sw2598A-ms98-a-0072,330.724375,331.050375,good,I,qy,u-104-3
sw2598A-ms98-a-0074,335.124000,335.333250,oh,B,bk,u-106-1
sw2598A-ms98-a-0074,335.333250,335.711500,okay,I,bk,u-106-1
sw2598A-ms98-a-0076,340.378500,340.540750,yeah,B,b,u-108-1
sw2598A-ms98-a-0076,340.540750,340.650750,we,B,sd,u-108-2
sw2598A-ms98-a-0076,340.650750,340.710750,were,I,sd,u-108-2
sw2598A-ms98-a-0076,340.710750,340.790750,in,I,sd,u-108-2
sw2598A-ms98-a-0076,340.790750,340.880750,the,I,sd,u-108-2
sw2598A-ms98-a-0076,340.880750,341.150750,video,I,sd,u-108-2
sw2598A-ms98-a-0076,341.150750,341.400750,store,I,sd,u-108-2
sw2598A-ms98-a-0076,341.400750,341.570750,today,I,sd,u-108-2
sw2598A-ms98-a-0076,341.570750,341.710750,and,B,sd,u-108-3
sw2598A-ms98-a-0076,341.710750,341.990750,somebody,I,sd,u-108-3
sw2598A-ms98-a-0076,341.990750,342.140750,was,I,sd,u-108-3
sw2598A-ms98-a-0076,342.140750,342.640750,recommending,I,sd,u-108-3
sw2598A-ms98-a-0076,342.640750,342.780750,it,I,sd,u-108-3
sw2598A-ms98-a-0076,342.780750,342.940750,to,I,sd,u-108-3
sw2598A-ms98-a-0076,342.940750,343.290750,somebody,I,sd,u-108-3
sw2598A-ms98-a-0076,343.290750,343.430750,you,B,sd,u-108-4
sw2598A-ms98-a-0076,343.430750,343.490750,know,I,sd,u-108-4
sw2598A-ms98-a-0076,343.490750,343.700750,the,I,sd,u-108-4
sw2598A-ms98-a-0076,343.700750,343.790750,the,I,sd,u-108-4
sw2598A-ms98-a-0076,343.790750,344.020750,people,I,sd,u-108-4
sw2598A-ms98-a-0076,344.020750,344.080750,who,I,sd,u-108-4
sw2598A-ms98-a-0076,344.080750,344.170750,run,I,sd,u-108-4
sw2598A-ms98-a-0076,344.170750,344.230750,the,I,sd,u-108-4
sw2598A-ms98-a-0076,344.230750,344.450750,video,I,sd,u-108-4
sw2598A-ms98-a-0076,344.450750,344.600750,store,I,sd,u-108-4
sw2598A-ms98-a-0076,344.600750,344.700750,was,I,sd,u-108-4
sw2598A-ms98-a-0076,344.700750,345.110750,recommending,I,sd,u-108-4
sw2598A-ms98-a-0076,345.110750,345.190750,it,I,sd,u-108-4
sw2598A-ms98-a-0076,345.190750,345.250750,to,I,sd,u-108-4
sw2598A-ms98-a-0076,345.250750,345.590750,somebody,I,sd,u-108-4
sw2598A-ms98-a-0076,345.590750,345.967125,else,I,sd,u-108-4
sw2598A-ms98-a-0078,348.055375,348.429500,huh,B,cc,u-110-1
sw2598A-ms98-a-0078,348.655875,348.774500,well,I,cc,u-110-1
sw2598A-ms98-a-0078,348.774500,348.834500,i'll,I,cc,u-110-1
sw2598A-ms98-a-0078,348.834500,348.924500,have,I,cc,u-110-1
sw2598A-ms98-a-0078,348.924500,349.034500,to,I,cc,u-110-1
sw2598A-ms98-a-0078,349.034500,349.264500,catch,I,cc,u-110-1
sw2598A-ms98-a-0078,349.264500,349.414500,it,I,cc,u-110-1
sw2598A-ms98-a-0078,349.414500,349.504500,one,I,cc,u-110-1
sw2598A-ms98-a-0078,349.504500,349.564500,of,I,cc,u-110-1
sw2598A-ms98-a-0078,349.564500,349.674500,these,I,cc,u-110-1
sw2598A-ms98-a-0078,349.674500,349.958000,days,I,cc,u-110-1
sw2598A-ms98-a-0078,350.327125,350.524500,you,B,%,u-110-2
sw2598A-ms98-a-0078,350.524500,350.784500,say,O,,
sw2598A-ms98-a-0078,350.784500,351.184500,you,B,qy,u-110-3
sw2598A-ms98-a-0078,351.184500,351.294500,you,I,qy,u-110-3
sw2598A-ms98-a-0078,351.294500,351.444500,said,I,qy,u-110-3
sw2598A-ms98-a-0078,351.444500,351.544500,you,I,qy,u-110-3
sw2598A-ms98-a-0078,351.544500,351.754500,seen,I,qy,u-110-3
sw2598A-ms98-a-0078,351.754500,351.894500,No,I,qy,u-110-3
sw2598A-ms98-a-0078,351.894500,352.114500,Way,I,qy,u-110-3
sw2598A-ms98-a-0078,352.114500,352.395625,Out,I,qy,u-110-3
sw2598A-ms98-a-0079,353.774000,354.010000,yeah,B,aa,u-112-1
sw2598A-ms98-a-0079,354.010000,354.120000,that,B,sv,u-112-2
sw2598A-ms98-a-0079,354.120000,354.250000,was,I,sv,u-112-2
sw2598A-ms98-a-0079,354.250000,354.520000,very,I,sv,u-112-2
sw2598A-ms98-a-0079,354.520000,354.795625,good,I,sv,u-112-2
sw2598A-ms98-a-0079,354.795625,355.350000,um,B,sd,u-112-3
sw2598A-ms98-a-0079,355.350000,355.410000,he,I,sd,u-112-3
sw2598A-ms98-a-0079,355.410000,355.680000,was,I,sd,u-112-3
sw2598A-ms98-a-0079,355.680000,355.790000,in,I,sd,u-112-3
sw2598A-ms98-a-0079,355.790000,355.860000,The,I,sd,u-112-3
sw2598A-ms98-a-0079,355.860000,356.540000,Untouchables,I,sd,u-112-3
sw2598A-ms98-a-0079,356.540000,357.161125,too,I,sd,u-112-3
sw2598A-ms98-a-0081,360.298250,360.550750,h[e]-,O,,
sw2598A-ms98-a-0083,362.656125,362.839000,yeah,B,b,u-114-1
sw2598A-ms98-a-0083,362.839000,362.929000,it,B,%,u-114-2
sw2598A-ms98-a-0083,362.929000,363.129000,was,I,%,u-114-2
sw2598A-ms98-a-0083,363.129000,363.459000,on,I,%,u-114-2
sw2598A-ms98-a-0083,363.459000,364.235125,um,I,%,u-114-2
sw2598A-ms98-a-0083,364.235125,364.679500,i[t]-,O,,
sw2598A-ms98-a-0084,365.182750,365.358000,no,B,nn,u-116-1
sw2598A-ms98-a-0084,365.358000,365.418000,it,B,sd^e,u-116-2
sw2598A-ms98-a-0084,365.418000,365.528000,was,I,sd^e,u-116-2
sw2598A-ms98-a-0084,365.528000,365.678000,on,I,sd^e,u-116-2
sw2598A-ms98-a-0084,365.678000,365.768000,one,I,sd^e,u-116-2
sw2598A-ms98-a-0084,365.768000,365.828000,of,I,sd^e,u-116-2
sw2598A-ms98-a-0084,365.828000,365.888000,the,I,sd^e,u-116-2
sw2598A-ms98-a-0084,365.888000,366.368000,networks,I,sd^e,u-116-2
sw2598A-ms98-a-0084,366.368000,366.428000,i,I,sd^e,u-116-2
sw2598A-ms98-a-0084,366.428000,366.598000,think,I,sd^e,u-116-2
sw2598A-ms98-a-0084,366.598000,366.858000,last,I,sd^e,u-116-2
sw2598A-ms98-a-0084,366.858000,367.337250,weekend,I,sd^e,u-116-2
sw2598A-ms98-a-0085,368.610375,369.044625,uh,B,+,u-118-1
sw2598A-ms98-a-0085,369.044625,369.144625,or,I,+,u-118-1
sw2598A-ms98-a-0085,369.144625,369.304625,two,I,+,u-118-1
sw2598A-ms98-a-0085,369.304625,369.524625,weeks,I,+,u-118-1
sw2598A-ms98-a-0085,369.524625,370.064500,ago,I,+,u-118-1
sw2598A-ms98-a-0086,371.070000,371.273375,yeah,B,b,u-118-2
sw2598A-ms98-a-0086,371.273375,371.463375,i,B,sd,u-118-3
sw2598A-ms98-a-0086,371.463375,371.943750,um,I,sd,u-118-3
sw2598A-ms98-a-0086,371.943750,372.203375,i,I,sd,u-118-3
sw2598A-ms98-a-0086,372.203375,372.543375,wish,I,sd,u-118-3
sw2598A-ms98-a-0086,372.543375,372.583375,i,I,sd,u-118-3
sw2598A-ms98-a-0086,372.583375,372.613375,i,I,sd,u-118-3
sw2598A-ms98-a-0086,372.613375,372.763375,mean,I,sd,u-118-3
sw2598A-ms98-a-0086,372.763375,372.853375,i'd,I,sd,u-118-3
sw2598A-ms98-a-0086,372.853375,373.023375,seen,I,sd,u-118-3
sw2598A-ms98-a-0086,373.023375,373.123375,it,I,sd,u-118-3
sw2598A-ms98-a-0086,373.123375,373.483375,when,I,sd,u-118-3
sw2598A-ms98-a-0086,373.483375,373.573375,when,I,sd,u-118-3
sw2598A-ms98-a-0086,373.573375,373.643375,you,I,sd,u-118-3
sw2598A-ms98-a-0086,373.643375,373.703375,know,I,sd,u-118-3
sw2598A-ms98-a-0086,373.703375,373.763375,it,I,sd,u-118-3
sw2598A-ms98-a-0086,373.763375,373.853375,was,I,sd,u-118-3
sw2598A-ms98-a-0086,373.853375,374.273375,originally,I,sd,u-118-3
sw2598A-ms98-a-0086,374.273375,374.373375,in,I,sd,u-118-3
sw2598A-ms98-a-0086,374.373375,374.473375,the,I,sd,u-118-3
sw2598A-ms98-a-0086,374.473375,375.053375,theaters,I,sd,u-118-3
sw2598A-ms98-a-0086,375.053375,375.473375,and,B,sd,u-118-4
sw2598A-ms98-a-0086,375.473375,375.803375,um,I,sd,u-118-4
sw2598A-ms98-a-0087,376.407750,376.467750,i,I,sd,u-118-4
sw2598A-ms98-a-0087,376.467750,376.697750,saw,I,sd,u-118-4
sw2598A-ms98-a-0087,376.697750,376.887750,it,I,sd,u-118-4
sw2598A-ms98-a-0087,376.887750,377.007750,you,I,sd,u-118-4
sw2598A-ms98-a-0087,377.007750,377.117750,know,I,sd,u-118-4
sw2598A-ms98-a-0087,377.117750,377.167750,i,I,sd,u-118-4
sw2598A-ms98-a-0087,377.167750,377.347750,saw,I,sd,u-118-4
sw2598A-ms98-a-0087,377.347750,377.627750,part,I,sd,u-118-4
sw2598A-ms98-a-0087,377.627750,377.737750,of,I,sd,u-118-4
sw2598A-ms98-a-0087,377.737750,377.897750,it,I,sd,u-118-4
sw2598A-ms98-a-0087,377.897750,378.287750,again,I,sd,u-118-4
sw2598A-ms98-a-0087,378.287750,378.317750,i,B,sd,u-120-1
sw2598A-ms98-a-0087,378.317750,378.497750,mean,I,sd,u-120-1
sw2598A-ms98-a-0087,378.497750,378.537750,i,I,sd,u-120-1
sw2598A-ms98-a-0087,378.537750,379.058000,like,I,sd,u-120-1
sw2598A-ms98-a-0087,379.058000,379.477750,you,I,sd,u-120-1
sw2598A-ms98-a-0087,379.477750,379.537750,know,I,sd,u-120-1
sw2598A-ms98-a-0087,379.537750,379.567750,i,I,sd,u-120-1
sw2598A-ms98-a-0087,379.567750,379.757750,like,I,sd,u-120-1
sw2598A-ms98-a-0087,379.757750,380.327750,Costner,I,sd,u-120-1
sw2598A-ms98-a-0087,380.327750,380.367750,i,B,sd,u-120-2
sw2598A-ms98-a-0087,380.367750,380.567750,like,I,sd,u-120-2
sw2598A-ms98-a-0087,380.567750,380.767750,Sean,I,sd,u-120-2
sw2598A-ms98-a-0087,380.767750,381.347750,Connery,I,sd,u-120-2
sw2598A-ms98-a-0087,381.347750,381.717750,and,B,sd,u-120-3
sw2598A-ms98-a-0087,381.717750,381.998750,uh,I,sd,u-120-3
sw2598A-ms98-a-0087,382.503375,382.687750,there's,I,sd,u-120-3
sw2598A-ms98-a-0087,382.687750,382.927750,this,I,sd,u-120-3
sw2598A-ms98-a-0087,382.927750,383.450125,one,I,sd,u-120-3
sw2598A-ms98-a-0087,383.891750,383.948250,there's,I,sd,u-120-3
sw2598A-ms98-a-0087,383.948250,384.127750,this,I,sd,u-120-3
sw2598A-ms98-a-0087,384.127750,384.327750,one,I,sd,u-120-3
sw2598A-ms98-a-0087,384.327750,384.617750,actor,I,sd,u-120-3
sw2598A-ms98-a-0087,384.617750,384.707750,it's,B,sd,u-120-4
sw2598A-ms98-a-0087,384.707750,384.887750,really,I,sd,u-120-4
sw2598A-ms98-a-0087,384.887750,385.187750,silly,I,sd,u-120-4
sw2598A-ms98-a-0087,385.187750,385.317750,that,I,sd,u-120-4
sw2598A-ms98-a-0087,385.317750,385.367750,i,I,sd,u-120-4
sw2598A-ms98-a-0087,385.367750,385.677750,enjoy,I,sd,u-120-4
sw2598A-ms98-a-0087,385.677750,385.807750,him,I,sd,u-120-4
sw2598A-ms98-a-0087,385.807750,385.867750,a,I,sd,u-120-4
sw2598A-ms98-a-0087,385.867750,386.177750,lot,I,sd,u-120-4
sw2598A-ms98-a-0087,386.177750,386.507750,but,B,sd,u-120-5
sw2598A-ms98-a-0087,386.507750,386.547750,i,I,sd,u-120-5
sw2598A-ms98-a-0087,386.547750,386.657750,i've,I,sd,u-120-5
sw2598A-ms98-a-0087,386.657750,387.077750,really,I,sd,u-120-5
sw2598A-ms98-a-0087,387.077750,387.407750,enjoyed,I,sd,u-120-5
sw2598A-ms98-a-0087,387.407750,387.537750,him,I,sd,u-120-5
sw2598A-ms98-a-0087,387.537750,387.627750,in,I,sd,u-120-5
sw2598A-ms98-a-0087,387.627750,387.967750,everything,I,sd,u-120-5
sw2598A-ms98-a-0087,387.967750,388.047750,i've,I,sd,u-120-5
sw2598A-ms98-a-0087,388.047750,388.227750,seen,I,sd,u-120-5
sw2598A-ms98-a-0087,388.227750,388.327750,him,I,sd,u-120-5
sw2598A-ms98-a-0087,388.327750,388.387750,in,I,sd,u-120-5
sw2598A-ms98-a-0087,388.387750,388.437750,a,I,sd,u-120-5
sw2598A-ms98-a-0087,388.437750,388.527750,guy,I,sd,u-120-5
sw2598A-ms98-a-0087,388.527750,388.677750,named,I,sd,u-120-5
sw2598A-ms98-a-0087,388.677750,388.947750,Charles,I,sd,u-120-5
sw2598A-ms98-a-0087,388.947750,389.197750,Martin,I,sd,u-120-5
sw2598A-ms98-a-0087,389.197750,389.837000,Smith,I,sd,u-120-5
sw2598A-ms98-a-0088,391.398125,391.884750,um,B,sd,u-122-1
sw2598A-ms98-a-0088,392.058000,392.326750,you've,I,sd,u-122-1
sw2598A-ms98-a-0088,392.326750,392.816750,probably,I,sd,u-122-1
sw2598A-ms98-a-0088,392.816750,393.116750,seen,I,sd,u-122-1
sw2598A-ms98-a-0088,393.116750,393.256750,him,I,sd,u-122-1
sw2598A-ms98-a-0088,393.256750,393.346750,and,B,%,u-122-2
sw2598A-ms98-a-0088,393.346750,393.711750,just,I,%,u-122-2
sw2598A-ms98-a-0088,393.711750,394.186750,an,I,%,u-122-2
sw2598A-ms98-a-0088,394.186750,394.296750,you,B,sd,u-122-3
sw2598A-ms98-a-0088,394.296750,394.787250,know,I,sd,u-122-3
sw2598A-ms98-a-0088,394.787250,395.043375,oh,I,sd,u-122-3
sw2598A-ms98-a-0088,395.043375,395.266750,that's,I,sd,u-122-3
sw2598A-ms98-a-0088,395.266750,395.356750,who,I,sd,u-122-3
sw2598A-ms98-a-0088,395.356750,395.426750,the,I,sd,u-122-3
sw2598A-ms98-a-0088,395.426750,395.606750,guy,I,sd,u-122-3
sw2598A-ms98-a-0088,395.606750,395.826750,is,I,sd,u-122-3
sw2598A-ms98-a-0088,395.826750,395.906750,do,B,qy,u-124-1
sw2598A-ms98-a-0088,395.906750,395.966750,you,I,qy,u-124-1
sw2598A-ms98-a-0088,395.966750,396.589125,remember,I,qy,u-124-1
sw2598A-ms98-a-0088,397.146500,397.436750,did,B,qy,u-124-2
sw2598A-ms98-a-0088,397.436750,397.496750,you,I,qy,u-124-2
sw2598A-ms98-a-0088,397.496750,397.616750,ever,I,qy,u-124-2
sw2598A-ms98-a-0088,397.616750,397.766750,see,I,qy,u-124-2
sw2598A-ms98-a-0088,397.766750,398.106750,American,I,qy,u-124-2
sw2598A-ms98-a-0088,398.106750,398.715750,Graffiti,I,qy,u-124-2
sw2598A-ms98-a-0090,400.740250,401.315000,oh,B,bk,u-126-1
sw2598A-ms98-a-0091,402.181125,402.311125,did,B,qy,u-126-2
sw2598A-ms98-a-0091,402.311125,402.381125,you,I,qy,u-126-2
sw2598A-ms98-a-0091,402.381125,402.511125,ever,I,qy,u-126-2
sw2598A-ms98-a-0091,402.511125,402.621125,see,I,qy,u-126-2
sw2598A-ms98-a-0091,402.621125,402.681125,the,I,qy,u-126-2
sw2598A-ms98-a-0091,402.681125,402.851125,movie,I,qy,u-126-2
sw2598A-ms98-a-0091,402.851125,403.141125,Star,I,qy,u-126-2
sw2598A-ms98-a-0091,403.141125,403.675500,Man,I,qy,u-126-2
sw2598A-ms98-a-0092,404.879500,405.255250,okay,B,bk,u-128-1
sw2598A-ms98-a-0092,405.255250,405.489500,in,B,sd,u-128-2
sw2598A-ms98-a-0092,405.489500,405.829500,Star,I,sd,u-128-2
sw2598A-ms98-a-0092,405.829500,406.059500,Man,I,sd,u-128-2
sw2598A-ms98-a-0092,406.059500,406.229500,he,I,sd,u-128-2
sw2598A-ms98-a-0092,406.229500,406.389500,was,I,sd,u-128-2
sw2598A-ms98-a-0092,406.389500,406.489500,the,I,sd,u-128-2
sw2598A-ms98-a-0092,406.489500,406.939500,guy,I,sd,u-128-2
sw2598A-ms98-a-0092,406.939500,407.389500,chasing,I,sd,u-128-2
sw2598A-ms98-a-0092,407.389500,408.153625,after,I,sd,u-128-2
sw2598A-ms98-a-0093,408.731375,409.107000,um,I,sd,u-128-2
sw2598A-ms98-a-0093,409.107000,409.347000,Jeff,I,sd,u-128-2
sw2598A-ms98-a-0093,409.347000,409.747000,Bridges,I,sd,u-128-2
sw2598A-ms98-a-0093,409.747000,410.057000,and,I,sd,u-128-2
sw2598A-ms98-a-0093,410.057000,410.327000,Karen,I,sd,u-128-2
sw2598A-ms98-a-0093,410.327000,410.677000,Allen,I,sd,u-128-2
sw2598A-ms98-a-0093,410.677000,410.847000,or,I,sd,u-128-2
sw2598A-ms98-a-0093,410.847000,411.137000,Nancy,I,sd,u-128-2
sw2598A-ms98-a-0093,411.137000,411.470125,Allen,I,sd,u-128-2
sw2598A-ms98-a-0093,412.046375,412.147000,you,B,%,u-130-1
sw2598A-ms98-a-0093,412.147000,412.489000,know,I,%,u-130-1
sw2598A-ms98-a-0093,412.489000,413.084375,w[ith]-,O,,
sw2598A-ms98-a-0093,413.084375,413.517000,short,B,sd,u-130-2
sw2598A-ms98-a-0093,413.517000,413.817000,nerdy,I,sd,u-130-2
sw2598A-ms98-a-0093,413.817000,414.017000,guy,I,sd,u-130-2
sw2598A-ms98-a-0093,414.017000,414.157000,with,I,sd,u-130-2
sw2598A-ms98-a-0093,414.157000,414.894750,glasses,I,sd,u-130-2
sw2598A-ms98-a-0093,415.385375,415.946875,he's,B,%,u-132-1
sw2598A-ms98-a-0094,416.445750,416.765750,he's,I,%,u-132-1
sw2598A-ms98-a-0094,416.765750,417.375750,just,I,%,u-132-1
sw2598A-ms98-a-0094,417.375750,417.465750,i,B,sd,u-132-2
sw2598A-ms98-a-0094,417.465750,417.645750,i,I,sd,u-132-2
sw2598A-ms98-a-0094,417.645750,417.895750,don't,I,sd,u-132-2
sw2598A-ms98-a-0094,417.895750,418.045750,know,I,sd,u-132-2
sw2598A-ms98-a-0094,418.045750,418.355750,why,I,sd,u-132-2
sw2598A-ms98-a-0094,418.355750,418.465750,but,I,sd,u-132-2
sw2598A-ms98-a-0094,418.465750,418.605750,he's,I,sd,u-132-2
sw2598A-ms98-a-0094,418.605750,418.845750,always,I,sd,u-132-2
sw2598A-ms98-a-0094,418.845750,418.895750,a,I,sd,u-132-2
sw2598A-ms98-a-0094,418.895750,419.075750,lot,I,sd,u-132-2
sw2598A-ms98-a-0094,419.075750,419.145750,of,I,sd,u-132-2
sw2598A-ms98-a-0094,419.145750,419.355750,fun,I,sd,u-132-2
sw2598A-ms98-a-0094,419.355750,419.435750,in,I,sd,u-132-2
sw2598A-ms98-a-0094,419.435750,419.605750,every,I,sd,u-132-2
sw2598A-ms98-a-0094,419.605750,419.895750,movie,I,sd,u-132-2
sw2598A-ms98-a-0094,419.895750,419.995750,he's,I,sd,u-132-2
sw2598A-ms98-a-0094,419.995750,420.165750,in,I,sd,u-132-2
sw2598A-ms98-a-0094,420.165750,420.255750,he,B,sd,u-132-3
sw2598A-ms98-a-0094,420.255750,420.375750,was,I,sd,u-132-3
sw2598A-ms98-a-0094,420.375750,420.495750,in,I,sd,u-132-3
sw2598A-ms98-a-0094,420.495750,420.555750,the,I,sd,u-132-3
sw2598A-ms98-a-0094,420.555750,421.485250,Untouchables,I,sd,u-132-3
sw2598A-ms98-a-0094,421.485250,421.705750,he,B,sd,u-132-4
sw2598A-ms98-a-0094,421.705750,421.815750,was,I,sd,u-132-4
sw2598A-ms98-a-0094,421.815750,421.905750,the,I,sd,u-132-4
sw2598A-ms98-a-0094,421.905750,422.364000,accountant,I,sd,u-132-4
sw2598A-ms98-a-0094,422.364000,423.111625,[laughter],O,,
sw2598A-ms98-a-0095,424.666000,425.310875,yeah,B,b,u-134-1
sw2598A-ms98-a-0097,428.413750,428.623750,no,B,nn,u-136-1
sw2598A-ms98-a-0097,428.623750,428.743750,no,B,nn^r,u-136-2
sw2598A-ms98-a-0097,428.743750,428.893750,you're,B,sv^e,u-136-3
sw2598A-ms98-a-0097,428.893750,429.103750,thinking,I,sv^e,u-136-3
sw2598A-ms98-a-0097,429.103750,429.173750,of,I,sv^e,u-136-3
sw2598A-ms98-a-0097,429.173750,429.313750,Rick,I,sv^e,u-136-3
sw2598A-ms98-a-0097,429.313750,430.012875,Moranis,I,sv^e,u-136-3
sw2598A-ms98-a-0098,430.668000,430.788000,he,B,sd,u-136-4
sw2598A-ms98-a-0098,430.788000,431.018000,looks,I,sd,u-136-4
sw2598A-ms98-a-0098,431.018000,431.188000,like,I,sd,u-136-4
sw2598A-ms98-a-0098,431.188000,431.348000,Rick,I,sd,u-136-4
sw2598A-ms98-a-0098,431.348000,431.758000,Moranis,I,sd,u-136-4
sw2598A-ms98-a-0098,431.758000,431.868000,but,B,sd,u-136-5
sw2598A-ms98-a-0098,431.868000,431.958000,he's,I,sd,u-136-5
sw2598A-ms98-a-0098,431.958000,432.298000,not,I,sd,u-136-5
sw2598A-ms98-a-0098,432.298000,432.858500,[laughter],O,,
sw2598A-ms98-a-0100,446.456875,446.857250,yeah,B,b,u-138-1
sw2598A-ms98-a-0102,448.853250,449.270500,yeah,B,b,u-140-1
sw2598A-ms98-a-0104,454.586125,455.747250,uh,B,na,u-142-1
sw2598A-ms98-a-0104,455.747250,455.797250,a,I,na,u-142-1
sw2598A-ms98-a-0104,455.797250,456.187250,little,I,na,u-142-1
sw2598A-ms98-a-0104,456.187250,456.682875,of,I,na,u-142-1
sw2598A-ms98-a-0105,458.371000,458.644250,a,B,sd,u-142-4
sw2598A-ms98-a-0105,458.644250,459.495125,review,I,sd,u-142-4
sw2598A-ms98-a-0105,459.495125,459.974250,usually,I,sd,u-142-4
sw2598A-ms98-a-0105,459.974250,460.314250,won't,I,sd,u-142-4
sw2598A-ms98-a-0105,460.314250,460.694250,make,I,sd,u-142-4
sw2598A-ms98-a-0105,460.694250,460.874250,me,I,sd,u-142-4
sw2598A-ms98-a-0105,460.874250,461.174250,go,I,sd,u-142-4
sw2598A-ms98-a-0105,461.174250,461.434250,see,I,sd,u-142-4
sw2598A-ms98-a-0105,461.434250,461.494250,a,I,sd,u-142-4
sw2598A-ms98-a-0105,461.494250,461.944250,movie,I,sd,u-142-4
sw2598A-ms98-a-0105,461.944250,462.044250,i,I,sd,u-142-4
sw2598A-ms98-a-0105,462.044250,462.324250,hadn't,I,sd,u-142-4
sw2598A-ms98-a-0105,462.324250,462.564250,already,I,sd,u-142-4
sw2598A-ms98-a-0105,462.564250,462.924250,wanted,I,sd,u-142-4
sw2598A-ms98-a-0105,462.924250,462.994250,to,I,sd,u-142-4
sw2598A-ms98-a-0105,462.994250,463.500625,see,I,sd,u-142-4
sw2598A-ms98-a-0107,465.450875,465.770875,no,B,nn,u-144-1
sw2598A-ms98-a-0107,465.770875,465.890875,it's,B,%,u-144-2
sw2598A-ms98-a-0107,465.890875,466.011500,oh,I,%,u-144-2
sw2598A-ms98-a-0107,466.011500,466.270875,uh,I,%,u-144-2
sw2598A-ms98-a-0107,466.270875,466.420875,i,B,sd,u-144-3
sw2598A-ms98-a-0107,466.420875,466.620875,want,I,sd,u-144-3
sw2598A-ms98-a-0107,466.620875,466.680875,to,I,sd,u-144-3
sw2598A-ms98-a-0107,466.680875,466.820875,see,I,sd,u-144-3
sw2598A-ms98-a-0107,466.820875,467.052250,it,I,sd,u-144-3
sw2598A-ms98-a-0108,468.521125,469.025625,um,B,sd,u-146-1
sw2598A-ms98-a-0108,469.462750,469.678750,we,I,sd,u-146-1
sw2598A-ms98-a-0108,469.678750,469.898750,want,I,sd,u-146-1
sw2598A-ms98-a-0108,469.898750,469.958750,to,I,sd,u-146-1
sw2598A-ms98-a-0108,469.958750,470.068750,see,I,sd,u-146-1
sw2598A-ms98-a-0108,470.068750,470.938750,Godfather,I,sd,u-146-1
sw2598A-ms98-a-0108,470.938750,471.208750,Part,I,sd,u-146-1
sw2598A-ms98-a-0108,471.208750,471.488750,Three,I,sd,u-146-1
sw2598A-ms98-a-0108,471.488750,471.838750,also,I,sd,u-146-1
sw2598A-ms98-a-0108,471.838750,472.048750,but,B,sd,u-146-2
sw2598A-ms98-a-0108,472.048750,472.188750,my,I,sd,u-146-2
sw2598A-ms98-a-0108,472.188750,472.348750,my,I,sd,u-146-2
sw2598A-ms98-a-0108,472.348750,472.808750,girlfriend's,I,sd,u-146-2
sw2598A-ms98-a-0108,472.808750,472.978750,seen,I,sd,u-146-2
sw2598A-ms98-a-0108,472.978750,473.218750,part,I,sd,u-146-2
sw2598A-ms98-a-0108,473.218750,473.378750,one,I,sd,u-146-2
sw2598A-ms98-a-0108,473.378750,473.468750,and,I,sd,u-146-2
