sw2689B-ms98-a-0002,1.467000,1.823875,okay_1,O,,
sw2689B-ms98-a-0046,271.303250,271.611250,it,I,sd,u-60-4
sw2689B-ms98-a-0046,272.266625,272.785875,gosh,I,sd,u-60-4
sw2689B-ms98-a-0047,273.862500,274.546750,yeah,B,b,u-62-1
sw2689B-ms98-a-0048,275.622125,275.909625,well,B,sd,u-62-2
sw2689B-ms98-a-0048,275.909625,275.989625,i,I,sd,u-62-2
sw2689B-ms98-a-0048,275.989625,276.209625,guess,I,sd,u-62-2
sw2689B-ms98-a-0048,276.209625,276.429625,that's,I,sd,u-62-2
sw2689B-ms98-a-0048,276.429625,276.579625,about,I,sd,u-62-2
sw2689B-ms98-a-0048,276.579625,276.879625,all,I,sd,u-62-2
sw2689B-ms98-a-0048,276.879625,276.969625,i,I,sd,u-62-2
sw2689B-ms98-a-0048,276.969625,277.099625,have,I,sd,u-62-2
sw2689B-ms98-a-0048,277.099625,277.229625,to,I,sd,u-62-2
sw2689B-ms98-a-0048,277.229625,277.379625,say,I,sd,u-62-2
sw2689B-ms98-a-0048,277.379625,277.619625,is,B,qy,u-64-1
sw2689B-ms98-a-0048,277.619625,277.729625,there,I,qy,u-64-1
sw2689B-ms98-a-0048,277.729625,277.979625,anything,I,qy,u-64-1
sw2689B-ms98-a-0048,277.979625,278.199625,else,I,qy,u-64-1
sw2689B-ms98-a-0048,278.199625,278.259625,you,I,qy,u-64-1
sw2689B-ms98-a-0048,278.259625,278.349625,would,I,qy,u-64-1
sw2689B-ms98-a-0048,278.349625,278.529625,want,I,qy,u-64-1
sw2689B-ms98-a-0048,278.529625,278.639625,to,I,qy,u-64-1
sw2689B-ms98-a-0049,280.206375,280.702250,okay,B,bk,u-66-1
sw2689B-ms98-a-0051,286.666875,287.266875,yeah,B,b,u-68-1
sw2689B-ms98-a-0052,289.180125,289.740125,yeah,B,b,u-70-1
sw2689B-ms98-a-0052,289.950125,290.400125,yeah,B,b^r,u-70-2
sw2689B-ms98-a-0052,291.073750,291.182875,it's,B,sv,u-70-3
sw2689B-ms98-a-0052,291.182875,291.831500,frustrating,I,sv,u-70-3
sw2689B-ms98-a-0054,293.587000,294.087000,okay,B,fc,u-72-1
sw2689B-ms98-a-0054,294.087000,294.327000,well,B,fc,u-72-2
sw2689B-ms98-a-0054,294.327000,294.607000,thanks,B,+,u-74-1
sw2689B-ms98-a-0054,294.607000,294.707000,for,I,+,u-74-1
sw2689B-ms98-a-0054,294.707000,295.217000,talking,I,+,u-74-1
sw2689B-ms98-a-0054,295.217000,295.367000,have,B,fc,u-74-2
sw2689B-ms98-a-0054,295.367000,295.435875,a,I,fc,u-74-2
sw2689B-ms98-a-0054,295.435875,295.602750,good,I,fc,u-74-2
sw2689B-ms98-a-0054,295.602750,296.073625,day,I,fc,u-74-2
sw2689B-ms98-a-0054,296.327000,296.477000,bye,B,fc,u-76-1
sw2689B-ms98-a-0054,296.477000,296.740750,bye,I,fc,u-76-1
