sw2676A-ms98-a-0003,3.186500,3.671250,both,B,sd,u-2-1
sw2676A-ms98-a-0109,454.183000,454.483000,Los,I,sd,u-160-1
sw2676A-ms98-a-0109,454.483000,455.079750,Angeles,I,sd,u-160-1
sw2676A-ms98-a-0109,455.448875,455.693000,that's,I,sd,u-160-1
sw2676A-ms98-a-0109,455.693000,456.049875,really,I,sd,u-160-1
sw2676A-ms98-a-0109,456.049875,456.306000,an,I,sd,u-160-1
sw2676A-ms98-a-0109,456.306000,456.816000,eerie,I,sd,u-160-1
sw2676A-ms98-a-0109,456.816000,457.643000,strange,I,sd,u-160-1
sw2676A-ms98-a-0109,457.643000,458.023000,looking,I,sd,u-160-1
sw2676A-ms98-a-0109,458.023000,458.581250,area,I,sd,u-160-1
sw2676A-ms98-a-0109,458.939125,459.207875,with,B,+,u-162-1
sw2676A-ms98-a-0109,459.458375,460.225250,boulders,I,+,u-162-1
sw2676A-ms98-a-0109,460.473750,460.665625,uh,O,,
sw2676A-ms98-a-0109,460.665625,460.850250,i,B,%,u-162-2
sw2676A-ms98-a-0109,460.850250,461.133000,won[der]-,O,,
sw2676A-ms98-a-0109,461.133000,461.263000,they're,B,sd,u-162-3
sw2676A-ms98-a-0109,461.263000,461.503000,not,I,sd,u-162-3
sw2676A-ms98-a-0109,461.503000,461.763000,really,I,sd,u-162-3
sw2676A-ms98-a-0109,461.763000,462.403000,hills,I,sd,u-162-3
sw2676A-ms98-a-0109,462.403000,462.503000,they're,B,sd,u-162-4
sw2676A-ms98-a-0109,462.503000,462.703000,more,I,sd,u-162-4
sw2676A-ms98-a-0109,462.703000,462.873000,like,I,sd,u-162-4
sw2676A-ms98-a-0109,462.873000,463.178500,just,I,sd,u-162-4
sw2676A-ms98-a-0110,463.731875,464.310250,huge,I,sd,u-162-4
sw2676A-ms98-a-0110,464.310250,465.001000,boulders,I,sd,u-162-4
sw2676A-ms98-a-0110,465.001000,465.121000,with,I,sd,u-162-4
sw2676A-ms98-a-0110,465.121000,465.381000,very,I,sd,u-162-4
sw2676A-ms98-a-0110,465.381000,465.571000,little,I,sd,u-162-4
sw2676A-ms98-a-0110,465.571000,466.371000,vegetation,I,sd,u-162-4
sw2676A-ms98-a-0112,472.758375,472.872250,uh,B,sd,u-164-1
sw2676A-ms98-a-0112,473.043750,473.447750,ver[y]-,O,,
sw2676A-ms98-a-0113,474.317125,474.642875,well,B,+,u-166-1
sw2676A-ms98-a-0113,474.792250,474.898625,you,I,+,u-166-1
sw2676A-ms98-a-0113,474.898625,474.985750,know,I,+,u-166-1
sw2676A-ms98-a-0113,474.985750,475.125750,it,I,+,u-166-1
sw2676A-ms98-a-0113,475.125750,475.305750,may,I,+,u-166-1
sw2676A-ms98-a-0113,475.305750,475.475750,be,I,+,u-166-1
sw2676A-ms98-a-0113,475.475750,475.535750,a,I,+,u-166-1
sw2676A-ms98-a-0113,475.535750,475.925750,little,I,+,u-166-1
sw2676A-ms98-a-0113,475.925750,476.095750,bit,I,+,u-166-1
sw2676A-ms98-a-0113,476.095750,476.383125,more,I,+,u-166-1
sw2676A-ms98-a-0113,476.383125,476.700375,inland,I,+,u-166-1
sw2676A-ms98-a-0113,477.075125,477.188125,that,B,sd,u-166-2
sw2676A-ms98-a-0113,477.188125,477.335750,is,I,sd,u-166-2
sw2676A-ms98-a-0113,477.335750,477.425750,one,I,sd,u-166-2
sw2676A-ms98-a-0113,477.425750,477.485750,of,I,sd,u-166-2
sw2676A-ms98-a-0113,477.485750,477.545750,the,I,sd,u-166-2
sw2676A-ms98-a-0113,477.545750,478.238875,strangest,I,sd,u-166-2
sw2676A-ms98-a-0113,478.238875,478.645750,areas,I,sd,u-166-2
sw2676A-ms98-a-0113,478.645750,478.755750,i,I,sd,u-166-2
sw2676A-ms98-a-0113,478.755750,478.945750,have,I,sd,u-166-2
sw2676A-ms98-a-0113,478.945750,479.175750,ever,I,sd,u-166-2
sw2676A-ms98-a-0113,479.175750,479.756125,seen,I,sd,u-166-2
sw2676A-ms98-a-0114,480.200875,480.425750,uh,B,sd,u-168-1
sw2676A-ms98-a-0114,480.425750,480.519750,i,I,sd,u-168-1
sw2676A-ms98-a-0114,480.519750,480.671500,had,I,sd,u-168-1
sw2676A-ms98-a-0114,480.671500,480.741500,to,I,sd,u-168-1
sw2676A-ms98-a-0114,480.741500,480.851500,go,I,sd,u-168-1
sw2676A-ms98-a-0114,480.851500,480.970375,up,I,sd,u-168-1
sw2676A-ms98-a-0114,481.486375,481.771500,TI,I,sd,u-168-1
sw2676A-ms98-a-0114,481.771500,482.011500,on,I,sd,u-168-1
sw2676A-ms98-a-0114,482.011500,482.632875,business,I,sd,u-168-1
sw2676A-ms98-a-0114,482.632875,483.087250,a,B,+,u-170-1
sw2676A-ms98-a-0114,483.462250,483.729125,couple,I,+,u-170-1
sw2676A-ms98-a-0114,483.729125,483.804500,of,I,+,u-170-1
sw2676A-ms98-a-0114,483.804500,484.091500,years,I,+,u-170-1
sw2676A-ms98-a-0114,484.091500,484.486750,ago,I,+,u-170-1
sw2676A-ms98-a-0115,485.071375,485.201625,and,B,sd,u-172-1
sw2676A-ms98-a-0115,485.201625,485.291625,we,I,sd,u-172-1
sw2676A-ms98-a-0115,485.291625,485.501625,went,I,sd,u-172-1
sw2676A-ms98-a-0115,485.501625,485.631625,up,I,sd,u-172-1
sw2676A-ms98-a-0115,485.631625,485.781625,that,I,sd,u-172-1
sw2676A-ms98-a-0115,485.781625,486.331625,coastline,I,sd,u-172-1
sw2676A-ms98-a-0115,486.331625,486.541625,and,B,sd,u-172-2
sw2676A-ms98-a-0115,486.541625,486.591625,i,I,sd,u-172-2
sw2676A-ms98-a-0115,486.591625,486.741625,was,I,sd,u-172-2
sw2676A-ms98-a-0115,486.741625,487.051625,just,I,sd,u-172-2
sw2676A-ms98-a-0115,487.051625,487.801625,amazed,I,sd,u-172-2
sw2676A-ms98-a-0115,487.801625,487.951625,how,I,sd,u-172-2
sw2676A-ms98-a-0115,487.951625,488.591625,unusual,I,sd,u-172-2
sw2676A-ms98-a-0115,488.591625,488.821625,that,I,sd,u-172-2
sw2676A-ms98-a-0115,488.821625,489.194875,looks,I,sd,u-172-2
sw2676A-ms98-a-0117,491.408375,491.649125,here,B,ad,u-174-1
sw2676A-ms98-a-0117,491.649125,491.869125,hang,I,ad,u-174-1
sw2676A-ms98-a-0117,491.869125,491.969125,on,I,ad,u-174-1
sw2676A-ms98-a-0117,491.969125,492.159125,just,I,ad,u-174-1
sw2676A-ms98-a-0117,492.159125,492.209125,a,I,ad,u-174-1
sw2676A-ms98-a-0117,492.209125,492.599125,second,I,ad,u-174-1
sw2676A-ms98-a-0117,492.599125,492.669125,i've,B,sd,u-174-2
sw2676A-ms98-a-0117,492.669125,492.839125,got,I,sd,u-174-2
sw2676A-ms98-a-0117,492.839125,492.899125,a,I,sd,u-174-2
sw2676A-ms98-a-0117,492.899125,493.189125,Los,I,sd,u-174-2
sw2676A-ms98-a-0117,493.189125,493.769125,Angeles,I,sd,u-174-2
sw2676A-ms98-a-0117,493.769125,494.202250,map,I,sd,u-174-2
sw2676A-ms98-a-0117,494.820000,494.929125,let,B,co,u-174-3
sw2676A-ms98-a-0117,494.929125,495.039125,me,I,co,u-174-3
sw2676A-ms98-a-0117,495.039125,495.269125,just,I,co,u-174-3
sw2676A-ms98-a-0117,495.269125,495.702625,quick,I,co,u-174-3
sw2676A-ms98-a-0119,497.851125,498.335750,uh,O,,
sw2676A-ms98-a-0120,499.438125,499.759125,Simi,O,,
sw2676A-ms98-a-0120,499.759125,500.283875,Valley,B,^2,u-176-1
sw2676A-ms98-a-0122,501.917625,502.368125,yes,B,aa,u-178-1
sw2676A-ms98-a-0123,503.175250,503.585250,beyond,B,sd,u-180-1
sw2676A-ms98-a-0123,503.585250,504.025250,Thousand,I,sd,u-180-1
sw2676A-ms98-a-0123,504.025250,504.501375,Oaks,I,sd,u-180-1
sw2676A-ms98-a-0125,507.236125,507.368375,you,B,qy^d,u-182-1
sw2676A-ms98-a-0125,507.368375,507.548375,don't,I,qy^d,u-182-1
sw2676A-ms98-a-0125,507.548375,507.718375,think,I,qy^d,u-182-1
sw2676A-ms98-a-0125,507.718375,507.855000,that's,I,qy^d,u-182-1
sw2676A-ms98-a-0125,507.855000,508.508375,strange,I,qy^d,u-182-1
sw2676A-ms98-a-0125,508.508375,508.999750,looking,I,qy^d,u-182-1
sw2676A-ms98-a-0127,512.776875,512.956500,oh,B,bk,u-184-1
sw2676A-ms98-a-0127,512.956500,513.396500,okay,I,bk,u-184-1
sw2676A-ms98-a-0127,513.396500,513.766500,maybe,B,sd,u-186-1
sw2676A-ms98-a-0127,513.766500,513.796500,i['m]-,I,sd,u-186-1
sw2676A-ms98-a-0127,513.796500,514.176500,maybe,I,sd,u-186-1
sw2676A-ms98-a-0127,514.176500,514.276500,i'm,I,sd,u-186-1
sw2676A-ms98-a-0127,514.276500,514.516500,used,I,sd,u-186-1
sw2676A-ms98-a-0127,514.516500,514.677500,to,I,sd,u-186-1
sw2676A-ms98-a-0127,514.677500,515.256500,Texas,I,sd,u-186-1
sw2676A-ms98-a-0129,516.775625,516.909375,the,B,sd,u-188-1
sw2676A-ms98-a-0129,516.909375,517.539375,elevation,I,sd,u-188-1
sw2676A-ms98-a-0129,517.539375,517.649375,is,I,sd,u-188-1
sw2676A-ms98-a-0129,517.649375,518.313875,extremely,I,sd,u-188-1
sw2676A-ms98-a-0129,518.313875,518.835125,high,I,sd,u-188-1
sw2676A-ms98-a-0130,519.700625,519.887250,it's,B,sd,u-190-1
sw2676A-ms98-a-0130,519.887250,520.167250,got,I,sd,u-190-1
sw2676A-ms98-a-0130,520.167250,520.971250,curving,I,sd,u-190-1
sw2676A-ms98-a-0130,521.246125,521.747250,roads,I,sd,u-190-1
sw2676A-ms98-a-0130,521.747250,521.917250,on,I,sd,u-190-1
sw2676A-ms98-a-0130,521.917250,522.097125,it,I,sd,u-190-1
sw2676A-ms98-a-0130,522.500250,522.771750,but,B,%,u-190-2
sw2676A-ms98-a-0130,522.771750,523.015875,but,I,%,u-190-2
sw2676A-ms98-a-0130,523.366125,523.636750,the,I,%,u-190-2
sw2676A-ms98-a-0130,523.636750,523.806250,it's,B,sd,u-190-3
sw2676A-ms98-a-0130,523.806250,524.047250,just,I,sd,u-190-3
sw2676A-ms98-a-0130,524.047250,524.117250,a,I,sd,u-190-3
sw2676A-ms98-a-0130,524.117250,524.577250,strange,I,sd,u-190-3
sw2676A-ms98-a-0130,524.577250,525.067250,landscape,I,sd,u-190-3
sw2676A-ms98-a-0130,525.067250,525.247250,there's,B,sd,u-190-4
sw2676A-ms98-a-0130,525.247250,525.397250,very,I,sd,u-190-4
sw2676A-ms98-a-0130,525.397250,525.577250,little,I,sd,u-190-4
sw2676A-ms98-a-0130,525.577250,526.380000,vegetation,I,sd,u-190-4
sw2676A-ms98-a-0132,533.026750,533.352375,right,B,b,u-192-1
sw2676A-ms98-a-0132,533.352375,533.522375,it's,B,%,u-192-2
sw2676A-ms98-a-0132,533.522375,533.614875,a,I,%,u-192-2
sw2676A-ms98-a-0132,533.614875,533.756500,f[ar]-,O,,
sw2676A-ms98-a-0134,539.599625,539.864000,maybe,B,sd,u-194-1
sw2676A-ms98-a-0134,539.864000,540.064000,it's,I,sd,u-194-1
sw2676A-ms98-a-0134,540.064000,540.094000,a,I,sd,u-194-1
sw2676A-ms98-a-0134,540.094000,540.504000,place,I,sd,u-194-1
sw2676A-ms98-a-0134,540.504000,540.604000,i,I,sd,u-194-1
sw2676A-ms98-a-0134,540.604000,540.924000,went,I,sd,u-194-1
sw2676A-ms98-a-0134,540.924000,541.024000,to,I,sd,u-194-1
sw2676A-ms98-a-0134,541.024000,541.364000,it,B,sd,u-194-2
sw2676A-ms98-a-0134,541.364000,541.596250,was,I,sd,u-194-2
sw2676A-ms98-a-0134,541.769500,542.014875,uh,I,sd,u-194-2
sw2676A-ms98-a-0134,542.014875,542.384000,far,I,sd,u-194-2
sw2676A-ms98-a-0134,542.384000,542.934000,extreme,I,sd,u-194-2
sw2676A-ms98-a-0134,542.934000,543.394000,thought,I,sd,u-194-2
sw2676A-ms98-a-0134,543.394000,543.544000,we'd,I,sd,u-194-2
sw2676A-ms98-a-0134,543.544000,543.744000,never,I,sd,u-194-2
sw2676A-ms98-a-0134,543.744000,544.136250,find,I,sd,u-194-2
sw2676A-ms98-a-0134,544.136250,544.226125,the,I,sd,u-194-2
sw2676A-ms98-a-0134,544.226125,544.785250,place,I,sd,u-194-2
sw2676A-ms98-a-0135,545.634875,545.724625,it,B,sd,u-196-1
sw2676A-ms98-a-0135,545.724625,545.834625,was,I,sd,u-196-1
sw2676A-ms98-a-0135,545.834625,546.433875,interesting,I,sd,u-196-1
sw2676A-ms98-a-0137,548.496250,548.641250,because_1,O,,
sw2676A-ms98-a-0137,548.641250,548.761250,we,B,+,u-198-1
sw2676A-ms98-a-0137,548.761250,548.931250,went,I,+,u-198-1
sw2676A-ms98-a-0137,548.931250,549.091250,out,I,+,u-198-1
sw2676A-ms98-a-0137,549.091250,549.201250,the,I,+,u-198-1
sw2676A-ms98-a-0137,549.201250,549.671250,Ventura,I,+,u-198-1
sw2676A-ms98-a-0137,549.671250,550.021250,highway,I,+,u-198-1
sw2676A-ms98-a-0137,550.021250,550.131250,to,I,+,u-198-1
sw2676A-ms98-a-0137,550.131250,550.601250,Thousand,I,+,u-198-1
sw2676A-ms98-a-0137,550.601250,550.891250,Oaks,I,+,u-198-1
sw2676A-ms98-a-0137,550.891250,551.041250,and,I,+,u-198-1
sw2676A-ms98-a-0137,551.041250,551.201250,on,I,+,u-198-1
sw2676A-ms98-a-0137,551.201250,551.351625,up,I,+,u-198-1
sw2676A-ms98-a-0137,551.351625,551.631250,through,B,+,u-200-1
sw2676A-ms98-a-0137,551.631250,551.851250,that,I,+,u-200-1
sw2676A-ms98-a-0137,551.851250,552.215500,way,I,+,u-200-1
sw2676A-ms98-a-0139,569.777500,570.464500,oh,B,sd,u-202-1
sw2676A-ms98-a-0139,570.694250,570.946875,it's,I,sd,u-202-1
sw2676A-ms98-a-0139,570.946875,571.326875,green,I,sd,u-202-1
sw2676A-ms98-a-0139,571.326875,572.463375,sometime,I,sd,u-202-1
sw2676A-ms98-a-0141,575.597000,575.780250,well,B,sd,u-204-1
sw2676A-ms98-a-0141,575.780250,575.920250,it,I,sd,u-204-1
sw2676A-ms98-a-0141,575.920250,576.220250,doesn't,I,sd,u-204-1
sw2676A-ms98-a-0141,576.220250,576.570250,stay,I,sd,u-204-1
sw2676A-ms98-a-0141,576.570250,577.067625,green,I,sd,u-204-1
sw2676A-ms98-a-0141,577.519625,577.660250,you,I,sd,u-204-1
sw2676A-ms98-a-0141,577.660250,577.720250,know,I,sd,u-204-1
sw2676A-ms98-a-0141,577.720250,577.850250,the,B,%,u-206-1
sw2676A-ms98-a-0141,577.850250,578.159875,really,I,%,u-206-1
sw2676A-ms98-a-0141,578.316500,578.568875,a[nd]-,O,,
sw2676A-ms98-a-0141,578.568875,578.980625,and,B,sd,u-206-2
sw2676A-ms98-a-0141,579.393000,579.515125,in,I,sd,u-206-2
sw2676A-ms98-a-0141,579.515125,579.790250,all,I,sd,u-206-2
sw2676A-ms98-a-0141,579.790250,580.419375,honesty,I,sd,u-206-2
sw2676A-ms98-a-0141,580.554875,580.780250,i,B,sd,u-206-3
sw2676A-ms98-a-0141,580.780250,580.910250,i,I,sd,u-206-3
sw2676A-ms98-a-0141,580.910250,581.100250,know,I,sd,u-206-3
sw2676A-ms98-a-0141,581.100250,581.260250,this,I,sd,u-206-3
sw2676A-ms98-a-0141,581.260250,581.500250,sounds,I,sd,u-206-3
sw2676A-ms98-a-0141,581.500250,581.660250,like,I,sd,u-206-3
sw2676A-ms98-a-0141,581.660250,581.762375,a,I,sd,u-206-3
sw2676A-ms98-a-0141,582.029875,582.410250,Texas,I,sd,u-206-3
sw2676A-ms98-a-0141,582.410250,582.858500,story,I,sd,u-206-3
sw2676A-ms98-a-0141,583.385875,583.550250,all,B,sd,u-206-4
sw2676A-ms98-a-0141,583.550250,583.920250,honesty,I,sd,u-206-4
sw2676A-ms98-a-0141,583.920250,584.080250,you,I,sd,u-206-4
sw2676A-ms98-a-0141,584.080250,584.334500,haven't,I,sd,u-206-4
sw2676A-ms98-a-0141,584.334500,584.580250,seen,I,sd,u-206-4
sw2676A-ms98-a-0141,584.580250,584.660250,the,I,sd,u-206-4
sw2676A-ms98-a-0141,584.660250,585.080250,hottest,I,sd,u-206-4
sw2676A-ms98-a-0141,585.080250,585.176875,of,I,sd,u-206-4
sw2676A-ms98-a-0141,585.176875,585.640250,summers,I,sd,u-206-4
sw2676A-ms98-a-0141,585.640250,585.790250,if,I,sd,u-206-4
sw2676A-ms98-a-0141,585.790250,585.930250,you've,I,sd,u-206-4
sw2676A-ms98-a-0141,585.930250,586.140250,only,I,sd,u-206-4
sw2676A-ms98-a-0141,586.140250,586.270250,been,I,sd,u-206-4
sw2676A-ms98-a-0141,586.270250,586.470250,here,I,sd,u-206-4
sw2676A-ms98-a-0141,586.470250,586.780250,five,I,sd,u-206-4
sw2676A-ms98-a-0141,586.780250,587.197750,years,I,sd,u-206-4
sw2676A-ms98-a-0141,587.566875,587.710250,we,B,sd,u-206-5
sw2676A-ms98-a-0141,587.710250,587.960250,haven't,I,sd,u-206-5
sw2676A-ms98-a-0141,587.960250,588.130250,had,I,sd,u-206-5
sw2676A-ms98-a-0141,588.130250,588.190250,a,I,sd,u-206-5
sw2676A-ms98-a-0141,588.190250,588.460250,really,B,+,u-208-1
sw2676A-ms98-a-0141,588.460250,588.760250,bad,I,+,u-208-1
sw2676A-ms98-a-0141,588.760250,589.100000,one,I,+,u-208-1
sw2676A-ms98-a-0143,592.744500,593.374125,uh,O,,
sw2676A-ms98-a-0143,593.566250,593.802500,it,B,sd,u-212-1
sw2676A-ms98-a-0143,593.802500,594.232500,was,I,sd,u-212-1
sw2676A-ms98-a-0143,594.232500,594.662500,maybe,I,sd,u-212-1
sw2676A-ms98-a-0143,594.662500,594.952500,eighty,I,sd,u-212-1
sw2676A-ms98-a-0143,594.952500,595.252500,two,I,sd,u-212-1
sw2676A-ms98-a-0143,595.252500,595.632500,because,I,sd,u-212-1
sw2676A-ms98-a-0143,595.632500,595.782500,we,I,sd,u-212-1
sw2676A-ms98-a-0143,595.782500,595.972500,bought,I,sd,u-212-1
sw2676A-ms98-a-0143,595.972500,596.092500,our,I,sd,u-212-1
sw2676A-ms98-a-0143,596.092500,596.382500,house,I,sd,u-212-1
sw2676A-ms98-a-0143,596.382500,596.442500,in,I,sd,u-212-1
sw2676A-ms98-a-0143,596.442500,596.612500,eighty,I,sd,u-212-1
sw2676A-ms98-a-0143,596.612500,596.792500,one,I,sd,u-212-1
sw2676A-ms98-a-0143,596.792500,596.882500,and,B,sd,u-212-2
sw2676A-ms98-a-0143,596.882500,596.972500,we,I,sd,u-212-2
sw2676A-ms98-a-0143,596.972500,597.242500,built,I,sd,u-212-2
sw2676A-ms98-a-0143,597.242500,597.282500,a,I,sd,u-212-2
sw2676A-ms98-a-0143,597.282500,597.602500,pool,I,sd,u-212-2
sw2676A-ms98-a-0143,597.602500,597.722500,in,I,sd,u-212-2
sw2676A-ms98-a-0143,597.722500,597.978500,eighty,I,sd,u-212-2
sw2676A-ms98-a-0143,597.978500,598.375625,two,I,sd,u-212-2
sw2676A-ms98-a-0144,599.396500,599.510625,no,O,,
sw2676A-ms98-a-0144,599.510625,599.692375,[vocalized-noise],O,,
