sw2051B-ms98-a-0002,4.965875,5.350125,right,B,aa,u-2-1
sw2051B-ms98-a-0135,389.983875,390.201000,that,I,sd,u-86-2
sw2051B-ms98-a-0135,390.656750,390.865750,that,I,sd,u-86-2
sw2051B-ms98-a-0135,391.498000,392.229250,environment,I,sd,u-86-2
sw2051B-ms98-a-0135,392.425000,392.813875,for,I,sd,u-86-2
sw2051B-ms98-a-0135,392.813875,393.073875,quite,I,sd,u-86-2
sw2051B-ms98-a-0135,393.073875,393.113875,a,I,sd,u-86-2
sw2051B-ms98-a-0135,393.113875,393.383875,few,I,sd,u-86-2
sw2051B-ms98-a-0135,393.383875,393.833125,years,I,sd,u-86-2
sw2051B-ms98-a-0135,393.957375,394.091625,when,I,sd,u-86-2
sw2051B-ms98-a-0135,394.091625,394.304250,i,I,sd,u-86-2
sw2051B-ms98-a-0135,394.304250,394.523875,was,I,sd,u-86-2
sw2051B-ms98-a-0135,394.523875,394.813875,doing,I,sd,u-86-2
sw2051B-ms98-a-0135,394.813875,395.353875,construction,I,sd,u-86-2
sw2051B-ms98-a-0135,395.353875,395.558125,work,I,sd,u-86-2
sw2051B-ms98-a-0136,396.825375,396.901750,you,B,sd,u-86-3
sw2051B-ms98-a-0136,396.901750,396.982125,know,I,sd,u-86-3
sw2051B-ms98-a-0136,396.982125,397.122125,and,I,sd,u-86-3
sw2051B-ms98-a-0136,397.122125,397.292125,these,I,sd,u-86-3
sw2051B-ms98-a-0136,397.292125,397.682125,guys,I,sd,u-86-3
sw2051B-ms98-a-0136,397.682125,397.822125,they,I,sd,u-86-3
sw2051B-ms98-a-0136,397.822125,398.142125,come,I,sd,u-86-3
sw2051B-ms98-a-0136,398.142125,398.222125,to,I,sd,u-86-3
sw2051B-ms98-a-0136,398.222125,398.532125,work,I,sd,u-86-3
sw2051B-ms98-a-0136,398.532125,398.812125,every,I,sd,u-86-3
sw2051B-ms98-a-0136,398.812125,399.162125,morning,I,sd,u-86-3
sw2051B-ms98-a-0136,399.162125,399.322125,and,B,sd,u-86-4
sw2051B-ms98-a-0136,399.322125,399.492125,they're,I,sd,u-86-4
sw2051B-ms98-a-0136,399.492125,399.922125,stoned,I,sd,u-86-4
sw2051B-ms98-a-0136,399.922125,400.042125,to,I,sd,u-86-4
sw2051B-ms98-a-0136,400.042125,400.166125,the,I,sd,u-86-4
sw2051B-ms98-a-0136,400.166125,400.543875,bone,I,sd,u-86-4
sw2051B-ms98-a-0137,401.560125,401.667875,i,B,sd*,u-86-5
sw2051B-ms98-a-0137,401.667875,401.765125,mean,I,sd*,u-86-5
sw2051B-ms98-a-0137,401.765125,401.875125,their,I,sd*,u-86-5
sw2051B-ms98-a-0137,401.875125,402.105125,so,I,sd*,u-86-5
sw2051B-ms98-a-0137,402.105125,402.355125,high,I,sd*,u-86-5
sw2051B-ms98-a-0137,402.355125,402.475125,they,I,sd*,u-86-5
sw2051B-ms98-a-0137,402.475125,402.675125,could,I,sd*,u-86-5
sw2051B-ms98-a-0137,402.675125,403.075125,fly,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.075125,403.215125,up,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.215125,403.315125,to,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.315125,403.405125,the,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.405125,403.675125,top,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.675125,403.735125,of,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.735125,403.855125,that,I,sd*,u-86-5
sw2051B-ms98-a-0137,403.855125,404.132125,building,I,sd*,u-86-5
sw2051B-ms98-a-0138,405.606625,405.796625,and,B,sd,u-86-6
sw2051B-ms98-a-0138,405.796625,405.896625,they,I,sd,u-86-6
sw2051B-ms98-a-0138,405.896625,406.196625,work,I,sd,u-86-6
sw2051B-ms98-a-0138,406.196625,406.416625,all,I,sd,u-86-6
sw2051B-ms98-a-0138,406.416625,406.666625,day,I,sd,u-86-6
sw2051B-ms98-a-0138,406.666625,406.766625,and,B,sd,u-86-7
sw2051B-ms98-a-0138,406.766625,406.906625,they,I,sd,u-86-7
sw2051B-ms98-a-0138,406.906625,407.056625,go,I,sd,u-86-7
sw2051B-ms98-a-0138,407.056625,407.603625,home,I,sd,u-86-7
sw2051B-ms98-a-0138,407.603625,407.936625,and,B,sd,u-86-8
sw2051B-ms98-a-0138,407.936625,408.056625,they,I,sd,u-86-8
sw2051B-ms98-a-0138,408.056625,408.386625,smoke,I,sd,u-86-8
sw2051B-ms98-a-0138,408.386625,408.592375,their,I,sd,u-86-8
sw2051B-ms98-a-0138,408.592375,408.936625,dope,I,sd,u-86-8
sw2051B-ms98-a-0138,408.936625,409.076625,and,I,sd,u-86-8
sw2051B-ms98-a-0138,409.076625,409.346625,drink,I,sd,u-86-8
sw2051B-ms98-a-0138,409.346625,409.516625,their,I,sd,u-86-8
sw2051B-ms98-a-0138,409.516625,410.036625,booze,I,sd,u-86-8
sw2051B-ms98-a-0138,410.036625,410.176625,and,I,sd,u-86-8
sw2051B-ms98-a-0138,410.176625,410.476625,shoot,I,sd,u-86-8
sw2051B-ms98-a-0138,410.476625,410.669250,their,I,sd,u-86-8
sw2051B-ms98-a-0138,410.764375,411.313125,drugs,I,sd,u-86-8
sw2051B-ms98-a-0139,412.104625,412.246875,and,B,sd,u-86-9
sw2051B-ms98-a-0139,412.246875,412.346875,when,I,sd,u-86-9
sw2051B-ms98-a-0139,412.346875,412.446875,they,I,sd,u-86-9
sw2051B-ms98-a-0139,412.446875,412.686875,run,I,sd,u-86-9
sw2051B-ms98-a-0139,412.686875,412.876875,out,I,sd,u-86-9
sw2051B-ms98-a-0139,412.876875,412.976875,of,I,sd,u-86-9
sw2051B-ms98-a-0139,412.976875,413.306875,money,I,sd,u-86-9
sw2051B-ms98-a-0139,413.306875,413.456875,they,I,sd,u-86-9
sw2051B-ms98-a-0139,413.456875,413.576875,go,I,sd,u-86-9
sw2051B-ms98-a-0139,413.576875,413.846875,down,I,sd,u-86-9
sw2051B-ms98-a-0139,413.846875,413.906875,to,I,sd,u-86-9
sw2051B-ms98-a-0139,413.906875,414.016875,the,I,sd,u-86-9
sw2051B-ms98-a-0139,414.016875,414.406875,corner,I,sd,u-86-9
sw2051B-ms98-a-0139,414.406875,414.966875,store,I,sd,u-86-9
sw2051B-ms98-a-0139,414.966875,415.103500,and,I,sd,u-86-9
sw2051B-ms98-a-0139,415.216500,415.466875,pop,I,sd,u-86-9
sw2051B-ms98-a-0139,415.466875,415.526875,the,I,sd,u-86-9
sw2051B-ms98-a-0139,415.526875,415.776875,guy,I,sd,u-86-9
sw2051B-ms98-a-0139,415.776875,415.836875,on,I,sd,u-86-9
sw2051B-ms98-a-0139,415.836875,415.906875,the,I,sd,u-86-9
sw2051B-ms98-a-0139,415.906875,416.126875,head,I,sd,u-86-9
sw2051B-ms98-a-0139,416.126875,416.246875,and,I,sd,u-86-9
sw2051B-ms98-a-0139,416.246875,416.466875,take,I,sd,u-86-9
sw2051B-ms98-a-0139,416.466875,416.626875,his,I,sd,u-86-9
sw2051B-ms98-a-0139,416.626875,416.936875,money,I,sd,u-86-9
sw2051B-ms98-a-0139,416.936875,417.056875,and,B,sd,u-86-10
sw2051B-ms98-a-0139,417.056875,417.166875,then,I,sd,u-86-10
sw2051B-ms98-a-0139,417.166875,417.246875,they,I,sd,u-86-10
sw2051B-ms98-a-0139,417.246875,417.376875,go,I,sd,u-86-10
sw2051B-ms98-a-0139,417.376875,417.596875,back,I,sd,u-86-10
sw2051B-ms98-a-0139,417.596875,417.706875,to,I,sd,u-86-10
sw2051B-ms98-a-0139,417.706875,417.956875,work,I,sd,u-86-10
sw2051B-ms98-a-0139,417.956875,418.136875,on,I,sd,u-86-10
sw2051B-ms98-a-0139,418.136875,418.463625,Monday,I,sd,u-86-10
sw2051B-ms98-a-0141,420.342500,420.801875,and,B,%,u-88-1
sw2051B-ms98-a-0141,421.161375,421.266750,the,I,%,u-88-1
sw2051B-ms98-a-0141,421.266750,421.677000,kids,I,%,u-88-1
sw2051B-ms98-a-0141,421.677000,421.807000,of,I,%,u-88-1
sw2051B-ms98-a-0141,421.807000,422.047000,these,I,%,u-88-1
sw2051B-ms98-a-0141,422.047000,422.453875,people,I,%,u-88-1
sw2051B-ms98-a-0143,424.532000,424.833125,are,O,,
sw2051B-ms98-a-0143,424.931250,426.183875,phenomenally,O,,
sw2051B-ms98-a-0144,427.546125,427.654875,they're,B,no,u-90-1
sw2051B-ms98-a-0144,427.654875,428.524875,sociopathic,I,no,u-90-1
sw2051B-ms98-a-0145,429.080125,429.179750,and,B,sd,u-92-1
sw2051B-ms98-a-0145,429.179750,429.346875,i,I,sd,u-92-1
sw2051B-ms98-a-0145,429.346875,429.613875,worked,I,sd,u-92-1
sw2051B-ms98-a-0145,429.613875,429.823875,in,I,sd,u-92-1
sw2051B-ms98-a-0145,429.823875,430.076250,a,I,sd,u-92-1
sw2051B-ms98-a-0145,430.396375,430.713875,first,I,sd,u-92-1
sw2051B-ms98-a-0145,430.713875,431.243875,grade,I,sd,u-92-1
sw2051B-ms98-a-0145,431.243875,431.610750,uh,I,sd,u-92-1
sw2051B-ms98-a-0145,431.693500,432.190500,classroom,I,sd,u-92-1
sw2051B-ms98-a-0146,433.406875,433.655500,for,I,sd,u-92-1
sw2051B-ms98-a-0146,433.655500,433.925500,one,I,sd,u-92-1
sw2051B-ms98-a-0146,433.925500,434.165500,full,I,sd,u-92-1
sw2051B-ms98-a-0146,434.165500,434.655500,semester,I,sd,u-92-1
sw2051B-ms98-a-0148,436.686500,436.904625,and,B,sd,u-94-1
sw2051B-ms98-a-0148,436.904625,437.209375,these,I,sd,u-94-1
sw2051B-ms98-a-0148,437.209375,437.765125,kids,I,sd,u-94-1
sw2051B-ms98-a-0148,437.900625,438.014625,were,I,sd,u-94-1
sw2051B-ms98-a-0148,438.014625,438.284625,more,I,sd,u-94-1
sw2051B-ms98-a-0148,438.284625,438.614625,foul,I,sd,u-94-1
sw2051B-ms98-a-0148,438.614625,439.104625,mouthed,I,sd,u-94-1
sw2051B-ms98-a-0148,439.104625,439.234625,than,I,sd,u-94-1
sw2051B-ms98-a-0148,439.234625,439.424625,i've,I,sd,u-94-1
sw2051B-ms98-a-0148,439.424625,439.644625,ever,I,sd,u-94-1
sw2051B-ms98-a-0148,439.644625,439.869875,been,I,sd,u-94-1
sw2051B-ms98-a-0149,441.376875,441.456875,i,B,sd,u-94-2
sw2051B-ms98-a-0149,441.456875,441.586875,had,I,sd,u-94-2
sw2051B-ms98-a-0149,441.586875,441.766875,one,I,sd,u-94-2
sw2051B-ms98-a-0149,441.766875,442.006875,kid,I,sd,u-94-2
sw2051B-ms98-a-0149,442.006875,442.336875,threaten,I,sd,u-94-2
sw2051B-ms98-a-0149,442.336875,442.466875,my,I,sd,u-94-2
sw2051B-ms98-a-0149,442.466875,442.705750,life,I,sd,u-94-2
sw2051B-ms98-a-0149,443.041000,443.306875,first,O,,
sw2051B-ms98-a-0149,443.306875,443.574125,grader,O,,
sw2051B-ms98-a-0150,444.632500,444.961000,threaten,B,+,u-96-1
sw2051B-ms98-a-0150,444.961000,445.091000,my,I,+,u-96-1
sw2051B-ms98-a-0150,445.091000,445.331000,life,I,+,u-96-1
sw2051B-ms98-a-0150,445.331000,445.561000,told,B,sd,u-96-2
sw2051B-ms98-a-0150,445.561000,445.631000,me,I,sd,u-96-2
sw2051B-ms98-a-0150,445.631000,445.781000,that,I,sd,u-96-2
sw2051B-ms98-a-0150,445.781000,446.186750,daddy's,I,sd,u-96-2
sw2051B-ms98-a-0150,446.186750,446.391000,going,I,sd,u-96-2
sw2051B-ms98-a-0150,446.391000,446.471000,to,I,sd,u-96-2
sw2051B-ms98-a-0150,446.471000,446.568875,whoop,I,sd,u-96-2
sw2051B-ms98-a-0150,446.659375,446.818000,me,I,sd,u-96-2
sw2051B-ms98-a-0150,446.818000,446.881000,to,I,sd,u-96-2
sw2051B-ms98-a-0150,446.881000,447.201500,death,I,sd,u-96-2
sw2051B-ms98-a-0152,449.088750,449.181375,you,B,sd,u-98-1
sw2051B-ms98-a-0152,449.181375,449.534375,know,I,sd,u-98-1
sw2051B-ms98-a-0152,449.695125,449.841375,and,I,sd,u-98-1
sw2051B-ms98-a-0152,449.841375,449.971375,they,I,sd,u-98-1
sw2051B-ms98-a-0152,449.971375,450.361375,flipping,I,sd,u-98-1
sw2051B-ms98-a-0152,450.361375,450.511375,me,I,sd,u-98-1
sw2051B-ms98-a-0152,450.511375,450.611375,the,I,sd,u-98-1
sw2051B-ms98-a-0152,450.611375,451.181375,finger,I,sd,u-98-1
sw2051B-ms98-a-0152,451.181375,451.281375,and,I,sd,u-98-1
sw2051B-ms98-a-0152,451.281375,451.501375,all,I,sd,u-98-1
sw2051B-ms98-a-0152,451.501375,451.717625,that,I,sd,u-98-1
sw2051B-ms98-a-0153,452.504375,452.686250,and,B,sd,u-100-1
sw2051B-ms98-a-0153,452.686250,452.915000,i,I,sd,u-100-1
sw2051B-ms98-a-0153,452.915000,453.166750,just,I,sd,u-100-1
sw2051B-ms98-a-0153,453.166750,453.346750,said,I,sd,u-100-1
sw2051B-ms98-a-0153,453.346750,453.486750,to,I,sd,u-100-1
sw2051B-ms98-a-0153,453.486750,453.666750,this,I,sd,u-100-1
sw2051B-ms98-a-0153,453.666750,453.996750,kid,I,sd,u-100-1
sw2051B-ms98-a-0153,453.996750,454.056750,i,B,sd(^q),u-100-2
sw2051B-ms98-a-0153,454.056750,454.276750,said,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,454.276750,454.396750,you,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,454.396750,454.681125,got,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,454.681125,454.816750,two,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,454.816750,455.256750,choices,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,455.256750,455.536750,kid,I,sd(^q),u-100-2
sw2051B-ms98-a-0153,455.536750,455.616750,you,B,^q,u-100-3
sw2051B-ms98-a-0153,455.616750,455.786750,can,I,^q,u-100-3
sw2051B-ms98-a-0153,455.786750,456.116750,step,I,^q,u-100-3
sw2051B-ms98-a-0153,456.116750,456.306750,into,I,^q,u-100-3
sw2051B-ms98-a-0153,456.306750,456.895125,mainstream,I,^q,u-100-3
sw2051B-ms98-a-0153,456.895125,457.521250,society,I,^q,u-100-3
sw2051B-ms98-a-0153,457.972125,458.062500,or,B,^q,u-100-4
sw2051B-ms98-a-0153,458.062500,458.246750,[laughter-you],I,^q,u-100-4
sw2051B-ms98-a-0153,458.246750,458.456750,can,I,^q,u-100-4
sw2051B-ms98-a-0153,458.456750,458.835375,die,I,^q,u-100-4
sw2051B-ms98-a-0154,459.867375,460.194625,because,B,^q,u-102-1
sw2051B-ms98-a-0154,460.194625,460.274625,you,I,^q,u-102-1
sw2051B-ms98-a-0154,460.274625,460.484625,will,I,^q,u-102-1
sw2051B-ms98-a-0154,460.484625,461.034625,eventually,I,^q,u-102-1
sw2051B-ms98-a-0154,461.034625,461.274000,be,I,^q,u-102-1
sw2051B-ms98-a-0154,461.274000,461.752000,killed,I,^q,u-102-1
sw2051B-ms98-a-0155,463.143250,463.404750,and,B,sd,u-102-2
sw2051B-ms98-a-0155,463.404750,463.887500,[vocalized-noise],I,sd,u-102-2
sw2051B-ms98-a-0155,463.887500,463.996750,you,I,sd,u-102-2
sw2051B-ms98-a-0155,463.996750,464.152125,know,I,sd,u-102-2
sw2051B-ms98-a-0155,464.152125,464.359250,i,I,sd,u-102-2
sw2051B-ms98-a-0155,464.359250,464.720750,just,I,sd,u-102-2
sw2051B-ms98-a-0155,464.720750,464.890750,i'm,I,sd,u-102-2
sw2051B-ms98-a-0155,464.890750,465.120750,just,I,sd,u-102-2
sw2051B-ms98-a-0155,465.120750,465.755125,totally,I,sd,u-102-2
sw2051B-ms98-a-0155,465.755125,465.995500,a[ghast]-,I,sd,u-102-2
sw2051B-ms98-a-0155,466.198625,466.945250,aghast,I,sd,u-102-2
sw2051B-ms98-a-0155,467.397500,467.483375,at,I,sd,u-102-2
sw2051B-ms98-a-0155,467.483375,467.566250,a,I,sd,u-102-2
sw2051B-ms98-a-0155,467.566250,467.810750,what's,I,sd,u-102-2
sw2051B-ms98-a-0155,467.810750,468.328375,going,I,sd,u-102-2
sw2051B-ms98-a-0155,468.328375,468.672750,on,I,sd,u-102-2
sw2051B-ms98-a-0156,472.155250,472.893625,um-hum,B,b,u-104-1
sw2051B-ms98-a-0157,489.980625,490.563750,exactly,B,aa,u-106-1
sw2051B-ms98-a-0159,495.978625,496.215750,well,B,sv,u-108-1
sw2051B-ms98-a-0159,496.215750,496.355750,you,I,sv,u-108-1
sw2051B-ms98-a-0159,496.355750,496.455750,can,I,sv,u-108-1
sw2051B-ms98-a-0159,496.455750,496.685750,see,I,sv,u-108-1
sw2051B-ms98-a-0159,496.685750,496.775750,it,I,sv,u-108-1
sw2051B-ms98-a-0159,496.775750,496.865750,in,I,sv,u-108-1
sw2051B-ms98-a-0159,496.865750,496.935750,the,I,sv,u-108-1
sw2051B-ms98-a-0159,496.935750,497.145750,work,I,sv,u-108-1
sw2051B-ms98-a-0159,497.145750,497.585750,place,I,sv,u-108-1
sw2051B-ms98-a-0160,498.779875,498.891750,you,I,sv,u-108-1
sw2051B-ms98-a-0160,498.891750,499.134125,know,I,sv,u-108-1
sw2051B-ms98-a-0161,499.923625,500.178500,used,B,sd,u-108-2
sw2051B-ms98-a-0161,500.178500,500.268500,to,I,sd,u-108-2
sw2051B-ms98-a-0161,500.268500,500.518500,be,I,sd,u-108-2
sw2051B-ms98-a-0161,500.518500,500.678500,when,I,sd,u-108-2
sw2051B-ms98-a-0161,500.678500,500.768500,you,I,sd,u-108-2
sw2051B-ms98-a-0161,500.768500,500.974250,had,I,sd,u-108-2
sw2051B-ms98-a-0161,500.974250,501.155375,a,I,sd,u-108-2
sw2051B-ms98-a-0162,502.039000,502.683875,personality,I,sd,u-108-2
sw2051B-ms98-a-0162,502.683875,503.343875,conflict,I,sd,u-108-2
sw2051B-ms98-a-0162,503.343875,503.513875,you,I,sd,u-108-2
sw2051B-ms98-a-0162,503.513875,503.745750,just,I,sd,u-108-2
sw2051B-ms98-a-0162,503.745750,503.893875,you,I,sd,u-108-2
sw2051B-ms98-a-0162,503.893875,504.223875,worked,I,sd,u-108-2
sw2051B-ms98-a-0162,504.223875,504.453875,with,I,sd,u-108-2
sw2051B-ms98-a-0162,504.453875,504.543875,it,I,sd,u-108-2
sw2051B-ms98-a-0162,504.543875,504.633875,and,B,sd,u-108-3
sw2051B-ms98-a-0162,504.633875,504.833875,you,I,sd,u-108-3
sw2051B-ms98-a-0162,504.833875,505.073875,got,I,sd,u-108-3
sw2051B-ms98-a-0162,505.073875,505.343875,through,I,sd,u-108-3
sw2051B-ms98-a-0162,505.343875,505.461000,it,I,sd,u-108-3
sw2051B-ms98-a-0163,506.422625,506.996875,now,B,sd,u-110-1
sw2051B-ms98-a-0164,508.054750,508.170375,you,I,sd,u-110-1
sw2051B-ms98-a-0164,508.170375,508.450375,know,I,sd,u-110-1
sw2051B-ms98-a-0164,508.450375,508.750375,people,I,sd,u-110-1
sw2051B-ms98-a-0164,508.750375,508.910375,get,I,sd,u-110-1
sw2051B-ms98-a-0164,508.910375,509.291125,fired,I,sd,u-110-1
sw2051B-ms98-a-0166,511.608000,512.037125,or,B,sd,u-110-2
sw2051B-ms98-a-0167,513.240250,513.656125,[laughter],I,sd,u-110-2
sw2051B-ms98-a-0168,514.115125,514.288750,what's,I,sd,u-110-2
sw2051B-ms98-a-0168,514.288750,514.558750,even,I,sd,u-110-2
sw2051B-ms98-a-0168,514.558750,515.055875,worse,I,sd,u-110-2
sw2051B-ms98-a-0168,515.609500,516.149250,is,I,sd,u-110-2
sw2051B-ms98-a-0168,516.235875,516.427125,they,I,sd,u-110-2
sw2051B-ms98-a-0168,516.946875,517.368750,promote,I,sd,u-110-2
sw2051B-ms98-a-0168,517.368750,517.548750,them,I,sd,u-110-2
sw2051B-ms98-a-0168,517.548750,517.868750,into,I,sd,u-110-2
sw2051B-ms98-a-0168,517.868750,517.918750,a,I,sd,u-110-2
sw2051B-ms98-a-0168,517.918750,518.498750,position,I,sd,u-110-2
sw2051B-ms98-a-0168,518.498750,518.628750,that,I,sd,u-110-2
sw2051B-ms98-a-0168,518.628750,518.768750,they,I,sd,u-110-2
sw2051B-ms98-a-0168,518.768750,519.098750,can't,I,sd,u-110-2
sw2051B-ms98-a-0168,519.098750,519.558750,handle,I,sd,u-110-2
sw2051B-ms98-a-0168,519.558750,519.678750,and,I,sd,u-110-2
sw2051B-ms98-a-0168,519.678750,519.838750,let,I,sd,u-110-2
sw2051B-ms98-a-0168,519.838750,519.968750,them_1,I,sd,u-110-2
sw2051B-ms98-a-0168,519.968750,520.118750,get,I,sd,u-110-2
sw2051B-ms98-a-0168,520.118750,520.544250,fired,I,sd,u-110-2
sw2051B-ms98-a-0169,521.763750,522.233500,or,B,h,u-112-1
sw2051B-ms98-a-0169,522.670500,522.900000,one,I,h,u-112-1
sw2051B-ms98-a-0169,522.900000,523.050000,thing,I,h,u-112-1
sw2051B-ms98-a-0169,523.050000,523.160000,or,I,h,u-112-1
sw2051B-ms98-a-0169,523.160000,523.390000,the,I,h,u-112-1
sw2051B-ms98-a-0169,523.390000,523.650000,other,I,h,u-112-1
sw2051B-ms98-a-0169,523.650000,523.750000,you,B,ad,u-112-2
sw2051B-ms98-a-0169,523.750000,523.940000,look,I,ad,u-112-2
sw2051B-ms98-a-0169,523.940000,524.072750,at,I,ad,u-112-2
sw2051B-ms98-a-0169,524.257250,524.630000,another,I,ad,u-112-2
sw2051B-ms98-a-0169,524.630000,525.120000,kind,I,ad,u-112-2
sw2051B-ms98-a-0169,525.120000,525.180000,of,I,ad,u-112-2
sw2051B-ms98-a-0169,525.180000,525.880000,society,I,ad,u-112-2
sw2051B-ms98-a-0169,525.880000,526.040375,like,I,ad,u-112-2
sw2051B-ms98-a-0169,526.174000,526.287000,the,I,ad,u-112-2
sw2051B-ms98-a-0169,526.287000,527.112250,Japanese,I,ad,u-112-2
sw2051B-ms98-a-0171,528.844375,528.966250,you,B,sv,u-112-3
sw2051B-ms98-a-0171,529.080250,529.214625,put,I,sv,u-112-3
sw2051B-ms98-a-0172,530.334500,530.534250,that,I,sv,u-112-3
sw2051B-ms98-a-0172,530.534250,530.744250,many,I,sv,u-112-3
sw2051B-ms98-a-0172,530.744250,531.124250,people,I,sv,u-112-3
sw2051B-ms98-a-0172,531.124250,531.244250,on,I,sv,u-112-3
sw2051B-ms98-a-0172,531.244250,531.394250,that,I,sv,u-112-3
sw2051B-ms98-a-0172,531.394250,531.744250,small,I,sv,u-112-3
sw2051B-ms98-a-0172,531.744250,531.814250,of,I,sv,u-112-3
sw2051B-ms98-a-0172,531.814250,531.854250,a,I,sv,u-112-3
sw2051B-ms98-a-0172,531.854250,532.253750,space,I,sv,u-112-3
sw2051B-ms98-a-0172,532.253750,532.474250,they've,I,sv,u-112-3
sw2051B-ms98-a-0172,532.474250,532.754250,learned,I,sv,u-112-3
sw2051B-ms98-a-0172,532.754250,532.884250,to,I,sv,u-112-3
sw2051B-ms98-a-0172,532.884250,533.034250,live,I,sv,u-112-3
sw2051B-ms98-a-0172,533.034250,533.474250,together,I,sv,u-112-3
sw2051B-ms98-a-0173,534.726375,535.122000,okay,B,%,u-112-4
sw2051B-ms98-a-0173,535.122000,535.312000,it's,B,sv,u-112-5
sw2051B-ms98-a-0173,535.312000,535.432000,in,I,sv,u-112-5
sw2051B-ms98-a-0173,535.432000,535.582000,their,I,sv,u-112-5
sw2051B-ms98-a-0173,535.582000,536.052000,culture,I,sv,u-112-5
sw2051B-ms98-a-0174,537.610000,537.830000,and,B,sv,u-114-1
sw2051B-ms98-a-0174,537.830000,538.070000,one,I,sv,u-114-1
sw2051B-ms98-a-0174,538.070000,538.140000,of,I,sv,u-114-1
sw2051B-ms98-a-0174,538.140000,538.200000,the,I,sv,u-114-1
sw2051B-ms98-a-0174,538.200000,538.520000,things,I,sv,u-114-1
sw2051B-ms98-a-0174,538.520000,538.700000,that's,I,sv,u-114-1
sw2051B-ms98-a-0174,538.700000,538.790000,in,I,sv,u-114-1
sw2051B-ms98-a-0174,538.790000,538.910000,their,I,sv,u-114-1
sw2051B-ms98-a-0174,538.910000,539.330000,culture,I,sv,u-114-1
sw2051B-ms98-a-0174,539.330000,539.500000,that,I,sv,u-114-1
sw2051B-ms98-a-0174,539.500000,539.580000,i,I,sv,u-114-1
sw2051B-ms98-a-0174,539.580000,540.030000,really,I,sv,u-114-1
sw2051B-ms98-a-0174,540.030000,540.250000,think,I,sv,u-114-1
sw2051B-ms98-a-0174,540.250000,540.374000,the,I,sv,u-114-1
sw2051B-ms98-a-0174,540.374000,540.748250,major,I,sv,u-114-1
sw2051B-ms98-a-0174,540.748250,541.330000,corporations,I,sv,u-114-1
sw2051B-ms98-a-0174,541.330000,541.520000,should,I,sv,u-114-1
sw2051B-ms98-a-0174,541.520000,541.680000,pay,I,sv,u-114-1
sw2051B-ms98-a-0174,541.680000,542.150000,attention,I,sv,u-114-1
sw2051B-ms98-a-0174,542.150000,542.469250,to,I,sv,u-114-1
sw2051B-ms98-a-0174,543.014750,543.133500,is,I,sv,u-114-1
sw2051B-ms98-a-0174,543.133500,543.257750,the,I,sv,u-114-1
sw2051B-ms98-a-0174,543.257750,543.640000,fact,I,sv,u-114-1
sw2051B-ms98-a-0174,543.640000,543.829500,that,I,sv,u-114-1
sw2051B-ms98-a-0174,544.360500,544.680000,while,I,sv,u-114-1
sw2051B-ms98-a-0174,544.680000,545.310000,Japan,I,sv,u-114-1
sw2051B-ms98-a-0174,545.310000,545.620250,was,I,sv,u-114-1
sw2051B-ms98-a-0174,545.906500,546.590000,becoming,I,sv,u-114-1
sw2051B-ms98-a-0174,546.590000,546.728500,a,I,sv,u-114-1
sw2051B-ms98-a-0174,546.728500,546.976625,great,I,sv,u-114-1
sw2051B-ms98-a-0174,547.070875,547.589125,power,I,sv,u-114-1
sw2051B-ms98-a-0174,547.803750,548.414625,financially,I,sv,u-114-1
sw2051B-ms98-a-0175,549.411500,549.504500,the,I,sv,u-114-1
sw2051B-ms98-a-0175,549.504500,550.056250,people,I,sv,u-114-1
sw2051B-ms98-a-0175,550.161625,550.345750,that,I,sv,u-114-1
sw2051B-ms98-a-0175,550.345750,550.805750,worked,I,sv,u-114-1
sw2051B-ms98-a-0175,550.805750,550.935750,for,I,sv,u-114-1
sw2051B-ms98-a-0175,550.935750,551.206250,those,I,sv,u-114-1
sw2051B-ms98-a-0175,551.206250,551.867500,companies,I,sv,u-114-1
sw2051B-ms98-a-0176,552.899625,553.189625,worked,I,sv,u-114-1
sw2051B-ms98-a-0176,553.189625,553.509625,for,I,sv,u-114-1
sw2051B-ms98-a-0176,553.509625,553.589625,the,I,sv,u-114-1
sw2051B-ms98-a-0176,553.589625,553.899625,same,I,sv,u-114-1
sw2051B-ms98-a-0176,553.899625,554.299625,company,I,sv,u-114-1
sw2051B-ms98-a-0176,554.299625,554.359625,they,I,sv,u-114-1
sw2051B-ms98-a-0176,554.359625,554.659625,worked,I,sv,u-114-1
sw2051B-ms98-a-0176,554.659625,555.089625,for,I,sv,u-114-1
sw2051B-ms98-a-0176,555.089625,555.212625,at,I,sv,u-114-1
sw2051B-ms98-a-0176,555.212625,555.599625,sixty,I,sv,u-114-1
sw2051B-ms98-a-0176,555.599625,556.019625,five,I,sv,u-114-1
sw2051B-ms98-a-0176,556.019625,556.169625,as,I,sv,u-114-1
