sw2638B-ms98-a-0002,7.008125,7.380875,um,B,b,u-2-1
sw2638B-ms98-a-0065,342.461500,342.751500,kill,I,+,u-126-1
sw2638B-ms98-a-0065,342.751500,343.011500,me,I,+,u-126-1
sw2638B-ms98-a-0066,343.915125,344.254125,by,B,+,u-128-1
sw2638B-ms98-a-0066,344.254125,344.482375,doing,I,+,u-128-1
sw2638B-ms98-a-0066,344.482375,344.920500,something,I,+,u-128-1
sw2638B-ms98-a-0066,344.920500,345.560500,incorrectly,I,+,u-128-1
sw2638B-ms98-a-0066,345.560500,345.880500,because,I,+,u-128-1
sw2638B-ms98-a-0066,345.880500,346.020500,they,I,+,u-128-1
sw2638B-ms98-a-0066,346.020500,346.240500,were,I,+,u-128-1
sw2638B-ms98-a-0067,347.649125,347.819125,not,I,+,u-128-1
sw2638B-ms98-a-0067,347.819125,348.309125,exactly,I,+,u-128-1
sw2638B-ms98-a-0067,348.309125,348.509125,all,I,+,u-128-1
sw2638B-ms98-a-0067,348.509125,348.719125,there,I,+,u-128-1
sw2638B-ms98-a-0067,348.719125,348.999125,because,I,+,u-128-1
sw2638B-ms98-a-0067,348.999125,349.079125,they,I,+,u-128-1
sw2638B-ms98-a-0067,349.079125,349.199125,were,I,+,u-128-1
sw2638B-ms98-a-0067,349.199125,349.319125,on,I,+,u-128-1
sw2638B-ms98-a-0067,349.319125,349.812625,drugs,I,+,u-128-1
sw2638B-ms98-a-0068,350.910500,351.248125,so,B,sv,u-130-1
sw2638B-ms98-a-0068,351.485375,351.743875,there's,I,sv,u-130-1
sw2638B-ms98-a-0068,351.743875,351.793875,a,I,sv,u-130-1
sw2638B-ms98-a-0068,351.793875,351.973875,there's,I,sv,u-130-1
sw2638B-ms98-a-0068,351.973875,352.023875,a,I,sv,u-130-1
sw2638B-ms98-a-0068,352.023875,352.233875,lot,I,sv,u-130-1
sw2638B-ms98-a-0068,352.233875,352.313875,of,I,sv,u-130-1
sw2638B-ms98-a-0068,352.313875,352.763875,sectors,I,sv,u-130-1
sw2638B-ms98-a-0068,352.763875,352.903875,where,I,sv,u-130-1
sw2638B-ms98-a-0068,352.903875,352.933875,i,I,sv,u-130-1
sw2638B-ms98-a-0068,352.933875,353.203875,think,I,sv,u-130-1
sw2638B-ms98-a-0068,353.203875,353.383875,that,I,sv,u-130-1
sw2638B-ms98-a-0068,353.383875,353.516875,would,I,sv,u-130-1
sw2638B-ms98-a-0068,354.085625,354.253875,would,I,sv,u-130-1
sw2638B-ms98-a-0068,354.253875,354.523875,help,I,sv,u-130-1
sw2638B-ms98-a-0068,354.523875,354.793875,out,I,sv,u-130-1
sw2638B-ms98-a-0068,354.793875,355.073875,and,B,sv,u-130-2
sw2638B-ms98-a-0068,355.073875,355.123875,i,I,sv,u-130-2
sw2638B-ms98-a-0068,355.123875,355.343875,think,I,sv,u-130-2
sw2638B-ms98-a-0068,355.343875,355.433875,in,I,sv,u-130-2
sw2638B-ms98-a-0068,355.433875,355.513875,the,I,sv,u-130-2
sw2638B-ms98-a-0068,355.513875,355.883875,long,I,sv,u-130-2
sw2638B-ms98-a-0068,355.883875,356.063875,run,I,sv,u-130-2
sw2638B-ms98-a-0068,356.063875,356.193125,we,I,sv,u-130-2
sw2638B-ms98-a-0068,356.309875,356.852500,all,I,sv,u-130-2
sw2638B-ms98-a-0068,357.236625,357.748875,benefit,I,sv,u-130-2
sw2638B-ms98-a-0069,359.360375,359.511125,i,B,%,u-132-1
sw2638B-ms98-a-0069,359.511125,359.771125,mean,I,%,u-132-1
sw2638B-ms98-a-0069,359.771125,359.931125,if,I,%,u-132-1
sw2638B-ms98-a-0069,359.931125,360.081125,you,I,%,u-132-1
sw2638B-ms98-a-0069,360.081125,360.661125,have,I,%,u-132-1
sw2638B-ms98-a-0069,360.661125,361.066125,uh,I,%,u-132-1
sw2638B-ms98-a-0070,361.664375,361.774375,you,B,sv,u-132-2
sw2638B-ms98-a-0070,361.774375,361.986375,know,I,sv,u-132-2
sw2638B-ms98-a-0070,362.275375,362.402000,if,I,sv,u-132-2
sw2638B-ms98-a-0070,362.402000,362.494375,you're,I,sv,u-132-2
sw2638B-ms98-a-0070,362.494375,362.704375,not,I,sv,u-132-2
sw2638B-ms98-a-0070,362.704375,362.984375,working,I,sv,u-132-2
sw2638B-ms98-a-0070,362.984375,363.074375,with,I,sv,u-132-2
sw2638B-ms98-a-0070,363.074375,363.354375,someone,I,sv,u-132-2
sw2638B-ms98-a-0070,363.354375,363.454375,on,I,sv,u-132-2
sw2638B-ms98-a-0070,363.454375,363.794375,drugs,I,sv,u-132-2
sw2638B-ms98-a-0070,363.794375,363.884375,well,I,sv,u-132-2
sw2638B-ms98-a-0070,363.884375,364.004375,then,I,sv,u-132-2
sw2638B-ms98-a-0070,364.004375,364.144375,you're,I,sv,u-132-2
sw2638B-ms98-a-0070,364.144375,364.294375,going,I,sv,u-132-2
sw2638B-ms98-a-0070,364.294375,364.374375,to,I,sv,u-132-2
sw2638B-ms98-a-0070,364.374375,364.534375,have,I,sv,u-132-2
sw2638B-ms98-a-0070,364.534375,364.634375,less,I,sv,u-132-2
sw2638B-ms98-a-0070,364.634375,365.144375,accidents,I,sv,u-132-2
sw2638B-ms98-a-0070,365.144375,365.244375,and,B,sv,u-134-1
sw2638B-ms98-a-0070,365.244375,365.304375,you,I,sv,u-134-1
sw2638B-ms98-a-0070,365.304375,365.454375,have,I,sv,u-134-1
sw2638B-ms98-a-0070,365.454375,365.704875,less,I,sv,u-134-1
sw2638B-ms98-a-0070,365.840500,366.414375,accidents,I,sv,u-134-1
sw2638B-ms98-a-0070,366.414375,366.544375,and,B,sv,u-134-2
sw2638B-ms98-a-0070,366.544375,366.724375,you,I,sv,u-134-2
sw2638B-ms98-a-0070,366.724375,367.374375,spend,I,sv,u-134-2
sw2638B-ms98-a-0070,367.374375,367.614375,less,I,sv,u-134-2
sw2638B-ms98-a-0070,367.614375,367.914375,money,I,sv,u-134-2
sw2638B-ms98-a-0070,367.914375,368.246125,on,I,sv,u-134-2
sw2638B-ms98-a-0070,368.931625,369.454375,medical,I,sv,u-134-2
sw2638B-ms98-a-0070,369.454375,369.544375,and,B,sv,u-136-1
sw2638B-ms98-a-0070,369.544375,369.604375,you,I,sv,u-136-1
sw2638B-ms98-a-0070,369.604375,369.864375,spend,I,sv,u-136-1
sw2638B-ms98-a-0070,369.864375,370.034375,less,I,sv,u-136-1
sw2638B-ms98-a-0070,370.034375,370.254375,money,I,sv,u-136-1
sw2638B-ms98-a-0070,370.254375,370.374375,on,I,sv,u-136-1
sw2638B-ms98-a-0070,370.374375,370.844375,medical,I,sv,u-136-1
sw2638B-ms98-a-0070,370.844375,370.954375,then,I,sv,u-136-1
sw2638B-ms98-a-0070,370.954375,371.014375,the,I,sv,u-136-1
sw2638B-ms98-a-0070,371.014375,371.404375,company's,I,sv,u-136-1
sw2638B-ms98-a-0070,371.404375,371.554375,more,I,sv,u-136-1
sw2638B-ms98-a-0070,371.554375,371.974375,profitable,I,sv,u-136-1
sw2638B-ms98-a-0071,372.041375,372.131375,well,O,,
sw2638B-ms98-a-0071,372.131375,372.221375,then,O,,
sw2638B-ms98-a-0071,372.221375,372.281375,the,B,sv^r,u-138-1
sw2638B-ms98-a-0071,372.281375,372.631375,company's,I,sv^r,u-138-1
sw2638B-ms98-a-0071,372.631375,372.791375,more,I,sv^r,u-138-1
sw2638B-ms98-a-0071,372.791375,373.451375,profitable,I,sv^r,u-138-1
sw2638B-ms98-a-0071,373.451375,373.581375,then,B,+,u-140-1
sw2638B-ms98-a-0071,373.581375,373.781375,maybe,I,+,u-140-1
sw2638B-ms98-a-0071,373.781375,373.871375,they,I,+,u-140-1
sw2638B-ms98-a-0071,373.871375,374.011375,can,I,+,u-140-1
sw2638B-ms98-a-0071,374.011375,374.241375,pay,I,+,u-140-1
sw2638B-ms98-a-0071,374.241375,374.361375,you,I,+,u-140-1
sw2638B-ms98-a-0071,374.361375,374.621375,more,I,+,u-140-1
sw2638B-ms98-a-0071,374.621375,374.751375,if,B,sv,u-140-2
sw2638B-ms98-a-0071,374.751375,374.831375,they,I,sv,u-140-2
sw2638B-ms98-a-0071,374.831375,374.941375,can,I,sv,u-140-2
sw2638B-ms98-a-0071,374.941375,375.131375,pay,I,sv,u-140-2
sw2638B-ms98-a-0071,375.131375,375.251375,you,I,sv,u-140-2
sw2638B-ms98-a-0071,375.251375,375.471375,more,I,sv,u-140-2
sw2638B-ms98-a-0071,375.471375,375.591375,you,I,sv,u-140-2
sw2638B-ms98-a-0071,375.591375,375.721375,can,I,sv,u-140-2
sw2638B-ms98-a-0071,375.721375,375.971375,buy,I,sv,u-140-2
sw2638B-ms98-a-0071,375.971375,376.231375,more,I,sv,u-140-2
sw2638B-ms98-a-0071,376.231375,376.352750,and,B,%,u-142-1
sw2638B-ms98-a-0071,376.352750,376.548625,then,I,%,u-142-1
sw2638B-ms98-a-0071,376.548625,376.741375,and,I,%,u-142-1
sw2638B-ms98-a-0071,376.741375,376.831375,it,I,%,u-142-1
sw2638B-ms98-a-0071,377.121375,377.251375,and,B,sv,u-142-2
sw2638B-ms98-a-0071,377.251375,377.321375,it,I,sv,u-142-2
sw2638B-ms98-a-0071,377.321375,377.591375,goes,I,sv,u-142-2
sw2638B-ms98-a-0071,377.591375,378.091375,around,I,sv,u-142-2
sw2638B-ms98-a-0071,378.241375,378.331375,you,B,+,u-144-1
sw2638B-ms98-a-0071,378.331375,378.511375,know,I,+,u-144-1
sw2638B-ms98-a-0071,378.511375,378.611375,to,I,+,u-144-1
sw2638B-ms98-a-0071,378.611375,379.071375,everywhere,I,+,u-144-1
sw2638B-ms98-a-0072,380.150125,380.335500,yep,B,b,u-146-1
sw2638B-ms98-a-0072,380.451750,380.670125,all,B,sv,u-146-2
sw2638B-ms98-a-0072,380.670125,380.960125,over,I,sv,u-146-2
sw2638B-ms98-a-0073,381.778000,382.198000,and,B,%,u-148-1
sw2638B-ms98-a-0073,382.198000,382.538000,uh,I,%,u-148-1
sw2638B-ms98-a-0074,383.817500,383.957500,it,B,aa,u-150-1
sw2638B-ms98-a-0074,383.957500,384.297500,certainly,I,aa,u-150-1
sw2638B-ms98-a-0074,384.297500,384.737500,does,I,aa,u-150-1
sw2638B-ms98-a-0074,384.737500,385.157500,and,B,o@,u-150-2
sw2638B-ms98-a-0075,385.828375,386.178375,i,B,+@,u-152-1
sw2638B-ms98-a-0075,386.178375,386.347375,i,I,+@,u-152-1
sw2638B-ms98-a-0075,386.347375,386.584625,just,I,+@,u-152-1
sw2638B-ms98-a-0075,386.584625,386.828375,hope,I,+@,u-152-1
sw2638B-ms98-a-0075,386.828375,387.148375,that,I,+@,u-152-1
sw2638B-ms98-a-0075,387.148375,387.368375,uh,I,+@,u-152-1
sw2638B-ms98-a-0075,387.368375,387.638375,more,I,+@,u-152-1
sw2638B-ms98-a-0075,387.638375,387.728375,and,I,+@,u-152-1
sw2638B-ms98-a-0075,387.728375,387.888375,more,I,+@,u-152-1
sw2638B-ms98-a-0075,387.888375,388.548375,companies,I,+@,u-152-1
sw2638B-ms98-a-0075,388.548375,388.908375,uh,I,+@,u-152-1
sw2638B-ms98-a-0075,388.908375,389.058375,get,I,+@,u-152-1
sw2638B-ms98-a-0075,389.058375,389.188375,on,I,+@,u-152-1
sw2638B-ms98-a-0075,389.188375,389.248375,the,I,+@,u-152-1
sw2638B-ms98-a-0075,389.248375,389.708375,ball,I,+@,u-152-1
sw2638B-ms98-a-0075,390.158375,390.518375,and,B,sd,u-154-1
sw2638B-ms98-a-0075,390.518375,390.648375,and,I,sd,u-154-1
sw2638B-ms98-a-0075,390.648375,390.938375,start,I,sd,u-154-1
sw2638B-ms98-a-0075,390.938375,391.038375,it,I,sd,u-154-1
sw2638B-ms98-a-0075,391.038375,391.242375,up,I,sd,u-154-1
sw2638B-ms98-a-0077,399.196375,399.288250,well,B,sd,u-156-1
sw2638B-ms98-a-0077,399.288250,399.318250,a,I,sd,u-156-1
sw2638B-ms98-a-0077,399.318250,399.508250,lot,I,sd,u-156-1
sw2638B-ms98-a-0077,399.508250,399.578250,of,I,sd,u-156-1
sw2638B-ms98-a-0077,399.578250,400.108250,companies,I,sd,u-156-1
sw2638B-ms98-a-0077,400.108250,400.588250,are,I,sd,u-156-1
sw2638B-ms98-a-0077,400.588250,400.688250,are,I,sd,u-156-1
sw2638B-ms98-a-0077,400.688250,400.988250,coming,I,sd,u-156-1
sw2638B-ms98-a-0077,400.988250,401.218250,down,I,sd,u-156-1
sw2638B-ms98-a-0077,401.218250,401.298250,in,I,sd,u-156-1
sw2638B-ms98-a-0077,401.298250,401.798250,price,I,sd,u-156-1
sw2638B-ms98-a-0077,401.798250,401.958250,and,B,sv,u-158-1
sw2638B-ms98-a-0077,401.958250,402.018250,i,I,sv,u-158-1
sw2638B-ms98-a-0077,402.018250,402.468250,think,I,sv,u-158-1
sw2638B-ms98-a-0077,402.468250,402.748250,that,I,sv,u-158-1
sw2638B-ms98-a-0077,402.748250,402.868250,the,I,sv,u-158-1
sw2638B-ms98-a-0077,402.868250,403.268250,insurance,I,sv,u-158-1
sw2638B-ms98-a-0077,403.268250,403.748250,companies,I,sv,u-158-1
sw2638B-ms98-a-0077,403.748250,403.818250,are,I,sv,u-158-1
sw2638B-ms98-a-0077,403.818250,404.228250,starting,I,sv,u-158-1
sw2638B-ms98-a-0077,404.228250,404.308250,to,I,sv,u-158-1
sw2638B-ms98-a-0077,404.308250,404.758250,give,I,sv,u-158-1
sw2638B-ms98-a-0077,404.758250,405.281500,uh,I,sv,u-158-1
sw2638B-ms98-a-0077,405.688250,406.338250,benefits,I,sv,u-158-1
sw2638B-ms98-a-0078,406.954875,407.037250,you,B,sd,u-160-1
sw2638B-ms98-a-0078,407.037250,407.180500,know,I,sd,u-160-1
sw2638B-ms98-a-0078,407.180500,407.310375,re[duction]-,I,sd,u-160-1
sw2638B-ms98-a-0078,407.573875,408.114875,reduction,I,sd,u-160-1
sw2638B-ms98-a-0078,408.114875,408.386125,in,I,sd,u-160-1
sw2638B-ms98-a-0078,408.544375,408.714875,in,I,sd,u-160-1
sw2638B-ms98-a-0078,408.714875,409.114875,medical,I,sd,u-160-1
sw2638B-ms98-a-0078,409.114875,409.604875,costs,I,sd,u-160-1
sw2638B-ms98-a-0078,409.604875,409.957625,if,I,sd,u-160-1
sw2638B-ms98-a-0078,410.108250,410.194875,you,I,sd,u-160-1
sw2638B-ms98-a-0078,410.194875,410.325625,know,I,sd,u-160-1
sw2638B-ms98-a-0078,410.456000,410.594875,they,I,sd,u-160-1
sw2638B-ms98-a-0079,411.205750,411.525750,yeah,B,b,u-162-1
sw2638B-ms98-a-0079,411.525750,411.989000,so,B,sv,u-162-2
sw2638B-ms98-a-0079,412.508875,412.575750,i,I,sv,u-162-2
sw2638B-ms98-a-0079,412.575750,412.805750,think,I,sv,u-162-2
sw2638B-ms98-a-0079,412.805750,413.345750,everybody,I,sv,u-162-2
sw2638B-ms98-a-0079,413.345750,413.605750,will,I,sv,u-162-2
sw2638B-ms98-a-0079,413.835750,413.988750,will,I,sv,u-162-2
sw2638B-ms98-a-0079,414.116750,414.575750,benefit,I,sv,u-162-2
sw2638B-ms98-a-0079,414.575750,415.085750,from,I,sv,u-162-2
sw2638B-ms98-a-0079,415.085750,415.231500,the,I,sv,u-162-2
sw2638B-ms98-a-0079,415.231500,415.866250,program,I,sv,u-162-2
sw2638B-ms98-a-0080,416.656875,416.869000,and,B,sv(^q),u-164-1
sw2638B-ms98-a-0080,416.869000,416.963375,i,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,416.963375,417.205750,think,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,417.205750,417.443000,if,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,417.443000,417.802250,if,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,417.945375,418.102250,a,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,418.102250,418.306875,lot,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,418.306875,418.526875,more,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,418.526875,418.876875,insurance,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,418.876875,419.246875,companies,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,419.246875,419.366875,get,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,419.366875,419.496875,on,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,419.496875,419.606875,the,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,419.606875,420.126875,bandwagon,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,420.126875,420.216875,and,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,420.216875,420.346875,say,I,sv(^q),u-164-1
sw2638B-ms98-a-0080,420.346875,420.556875,well,B,+,u-166-1
sw2638B-ms98-a-0080,420.556875,420.656875,if,I,+,u-166-1
sw2638B-ms98-a-0080,420.656875,420.816875,you,I,+,u-166-1
sw2638B-ms98-a-0080,420.816875,421.336875,impose,I,+,u-166-1
sw2638B-ms98-a-0080,421.336875,421.655250,uh,I,+,u-166-1
sw2638B-ms98-a-0081,421.779000,422.319000,mandatory,B,+,u-168-1
sw2638B-ms98-a-0081,422.319000,422.579000,drug,I,+,u-168-1
sw2638B-ms98-a-0081,422.579000,423.019000,testing,I,+,u-168-1
sw2638B-ms98-a-0081,423.019000,423.149000,we'll,I,+,u-168-1
sw2638B-ms98-a-0081,423.149000,423.469000,reduce,I,+,u-168-1
sw2638B-ms98-a-0081,423.469000,423.679000,your,I,+,u-168-1
sw2638B-ms98-a-0081,423.679000,424.228125,insurance,I,+,u-168-1
sw2638B-ms98-a-0081,424.333625,424.639000,costs,I,+,u-168-1
sw2638B-ms98-a-0081,424.639000,424.951875,by,I,+,u-168-1
sw2638B-ms98-a-0081,425.102625,425.169000,you,B,+,u-170-1
sw2638B-ms98-a-0081,425.169000,425.229000,know,I,+,u-170-1
sw2638B-ms98-a-0081,425.229000,425.539000,twenty,I,+,u-170-1
sw2638B-ms98-a-0081,425.539000,425.679000,per,I,+,u-170-1
sw2638B-ms98-a-0081,425.679000,425.899000,cent,I,+,u-170-1
sw2638B-ms98-a-0081,425.899000,426.019000,and,B,sv,u-170-2
sw2638B-ms98-a-0081,426.019000,426.079000,of,I,sv,u-170-2
sw2638B-ms98-a-0081,426.079000,426.339375,course,I,sv,u-170-2
sw2638B-ms98-a-0081,426.768750,426.809000,you,I,sv,u-170-2
sw2638B-ms98-a-0081,426.809000,426.929000,know,I,sv,u-170-2
sw2638B-ms98-a-0081,426.929000,427.009000,the,I,sv,u-170-2
sw2638B-ms98-a-0081,427.009000,427.439000,company's,I,sv,u-170-2
sw2638B-ms98-a-0081,427.439000,427.579000,not,I,sv,u-170-2
sw2638B-ms98-a-0081,427.579000,427.699000,going,I,sv,u-170-2
sw2638B-ms98-a-0081,427.699000,427.759000,to,I,sv,u-170-2
sw2638B-ms98-a-0081,427.759000,428.059000,reduce,I,sv,u-170-2
sw2638B-ms98-a-0081,428.059000,428.129000,the,I,sv,u-170-2
sw2638B-ms98-a-0081,428.129000,428.986875,employee's,I,sv,u-170-2
sw2638B-ms98-a-0081,429.175125,429.539000,cost,I,sv,u-170-2
sw2638B-ms98-a-0081,429.539000,429.609000,of,I,sv,u-170-2
sw2638B-ms98-a-0081,429.609000,430.119000,insurance,I,sv,u-170-2
sw2638B-ms98-a-0081,430.119000,430.479000,twenty,I,sv,u-170-2
sw2638B-ms98-a-0081,430.479000,430.649000,per,I,sv,u-170-2
sw2638B-ms98-a-0081,430.649000,430.939000,cent,I,sv,u-170-2
sw2638B-ms98-a-0081,430.939000,431.039000,they're,I,sv,u-170-2
sw2638B-ms98-a-0081,431.039000,431.159000,going,I,sv,u-170-2
sw2638B-ms98-a-0081,431.159000,431.219000,to,I,sv,u-170-2
sw2638B-ms98-a-0081,431.219000,431.549000,reduce,I,sv,u-170-2
sw2638B-ms98-a-0081,431.549000,431.769000,their,I,sv,u-170-2
sw2638B-ms98-a-0081,431.769000,432.069500,own,I,sv,u-170-2
sw2638B-ms98-a-0082,432.967500,433.305250,yeah,B,b,u-172-1
sw2638B-ms98-a-0082,433.445500,433.567500,and,B,sd,u-172-2
sw2638B-ms98-a-0082,433.567500,433.747500,that'll,I,sd,u-172-2
sw2638B-ms98-a-0082,433.747500,434.047500,cover,I,sd,u-172-2
sw2638B-ms98-a-0082,434.047500,434.107500,it,I,sd,u-172-2
sw2638B-ms98-a-0082,434.107500,434.427500,and,B,sv,u-172-3
sw2638B-ms98-a-0082,434.427500,434.707500,maybe,I,sv,u-172-3
sw2638B-ms98-a-0082,434.707500,434.897500,some,I,sv,u-172-3
sw2638B-ms98-a-0082,434.897500,435.237500,insurance,I,sv,u-172-3
sw2638B-ms98-a-0082,435.237500,435.567500,companies,I,sv,u-172-3
sw2638B-ms98-a-0082,435.567500,435.757500,might,I,sv,u-172-3
sw2638B-ms98-a-0082,435.757500,436.017500,start,I,sv,u-172-3
sw2638B-ms98-a-0082,436.017500,436.377500,offering,I,sv,u-172-3
sw2638B-ms98-a-0082,436.377500,436.497500,it,I,sv,u-172-3
sw2638B-ms98-a-0082,436.497500,436.757500,as,I,sv,u-172-3
sw2638B-ms98-a-0082,436.757500,436.956750,a,I,sv,u-172-3
sw2638B-ms98-a-0082,436.956750,437.221250,uh,I,sv,u-172-3
sw2638B-ms98-a-0083,438.334250,438.622250,as,I,sv,u-172-3
sw2638B-ms98-a-0083,438.792125,438.954250,part,I,sv,u-172-3
sw2638B-ms98-a-0083,438.954250,439.024250,of,I,sv,u-172-3
sw2638B-ms98-a-0083,439.024250,439.084250,the,I,sv,u-172-3
sw2638B-ms98-a-0083,439.084250,439.643500,package,I,sv,u-172-3
sw2638B-ms98-a-0085,444.372250,444.715750,yeah,B,b,u-174-1
sw2638B-ms98-a-0085,444.993625,445.282250,so,B,%,u-174-2
sw2638B-ms98-a-0085,445.282250,445.512250,it,I,%,u-174-2
sw2638B-ms98-a-0085,445.512250,445.682250,i,B,sv,u-174-3
sw2638B-ms98-a-0085,445.682250,445.843500,i,I,sv,u-174-3
sw2638B-ms98-a-0085,445.843500,446.037250,think,I,sv,u-174-3
sw2638B-ms98-a-0086,446.832750,446.938875,i,I,sv,u-174-3
sw2638B-ms98-a-0086,446.938875,447.063625,think,I,sv,u-174-3
sw2638B-ms98-a-0086,447.063625,447.303625,all,I,sv,u-174-3
sw2638B-ms98-a-0086,447.303625,447.773625,around,I,sv,u-174-3
sw2638B-ms98-a-0086,447.773625,447.983625,it,I,sv,u-174-3
sw2638B-ms98-a-0086,447.983625,448.273625,it's,I,sv,u-174-3
sw2638B-ms98-a-0086,448.273625,448.393625,going,I,sv,u-174-3
sw2638B-ms98-a-0086,448.393625,448.453625,to,I,sv,u-174-3
sw2638B-ms98-a-0086,448.453625,448.663625,help,I,sv,u-174-3
sw2638B-ms98-a-0086,448.663625,448.773625,out,I,sv,u-174-3
sw2638B-ms98-a-0086,448.773625,448.823625,a,I,sv,u-174-3
sw2638B-ms98-a-0086,448.823625,449.196750,lot,I,sv,u-174-3
sw2638B-ms98-a-0086,449.574500,449.933625,course,B,%,u-176-1
sw2638B-ms98-a-0088,452.765750,453.055750,yeah,B,b,u-178-1
sw2638B-ms98-a-0090,455.114125,455.205500,it,B,fc^m,u-180-1
sw2638B-ms98-a-0090,455.205500,455.325500,was,I,fc^m,u-180-1
sw2638B-ms98-a-0090,455.325500,455.565500,great,I,fc^m,u-180-1
sw2638B-ms98-a-0090,455.565500,455.825500,talking,I,fc^m,u-180-1
sw2638B-ms98-a-0090,455.825500,455.935500,with,I,fc^m,u-180-1
sw2638B-ms98-a-0090,455.935500,456.235500,you,I,fc^m,u-180-1
sw2638B-ms98-a-0091,457.100250,457.238125,you,B,fc,u-182-1
sw2638B-ms98-a-0091,457.238125,457.388125,do,I,fc,u-182-1
sw2638B-ms98-a-0091,457.388125,457.448125,the,I,fc,u-182-1
sw2638B-ms98-a-0091,457.448125,457.758375,same,I,fc,u-182-1
sw2638B-ms98-a-0092,458.291125,458.582375,bye-bye,O,,
