sw2776A-ms98-a-0002,2.398000,2.848000,great,B,ba,u-2-1
sw2776A-ms98-a-0055,430.227625,430.507625,back,I,sd,u-66-2
sw2776A-ms98-a-0055,430.507625,430.617625,in,I,sd,u-66-2
sw2776A-ms98-a-0055,430.617625,430.987625,nineteen,I,sd,u-66-2
sw2776A-ms98-a-0055,430.987625,431.277625,eighty,I,sd,u-66-2
sw2776A-ms98-a-0055,431.277625,431.877625,six,I,sd,u-66-2
sw2776A-ms98-a-0055,432.047625,432.167625,who,I,sd,u-66-2
sw2776A-ms98-a-0055,432.167625,432.377625,wrote,I,sd,u-66-2
sw2776A-ms98-a-0055,432.377625,432.437625,a,I,sd,u-66-2
sw2776A-ms98-a-0055,432.437625,432.727625,letter,I,sd,u-66-2
sw2776A-ms98-a-0055,432.727625,432.847625,to,I,sd,u-66-2
sw2776A-ms98-a-0055,432.847625,433.167625,Dr,I,sd,u-66-2
sw2776A-ms98-a-0055,433.167625,433.527625,Price,I,sd,u-66-2
sw2776A-ms98-a-0055,433.527625,433.587625,in,I,sd,u-66-2
sw2776A-ms98-a-0055,433.587625,433.917625,nineteen,I,sd,u-66-2
sw2776A-ms98-a-0055,433.917625,434.157625,eighty,I,sd,u-66-2
sw2776A-ms98-a-0055,434.157625,434.667625,seven,I,sd,u-66-2
sw2776A-ms98-a-0056,435.288125,435.858125,and,I,sd,u-66-2
sw2776A-ms98-a-0056,436.008125,436.198125,in,I,sd,u-66-2
sw2776A-ms98-a-0056,436.198125,436.418125,this,I,sd,u-66-2
sw2776A-ms98-a-0056,436.498125,436.808125,letter,I,sd,u-66-2
sw2776A-ms98-a-0056,436.808125,437.238125,he,I,sd,u-66-2
sw2776A-ms98-a-0056,437.598125,437.978125,praised,I,sd,u-66-2
sw2776A-ms98-a-0056,437.978125,438.258125,Dr,I,sd,u-66-2
sw2776A-ms98-a-0056,438.258125,438.598125,Price,I,sd,u-66-2
sw2776A-ms98-a-0056,438.598125,438.738125,for,I,sd,u-66-2
sw2776A-ms98-a-0056,438.738125,438.818125,the,I,sd,u-66-2
sw2776A-ms98-a-0056,438.818125,439.078125,work,I,sd,u-66-2
sw2776A-ms98-a-0056,439.078125,439.168125,he,I,sd,u-66-2
sw2776A-ms98-a-0056,439.168125,439.388125,did,I,sd,u-66-2
sw2776A-ms98-a-0056,439.388125,439.608125,back,I,sd,u-66-2
sw2776A-ms98-a-0056,439.608125,439.708125,in,I,sd,u-66-2
sw2776A-ms98-a-0056,439.708125,439.768125,the,I,sd,u-66-2
sw2776A-ms98-a-0056,439.768125,440.588125,sixties,I,sd,u-66-2
sw2776A-ms98-a-0056,440.978125,441.118125,on,I,sd,u-66-2
sw2776A-ms98-a-0056,441.118125,441.468125,this,I,sd,u-66-2
sw2776A-ms98-a-0057,442.051125,442.221125,and,I,sd,u-66-2
sw2776A-ms98-a-0057,442.221125,442.451125,said,I,sd,u-66-2
sw2776A-ms98-a-0057,442.451125,442.601125,that,I,sd,u-66-2
sw2776A-ms98-a-0057,442.721125,442.931125,the,I,sd,u-66-2
sw2776A-ms98-a-0057,443.021125,443.441125,EPA,I,sd,u-66-2
sw2776A-ms98-a-0057,443.441125,443.581125,had,I,sd,u-66-2
sw2776A-ms98-a-0057,443.581125,443.751125,been,I,sd,u-66-2
sw2776A-ms98-a-0057,443.751125,443.961125,doing,I,sd,u-66-2
sw2776A-ms98-a-0057,443.961125,444.661125,experiments,I,sd,u-66-2
sw2776A-ms98-a-0057,444.661125,444.781125,on,I,sd,u-66-2
sw2776A-ms98-a-0057,444.781125,445.021125,non,I,sd,u-66-2
sw2776A-ms98-a-0057,445.021125,445.291125,human,I,sd,u-66-2
sw2776A-ms98-a-0057,445.291125,445.881125,primates,I,sd,u-66-2
sw2776A-ms98-a-0057,445.881125,445.981125,and,I,sd,u-66-2
sw2776A-ms98-a-0057,445.981125,446.361125,proving,I,sd,u-66-2
sw2776A-ms98-a-0057,446.361125,446.451125,that,I,sd,u-66-2
sw2776A-ms98-a-0057,446.451125,447.141125,{ingestation},I,sd,u-66-2
sw2776A-ms98-a-0057,447.141125,447.211125,of,I,sd,u-66-2
sw2776A-ms98-a-0057,447.211125,447.611125,chlorine,I,sd,u-66-2
sw2776A-ms98-a-0057,447.611125,448.041125,causes,I,sd,u-66-2
sw2776A-ms98-a-0057,448.041125,449.081125,arteriosclerosis,I,sd,u-66-2
sw2776A-ms98-a-0058,449.767250,449.877250,and,B,sd,u-66-3
sw2776A-ms98-a-0058,449.877250,450.267250,EPA,I,sd,u-66-3
sw2776A-ms98-a-0058,450.267250,450.517250,never,I,sd,u-66-3
sw2776A-ms98-a-0058,450.517250,450.987250,published,I,sd,u-66-3
sw2776A-ms98-a-0058,450.987250,451.147250,that,I,sd,u-66-3
sw2776A-ms98-a-0058,451.147250,451.467250,report,I,sd,u-66-3
sw2776A-ms98-a-0060,454.648375,454.808375,uh,O,,
sw2776A-ms98-a-0060,454.808375,455.398375,Coronaries,O,,
sw2776A-ms98-a-0060,455.398375,456.038375,Cholesterol,B,sd^r,u-68-1
sw2776A-ms98-a-0060,456.038375,456.138375,and,I,sd^r,u-68-1
sw2776A-ms98-a-0060,456.158375,456.658375,Chlorine,I,sd^r,u-68-1
sw2776A-ms98-a-0062,458.752625,459.142625,yeah,B,b,u-70-1
sw2776A-ms98-a-0064,465.824500,466.004500,yeah,B,b,u-72-1
sw2776A-ms98-a-0066,484.897625,485.187625,uh-huh,O,,
sw2776A-ms98-a-0068,489.582375,489.862375,yeah,B,b,u-74-1
sw2776A-ms98-a-0068,489.992375,490.172375,there's,O,,
sw2776A-ms98-a-0068,490.232375,490.502375,there's,O,,
sw2776A-ms98-a-0068,490.502375,490.572375,a,O,,
sw2776A-ms98-a-0068,490.702375,490.872375,there's,O,,
sw2776A-ms98-a-0068,490.872375,490.912375,a,B,sd,u-74-2
sw2776A-ms98-a-0068,490.912375,491.082375,lot,I,sd,u-74-2
sw2776A-ms98-a-0068,491.082375,491.152375,of,I,sd,u-74-2
sw2776A-ms98-a-0068,491.152375,491.282375,good,I,sd,u-74-2
sw2776A-ms98-a-0068,491.282375,491.942375,information,I,sd,u-74-2
sw2776A-ms98-a-0068,491.942375,492.152375,out,I,sd,u-74-2
sw2776A-ms98-a-0068,492.152375,492.412375,there,I,sd,u-74-2
sw2776A-ms98-a-0069,493.217000,493.557000,uh,I,sd,u-74-2
sw2776A-ms98-a-0069,493.557000,493.877000,about,I,sd,u-74-2
sw2776A-ms98-a-0069,493.927000,494.357000,health,I,sd,u-74-2
sw2776A-ms98-a-0069,494.427000,494.907000,and,B,sv,u-74-3
sw2776A-ms98-a-0069,495.007000,495.037000,a,I,sv,u-74-3
sw2776A-ms98-a-0069,495.037000,495.187000,lot,I,sv,u-74-3
sw2776A-ms98-a-0069,495.187000,495.307000,of,I,sv,u-74-3
sw2776A-ms98-a-0069,495.307000,495.457000,the,I,sv,u-74-3
sw2776A-ms98-a-0069,496.157000,496.187000,uh,I,sv,u-74-3
sw2776A-ms98-a-0069,496.187000,496.217000,a,I,sv,u-74-3
sw2776A-ms98-a-0069,496.217000,496.407000,lot,I,sv,u-74-3
sw2776A-ms98-a-0069,496.407000,496.497000,of,I,sv,u-74-3
sw2776A-ms98-a-0069,496.497000,496.577000,the,I,sv,u-74-3
sw2776A-ms98-a-0069,496.577000,496.887000,myths,I,sv,u-74-3
sw2776A-ms98-a-0069,496.887000,497.017000,they've,I,sv,u-74-3
sw2776A-ms98-a-0069,497.017000,497.147000,been,I,sv,u-74-3
sw2776A-ms98-a-0069,497.147000,497.517000,passing,I,sv,u-74-3
sw2776A-ms98-a-0069,497.517000,497.827000,around,I,sv,u-74-3
sw2776A-ms98-a-0069,497.827000,498.137000,people,I,sv,u-74-3
sw2776A-ms98-a-0069,498.137000,498.247000,are,I,sv,u-74-3
sw2776A-ms98-a-0070,499.012250,499.112250,are,I,sv,u-74-3
sw2776A-ms98-a-0070,499.112250,499.452250,starting,I,sv,u-74-3
sw2776A-ms98-a-0070,499.452250,499.512250,to,I,sv,u-74-3
sw2776A-ms98-a-0070,499.512250,500.052250,realize,I,sv,u-74-3
sw2776A-ms98-a-0070,500.062250,500.252250,aren't,I,sv,u-74-3
sw2776A-ms98-a-0070,500.252250,500.582250,true,I,sv,u-74-3
sw2776A-ms98-a-0070,500.582250,500.612250,i,B,sd,u-76-1
sw2776A-ms98-a-0070,500.612250,500.852250,mean,I,sd,u-76-1
sw2776A-ms98-a-0070,501.302250,501.422250,i'm,I,sd,u-76-1
sw2776A-ms98-a-0070,501.422250,501.582250,all,I,sd,u-76-1
sw2776A-ms98-a-0070,501.582250,501.872250,for,I,sd,u-76-1
sw2776A-ms98-a-0070,501.872250,502.182250,having,I,sd,u-76-1
sw2776A-ms98-a-0070,502.182250,502.232250,a,I,sd,u-76-1
sw2776A-ms98-a-0070,502.252250,502.602250,diet,I,sd,u-76-1
sw2776A-ms98-a-0070,502.602250,502.832250,high,I,sd,u-76-1
sw2776A-ms98-a-0070,502.832250,502.972250,in,I,sd,u-76-1
sw2776A-ms98-a-0070,502.972250,503.232250,fiber,I,sd,u-76-1
sw2776A-ms98-a-0070,503.232250,503.462250,and,I,sd,u-76-1
sw2776A-ms98-a-0070,503.462250,503.622250,all,I,sd,u-76-1
sw2776A-ms98-a-0070,503.622250,503.832250,that,I,sd,u-76-1
sw2776A-ms98-a-0070,503.832250,503.972250,because_1,I,sd,u-76-1
sw2776A-ms98-a-0070,503.972250,504.382250,that's,I,sd,u-76-1
sw2776A-ms98-a-0070,504.382250,504.632250,that's,I,sd,u-76-1
sw2776A-ms98-a-0070,504.742250,504.932250,good,I,sd,u-76-1
sw2776A-ms98-a-0070,504.932250,505.092250,for,I,sd,u-76-1
sw2776A-ms98-a-0070,505.092250,505.302250,you,I,sd,u-76-1
sw2776A-ms98-a-0071,506.013625,506.863625,uh,B,sd,u-78-1
sw2776A-ms98-a-0071,506.863625,507.893625,but,I,sd,u-78-1
sw2776A-ms98-a-0071,507.893625,507.983625,to,I,sd,u-78-1
sw2776A-ms98-a-0071,508.353625,508.503625,to,I,sd,u-78-1
sw2776A-ms98-a-0071,508.503625,508.883625,believe,I,sd,u-78-1
sw2776A-ms98-a-0071,508.883625,509.133625,some,I,sd,u-78-1
sw2776A-ms98-a-0071,509.133625,509.273625,of,I,sd,u-78-1
sw2776A-ms98-a-0071,509.273625,509.343625,the,I,sd,u-78-1
sw2776A-ms98-a-0071,509.343625,509.693625,things,I,sd,u-78-1
sw2776A-ms98-a-0071,509.693625,509.813625,that,O,,
sw2776A-ms98-a-0071,509.813625,509.913625,they,O,,
sw2776A-ms98-a-0071,510.123625,510.213625,you,B,sd,u-78-2
sw2776A-ms98-a-0071,510.213625,510.313625,know,I,sd,u-78-2
sw2776A-ms98-a-0071,510.313625,510.403625,and,I,sd,u-78-2
sw2776A-ms98-a-0071,510.403625,510.433625,i,I,sd,u-78-2
sw2776A-ms98-a-0071,510.433625,510.673625,don't,I,sd,u-78-2
sw2776A-ms98-a-0071,510.673625,510.823625,think,I,sd,u-78-2
sw2776A-ms98-a-0071,510.823625,511.173625,anybody,I,sd,u-78-2
sw2776A-ms98-a-0071,511.173625,511.393625,should,I,sd,u-78-2
sw2776A-ms98-a-0071,511.393625,511.563625,be,I,sd,u-78-2
sw2776A-ms98-a-0071,511.563625,511.853625,going,I,sd,u-78-2
sw2776A-ms98-a-0071,511.853625,511.973625,out,I,sd,u-78-2
sw2776A-ms98-a-0071,511.973625,512.153625,there,I,sd,u-78-2
sw2776A-ms98-a-0071,512.153625,512.263625,and,I,sd,u-78-2
sw2776A-ms98-a-0071,512.263625,512.753625,eating,I,sd,u-78-2
sw2776A-ms98-a-0071,512.753625,512.803625,a,I,sd,u-78-2
sw2776A-ms98-a-0071,512.803625,512.923625,high,I,sd,u-78-2
sw2776A-ms98-a-0071,512.923625,513.323625,high,I,sd,u-78-2
sw2776A-ms98-a-0071,513.323625,513.563625,fat,I,sd,u-78-2
sw2776A-ms98-a-0071,513.723625,514.243625,diet,I,sd,u-78-2
sw2776A-ms98-a-0072,514.752500,514.902500,but,B,sv,u-78-3
sw2776A-ms98-a-0072,514.902500,514.982500,to,I,sv,u-78-3
sw2776A-ms98-a-0072,514.982500,515.242500,think,I,sv,u-78-3
sw2776A-ms98-a-0072,515.272500,515.482500,that,I,sv,u-78-3
sw2776A-ms98-a-0072,515.482500,515.732500,that,I,sv,u-78-3
sw2776A-ms98-a-0072,515.732500,516.362500,solely,I,sv,u-78-3
sw2776A-ms98-a-0072,516.362500,516.842500,alone,I,sv,u-78-3
sw2776A-ms98-a-0072,516.842500,516.992500,is,I,sv,u-78-3
sw2776A-ms98-a-0072,516.992500,517.132500,going,I,sv,u-78-3
sw2776A-ms98-a-0072,517.132500,517.192500,to,I,sv,u-78-3
sw2776A-ms98-a-0072,517.192500,517.772500,cause,I,sv,u-78-3
sw2776A-ms98-a-0072,518.622500,519.002500,something,I,sv,u-78-3
sw2776A-ms98-a-0072,519.002500,519.272500,like,I,sv,u-78-3
sw2776A-ms98-a-0072,519.452500,520.472500,arteriosclerosis,I,sv,u-78-3
sw2776A-ms98-a-0072,520.562500,520.822500,is,I,sv,u-78-3
sw2776A-ms98-a-0073,521.974500,522.174500,it's,I,sv,u-78-3
sw2776A-ms98-a-0073,522.174500,522.354500,just,I,sv,u-78-3
sw2776A-ms98-a-0073,522.354500,522.544500,hard,I,sv,u-78-3
sw2776A-ms98-a-0073,522.544500,522.614500,to,I,sv,u-78-3
sw2776A-ms98-a-0073,522.614500,522.994500,believe,I,sv,u-78-3
sw2776A-ms98-a-0075,527.769250,528.159250,um-hum,B,b,u-80-1
sw2776A-ms98-a-0077,536.367125,536.427125,yeah,B,b,u-82-1
sw2776A-ms98-a-0077,536.427125,536.477125,i,B,sd,u-82-2
sw2776A-ms98-a-0077,536.477125,536.997125,actually,I,sd,u-82-2
sw2776A-ms98-a-0078,537.748625,537.938625,eat,I,sd,u-82-2
sw2776A-ms98-a-0078,537.938625,538.148625,pretty,I,sd,u-82-2
sw2776A-ms98-a-0078,538.148625,538.418625,much,I,sd,u-82-2
sw2776A-ms98-a-0078,538.418625,538.808625,anything,I,sd,u-82-2
sw2776A-ms98-a-0078,538.808625,538.948625,that,I,sd,u-82-2
sw2776A-ms98-a-0078,538.948625,539.008625,i,I,sd,u-82-2
sw2776A-ms98-a-0078,539.008625,539.378625,want,I,sd,u-82-2
sw2776A-ms98-a-0079,540.076875,540.226875,and,B,sd,u-84-1
sw2776A-ms98-a-0079,540.226875,540.336875,i've,I,sd,u-84-1
sw2776A-ms98-a-0079,540.336875,540.556875,had,I,sd,u-84-1
sw2776A-ms98-a-0079,540.556875,540.716875,my,I,sd,u-84-1
sw2776A-ms98-a-0079,540.716875,541.276875,cholesterol,I,sd,u-84-1
sw2776A-ms98-a-0079,541.276875,541.716875,checked,I,sd,u-84-1
sw2776A-ms98-a-0079,541.716875,541.966875,and,I,sd,u-84-1
sw2776A-ms98-a-0079,542.096875,542.406875,uh,I,sd,u-84-1
sw2776A-ms98-a-0079,542.976875,543.186875,you,I,sd,u-84-1
sw2776A-ms98-a-0079,543.186875,543.266875,know,I,sd,u-84-1
sw2776A-ms98-a-0079,543.266875,543.296875,a,I,sd,u-84-1
sw2776A-ms98-a-0079,543.296875,543.526875,few,I,sd,u-84-1
sw2776A-ms98-a-0079,543.526875,544.096875,times,I,sd,u-84-1
sw2776A-ms98-a-0079,544.096875,544.396875,and,B,sd,u-84-2
sw2776A-ms98-a-0079,544.396875,544.476875,i've,I,sd,u-84-2
sw2776A-ms98-a-0079,544.526875,544.706875,never,I,sd,u-84-2
sw2776A-ms98-a-0079,544.706875,544.896875,been,I,sd,u-84-2
sw2776A-ms98-a-0079,544.896875,545.296875,above,I,sd,u-84-2
sw2776A-ms98-a-0079,545.296875,545.366875,uh,I,sd,u-84-2
sw2776A-ms98-a-0079,545.366875,545.606875,like,I,sd,u-84-2
sw2776A-ms98-a-0079,545.636875,545.686875,a,I,sd,u-84-2
sw2776A-ms98-a-0079,545.726875,545.936875,hundred,I,sd,u-84-2
sw2776A-ms98-a-0079,545.936875,546.026875,and,I,sd,u-84-2
sw2776A-ms98-a-0079,546.026875,546.436875,fifty,I,sd,u-84-2
sw2776A-ms98-a-0080,547.377500,547.757500,never,B,+,u-86-1
sw2776A-ms98-a-0081,548.566125,549.316125,and,B,%,u-86-2
sw2776A-ms98-a-0081,549.316125,549.616125,uh,I,%,u-86-2
sw2776A-ms98-a-0082,550.844250,550.964250,uh,I,%,u-86-2
sw2776A-ms98-a-0082,550.964250,551.104250,i,I,%,u-86-2
sw2776A-ms98-a-0082,551.104250,551.464250,mean,I,%,u-86-2
sw2776A-ms98-a-0082,551.464250,551.604250,i,I,%,u-86-2
sw2776A-ms98-a-0084,555.417500,556.027500,um,B,bd@,u-88-1
sw2776A-ms98-a-0086,557.317625,557.557625,y[ou]-,O,,
sw2776A-ms98-a-0086,557.587625,557.747625,y[ou]-,O,,
sw2776A-ms98-a-0087,558.086250,558.396250,well,B,+@,u-90-1
sw2776A-ms98-a-0087,558.396250,558.596250,what,I,+@,u-90-1
sw2776A-ms98-a-0087,558.596250,558.706250,they,I,+@,u-90-1
sw2776A-ms98-a-0087,558.706250,558.956250,tell,I,+@,u-90-1
sw2776A-ms98-a-0087,558.956250,559.106250,me,I,+@,u-90-1
sw2776A-ms98-a-0087,559.106250,559.246250,but,B,sv,u-90-2
sw2776A-ms98-a-0087,559.246250,559.286250,i,I,sv,u-90-2
sw2776A-ms98-a-0087,559.286250,559.456250,mean,I,sv,u-90-2
sw2776A-ms98-a-0087,559.456250,559.546250,you,I,sv,u-90-2
sw2776A-ms98-a-0087,559.546250,559.706250,know,I,sv,u-90-2
sw2776A-ms98-a-0088,561.190750,561.710750,everything's,I,sv,u-90-2
sw2776A-ms98-a-0088,561.710750,561.950750,like,I,sv,u-90-2
sw2776A-ms98-a-0088,561.950750,562.390750,within,I,sv,u-90-2
sw2776A-ms98-a-0088,562.390750,562.660750,uh,I,sv,u-90-2
sw2776A-ms98-a-0088,562.660750,562.990750,five,I,sv,u-90-2
sw2776A-ms98-a-0088,562.990750,563.090750,to,I,sv,u-90-2
sw2776A-ms98-a-0088,563.090750,563.310750,ten,I,sv,u-90-2
sw2776A-ms98-a-0088,563.310750,563.740750,percent,I,sv,u-90-2
sw2776A-ms98-a-0088,563.740750,563.840750,and,I,sv,u-90-2
sw2776A-ms98-a-0088,563.840750,563.900750,all,I,sv,u-90-2
sw2776A-ms98-a-0088,563.950750,564.160750,[laughter-that],O,,
sw2776A-ms98-a-0088,564.160750,564.430750,[laughter-kind],O,,
sw2776A-ms98-a-0088,564.430750,564.710750,[laughter-of],O,,
sw2776A-ms98-a-0088,564.710750,564.830750,[laughter-thing],O,,
sw2776A-ms98-a-0088,565.010750,565.090750,[laughter-you],O,,
sw2776A-ms98-a-0088,565.200750,565.260750,[laughter-know],O,,
sw2776A-ms98-a-0088,565.260750,565.740750,[laughter],O,,
sw2776A-ms98-a-0089,566.221750,566.381750,[laughter],O,,
sw2776A-ms98-a-0089,566.381750,566.501750,they,B,sv,u-90-3
sw2776A-ms98-a-0089,566.531750,566.691750,leave,I,sv,u-90-3
sw2776A-ms98-a-0089,566.691750,567.101750,themselves,I,sv,u-90-3
sw2776A-ms98-a-0089,567.101750,567.351750,wide,I,sv,u-90-3
sw2776A-ms98-a-0089,567.351750,567.571750,open,I,sv,u-90-3
sw2776A-ms98-a-0089,567.571750,567.701750,so,I,sv,u-90-3
sw2776A-ms98-a-0089,567.701750,567.791750,they,I,sv,u-90-3
sw2776A-ms98-a-0089,567.791750,568.041750,can't,I,sv,u-90-3
sw2776A-ms98-a-0089,568.041750,568.141750,be,I,sv,u-90-3
sw2776A-ms98-a-0089,568.141750,568.641750,sued,I,sv,u-90-3
sw2776A-ms98-a-0090,569.405000,569.675000,[laughter],O,,
sw2776A-ms98-a-0092,571.522750,572.012750,but,B,%,u-92-1
sw2776A-ms98-a-0092,572.012750,572.272750,uh,I,%,u-92-1
sw2776A-ms98-a-0092,572.392750,572.692750,we've,I,%,u-92-1
sw2776A-ms98-a-0092,572.882750,573.032750,uh,O,,
sw2776A-ms98-a-0092,573.092750,573.182750,i,B,sd,u-92-2
sw2776A-ms98-a-0092,573.182750,573.402750,work,I,sd,u-92-2
sw2776A-ms98-a-0092,573.402750,573.482750,at,I,sd,u-92-2
sw2776A-ms98-a-0092,573.482750,573.562750,the,I,sd,u-92-2
sw2776A-ms98-a-0092,573.562750,573.902750,TI,I,sd,u-92-2
sw2776A-ms98-a-0092,573.902750,574.132750,site,I,sd,u-92-2
sw2776A-ms98-a-0092,574.132750,574.192750,in,I,sd,u-92-2
sw2776A-ms98-a-0092,574.272750,574.472750,Hunt,I,sd,u-92-2
sw2776A-ms98-a-0092,574.472750,574.782750,Valley,I,sd,u-92-2
sw2776A-ms98-a-0092,574.782750,575.232750,Maryland,I,sd,u-92-2
sw2776A-ms98-a-0093,576.209000,576.379000,yeah,B,b,u-94-1
sw2776A-ms98-a-0093,576.379000,576.539000,and,B,sd,u-94-2
sw2776A-ms98-a-0093,576.539000,576.679000,we've,I,sd,u-94-2
sw2776A-ms98-a-0093,576.679000,576.829000,had,I,sd,u-94-2
sw2776A-ms98-a-0093,576.829000,576.869000,a,I,sd,u-94-2
sw2776A-ms98-a-0093,576.869000,577.059000,few,I,sd,u-94-2
sw2776A-ms98-a-0093,577.059000,577.149000,of,I,sd,u-94-2
sw2776A-ms98-a-0093,577.149000,577.219000,the,I,sd,u-94-2
sw2776A-ms98-a-0093,577.219000,577.459000,health,I,sd,u-94-2
sw2776A-ms98-a-0093,577.459000,577.849000,fairs,I,sd,u-94-2
sw2776A-ms98-a-0093,577.849000,578.029000,up,I,sd,u-94-2
sw2776A-ms98-a-0093,578.039000,578.349000,here,I,sd,u-94-2
sw2776A-ms98-a-0093,578.349000,578.509000,and,B,sd,u-94-3
sw2776A-ms98-a-0094,579.229875,579.329875,you,I,sd,u-94-3
sw2776A-ms98-a-0094,579.329875,579.479875,know,I,sd,u-94-3
sw2776A-ms98-a-0094,579.479875,579.569875,i've,I,sd,u-94-3
sw2776A-ms98-a-0094,579.569875,579.829875,always,I,sd,u-94-3
sw2776A-ms98-a-0094,579.829875,580.049875,come,I,sd,u-94-3
sw2776A-ms98-a-0094,580.049875,580.209875,out,I,sd,u-94-3
sw2776A-ms98-a-0094,580.209875,580.699875,aces,I,sd,u-94-3
sw2776A-ms98-a-0095,581.519250,581.619250,and,O,,
sw2776A-ms98-a-0095,581.619250,581.729250,i'm,O,,
sw2776A-ms98-a-0095,582.089250,582.149250,you,B,sd,u-96-1
sw2776A-ms98-a-0095,582.149250,582.269250,know,I,sd,u-96-1
sw2776A-ms98-a-0095,582.269250,582.339250,i'm,I,sd,u-96-1
sw2776A-ms98-a-0095,582.339250,582.529250,not,I,sd,u-96-1
sw2776A-ms98-a-0095,582.659250,582.899250,really,I,sd,u-96-1
sw2776A-ms98-a-0095,582.899250,583.139250,that,I,sd,u-96-1
sw2776A-ms98-a-0095,583.139250,583.469250,big,I,sd,u-96-1
sw2776A-ms98-a-0095,583.469250,583.689250,on,I,sd,u-96-1
sw2776A-ms98-a-0095,583.959250,584.259250,on,I,sd,u-96-1
sw2776A-ms98-a-0095,584.259250,584.639250,watching,I,sd,u-96-1
sw2776A-ms98-a-0095,584.639250,584.739250,what,I,sd,u-96-1
sw2776A-ms98-a-0095,584.739250,584.829250,i,I,sd,u-96-1
sw2776A-ms98-a-0095,584.899250,585.179250,eat,I,sd,u-96-1
sw2776A-ms98-a-0096,585.765875,585.865875,i,O,,
sw2776A-ms98-a-0096,586.015875,586.105875,i,B,sd,u-96-2
sw2776A-ms98-a-0096,586.105875,586.395875,do,I,sd,u-96-2
sw2776A-ms98-a-0096,586.395875,586.605875,eat,I,sd,u-96-2
sw2776A-ms98-a-0096,586.995875,587.105875,you,I,sd,u-96-2
sw2776A-ms98-a-0096,587.105875,587.335875,know,I,sd,u-96-2
sw2776A-ms98-a-0096,587.335875,587.865875,some,I,sd,u-96-2
sw2776A-ms98-a-0096,588.005875,588.285875,health,I,sd,u-96-2
sw2776A-ms98-a-0096,588.285875,588.765875,cookies,I,sd,u-96-2
sw2776A-ms98-a-0096,588.765875,588.875875,that,I,sd,u-96-2
sw2776A-ms98-a-0096,588.875875,588.955875,are,I,sd,u-96-2
sw2776A-ms98-a-0096,588.955875,589.115875,high,I,sd,u-96-2
sw2776A-ms98-a-0096,589.115875,589.225875,in,I,sd,u-96-2
sw2776A-ms98-a-0096,589.225875,589.715875,fiber,I,sd,u-96-2
sw2776A-ms98-a-0096,589.715875,589.865875,and,O,,
sw2776A-ms98-a-0097,590.797750,591.157750,low,B,+,u-98-1
sw2776A-ms98-a-0097,591.157750,591.257750,in,I,+,u-98-1
sw2776A-ms98-a-0097,591.257750,591.587750,fat,I,+,u-98-1
sw2776A-ms98-a-0097,591.587750,591.677750,and,I,+,u-98-1
sw2776A-ms98-a-0097,591.677750,591.787750,all,I,+,u-98-1
sw2776A-ms98-a-0097,591.787750,591.927750,that,I,+,u-98-1
sw2776A-ms98-a-0097,591.947750,592.127750,kind,I,+,u-98-1
sw2776A-ms98-a-0097,592.127750,592.187750,of,I,+,u-98-1
sw2776A-ms98-a-0097,592.187750,592.557750,stuff,I,+,u-98-1
sw2776A-ms98-a-0097,592.557750,592.757750,but,B,sd,u-98-2
sw2776A-ms98-a-0097,592.757750,592.787750,i,I,sd,u-98-2
sw2776A-ms98-a-0097,592.787750,592.967750,mean,I,sd,u-98-2
sw2776A-ms98-a-0097,592.967750,593.127750,as,I,sd,u-98-2
sw2776A-ms98-a-0097,593.187750,593.477750,far,I,sd,u-98-2
sw2776A-ms98-a-0097,593.477750,593.767750,as,I,sd,u-98-2
sw2776A-ms98-a-0097,593.767750,594.147750,being,I,sd,u-98-2
sw2776A-ms98-a-0097,594.147750,594.357750,really,I,sd,u-98-2
sw2776A-ms98-a-0097,594.357750,594.837750,concerned,I,sd,u-98-2
sw2776A-ms98-a-0097,594.837750,595.067750,about,I,sd,u-98-2
sw2776A-ms98-a-0098,596.128750,596.698750,ingesting,I,sd,u-98-2
sw2776A-ms98-a-0098,596.698750,596.838750,too,I,sd,u-98-2
sw2776A-ms98-a-0098,596.838750,597.038750,much,I,sd,u-98-2
sw2776A-ms98-a-0098,597.718750,598.018750,uh,I,sd,u-98-2
sw2776A-ms98-a-0098,598.068750,598.628750,chlorine,I,sd,u-98-2
sw2776A-ms98-a-0098,598.628750,598.768750,i'm,I,sd,u-98-2
sw2776A-ms98-a-0098,598.768750,598.978750,not,I,sd,u-98-2
sw2776A-ms98-a-0098,599.118750,599.518750,or,I,sd,u-98-2
sw2776A-ms98-a-0098,599.718750,600.248750,cholesterol,I,sd,u-98-2
sw2776A-ms98-a-0098,600.248750,600.308750,i'm,I,sd,u-98-2
sw2776A-ms98-a-0098,600.308750,600.458750,not,I,sd,u-98-2
sw2776A-ms98-a-0098,600.458750,600.688750,worried,I,sd,u-98-2
sw2776A-ms98-a-0098,600.688750,600.808750,about,I,sd,u-98-2
