sw2603B-ms98-a-0003,20.652125,21.220000,boring,B,^2,u-2-1
sw2603B-ms98-a-0068,382.024250,382.154250,and,B,sd,u-106-3
sw2603B-ms98-a-0068,382.154250,382.214250,i,I,sd,u-106-3
sw2603B-ms98-a-0068,382.214250,382.424250,saw,I,sd,u-106-3
sw2603B-ms98-a-0068,382.424250,382.524250,my,I,sd,u-106-3
sw2603B-ms98-a-0068,382.524250,382.944250,stomach,I,sd,u-106-3
sw2603B-ms98-a-0068,382.944250,383.204250,going,I,sd,u-106-3
sw2603B-ms98-a-0068,383.204250,383.484250,down,I,sd,u-106-3
sw2603B-ms98-a-0068,383.484250,383.784250,well,I,sd,u-106-3
sw2603B-ms98-a-0069,384.705250,384.857125,i,B,sd,u-108-1
sw2603B-ms98-a-0069,384.857125,385.305250,dropped,I,sd,u-108-1
sw2603B-ms98-a-0069,385.845250,386.125250,oh,I,sd,u-108-1
sw2603B-ms98-a-0069,386.125250,386.255250,i'd,I,sd,u-108-1
sw2603B-ms98-a-0069,386.255250,386.395250,say,I,sd,u-108-1
sw2603B-ms98-a-0069,386.395250,386.615250,almost,I,sd,u-108-1
sw2603B-ms98-a-0069,386.615250,386.885250,twenty,I,sd,u-108-1
sw2603B-ms98-a-0069,386.885250,387.475250,pounds,I,sd,u-108-1
sw2603B-ms98-a-0070,388.498875,388.748875,just,B,+,u-110-1
sw2603B-ms98-a-0070,388.748875,388.918875,by,I,+,u-110-1
sw2603B-ms98-a-0070,388.918875,389.338875,watching,I,+,u-110-1
sw2603B-ms98-a-0070,389.338875,389.448875,what,I,+,u-110-1
sw2603B-ms98-a-0070,389.448875,389.508875,i,I,+,u-110-1
sw2603B-ms98-a-0070,389.508875,389.808875,ate,I,+,u-110-1
sw2603B-ms98-a-0070,390.088875,390.278875,and,B,sd,u-110-2
sw2603B-ms98-a-0070,390.278875,390.368875,they,I,sd,u-110-2
sw2603B-ms98-a-0070,390.468875,390.708875,fix,I,sd,u-110-2
sw2603B-ms98-a-0070,390.708875,390.808875,you,I,sd,u-110-2
sw2603B-ms98-a-0070,390.808875,390.958875,up,I,sd,u-110-2
sw2603B-ms98-a-0070,390.958875,391.078875,with,I,sd,u-110-2
sw2603B-ms98-a-0070,391.078875,391.118875,a,I,sd,u-110-2
sw2603B-ms98-a-0070,391.118875,391.624125,diet,I,sd,u-110-2
sw2603B-ms98-a-0070,391.888875,392.118875,which,I,sd,u-110-2
sw2603B-ms98-a-0070,392.118875,392.318875,worked,I,sd,u-110-2
sw2603B-ms98-a-0070,392.318875,392.438875,real,I,sd,u-110-2
sw2603B-ms98-a-0070,392.438875,392.841875,good,I,sd,u-110-2
sw2603B-ms98-a-0072,395.571500,395.791500,what,B,qw,u-112-1
sw2603B-ms98-a-0072,395.791500,395.821500,a,B,qy,u-112-2
sw2603B-ms98-a-0072,395.821500,396.211500,diet,I,qy,u-112-2
sw2603B-ms98-a-0074,399.845500,400.005500,oh,B,nn,u-114-1
sw2603B-ms98-a-0074,400.005500,400.176625,no,I,nn,u-114-1
sw2603B-ms98-a-0074,400.176625,400.255500,they,B,sd^e,u-114-2
sw2603B-ms98-a-0074,400.255500,400.415500,have,I,sd^e,u-114-2
sw2603B-ms98-a-0074,400.415500,400.745500,nothing,I,sd^e,u-114-2
sw2603B-ms98-a-0074,400.745500,400.845500,to,I,sd^e,u-114-2
sw2603B-ms98-a-0074,400.845500,400.995500,do,I,sd^e,u-114-2
sw2603B-ms98-a-0074,400.995500,401.145500,with,I,sd^e,u-114-2
sw2603B-ms98-a-0074,401.145500,401.487750,that,I,sd^e,u-114-2
sw2603B-ms98-a-0075,402.508125,402.648125,see,B,sd,u-116-1
sw2603B-ms98-a-0075,402.648125,402.758125,i,I,sd,u-116-1
sw2603B-ms98-a-0075,402.758125,403.288125,joined,I,sd,u-116-1
sw2603B-ms98-a-0075,403.408125,403.638125,uh,I,sd,u-116-1
sw2603B-ms98-a-0075,404.018125,404.128125,when,I,sd,u-116-1
sw2603B-ms98-a-0075,404.128125,404.598125,this,I,sd,u-116-1
sw2603B-ms98-a-0076,405.199875,405.409875,one,I,sd,u-116-1
sw2603B-ms98-a-0076,405.409875,405.669875,down,I,sd,u-116-1
sw2603B-ms98-a-0076,405.669875,405.879875,here,I,sd,u-116-1
sw2603B-ms98-a-0076,405.879875,406.199875,opened,I,sd,u-116-1
sw2603B-ms98-a-0076,406.199875,406.409875,up,I,sd,u-116-1
sw2603B-ms98-a-0076,406.519875,406.609875,i,I,sd,u-116-1
sw2603B-ms98-a-0076,406.609875,407.009875,joined,I,sd,u-116-1
sw2603B-ms98-a-0076,407.009875,407.129875,as,I,sd,u-116-1
sw2603B-ms98-a-0076,407.129875,407.179875,a,I,sd,u-116-1
sw2603B-ms98-a-0076,407.179875,407.759875,VIP,O,,
sw2603B-ms98-a-0076,407.759875,407.849875,and,B,sd,u-116-2
sw2603B-ms98-a-0076,407.849875,407.909875,the,I,sd,u-116-2
sw2603B-ms98-a-0076,407.909875,408.429875,VIP,I,sd,u-116-2
sw2603B-ms98-a-0076,408.989875,409.219875,gives,I,sd,u-116-2
sw2603B-ms98-a-0076,409.219875,409.509875,you,I,sd,u-116-2
sw2603B-ms98-a-0076,409.509875,409.819875,uh,I,sd,u-116-2
sw2603B-ms98-a-0077,411.145625,411.435250,oh,I,sd,u-116-2
sw2603B-ms98-a-0077,411.798875,412.014750,gives,I,sd,u-116-2
sw2603B-ms98-a-0077,412.014750,412.104750,you,I,sd,u-116-2
sw2603B-ms98-a-0077,412.104750,412.164750,a,I,sd,u-116-2
sw2603B-ms98-a-0077,412.164750,412.594750,diet,I,sd,u-116-2
sw2603B-ms98-a-0077,412.904250,412.983375,a,I,sd,u-116-2
sw2603B-ms98-a-0077,412.983375,413.554750,computerized,I,sd,u-116-2
sw2603B-ms98-a-0077,413.554750,414.023875,diet,I,sd,u-116-2
sw2603B-ms98-a-0077,414.023875,414.347750,and,B,sd,u-116-3
sw2603B-ms98-a-0077,414.347750,414.728125,they,I,sd,u-116-3
sw2603B-ms98-a-0077,414.728125,414.854750,go,I,sd,u-116-3
sw2603B-ms98-a-0077,414.854750,415.112500,over,I,sd,u-116-3
sw2603B-ms98-a-0077,415.284750,415.434750,all,I,sd,u-116-3
sw2603B-ms98-a-0077,415.434750,415.604750,your,I,sd,u-116-3
sw2603B-ms98-a-0077,415.604750,416.014750,health,I,sd,u-116-3
sw2603B-ms98-a-0077,416.014750,416.104750,and,I,sd,u-116-3
sw2603B-ms98-a-0077,416.104750,416.224750,all,I,sd,u-116-3
sw2603B-ms98-a-0077,416.224750,416.384750,your,I,sd,u-116-3
sw2603B-ms98-a-0077,416.384750,416.974750,history,I,sd,u-116-3
sw2603B-ms98-a-0077,416.974750,417.144750,and,B,sd,u-116-4
sw2603B-ms98-a-0077,417.794750,417.864750,they,I,sd,u-116-4
sw2603B-ms98-a-0077,417.864750,418.084750,show,I,sd,u-116-4
sw2603B-ms98-a-0077,418.084750,418.238500,you,I,sd,u-116-4
sw2603B-ms98-a-0077,418.238500,418.498375,how,I,sd,u-116-4
sw2603B-ms98-a-0077,418.498375,418.884750,everything,I,sd,u-116-4
sw2603B-ms98-a-0077,418.884750,418.974750,to,I,sd,u-116-4
sw2603B-ms98-a-0077,418.974750,419.364750,do,I,sd,u-116-4
sw2603B-ms98-a-0077,419.364750,419.474750,and,I,sd,u-116-4
sw2603B-ms98-a-0077,419.474750,419.624750,how,I,sd,u-116-4
sw2603B-ms98-a-0077,419.624750,419.744750,to,I,sd,u-116-4
sw2603B-ms98-a-0077,419.744750,419.964750,do,I,sd,u-116-4
sw2603B-ms98-a-0077,419.964750,420.104750,it,I,sd,u-116-4
sw2603B-ms98-a-0077,420.104750,420.304750,and,I,sd,u-116-4
sw2603B-ms98-a-0077,420.484750,420.544750,the,I,sd,u-116-4
sw2603B-ms98-a-0077,420.544750,420.674750,whole,I,sd,u-116-4
sw2603B-ms98-a-0077,420.674750,420.934750,nine,I,sd,u-116-4
sw2603B-ms98-a-0077,420.934750,421.394750,yards,I,sd,u-116-4
sw2603B-ms98-a-0078,421.825500,422.077875,so,B,sd,u-116-5
sw2603B-ms98-a-0078,422.432125,422.482750,it,I,sd,u-116-5
sw2603B-ms98-a-0078,422.482750,422.725500,became,I,sd,u-116-5
sw2603B-ms98-a-0078,422.725500,422.935500,part,I,sd,u-116-5
sw2603B-ms98-a-0078,422.935500,423.005500,of,I,sd,u-116-5
sw2603B-ms98-a-0078,423.005500,423.075500,the,I,sd,u-116-5
sw2603B-ms98-a-0078,423.075500,423.445500,package,I,sd,u-116-5
sw2603B-ms98-a-0078,423.445500,423.545500,so,B,sd,u-116-6
sw2603B-ms98-a-0078,423.545500,423.625500,i,I,sd,u-116-6
sw2603B-ms98-a-0078,423.625500,423.805500,went,I,sd,u-116-6
sw2603B-ms98-a-0078,423.805500,423.985500,through,I,sd,u-116-6
sw2603B-ms98-a-0078,423.985500,424.215500,it,I,sd,u-116-6
sw2603B-ms98-a-0079,424.747000,424.927000,it,B,sd,u-116-7
sw2603B-ms98-a-0079,424.927000,425.167000,worked,I,sd,u-116-7
sw2603B-ms98-a-0079,425.167000,425.237000,out,I,sd,u-116-7
sw2603B-ms98-a-0079,425.237000,425.567000,well,I,sd,u-116-7
sw2603B-ms98-a-0081,428.739875,428.869875,oh,B,ny,u-118-1
sw2603B-ms98-a-0081,428.869875,429.009875,yeah,I,ny,u-118-1
sw2603B-ms98-a-0081,429.009875,429.069875,you,B,sd^e,u-118-2
sw2603B-ms98-a-0081,429.069875,429.179875,can,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.179875,429.399875,just,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.399875,429.539875,go,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.539875,429.599875,in,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.599875,429.709875,there,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.709875,429.809875,and,I,sd^e,u-118-2
sw2603B-ms98-a-0081,429.809875,430.079875,join,I,sd^e,u-118-2
sw2603B-ms98-a-0081,430.079875,430.249875,just,I,sd^e,u-118-2
sw2603B-ms98-a-0081,430.249875,430.409875,like,I,sd^e,u-118-2
sw2603B-ms98-a-0081,430.699875,431.039875,anywhere,I,sd^e,u-118-2
sw2603B-ms98-a-0081,431.039875,431.309875,else,I,sd^e,u-118-2
sw2603B-ms98-a-0081,431.309875,431.689875,too,I,sd^e,u-118-2
sw2603B-ms98-a-0082,432.293000,432.467375,i,B,sd,u-120-1
sw2603B-ms98-a-0082,432.467375,432.697625,just,I,sd,u-120-1
sw2603B-ms98-a-0082,432.697625,432.883000,went,I,sd,u-120-1
sw2603B-ms98-a-0082,433.133000,433.273000,took,I,sd,u-120-1
sw2603B-ms98-a-0082,433.383000,433.713000,the,I,sd,u-120-1
sw2603B-ms98-a-0082,434.253000,434.573000,because,I,sd,u-120-1
sw2603B-ms98-a-0082,434.573000,434.663000,they,I,sd,u-120-1
sw2603B-ms98-a-0082,434.663000,434.783000,were,I,sd,u-120-1
sw2603B-ms98-a-0082,434.783000,435.143000,offering,I,sd,u-120-1
sw2603B-ms98-a-0082,435.143000,435.203000,it,I,sd,u-120-1
sw2603B-ms98-a-0082,435.203000,435.333000,as,I,sd,u-120-1
sw2603B-ms98-a-0082,435.333000,435.433000,an,I,sd,u-120-1
sw2603B-ms98-a-0082,435.433000,435.913000,opening,I,sd,u-120-1
sw2603B-ms98-a-0082,435.913000,436.393000,benefit,I,sd,u-120-1
sw2603B-ms98-a-0082,436.393000,436.523000,so,B,sd,u-120-2
sw2603B-ms98-a-0082,436.523000,436.583000,it,I,sd,u-120-2
sw2603B-ms98-a-0082,436.583000,436.823000,was,I,sd,u-120-2
sw2603B-ms98-a-0083,438.033500,438.233500,it's,I,sd,u-120-2
sw2603B-ms98-a-0083,438.233500,438.453500,less,I,sd,u-120-2
sw2603B-ms98-a-0083,438.453500,438.543500,than,I,sd,u-120-2
sw2603B-ms98-a-0083,438.543500,438.673500,what,I,sd,u-120-2
sw2603B-ms98-a-0083,438.673500,438.743500,you,I,sd,u-120-2
sw2603B-ms98-a-0083,438.743500,438.943500,pay,I,sd,u-120-2
sw2603B-ms98-a-0083,438.943500,439.223500,now,I,sd,u-120-2
sw2603B-ms98-a-0083,439.223500,439.413500,for,I,sd,u-120-2
sw2603B-ms98-a-0083,439.413500,439.663500,going,I,sd,u-120-2
sw2603B-ms98-a-0083,439.663500,439.743500,in,I,sd,u-120-2
sw2603B-ms98-a-0083,439.743500,440.014000,there,I,sd,u-120-2
sw2603B-ms98-a-0083,440.680625,440.943500,after,B,+,u-122-1
sw2603B-ms98-a-0083,440.943500,441.033500,all,I,+,u-122-1
sw2603B-ms98-a-0083,441.033500,441.173500,this,I,+,u-122-1
sw2603B-ms98-a-0083,441.173500,441.563500,time,I,+,u-122-1
sw2603B-ms98-a-0084,442.250000,442.449625,so,B,sd,u-122-2
sw2603B-ms98-a-0084,442.449625,442.575500,it's,I,sd,u-122-2
sw2603B-ms98-a-0084,442.575500,442.839375,like,I,sd,u-122-2
sw2603B-ms98-a-0084,443.096250,443.206250,when,I,sd,u-122-2
sw2603B-ms98-a-0084,443.206250,443.286250,i,I,sd,u-122-2
sw2603B-ms98-a-0084,443.286250,443.466250,got,I,sd,u-122-2
sw2603B-ms98-a-0084,443.466250,443.706250,laid,I,sd,u-122-2
sw2603B-ms98-a-0084,443.706250,443.996250,off,I,sd,u-122-2
sw2603B-ms98-a-0084,443.996250,444.026250,i,B,sd,u-122-3
sw2603B-ms98-a-0084,444.026250,444.206250,went,I,sd,u-122-3
sw2603B-ms98-a-0084,444.206250,444.506250,back,I,sd,u-122-3
sw2603B-ms98-a-0084,444.506250,444.656250,in,I,sd,u-122-3
sw2603B-ms98-a-0084,444.656250,444.886250,there,I,sd,u-122-3
sw2603B-ms98-a-0084,444.886250,445.065500,and,I,sd,u-122-3
sw2603B-ms98-a-0084,445.690750,445.926250,start,I,sd,u-122-3
sw2603B-ms98-a-0084,445.926250,446.106250,all,I,sd,u-122-3
sw2603B-ms98-a-0084,446.106250,446.266250,over,I,sd,u-122-3
sw2603B-ms98-a-0084,446.266250,446.526250,again,I,sd,u-122-3
sw2603B-ms98-a-0084,446.526250,446.676250,because,I,sd,u-122-3
sw2603B-ms98-a-0084,446.676250,446.796250,it,I,sd,u-122-3
sw2603B-ms98-a-0084,446.796250,446.976250,had,I,sd,u-122-3
sw2603B-ms98-a-0084,446.976250,447.096250,been,I,sd,u-122-3
sw2603B-ms98-a-0084,447.096250,447.166250,a,I,sd,u-122-3
sw2603B-ms98-a-0084,447.166250,447.426250,while,I,sd,u-122-3
sw2603B-ms98-a-0084,447.426250,447.696250,since,I,sd,u-122-3
sw2603B-ms98-a-0084,447.696250,447.796250,i'd,I,sd,u-122-3
sw2603B-ms98-a-0084,447.796250,447.966250,done,I,sd,u-122-3
sw2603B-ms98-a-0084,447.966250,448.136250,it,I,sd,u-122-3
sw2603B-ms98-a-0085,448.967250,449.084500,so,B,sd,u-124-1
sw2603B-ms98-a-0085,449.084500,449.134500,i,I,sd,u-124-1
sw2603B-ms98-a-0085,449.134500,449.264500,get,I,sd,u-124-1
sw2603B-ms98-a-0085,449.264500,449.354500,all,I,sd,u-124-1
sw2603B-ms98-a-0085,449.354500,449.414500,the,I,sd,u-124-1
sw2603B-ms98-a-0085,449.414500,449.644500,same,I,sd,u-124-1
sw2603B-ms98-a-0085,449.644500,450.054500,treatment,I,sd,u-124-1
sw2603B-ms98-a-0085,450.054500,450.274500,again,I,sd,u-124-1
sw2603B-ms98-a-0085,450.274500,450.424500,so,B,sd,u-124-2
sw2603B-ms98-a-0085,450.424500,450.514500,it's,I,sd,u-124-2
sw2603B-ms98-a-0085,450.514500,450.704500,kind,I,sd,u-124-2
sw2603B-ms98-a-0085,450.704500,450.774500,of,I,sd,u-124-2
sw2603B-ms98-a-0085,450.774500,451.234500,nice,I,sd,u-124-2
sw2603B-ms98-a-0086,452.721000,452.910000,like,B,sd,u-126-1
sw2603B-ms98-a-0086,452.910000,453.075875,i,I,sd,u-126-1
sw2603B-ms98-a-0086,453.075875,453.251000,said,I,sd,u-126-1
sw2603B-ms98-a-0086,453.251000,453.311000,i,I,sd,u-126-1
sw2603B-ms98-a-0086,453.311000,453.531000,like,I,sd,u-126-1
sw2603B-ms98-a-0086,453.531000,453.651500,it,I,sd,u-126-1
sw2603B-ms98-a-0086,454.273000,454.341000,i,B,sd,u-126-2
sw2603B-ms98-a-0086,454.341000,454.601000,like,I,sd,u-126-2
sw2603B-ms98-a-0086,454.601000,454.691000,the,I,sd,u-126-2
sw2603B-ms98-a-0086,454.691000,454.881000,heat,I,sd,u-126-2
sw2603B-ms98-a-0086,454.881000,454.961000,i,B,%,u-126-3
sw2603B-ms98-a-0086,454.961000,455.171000,like,I,%,u-126-3
sw2603B-ms98-a-0086,455.171000,455.461000,the,I,%,u-126-3
sw2603B-ms98-a-0087,456.264000,456.370125,i,B,sd,u-126-4
sw2603B-ms98-a-0087,456.370125,456.578875,jump,I,sd,u-126-4
sw2603B-ms98-a-0087,456.578875,456.670500,out,I,sd,u-126-4
sw2603B-ms98-a-0087,456.670500,456.730500,of,I,sd,u-126-4
sw2603B-ms98-a-0087,456.730500,456.790500,the,I,sd,u-126-4
sw2603B-ms98-a-0087,456.790500,457.080500,swimming,I,sd,u-126-4
sw2603B-ms98-a-0087,457.080500,457.379500,pool,I,sd,u-126-4
sw2603B-ms98-a-0087,457.570500,457.660500,and,B,sd,u-126-5
sw2603B-ms98-a-0087,457.660500,457.780500,i,I,sd,u-126-5
sw2603B-ms98-a-0087,457.780500,457.980500,go,I,sd,u-126-5
sw2603B-ms98-a-0087,457.980500,458.270500,into,I,sd,u-126-5
sw2603B-ms98-a-0087,458.270500,458.350500,the,I,sd,u-126-5
sw2603B-ms98-a-0087,458.350500,458.590500,hot,I,sd,u-126-5
sw2603B-ms98-a-0087,458.590500,458.850500,tub,I,sd,u-126-5
sw2603B-ms98-a-0088,460.002125,460.109625,and,B,sd,u-128-1
sw2603B-ms98-a-0088,460.109625,460.297875,i,I,sd,u-128-1
sw2603B-ms98-a-0088,460.297875,460.592125,love,I,sd,u-128-1
sw2603B-ms98-a-0088,460.592125,460.832125,it,I,sd,u-128-1
sw2603B-ms98-a-0089,461.754000,462.013000,because,B,%,u-130-1
sw2603B-ms98-a-0089,462.120375,462.280375,i,I,%,u-130-1
sw2603B-ms98-a-0089,462.280375,462.472750,have,I,%,u-130-1
sw2603B-ms98-a-0089,462.472750,462.783625,n[ever]-,I,%,u-130-1
sw2603B-ms98-a-0089,463.326000,463.480375,i,I,%,u-130-1
sw2603B-ms98-a-0089,463.480375,463.694000,have,I,%,u-130-1
sw2603B-ms98-a-0089,463.694000,464.254000,never,I,%,u-130-1
sw2603B-ms98-a-0089,464.506375,464.621875,let,B,co,u-130-2
sw2603B-ms98-a-0089,464.621875,464.712375,me,I,co,u-130-2
sw2603B-ms98-a-0089,464.712375,464.812125,let,I,co,u-130-2
sw2603B-ms98-a-0089,464.812125,464.926625,m[e]-,I,co,u-130-2
sw2603B-ms98-a-0089,464.926625,465.314000,reword,I,co,u-130-2
sw2603B-ms98-a-0089,465.314000,465.494000,that,I,co,u-130-2
sw2603B-ms98-a-0089,466.284000,466.360625,i,B,sd,u-130-3
sw2603B-ms98-a-0089,466.360625,466.514000,think,I,sd,u-130-3
sw2603B-ms98-a-0089,466.514000,466.658750,i,I,sd,u-130-3
sw2603B-ms98-a-0089,466.658750,467.124000,have,I,sd,u-130-3
sw2603B-ms98-a-0089,467.494000,467.714000,gone,I,sd,u-130-3
sw2603B-ms98-a-0089,467.714000,467.954000,home,I,sd,u-130-3
sw2603B-ms98-a-0089,467.954000,468.194000,maybe,I,sd,u-130-3
sw2603B-ms98-a-0089,468.194000,468.404000,once,I,sd,u-130-3
sw2603B-ms98-a-0089,468.404000,468.464000,or,I,sd,u-130-3
sw2603B-ms98-a-0089,468.464000,468.774000,twice,I,sd,u-130-3
sw2603B-ms98-a-0089,468.894000,469.314000,slightly,I,sd,u-130-3
sw2603B-ms98-a-0089,469.314000,469.794000,sore,I,sd,u-130-3
sw2603B-ms98-a-0090,470.433250,470.553250,but,B,sd,u-130-4
sw2603B-ms98-a-0090,470.553250,470.773250,that's,I,sd,u-130-4
sw2603B-ms98-a-0090,470.773250,471.133250,because,I,sd,u-130-4
sw2603B-ms98-a-0090,471.133250,471.213250,of,I,sd,u-130-4
sw2603B-ms98-a-0090,471.213250,471.393250,my,I,sd,u-130-4
sw2603B-ms98-a-0090,471.393250,471.973250,physical,I,sd,u-130-4
sw2603B-ms98-a-0090,471.973250,472.363250,condition,I,sd,u-130-4
sw2603B-ms98-a-0090,472.363250,472.493250,and,I,sd,u-130-4
sw2603B-ms98-a-0090,472.493250,472.793250,nothing,I,sd,u-130-4
sw2603B-ms98-a-0090,472.793250,472.873250,to,I,sd,u-130-4
sw2603B-ms98-a-0090,472.873250,472.983250,do,I,sd,u-130-4
sw2603B-ms98-a-0090,472.983250,473.183250,what,I,sd,u-130-4
sw2603B-ms98-a-0090,473.183250,473.363250,they,I,sd,u-130-4
sw2603B-ms98-a-0090,473.363250,473.657875,did,I,sd,u-130-4
sw2603B-ms98-a-0091,474.509625,475.019625,that's,B,%,u-132-1
sw2603B-ms98-a-0091,475.149625,475.309625,i,B,sd,u-132-2
sw2603B-ms98-a-0091,475.309625,475.539625,knew,I,sd,u-132-2
sw2603B-ms98-a-0091,475.539625,475.599625,i,I,sd,u-132-2
sw2603B-ms98-a-0091,475.599625,475.749625,was,I,sd,u-132-2
sw2603B-ms98-a-0091,475.749625,476.079625,pushing,I,sd,u-132-2
sw2603B-ms98-a-0091,476.079625,476.219625,too,I,sd,u-132-2
sw2603B-ms98-a-0091,476.219625,476.529625,far,I,sd,u-132-2
sw2603B-ms98-a-0092,477.614125,477.714125,but,B,sd,u-134-1
sw2603B-ms98-a-0092,477.714125,478.254125,usually,I,sd,u-134-1
sw2603B-ms98-a-0092,478.644125,478.774125,when,I,sd,u-134-1
sw2603B-ms98-a-0092,478.774125,478.854125,i,I,sd,u-134-1
sw2603B-ms98-a-0092,478.854125,479.054125,go,I,sd,u-134-1
sw2603B-ms98-a-0092,479.054125,479.214125,into,I,sd,u-134-1
sw2603B-ms98-a-0092,479.214125,479.284125,the,I,sd,u-134-1
sw2603B-ms98-a-0092,479.284125,479.534125,hot,I,sd,u-134-1
sw2603B-ms98-a-0092,479.534125,479.724125,tub,I,sd,u-134-1
sw2603B-ms98-a-0092,479.724125,480.024125,before,I,sd,u-134-1
sw2603B-ms98-a-0092,480.024125,480.074125,i,I,sd,u-134-1
sw2603B-ms98-a-0092,480.074125,480.184125,go,I,sd,u-134-1
sw2603B-ms98-a-0092,480.184125,480.554125,swimming,I,sd,u-134-1
sw2603B-ms98-a-0092,481.364125,481.444125,or,I,sd,u-134-1
sw2603B-ms98-a-0092,481.444125,481.574125,when,I,sd,u-134-1
sw2603B-ms98-a-0092,481.574125,481.624125,i,I,sd,u-134-1
sw2603B-ms98-a-0092,481.624125,481.834125,come,I,sd,u-134-1
sw2603B-ms98-a-0092,481.834125,482.239875,out,I,sd,u-134-1
sw2603B-ms98-a-0092,482.814125,482.894125,i'm,I,sd,u-134-1
sw2603B-ms98-a-0092,482.894125,483.254125,totally,I,sd,u-134-1
sw2603B-ms98-a-0092,483.254125,483.614125,relaxed,I,sd,u-134-1
sw2603B-ms98-a-0092,483.614125,483.714125,when,I,sd,u-134-1
sw2603B-ms98-a-0092,483.714125,483.764125,i,I,sd,u-134-1
sw2603B-ms98-a-0092,483.764125,483.874125,go,I,sd,u-134-1
sw2603B-ms98-a-0092,483.874125,484.113125,home,I,sd,u-134-1
sw2603B-ms98-a-0092,484.622000,484.693500,it's,B,sd,u-134-2
sw2603B-ms98-a-0092,484.693500,484.744125,no,I,sd,u-134-2
sw2603B-ms98-a-0092,484.744125,484.904125,big,I,sd,u-134-2
sw2603B-ms98-a-0092,484.904125,485.224125,deal,I,sd,u-134-2
sw2603B-ms98-a-0094,490.120000,490.300000,it's,B,aa,u-136-1
sw2603B-ms98-a-0094,490.300000,490.644500,fun,I,aa,u-136-1
sw2603B-ms98-a-0094,491.240000,491.400000,it's,B,aa^r,u-136-2
sw2603B-ms98-a-0094,491.400000,491.730000,fun,I,aa^r,u-136-2
sw2603B-ms98-a-0095,492.872000,493.335250,uh,B,sd,u-136-3
sw2603B-ms98-a-0095,493.978750,494.129125,i've,I,sd,u-136-3
sw2603B-ms98-a-0095,494.129125,494.389125,gotten,I,sd,u-136-3
sw2603B-ms98-a-0095,494.389125,494.459125,on,I,sd,u-136-3
sw2603B-ms98-a-0095,494.459125,494.519125,the,I,sd,u-136-3
sw2603B-ms98-a-0095,494.519125,494.839125,bike,I,sd,u-136-3
sw2603B-ms98-a-0095,494.839125,494.939125,and,B,sd,u-136-4
sw2603B-ms98-a-0095,494.939125,495.109125,they've,I,sd,u-136-4
sw2603B-ms98-a-0095,495.109125,495.579125,got,I,sd,u-136-4
sw2603B-ms98-a-0095,495.579125,495.759125,uh,I,sd,u-136-4
sw2603B-ms98-a-0095,495.759125,495.909125,the,I,sd,u-136-4
sw2603B-ms98-a-0095,495.909125,496.329125,stepping,I,sd,u-136-4
sw2603B-ms98-a-0095,496.539125,496.809125,bike,I,sd,u-136-4
sw2603B-ms98-a-0095,496.809125,496.899125,where,I,sd,u-136-4
sw2603B-ms98-a-0095,496.899125,496.989125,you,I,sd,u-136-4
sw2603B-ms98-a-0095,496.989125,497.269125,step,I,sd,u-136-4
sw2603B-ms98-a-0096,497.880375,498.010375,and,B,sd,u-138-1
sw2603B-ms98-a-0096,498.010375,498.110375,i've,I,sd,u-138-1
sw2603B-ms98-a-0096,498.110375,498.550375,enjoyed,I,sd,u-138-1
sw2603B-ms98-a-0096,498.550375,498.750375,that,I,sd,u-138-1
sw2603B-ms98-a-0096,498.750375,499.190375,watching,I,sd,u-138-1
sw2603B-ms98-a-0096,499.190375,499.300375,how,I,sd,u-138-1
sw2603B-ms98-a-0096,499.300375,499.538375,well,I,sd,u-138-1
sw2603B-ms98-a-0096,499.538375,499.617500,i,I,sd,u-138-1
sw2603B-ms98-a-0096,499.617500,499.870375,can,I,sd,u-138-1
sw2603B-ms98-a-0097,500.756750,501.016750,walk,I,sd,u-138-1
sw2603B-ms98-a-0097,501.016750,501.136750,up,I,sd,u-138-1
sw2603B-ms98-a-0097,501.136750,501.236750,and,I,sd,u-138-1
sw2603B-ms98-a-0097,501.236750,501.486750,down,I,sd,u-138-1
sw2603B-ms98-a-0097,501.486750,502.106750,stairs,I,sd,u-138-1
sw2603B-ms98-a-0098,503.458500,503.628500,but,B,sv,u-140-1
sw2603B-ms98-a-0098,503.628500,503.878500,most,I,sv,u-140-1
sw2603B-ms98-a-0098,503.878500,503.978500,of,I,sv,u-140-1
sw2603B-ms98-a-0098,503.978500,504.048500,the,I,sv,u-140-1
sw2603B-ms98-a-0098,504.048500,504.228500,others,I,sv,u-140-1
sw2603B-ms98-a-0098,504.228500,504.368500,to,I,sv,u-140-1
sw2603B-ms98-a-0098,504.368500,504.488500,me,I,sv,u-140-1
sw2603B-ms98-a-0098,504.488500,504.548500,are,I,sv,u-140-1
sw2603B-ms98-a-0098,504.548500,504.758500,very,I,sv,u-140-1
sw2603B-ms98-a-0098,504.758500,505.168500,dull,I,sv,u-140-1
sw2603B-ms98-a-0100,529.246625,529.756625,um,B,sd,u-142-1
sw2603B-ms98-a-0102,532.941750,533.111750,i,I,sd,u-142-1
sw2603B-ms98-a-0102,533.111750,533.311750,get,I,sd,u-142-1
