sw2913A-ms98-a-0003,3.547875,3.814000,gosh,B,^h,u-2-1
sw2913A-ms98-a-0171,572.781125,572.963500,it,I,sd,u-180-3
sw2913A-ms98-a-0172,573.899500,574.390375,[laughter],O,,
sw2913A-ms98-a-0172,574.390375,574.540750,it,B,sd,u-182-1
sw2913A-ms98-a-0172,574.540750,574.730750,was,I,sd,u-182-1
sw2913A-ms98-a-0172,574.730750,575.283500,funny,I,sd,u-182-1
sw2913A-ms98-a-0174,579.890625,580.236750,and,B,sd,u-184-1
sw2913A-ms98-a-0174,580.386250,580.608625,and,I,sd,u-184-1
sw2913A-ms98-a-0174,580.608625,581.118625,Working,I,sd,u-184-1
sw2913A-ms98-a-0174,581.118625,581.418625,Girl,I,sd,u-184-1
sw2913A-ms98-a-0174,581.418625,581.598625,is,I,sd,u-184-1
sw2913A-ms98-a-0174,581.598625,581.858625,really,I,sd,u-184-1
sw2913A-ms98-a-0174,581.858625,582.175750,good,I,sd,u-184-1
sw2913A-ms98-a-0175,583.897125,584.049625,that,B,sv,u-186-1
sw2913A-ms98-a-0175,584.049625,584.289625,was,I,sv,u-186-1
sw2913A-ms98-a-0175,584.289625,584.599625,good,I,sv,u-186-1
sw2913A-ms98-a-0177,587.647125,588.092375,yeah,B,ny,u-188-1
sw2913A-ms98-a-0179,592.739000,593.046250,yes,B,ny,u-190-1
sw2913A-ms98-a-0179,593.046250,593.195750,i,B,sd^e,u-190-2
sw2913A-ms98-a-0179,593.195750,593.841125,did,I,sd^e,u-190-2
sw2913A-ms98-a-0179,593.841125,594.142750,that,B,sd,u-190-3
sw2913A-ms98-a-0179,594.142750,594.312750,that,I,sd,u-190-3
sw2913A-ms98-a-0179,594.312750,594.492750,that,I,sd,u-190-3
sw2913A-ms98-a-0179,594.492750,594.692750,just,I,sd,u-190-3
sw2913A-ms98-a-0179,594.692750,595.092750,reminded,I,sd,u-190-3
sw2913A-ms98-a-0179,595.092750,595.212750,me,I,sd,u-190-3
sw2913A-ms98-a-0179,595.212750,595.302750,of,I,sd,u-190-3
sw2913A-ms98-a-0179,595.302750,595.593500,that,I,sd,u-190-3
sw2913A-ms98-a-0179,596.150875,596.272750,did,B,qy,u-190-4
sw2913A-ms98-a-0179,596.272750,596.382750,you,I,qy,u-190-4
sw2913A-ms98-a-0179,596.382750,596.672750,like,I,qy,u-190-4
sw2913A-ms98-a-0179,596.672750,596.913625,it,I,qy,u-190-4
