sw2038A-ms98-a-0003,2.443875,2.780125,yep,O,,
sw2038A-ms98-a-0068,559.303375,559.793375,car,I,sv,u-50-4
sw2038A-ms98-a-0068,559.793375,560.033375,this,I,sv,u-50-4
sw2038A-ms98-a-0068,560.033375,560.153375,is,I,sv,u-50-4
sw2038A-ms98-a-0068,560.153375,560.223375,a,I,sv,u-50-4
sw2038A-ms98-a-0068,560.223375,560.603375,matter,I,sv,u-50-4
sw2038A-ms98-a-0068,560.603375,560.813375,for,I,sv,u-50-4
sw2038A-ms98-a-0068,560.813375,561.093375,them,I,sv,u-50-4
sw2038A-ms98-a-0068,561.093375,561.327625,of,I,sv,u-50-4
sw2038A-ms98-a-0069,561.881750,561.973125,of,I,sv,u-50-4
sw2038A-ms98-a-0069,561.973125,562.433125,feeding,I,sv,u-50-4
sw2038A-ms98-a-0069,562.433125,563.043125,themselves,I,sv,u-50-4
sw2038A-ms98-a-0069,563.043125,563.173125,their,I,sv,u-50-4
sw2038A-ms98-a-0069,563.173125,563.563125,wife,I,sv,u-50-4
sw2038A-ms98-a-0069,563.563125,563.663125,and,I,sv,u-50-4
sw2038A-ms98-a-0069,563.663125,563.753125,their,I,sv,u-50-4
sw2038A-ms98-a-0069,563.753125,564.273125,family,I,sv,u-50-4
sw2038A-ms98-a-0069,564.273125,564.593125,and,B,%,u-50-5
sw2038A-ms98-a-0069,564.593125,564.999375,and,I,%,u-50-5
sw2038A-ms98-a-0069,565.281875,565.782000,y[ou]-,O,,
sw2038A-ms98-a-0069,566.094625,566.377375,there's,B,sv,u-50-6
sw2038A-ms98-a-0069,566.667375,566.703125,a,I,sv,u-50-6
sw2038A-ms98-a-0069,566.703125,567.033125,certain,I,sv,u-50-6
sw2038A-ms98-a-0069,567.033125,567.313125,degree,I,sv,u-50-6
sw2038A-ms98-a-0069,567.313125,567.483125,of,I,sv,u-50-6
sw2038A-ms98-a-0069,567.483125,567.853125,honor,I,sv,u-50-6
sw2038A-ms98-a-0069,567.853125,568.060250,in,I,sv,u-50-6
sw2038A-ms98-a-0069,568.557375,568.743125,being,I,sv,u-50-6
sw2038A-ms98-a-0069,568.743125,568.983125,able,I,sv,u-50-6
sw2038A-ms98-a-0069,568.983125,569.103125,to,I,sv,u-50-6
sw2038A-ms98-a-0069,569.103125,569.403125,feed,I,sv,u-50-6
sw2038A-ms98-a-0069,569.403125,569.623125,your,I,sv,u-50-6
sw2038A-ms98-a-0069,569.623125,570.123125,family,I,sv,u-50-6
sw2038A-ms98-a-0069,570.123125,570.253125,and,B,sv,u-50-7
sw2038A-ms98-a-0069,570.253125,570.553125,there's,I,sv,u-50-7
sw2038A-ms98-a-0069,570.553125,571.163125,dishonor,I,sv,u-50-7
sw2038A-ms98-a-0069,571.163125,571.233125,in,I,sv,u-50-7
sw2038A-ms98-a-0069,571.233125,571.443125,not,I,sv,u-50-7
sw2038A-ms98-a-0069,571.443125,571.663125,being,I,sv,u-50-7
sw2038A-ms98-a-0069,571.663125,571.873125,able,I,sv,u-50-7
sw2038A-ms98-a-0069,571.873125,571.993125,to,I,sv,u-50-7
sw2038A-ms98-a-0069,571.993125,572.173125,do,I,sv,u-50-7
sw2038A-ms98-a-0069,572.173125,572.403125,it,I,sv,u-50-7
sw2038A-ms98-a-0069,572.403125,572.561500,a[nd]-,O,,
sw2038A-ms98-a-0071,575.108500,575.563125,oh,O,,
sw2038A-ms98-a-0071,575.563125,575.887625,no,B,aa^r,u-52-2
sw2038A-ms98-a-0073,584.935000,585.354750,um-hum,B,b,u-54-1
sw2038A-ms98-a-0075,597.767250,598.126250,right,B,b,u-56-1
