sw2020B-ms98-a-0002,2.539000,2.931500,hi,B,fp^m,u-2-1
sw2020B-ms98-a-0057,336.911875,337.394875,nine,I,sd,u-82-2
sw2020B-ms98-a-0057,337.394875,337.658625,so,B,%,u-82-3
sw2020B-ms98-a-0057,337.942500,338.173125,but,B,%,u-84-1
sw2020B-ms98-a-0057,338.301250,338.395250,but,I,%,u-84-1
sw2020B-ms98-a-0057,338.395250,338.658875,i,I,%,u-84-1
sw2020B-ms98-a-0057,338.658875,339.141875,really,I,%,u-84-1
sw2020B-ms98-a-0057,339.141875,339.458500,i,B,sd,u-84-2
sw2020B-ms98-a-0057,339.458500,339.639250,i,I,sd,u-84-2
sw2020B-ms98-a-0057,339.639250,340.225750,loved,I,sd,u-84-2
sw2020B-ms98-a-0057,340.378625,340.493000,i,B,sd,u-84-3
sw2020B-ms98-a-0057,340.493000,340.640750,mean,I,sd,u-84-3
sw2020B-ms98-a-0057,340.640750,340.785375,i,I,sd,u-84-3
sw2020B-ms98-a-0057,340.785375,340.931875,was,I,sd,u-84-3
sw2020B-ms98-a-0058,341.396875,341.576625,i,I,sd,u-84-3
sw2020B-ms98-a-0058,341.576625,341.667500,was,I,sd,u-84-3
sw2020B-ms98-a-0058,341.667500,341.914875,really,I,sd,u-84-3
sw2020B-ms98-a-0058,341.914875,342.152375,into,I,sd,u-84-3
sw2020B-ms98-a-0058,342.152375,342.404750,the,I,sd,u-84-3
sw2020B-ms98-a-0058,342.404750,342.746875,album,I,sd,u-84-3
sw2020B-ms98-a-0058,342.746875,343.116875,oriented,I,sd,u-84-3
sw2020B-ms98-a-0058,343.116875,343.535750,music,I,sd,u-84-3
sw2020B-ms98-a-0058,343.757875,344.086875,even,I,sd,u-84-3
sw2020B-ms98-a-0058,344.086875,344.493375,then,I,sd,u-84-3
sw2020B-ms98-a-0058,344.746500,344.882125,so,B,sd,u-86-1
sw2020B-ms98-a-0058,344.882125,344.996875,i,I,sd,u-86-1
sw2020B-ms98-a-0058,344.996875,345.096000,was,I,sd,u-86-1
sw2020B-ms98-a-0058,345.195000,345.387000,really,I,sd,u-86-1
sw2020B-ms98-a-0058,345.387000,345.903375,familiar,I,sd,u-86-1
sw2020B-ms98-a-0058,345.903375,346.046500,with,I,sd,u-86-1
sw2020B-ms98-a-0058,346.046500,346.167625,a,I,sd,u-86-1
sw2020B-ms98-a-0058,346.167625,346.395000,lot,I,sd,u-86-1
sw2020B-ms98-a-0058,346.395000,346.617250,of,I,sd,u-86-1
sw2020B-ms98-a-0058,347.126875,347.241125,with,I,sd,u-86-1
sw2020B-ms98-a-0058,347.241125,347.327500,a,I,sd,u-86-1
sw2020B-ms98-a-0058,347.327500,347.507125,lot,I,sd,u-86-1
sw2020B-ms98-a-0058,347.507125,347.638875,of,I,sd,u-86-1
sw2020B-ms98-a-0058,347.638875,347.776875,the,I,sd,u-86-1
sw2020B-ms98-a-0058,347.776875,348.376875,AOR,I,sd,u-86-1
sw2020B-ms98-a-0058,348.376875,348.640625,type,I,sd,u-86-1
sw2020B-ms98-a-0058,348.640625,349.136000,music,I,sd,u-86-1
sw2020B-ms98-a-0058,349.761250,350.266875,um,B,sd,u-86-2
sw2020B-ms98-a-0058,350.579875,350.666500,the,I,sd,u-86-2
sw2020B-ms98-a-0058,350.666500,350.726875,the,I,sd,u-86-2
sw2020B-ms98-a-0058,350.726875,350.956875,album,I,sd,u-86-2
sw2020B-ms98-a-0058,350.956875,351.316875,oriented,I,sd,u-86-2
sw2020B-ms98-a-0058,351.316875,351.489250,like,I,sd,u-86-2
sw2020B-ms98-a-0058,351.658750,352.114375,the,I,sd,u-86-2
sw2020B-ms98-a-0058,352.464375,352.551000,uh,I,sd,u-86-2
sw2020B-ms98-a-0058,352.551000,352.803375,James,I,sd,u-86-2
sw2020B-ms98-a-0058,352.939000,353.616875,Taylor,I,sd,u-86-2
sw2020B-ms98-a-0058,353.616875,353.966875,and,B,+,u-88-1
sw2020B-ms98-a-0059,354.556375,354.995750,the,I,+,u-88-1
sw2020B-ms98-a-0059,354.995750,355.171375,uh,I,+,u-88-1
sw2020B-ms98-a-0059,355.171375,355.374875,the,I,+,u-88-1
sw2020B-ms98-a-0059,355.374875,356.090500,Beatles,I,+,u-88-1
sw2020B-ms98-a-0059,356.090500,356.435375,and,B,sd(^q),u-88-2
sw2020B-ms98-a-0059,356.555875,356.629375,you,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,356.629375,356.711000,know,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,356.711000,356.846625,i,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,356.846625,356.942375,mean,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,356.942375,357.021500,a,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.021500,357.149375,lot,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.149375,357.209375,of,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.209375,357.431000,people,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.431000,357.563250,they,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.563250,357.742125,go,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.742125,357.873250,you,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,357.873250,358.008875,know,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,358.008875,358.119375,they're,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,358.119375,358.389375,better,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,358.389375,358.532375,than,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,358.532375,358.671750,the,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,358.671750,359.038500,Beatles,I,sd(^q),u-88-2
sw2020B-ms98-a-0059,359.038500,359.121375,and,B,sd(^q),u-88-3
sw2020B-ms98-a-0059,359.121375,359.299375,i'm,I,sd(^q),u-88-3
sw2020B-ms98-a-0059,359.299375,359.539250,like,I,sd(^q),u-88-3
sw2020B-ms98-a-0059,359.539250,359.618375,you,I,sd(^q),u-88-3
sw2020B-ms98-a-0059,359.618375,359.863125,know,I,sd(^q),u-88-3
sw2020B-ms98-a-0059,359.863125,360.533500,[laughter-you],O,,
sw2020B-ms98-a-0059,360.533500,360.740250,[laughter-you],O,,
sw2020B-ms98-a-0059,360.740250,360.979375,[laughter-don't],O,,
sw2020B-ms98-a-0059,360.979375,361.131000,[laughter-know],O,,
sw2020B-ms98-a-0059,361.131000,361.266500,[laughter-what],O,,
sw2020B-ms98-a-0059,361.266500,361.409125,[laughter-you're],O,,
sw2020B-ms98-a-0059,361.409125,361.905375,[laughter-talking],O,,
sw2020B-ms98-a-0059,361.905375,364.027500,[laughter-about],O,,
sw2020B-ms98-a-0060,365.044000,365.241375,[laughter],O,,
sw2020B-ms98-a-0060,365.241375,365.642875,oh,O,,
sw2020B-ms98-a-0060,365.642875,365.763375,i,B,sv,u-92-1
sw2020B-ms98-a-0060,365.763375,365.943625,mean,I,sv,u-92-1
sw2020B-ms98-a-0060,365.943625,366.003625,you,I,sv,u-92-1
sw2020B-ms98-a-0060,366.003625,366.197875,know,I,sv,u-92-1
sw2020B-ms98-a-0060,366.344750,366.611500,c[omparison]-,I,sv,u-92-1
sw2020B-ms98-a-0060,366.611500,366.758375,the,I,sv,u-92-1
sw2020B-ms98-a-0060,366.758375,367.443625,comparison,I,sv,u-92-1
sw2020B-ms98-a-0060,367.443625,367.709000,made,I,sv,u-92-1
sw2020B-ms98-a-0060,367.709000,368.247625,between,I,sv,u-92-1
sw2020B-ms98-a-0060,368.247625,368.493625,New,I,sv,u-92-1
sw2020B-ms98-a-0060,368.493625,368.793625,Kids,I,sv,u-92-1
sw2020B-ms98-a-0060,368.793625,368.929125,on,I,sv,u-92-1
sw2020B-ms98-a-0060,368.929125,369.091000,the,I,sv,u-92-1
sw2020B-ms98-a-0060,369.091000,369.443625,Block,I,sv,u-92-1
sw2020B-ms98-a-0060,369.443625,369.565250,with,I,sv,u-92-1
sw2020B-ms98-a-0060,369.565250,369.689625,The,I,sv,u-92-1
sw2020B-ms98-a-0060,369.689625,370.156375,Beatles,I,sv,u-92-1
sw2020B-ms98-a-0060,370.156375,370.435625,[laughter-i],O,,
sw2020B-ms98-a-0060,370.435625,370.653625,[laughter-mean],O,,
sw2020B-ms98-a-0060,370.792500,370.965750,[laughter-it],O,,
sw2020B-ms98-a-0060,370.965750,371.344500,[laughter-was],O,,
sw2020B-ms98-a-0060,371.344500,371.614250,[laughter-just],O,,
sw2020B-ms98-a-0061,372.797000,373.269750,[laughter],O,,
sw2020B-ms98-a-0061,373.269750,373.480125,yeah,B,b,u-94-1
sw2020B-ms98-a-0061,373.480125,373.657125,you,B,%,u-94-2
sw2020B-ms98-a-0061,373.657125,373.839750,just,I,%,u-94-2
sw2020B-ms98-a-0061,373.839750,374.002625,sort,I,%,u-94-2
sw2020B-ms98-a-0061,374.002625,374.109750,of,I,%,u-94-2
sw2020B-ms98-a-0061,374.109750,374.230000,you,B,sv,u-94-3
sw2020B-ms98-a-0061,374.230000,374.471125,know,I,sv,u-94-3
sw2020B-ms98-a-0061,374.685750,374.896250,well,I,sv,u-94-3
sw2020B-ms98-a-0061,374.896250,375.054500,i,I,sv,u-94-3
sw2020B-ms98-a-0061,375.054500,375.231375,guess,I,sv,u-94-3
sw2020B-ms98-a-0061,375.231375,375.367000,i,I,sv,u-94-3
sw2020B-ms98-a-0061,375.367000,375.507500,can,I,sv,u-94-3
sw2020B-ms98-a-0061,375.507500,375.740750,just,I,sv,u-94-3
sw2020B-ms98-a-0061,375.740750,376.177625,humor,I,sv,u-94-3
sw2020B-ms98-a-0061,376.177625,376.403875,them,I,sv,u-94-3
sw2020B-ms98-a-0061,376.403875,376.520625,you,I,sv,u-94-3
sw2020B-ms98-a-0061,376.520625,376.859750,[laughter],I,sv,u-94-3
sw2020B-ms98-a-0061,376.859750,376.919750,know,I,sv,u-94-3
sw2020B-ms98-a-0061,376.919750,377.006375,[laughter-at],O,,
sw2020B-ms98-a-0061,377.006375,377.341250,[laughter-this],O,,
sw2020B-ms98-a-0061,377.341250,380.204125,[laughter-point],O,,
sw2020B-ms98-a-0061,380.204125,380.849750,but,O,,
sw2020B-ms98-a-0063,383.534875,384.167250,yeah,B,b,u-96-1
sw2020B-ms98-a-0063,384.167250,384.324000,but,B,sd,u-96-2
sw2020B-ms98-a-0063,384.324000,384.627625,we[ll]-,I,sd,u-96-2
sw2020B-ms98-a-0063,384.627625,384.788875,well,I,sd,u-96-2
sw2020B-ms98-a-0063,384.788875,384.886875,you,I,sd,u-96-2
sw2020B-ms98-a-0063,384.886875,384.985625,know,I,sd,u-96-2
sw2020B-ms98-a-0063,384.985625,385.079750,i,I,sd,u-96-2
sw2020B-ms98-a-0063,385.079750,385.178000,mean,I,sd,u-96-2
sw2020B-ms98-a-0063,385.178000,385.332375,i,I,sd,u-96-2
sw2020B-ms98-a-0063,385.332375,385.545125,i've,I,sd,u-96-2
sw2020B-ms98-a-0063,385.794875,385.926750,i,I,sd,u-96-2
sw2020B-ms98-a-0063,385.926750,386.123125,liked,I,sd,u-96-2
sw2020B-ms98-a-0063,386.123125,386.205000,a,I,sd,u-96-2
sw2020B-ms98-a-0063,386.205000,386.423500,lot,I,sd,u-96-2
sw2020B-ms98-a-0063,386.423500,386.548125,of,I,sd,u-96-2
sw2020B-ms98-a-0063,386.548125,386.612125,the,I,sd,u-96-2
sw2020B-ms98-a-0063,386.612125,386.917375,new,I,sd,u-96-2
sw2020B-ms98-a-0063,386.917375,387.316875,music,I,sd,u-96-2
sw2020B-ms98-a-0063,387.316875,387.467625,i,B,%,u-96-3
sw2020B-ms98-a-0063,387.467625,387.667625,think,I,%,u-96-3
sw2020B-ms98-a-0063,387.667625,388.003875,um,I,%,u-96-3
sw2020B-ms98-a-0063,388.256750,388.576875,um,B,+,u-98-1
sw2020B-ms98-a-0063,388.576875,388.873500,when,I,+,u-98-1
sw2020B-ms98-a-0063,389.299125,389.523375,i,B,sd,u-98-2
sw2020B-ms98-a-0063,389.523375,389.783250,saw,I,sd,u-98-2
sw2020B-ms98-a-0063,389.783250,390.092375,some,I,sd,u-98-2
sw2020B-ms98-a-0063,390.092375,390.691250,promise,I,sd,u-98-2
sw2020B-ms98-a-0063,390.691250,390.774750,you,I,sd,u-98-2
sw2020B-ms98-a-0063,390.774750,390.907625,know,I,sd,u-98-2
sw2020B-ms98-a-0063,390.907625,391.127625,with,I,sd,u-98-2
sw2020B-ms98-a-0063,391.127625,391.284375,with,I,sd,u-98-2
sw2020B-ms98-a-0063,391.284375,391.391500,a,I,sd,u-98-2
sw2020B-ms98-a-0063,391.391500,391.538375,lot,I,sd,u-98-2
sw2020B-ms98-a-0063,391.538375,391.648125,of,I,sd,u-98-2
sw2020B-ms98-a-0063,391.648125,391.727250,the,I,sd,u-98-2
sw2020B-ms98-a-0063,391.727250,392.008750,new,I,sd,u-98-2
sw2020B-ms98-a-0063,392.008750,392.431750,wave,I,sd,u-98-2
sw2020B-ms98-a-0063,392.699125,392.827625,when,I,sd,u-98-2
sw2020B-ms98-a-0063,392.827625,392.907625,it,I,sd,u-98-2
sw2020B-ms98-a-0063,392.907625,393.027625,when,I,sd,u-98-2
sw2020B-ms98-a-0063,393.027625,393.137625,it,I,sd,u-98-2
sw2020B-ms98-a-0063,393.137625,393.427625,came,I,sd,u-98-2
sw2020B-ms98-a-0063,393.427625,393.788875,out,I,sd,u-98-2
sw2020B-ms98-a-0063,394.060000,394.308750,um,I,sd,u-98-2
sw2020B-ms98-a-0063,394.448500,394.687625,back,B,+,u-100-1
sw2020B-ms98-a-0063,394.687625,394.817625,in,I,+,u-100-1
sw2020B-ms98-a-0063,394.817625,394.948500,the,I,+,u-100-1
sw2020B-ms98-a-0064,395.430500,395.513000,in,I,+,u-100-1
sw2020B-ms98-a-0064,395.513000,395.646000,the,I,+,u-100-1
sw2020B-ms98-a-0064,395.646000,395.939000,mid,I,+,u-100-1
sw2020B-ms98-a-0064,395.939000,396.045500,and,I,+,u-100-1
sw2020B-ms98-a-0064,396.045500,396.320500,early,I,+,u-100-1
sw2020B-ms98-a-0064,396.320500,396.788625,eighties,I,+,u-100-1
sw2020B-ms98-a-0064,396.788625,396.975625,and,B,h,u-100-2
sw2020B-ms98-a-0064,396.975625,397.280500,then,I,h,u-100-2
sw2020B-ms98-a-0065,397.836000,398.299500,um,I,h,u-100-2
sw2020B-ms98-a-0065,398.768875,398.893125,i,I,h,u-100-2
sw2020B-ms98-a-0065,398.893125,398.982500,don't,I,h,u-100-2
sw2020B-ms98-a-0065,398.982500,399.228875,know,I,h,u-100-2
sw2020B-ms98-a-0065,399.228875,399.439875,music,B,sv,u-100-3
sw2020B-ms98-a-0065,399.439875,399.605500,is,I,sv,u-100-3
sw2020B-ms98-a-0065,399.605500,399.793875,kind,I,sv,u-100-3
sw2020B-ms98-a-0065,399.793875,399.896000,of,I,sv,u-100-3
sw2020B-ms98-a-0065,399.896000,399.986000,in,I,sv,u-100-3
sw2020B-ms98-a-0065,399.986000,400.056000,a,I,sv,u-100-3
sw2020B-ms98-a-0065,400.056000,400.467125,weird,I,sv,u-100-3
sw2020B-ms98-a-0065,400.785500,400.928625,it,I,sv,u-100-3
sw2020B-ms98-a-0065,400.928625,401.126000,it,I,sv,u-100-3
sw2020B-ms98-a-0065,401.126000,401.226000,it's,I,sv,u-100-3
sw2020B-ms98-a-0065,401.226000,401.309000,in,I,sv,u-100-3
sw2020B-ms98-a-0065,401.309000,401.395625,a,I,sv,u-100-3
sw2020B-ms98-a-0065,401.395625,401.702375,very,I,sv,u-100-3
sw2020B-ms98-a-0065,401.702375,401.984875,weird,I,sv,u-100-3
sw2020B-ms98-a-0065,401.984875,402.476000,position,I,sv,u-100-3
sw2020B-ms98-a-0065,402.476000,402.694250,right,I,sv,u-100-3
sw2020B-ms98-a-0065,402.694250,403.141625,now,I,sv,u-100-3
sw2020B-ms98-a-0065,403.141625,403.281000,i,B,%,u-100-4
sw2020B-ms98-a-0065,403.281000,403.496000,think,I,%,u-100-4
sw2020B-ms98-a-0065,403.496000,403.659625,that,I,%,u-100-4
sw2020B-ms98-a-0065,403.973375,404.070750,i,B,sv,u-100-5
sw2020B-ms98-a-0065,404.070750,404.194750,mean,I,sv,u-100-5
sw2020B-ms98-a-0065,404.194750,404.345375,i,I,sv,u-100-5
sw2020B-ms98-a-0065,404.345375,404.616000,like,I,sv,u-100-5
sw2020B-ms98-a-0065,404.886500,405.003250,you,I,sv,u-100-5
sw2020B-ms98-a-0065,405.003250,405.150125,know,I,sv,u-100-5
sw2020B-ms98-a-0065,405.150125,405.406000,things,I,sv,u-100-5
sw2020B-ms98-a-0065,405.406000,405.643875,like,I,sv,u-100-5
sw2020B-ms98-a-0065,405.643875,405.787000,to,I,sv,u-100-5
sw2020B-ms98-a-0065,405.787000,406.055250,hear,I,sv,u-100-5
sw2020B-ms98-a-0065,406.055250,406.160625,you,I,sv,u-100-5
sw2020B-ms98-a-0065,406.160625,406.246000,know,I,sv,u-100-5
sw2020B-ms98-a-0065,406.246000,406.406000,like,I,sv,u-100-5
sw2020B-ms98-a-0065,406.406000,406.506000,what,I,sv,u-100-5
sw2020B-ms98-a-0065,406.506000,406.586000,they,I,sv,u-100-5
sw2020B-ms98-a-0065,406.586000,406.816000,call,I,sv,u-100-5
sw2020B-ms98-a-0065,406.816000,407.216000,world,I,sv,u-100-5
sw2020B-ms98-a-0065,407.216000,407.786000,music,I,sv,u-100-5
sw2020B-ms98-a-0066,408.194125,408.434125,which,I,sv,u-100-5
sw2020B-ms98-a-0066,408.434125,408.574125,is,I,sv,u-100-5
sw2020B-ms98-a-0066,409.083375,409.158125,you,I,sv,u-100-5
sw2020B-ms98-a-0066,409.158125,409.338875,know,I,sv,u-100-5
sw2020B-ms98-a-0066,409.338875,409.633125,using,I,sv,u-100-5
sw2020B-ms98-a-0066,409.633125,409.847750,all,I,sv,u-100-5
sw2020B-ms98-a-0066,409.847750,410.054875,these,I,sv,u-100-5
sw2020B-ms98-a-0066,410.054875,410.597250,natural,I,sv,u-100-5
sw2020B-ms98-a-0066,410.597250,411.204125,forms,I,sv,u-100-5
sw2020B-ms98-a-0066,411.539500,411.728750,of,I,sv,u-100-5
sw2020B-ms98-a-0066,411.728750,412.154375,music,I,sv,u-100-5
sw2020B-ms98-a-0066,412.154375,412.464125,and,B,%,u-100-6
sw2020B-ms98-a-0066,414.145500,414.356125,yeah,B,ny,u-102-1
sw2020B-ms98-a-0066,414.356125,414.570875,yeah,B,ny^r,u-102-2
sw2020B-ms98-a-0066,414.570875,414.824125,Paul,B,sd^m,u-102-3
sw2020B-ms98-a-0066,414.824125,415.320500,Simon,I,sd^m,u-102-3
sw2020B-ms98-a-0066,415.320500,415.555000,well,B,sv,u-104-1
sw2020B-ms98-a-0066,415.697625,415.874750,you,I,sv,u-104-1
sw2020B-ms98-a-0066,415.874750,415.984125,know,I,sv,u-104-1
sw2020B-ms98-a-0066,415.984125,416.216875,really,I,sv,u-104-1
sw2020B-ms98-a-0066,416.216875,416.397750,that's,I,sv,u-104-1
sw2020B-ms98-a-0066,416.397750,416.686750,not,I,sv,u-104-1
sw2020B-ms98-a-0066,416.686750,416.994125,world,I,sv,u-104-1
sw2020B-ms98-a-0066,416.994125,417.458375,music,I,sv,u-104-1
sw2020B-ms98-a-0066,417.801125,418.041500,but,B,sv,u-104-2
sw2020B-ms98-a-0066,418.398875,418.685125,w[hat]-,I,sv,u-104-2
sw2020B-ms98-a-0066,418.685125,418.894125,what,I,sv,u-104-2
sw2020B-ms98-a-0066,418.894125,419.124125,Paul,I,sv,u-104-2
sw2020B-ms98-a-0066,419.124125,419.524125,Simon's,I,sv,u-104-2
sw2020B-ms98-a-0066,419.524125,419.874125,doing,I,sv,u-104-2
sw2020B-ms98-a-0066,419.874125,420.016875,i,I,sv,u-104-2
sw2020B-ms98-a-0066,420.016875,420.257875,think,I,sv,u-104-2
sw2020B-ms98-a-0066,420.257875,420.424125,is,I,sv,u-104-2
sw2020B-ms98-a-0066,420.424125,420.861625,is,I,sv,u-104-2
sw2020B-ms98-a-0066,420.861625,421.196750,is,I,sv,u-104-2
sw2020B-ms98-a-0066,421.196750,421.417375,is,I,sv,u-104-2
sw2020B-ms98-a-0066,421.417375,421.684125,great,I,sv,u-104-2
sw2020B-ms98-a-0066,421.684125,422.096500,because,I,sv,u-104-2
sw2020B-ms98-a-0066,422.203875,422.374125,he's,I,sv,u-104-2
sw2020B-ms98-a-0067,423.021125,423.063000,uh,I,sv,u-104-2
sw2020B-ms98-a-0067,423.063000,423.263125,you,I,sv,u-104-2
sw2020B-ms98-a-0067,423.263125,423.377875,know,I,sv,u-104-2
sw2020B-ms98-a-0067,423.377875,423.466375,i,I,sv,u-104-2
sw2020B-ms98-a-0067,423.466375,423.709000,think,I,sv,u-104-2
sw2020B-ms98-a-0067,423.709000,423.833375,i,I,sv,u-104-2
sw2020B-ms98-a-0067,423.833375,424.091125,think,I,sv,u-104-2
sw2020B-ms98-a-0067,424.091125,424.231125,that,I,sv,u-104-2
sw2020B-ms98-a-0067,424.334000,424.435750,you,I,sv,u-104-2
sw2020B-ms98-a-0067,424.435750,424.541125,know,I,sv,u-104-2
sw2020B-ms98-a-0067,424.541125,424.988125,using,I,sv,u-104-2
sw2020B-ms98-a-0067,425.500375,425.562875,a,I,sv,u-104-2
sw2020B-ms98-a-0067,425.562875,425.660750,i,I,sv,u-104-2
sw2020B-ms98-a-0067,425.660750,425.811125,guess,I,sv,u-104-2
sw2020B-ms98-a-0067,425.811125,425.911125,what,I,sv,u-104-2
sw2020B-ms98-a-0067,425.911125,426.021125,they,I,sv,u-104-2
sw2020B-ms98-a-0067,426.021125,426.307375,call,I,sv,u-104-2
sw2020B-ms98-a-0067,426.307375,426.401125,it,I,sv,u-104-2
sw2020B-ms98-a-0067,426.401125,426.581125,is,I,sv,u-104-2
sw2020B-ms98-a-0067,426.581125,427.151125,eclectic,I,sv,u-104-2
sw2020B-ms98-a-0067,427.267875,427.359875,you,I,sv,u-104-2
sw2020B-ms98-a-0067,427.359875,427.536625,know,I,sv,u-104-2
sw2020B-ms98-a-0067,427.536625,427.662375,u[sing]-,O,,
sw2020B-ms98-a-0067,428.076750,428.411125,drawing,B,+,u-106-1
sw2020B-ms98-a-0067,428.411125,428.572875,from,I,+,u-106-1
sw2020B-ms98-a-0067,428.572875,428.676500,a,I,+,u-106-1
sw2020B-ms98-a-0067,428.676500,428.981625,lot,I,+,u-106-1
sw2020B-ms98-a-0067,428.981625,429.101125,of,I,+,u-106-1
sw2020B-ms98-a-0067,429.101125,429.441125,different,I,+,u-106-1
sw2020B-ms98-a-0067,429.441125,430.021125,sources,I,+,u-106-1
sw2020B-ms98-a-0067,430.101125,430.341125,and,I,+,u-106-1
sw2020B-ms98-a-0067,430.341125,430.624000,making,I,+,u-106-1
sw2020B-ms98-a-0067,430.624000,430.733250,you,I,+,u-106-1
sw2020B-ms98-a-0067,430.733250,430.834125,know,I,+,u-106-1
sw2020B-ms98-a-0067,430.834125,430.935875,a,I,+,u-106-1
sw2020B-ms98-a-0067,431.031125,431.161125,a,I,+,u-106-1
sw2020B-ms98-a-0067,431.161125,431.661125,synthesis,I,+,u-106-1
sw2020B-ms98-a-0067,431.661125,431.755375,of,I,+,u-106-1
sw2020B-ms98-a-0067,431.755375,431.903375,a,I,+,u-106-1
sw2020B-ms98-a-0067,431.903375,432.020125,new,I,+,u-106-1
sw2020B-ms98-a-0067,432.020125,432.251125,type,I,+,u-106-1
sw2020B-ms98-a-0067,432.251125,432.351125,of,I,+,u-106-1
sw2020B-ms98-a-0067,432.351125,432.939125,music,I,+,u-106-1
sw2020B-ms98-a-0067,433.699625,434.216375,um,I,+,u-106-1
sw2020B-ms98-a-0068,435.337125,435.687500,well,B,sd,u-108-1
sw2020B-ms98-a-0068,435.687500,436.057125,world,I,sd,u-108-1
sw2020B-ms98-a-0068,436.057125,436.467125,music,I,sd,u-108-1
sw2020B-ms98-a-0068,436.467125,437.279875,is,I,sd,u-108-1
sw2020B-ms98-a-0068,437.434250,438.006375,um,I,sd,u-108-1
sw2020B-ms98-a-0068,438.656125,438.785000,a,B,sd,u-108-2
sw2020B-ms98-a-0068,438.785000,439.078750,lot,I,sd,u-108-2
sw2020B-ms98-a-0068,439.078750,439.197375,of,I,sd,u-108-2
sw2020B-ms98-a-0068,439.299750,439.614000,the,I,sd,u-108-2
sw2020B-ms98-a-0068,439.953000,440.079625,a,I,sd,u-108-2
sw2020B-ms98-a-0068,440.079625,440.401250,lot,I,sd,u-108-2
sw2020B-ms98-a-0068,440.401250,440.697125,of,I,sd,u-108-2
sw2020B-ms98-a-0069,441.628625,441.871375,where,I,sd,u-108-2
sw2020B-ms98-a-0069,441.871375,442.159250,they,I,sd,u-108-2
sw2020B-ms98-a-0069,442.159250,442.344250,where,I,sd,u-108-2
sw2020B-ms98-a-0069,442.344250,442.483625,they,I,sd,u-108-2
sw2020B-ms98-a-0069,442.483625,442.818375,make,I,sd,u-108-2
sw2020B-ms98-a-0069,443.274125,443.836375,music,I,sd,u-108-2
sw2020B-ms98-a-0069,443.836375,444.006375,that,I,sd,u-108-2
sw2020B-ms98-a-0069,444.006375,444.135625,they,I,sd,u-108-2
sw2020B-ms98-a-0069,444.135625,444.910750,adapt,I,sd,u-108-2
sw2020B-ms98-a-0069,445.312625,445.521625,to,I,sd,u-108-2
sw2020B-ms98-a-0069,445.521625,445.753375,a,I,sd,u-108-2
sw2020B-ms98-a-0069,445.883625,446.088000,to,I,sd,u-108-2
sw2020B-ms98-a-0069,446.088000,446.402000,another,I,sd,u-108-2
sw2020B-ms98-a-0069,446.402000,446.748625,kind,I,sd,u-108-2
sw2020B-ms98-a-0069,446.748625,446.846375,of,I,sd,u-108-2
sw2020B-ms98-a-0069,447.066375,447.166375,to,I,sd,u-108-2
sw2020B-ms98-a-0069,447.166375,447.460125,another,I,sd,u-108-2
sw2020B-ms98-a-0069,447.460125,447.796375,type,I,sd,u-108-2
sw2020B-ms98-a-0069,447.796375,447.886375,of,I,sd,u-108-2
sw2020B-ms98-a-0069,447.976375,448.602125,listener,I,sd,u-108-2
sw2020B-ms98-a-0069,449.252125,449.520250,uh,B,sd,u-110-1
sw2020B-ms98-a-0069,449.520250,449.719875,for,I,sd,u-110-1
sw2020B-ms98-a-0069,449.719875,450.216375,example,I,sd,u-110-1
sw2020B-ms98-a-0069,450.216375,450.396375,let's,I,sd,u-110-1
sw2020B-ms98-a-0069,450.396375,450.536375,say,I,sd,u-110-1
sw2020B-ms98-a-0069,450.536375,450.656375,you're,I,sd,u-110-1
sw2020B-ms98-a-0069,450.656375,451.116375,taking,I,sd,u-110-1
sw2020B-ms98-a-0069,451.116375,451.296375,like,I,sd,u-110-1
sw2020B-ms98-a-0069,451.296375,451.386375,an,I,sd,u-110-1
sw2020B-ms98-a-0069,451.386375,451.916375,original,I,sd,u-110-1
sw2020B-ms98-a-0069,451.916375,452.646375,Brazilian,I,sd,u-110-1
sw2020B-ms98-a-0069,452.646375,453.186375,form,I,sd,u-110-1
sw2020B-ms98-a-0069,453.596375,453.711500,of,I,sd,u-110-1
sw2020B-ms98-a-0069,453.711500,454.247125,music,I,sd,u-110-1
sw2020B-ms98-a-0070,454.955750,455.054375,a,I,sd,u-110-1
sw2020B-ms98-a-0070,455.054375,455.225250,with,I,sd,u-110-1
sw2020B-ms98-a-0070,455.225250,455.296500,a,I,sd,u-110-1
sw2020B-ms98-a-0070,455.296500,455.567250,certain,I,sd,u-110-1
sw2020B-ms98-a-0070,455.567250,456.171875,style,I,sd,u-110-1
