sw2630B-ms98-a-0002,0.974875,2.112875,[laughter],O,,
sw2630B-ms98-a-0075,335.150375,335.310375,that,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,335.310375,335.440375,their,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,335.440375,335.881875,emphasis,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,335.881875,335.972250,is,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,335.972250,336.120375,on,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,336.120375,336.390375,having,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,336.390375,336.712500,fun,I,sd(^q),u-128-2
sw2630B-ms98-a-0076,338.044000,338.299625,and,B,sd,u-130-1
sw2630B-ms98-a-0076,338.299625,338.409625,he,I,sd,u-130-1
sw2630B-ms98-a-0076,338.409625,338.569625,said,I,sd,u-130-1
sw2630B-ms98-a-0076,338.569625,338.659625,it,I,sd,u-130-1
sw2630B-ms98-a-0076,338.659625,338.959625,almost,I,sd,u-130-1
sw2630B-ms98-a-0076,338.959625,339.515625,back[fired]-,O,,
sw2630B-ms98-a-0076,339.515625,339.621000,i,B,sd,u-130-2
sw2630B-ms98-a-0076,339.621000,339.769750,think,I,sd,u-130-2
sw2630B-ms98-a-0076,339.769750,339.889625,it,I,sd,u-130-2
sw2630B-ms98-a-0076,339.889625,340.599875,backfired,I,sd,u-130-2
sw2630B-ms98-a-0078,344.539250,344.979250,so,B,%,u-132-1
sw2630B-ms98-a-0080,359.293750,359.716375,um-hum,B,b,u-134-1
sw2630B-ms98-a-0082,363.797875,364.097000,yeah,B,b,u-136-1
sw2630B-ms98-a-0082,364.251375,364.604500,well,O,,
sw2630B-ms98-a-0084,366.869750,366.939750,of,B,sv,u-138-1
sw2630B-ms98-a-0084,366.939750,367.169750,course,I,sv,u-138-1
sw2630B-ms98-a-0084,367.169750,367.389750,that,I,sv,u-138-1
sw2630B-ms98-a-0084,367.389750,367.739750,period,I,sv,u-138-1
sw2630B-ms98-a-0084,367.739750,367.899750,too,I,sv,u-138-1
sw2630B-ms98-a-0084,367.899750,368.059750,was,I,sv,u-138-1
sw2630B-ms98-a-0084,368.059750,368.389750,probably,I,sv,u-138-1
sw2630B-ms98-a-0084,368.389750,368.899750,difficult,I,sv,u-138-1
sw2630B-ms98-a-0084,368.899750,368.959750,to,O,,
sw2630B-ms98-a-0084,368.959750,369.189750,for,O,,
sw2630B-ms98-a-0084,369.189750,369.529125,you,O,,
sw2630B-ms98-a-0084,370.010750,370.091375,but,B,sd,u-140-1
sw2630B-ms98-a-0084,370.091375,370.211875,i,I,sd,u-140-1
sw2630B-ms98-a-0084,370.211875,370.516125,did,I,sd,u-140-1
sw2630B-ms98-a-0084,370.516125,370.799750,uh,I,sd,u-140-1
sw2630B-ms98-a-0084,370.799750,370.919750,my,B,sd,u-140-2
sw2630B-ms98-a-0084,370.919750,371.399750,advice,I,sd,u-140-2
sw2630B-ms98-a-0084,371.399750,371.539750,to,I,sd,u-140-2
sw2630B-ms98-a-0084,371.539750,371.937875,him,I,sd,u-140-2
sw2630B-ms98-a-0084,372.387500,372.481750,and,B,+,u-142-1
sw2630B-ms98-a-0084,372.481750,372.619750,my,I,+,u-142-1
sw2630B-ms98-a-0084,372.619750,372.789375,hus[band's]-,I,+,u-142-1
sw2630B-ms98-a-0084,373.275250,373.509750,was,I,+,u-142-1
sw2630B-ms98-a-0084,373.509750,373.715625,that,I,+,u-142-1
sw2630B-ms98-a-0085,374.479125,374.893000,uh,I,+,u-142-1
sw2630B-ms98-a-0085,374.893000,375.109125,he,I,+,u-142-1
sw2630B-ms98-a-0085,375.109125,375.229125,had,I,+,u-142-1
sw2630B-ms98-a-0085,375.229125,375.309125,to,I,+,u-142-1
sw2630B-ms98-a-0085,375.309125,375.539125,really,I,+,u-142-1
sw2630B-ms98-a-0085,375.539125,376.049125,decide,I,+,u-142-1
sw2630B-ms98-a-0085,376.049125,376.249125,what,I,+,u-142-1
sw2630B-ms98-a-0085,376.249125,376.379125,he,I,+,u-142-1
sw2630B-ms98-a-0085,376.379125,376.877250,wanted,I,+,u-142-1
sw2630B-ms98-a-0085,376.877250,377.009125,out,I,+,u-142-1
sw2630B-ms98-a-0085,377.009125,377.069125,of,I,+,u-142-1
sw2630B-ms98-a-0085,377.069125,377.409125,college,I,+,u-142-1
sw2630B-ms98-a-0085,377.409125,377.479125,he,B,sd,u-142-2
sw2630B-ms98-a-0085,377.479125,377.579125,had,I,sd,u-142-2
sw2630B-ms98-a-0085,377.579125,377.699125,to,I,sd,u-142-2
sw2630B-ms98-a-0085,377.699125,377.879125,look,I,sd,u-142-2
sw2630B-ms98-a-0085,377.879125,377.939125,at,I,sd,u-142-2
sw2630B-ms98-a-0085,377.939125,378.629000,himself,I,sd,u-142-2
sw2630B-ms98-a-0085,379.197500,379.582625,uh,B,sd,u-142-3
sw2630B-ms98-a-0085,379.582625,379.729125,in,I,sd,u-142-3
sw2630B-ms98-a-0085,379.729125,379.779125,a,I,sd,u-142-3
sw2630B-ms98-a-0085,379.779125,380.269125,larger,I,sd,u-142-3
sw2630B-ms98-a-0085,380.269125,380.869875,school,I,sd,u-142-3
sw2630B-ms98-a-0085,380.869875,381.069125,he,I,sd,u-142-3
sw2630B-ms98-a-0085,381.069125,381.269125,had,I,sd,u-142-3
sw2630B-ms98-a-0085,381.269125,381.389125,to,I,sd,u-142-3
sw2630B-ms98-a-0085,381.389125,381.899125,realize,I,sd,u-142-3
sw2630B-ms98-a-0085,381.899125,382.019125,that,I,sd,u-142-3
sw2630B-ms98-a-0085,382.019125,382.119125,if,I,sd,u-142-3
sw2630B-ms98-a-0085,382.119125,382.279125,he,I,sd,u-142-3
sw2630B-ms98-a-0085,382.279125,382.499125,was,I,sd,u-142-3
sw2630B-ms98-a-0085,382.499125,382.619125,going,I,sd,u-142-3
sw2630B-ms98-a-0085,382.619125,382.795250,to,I,sd,u-142-3
sw2630B-ms98-a-0085,383.085250,383.499125,screw,I,sd,u-142-3
sw2630B-ms98-a-0085,383.499125,383.897000,around,I,sd,u-142-3
sw2630B-ms98-a-0085,384.228875,384.319250,it,I,sd,u-142-3
sw2630B-ms98-a-0085,384.319250,384.519125,he,I,sd,u-142-3
sw2630B-ms98-a-0085,384.519125,384.669125,could,I,sd,u-142-3
sw2630B-ms98-a-0085,384.669125,385.129125,probably,I,sd,u-142-3
sw2630B-ms98-a-0085,385.129125,385.583250,slip,I,sd,u-142-3
sw2630B-ms98-a-0086,386.143000,386.363250,and,B,sd,u-142-4
sw2630B-ms98-a-0086,386.363250,386.443250,it,I,sd,u-142-4
sw2630B-ms98-a-0086,386.443250,386.633250,wouldn't,I,sd,u-142-4
sw2630B-ms98-a-0086,386.633250,386.723250,be,I,sd,u-142-4
sw2630B-ms98-a-0086,386.723250,386.993250,caught,I,sd,u-142-4
sw2630B-ms98-a-0086,386.993250,387.133250,up,I,sd,u-142-4
sw2630B-ms98-a-0086,387.133250,387.423250,until,I,sd,u-142-4
sw2630B-ms98-a-0086,387.423250,387.523250,it,I,sd,u-142-4
sw2630B-ms98-a-0086,387.523250,387.734500,was,I,sd,u-142-4
sw2630B-ms98-a-0086,388.062250,388.233250,too,I,sd,u-142-4
sw2630B-ms98-a-0086,388.233250,388.453250,late,I,sd,u-142-4
sw2630B-ms98-a-0086,388.453250,388.593250,where,I,sd,u-142-4
sw2630B-ms98-a-0086,388.593250,388.683250,in,I,sd,u-142-4
sw2630B-ms98-a-0086,388.683250,388.833250,a,I,sd,u-142-4
sw2630B-ms98-a-0086,388.833250,389.203250,smaller,I,sd,u-142-4
sw2630B-ms98-a-0086,389.203250,389.719125,school,I,sd,u-142-4
sw2630B-ms98-a-0086,390.201250,390.443250,where,B,+,u-144-1
sw2630B-ms98-a-0086,390.443250,390.903250,especially,I,+,u-144-1
sw2630B-ms98-a-0086,390.903250,391.013250,in,I,+,u-144-1
sw2630B-ms98-a-0086,391.013250,391.223250,a,I,+,u-144-1
sw2630B-ms98-a-0086,391.223250,391.693250,Kenyon,I,+,u-144-1
sw2630B-ms98-a-0086,391.693250,391.833250,or,I,+,u-144-1
sw2630B-ms98-a-0086,391.833250,391.893250,a,I,+,u-144-1
sw2630B-ms98-a-0086,391.893250,392.333250,Williams,I,+,u-144-1
sw2630B-ms98-a-0086,392.333250,392.433250,where,I,+,u-144-1
sw2630B-ms98-a-0086,392.433250,392.643250,you,I,+,u-144-1
sw2630B-ms98-a-0086,392.643250,392.773250,see,I,+,u-144-1
sw2630B-ms98-a-0086,392.773250,392.833250,the,I,+,u-144-1
sw2630B-ms98-a-0086,392.833250,393.423250,professors,I,+,u-144-1
sw2630B-ms98-a-0086,393.423250,393.773250,around,I,+,u-144-1
sw2630B-ms98-a-0086,393.773250,394.033250,town,I,+,u-144-1
sw2630B-ms98-a-0086,394.033250,394.183250,all,I,+,u-144-1
sw2630B-ms98-a-0086,394.183250,394.263250,the,I,+,u-144-1
sw2630B-ms98-a-0086,394.263250,394.613000,time,I,+,u-144-1
sw2630B-ms98-a-0086,395.078375,395.238500,you,I,+,u-144-1
sw2630B-ms98-a-0086,395.238500,395.449375,skip,I,+,u-144-1
sw2630B-ms98-a-0086,395.449375,395.733250,class,I,+,u-144-1
sw2630B-ms98-a-0086,395.733250,395.833250,in,I,+,u-144-1
sw2630B-ms98-a-0086,395.833250,395.893250,the,I,+,u-144-1
sw2630B-ms98-a-0086,395.893250,396.143250,morning,I,+,u-144-1
sw2630B-ms98-a-0086,396.143250,396.253250,and,I,+,u-144-1
sw2630B-ms98-a-0086,396.253250,396.363250,they,I,+,u-144-1
sw2630B-ms98-a-0086,396.363250,396.683125,see,I,+,u-144-1
sw2630B-ms98-a-0086,396.683125,396.838000,you,I,+,u-144-1
sw2630B-ms98-a-0088,399.395250,399.765250,that's,B,%,u-146-1
sw2630B-ms98-a-0088,399.765250,400.111875,yeah,B,aa,u-146-2
sw2630B-ms98-a-0088,400.266250,400.540125,yeah,B,aa^r,u-146-3
sw2630B-ms98-a-0088,400.894250,401.025250,and,B,sd,u-148-1
sw2630B-ms98-a-0088,401.025250,401.075250,a,I,sd,u-148-1
sw2630B-ms98-a-0088,401.075250,401.415250,swim,I,sd,u-148-1
sw2630B-ms98-a-0088,401.415250,401.825250,coach,I,sd,u-148-1
sw2630B-ms98-a-0088,401.825250,401.935250,is,I,sd,u-148-1
sw2630B-ms98-a-0088,401.935250,402.105250,going,I,sd,u-148-1
sw2630B-ms98-a-0088,402.105250,402.225250,to,I,sd,u-148-1
sw2630B-ms98-a-0088,402.225250,402.375250,be,I,sd,u-148-1
sw2630B-ms98-a-0088,402.375250,402.595250,right,I,sd,u-148-1
sw2630B-ms98-a-0088,402.595250,402.725250,on,I,sd,u-148-1
sw2630B-ms98-a-0088,402.725250,403.075250,top,I,sd,u-148-1
sw2630B-ms98-a-0088,403.075250,403.215250,of,I,sd,u-148-1
sw2630B-ms98-a-0088,403.215250,403.571875,you,I,sd,u-148-1
sw2630B-ms98-a-0088,403.741375,404.161000,uh,I,sd,u-148-1
sw2630B-ms98-a-0088,404.582750,404.895250,so,I,sd,u-148-1
sw2630B-ms98-a-0088,404.895250,405.205250,that,I,sd,u-148-1
sw2630B-ms98-a-0088,405.205250,405.325250,and,B,sd,u-148-2
sw2630B-ms98-a-0088,405.325250,405.405250,he,I,sd,u-148-2
sw2630B-ms98-a-0088,405.405250,405.555250,will,I,sd,u-148-2
sw2630B-ms98-a-0088,405.555250,405.765250,know,I,sd,u-148-2
sw2630B-ms98-a-0088,405.765250,405.825250,the,I,sd,u-148-2
sw2630B-ms98-a-0088,405.825250,406.713750,professors,I,sd,u-148-2
sw2630B-ms98-a-0088,406.713750,406.825250,in,I,sd,u-148-2
sw2630B-ms98-a-0088,406.825250,406.885250,a,I,sd,u-148-2
sw2630B-ms98-a-0088,406.885250,407.323750,small,I,sd,u-148-2
sw2630B-ms98-a-0090,414.669625,415.076000,uh-huh,B,b,u-150-1
sw2630B-ms98-a-0092,419.362500,419.665625,yeah,B,b,u-152-1
sw2630B-ms98-a-0092,419.774000,420.112125,yeah,B,b^r,u-152-2
sw2630B-ms98-a-0094,425.034875,425.297625,that's,B,aa,u-154-1
sw2630B-ms98-a-0094,425.297625,425.607625,right,I,aa,u-154-1
sw2630B-ms98-a-0094,425.607625,425.790875,that's,B,aa^r,u-154-2
sw2630B-ms98-a-0094,425.790875,426.180500,right,I,aa^r,u-154-2
sw2630B-ms98-a-0094,426.568500,426.967625,and,B,sd,u-156-1
sw2630B-ms98-a-0094,426.967625,427.107625,um,I,sd,u-156-1
sw2630B-ms98-a-0094,427.107625,427.287625,and,I,sd,u-156-1
sw2630B-ms98-a-0094,427.287625,427.498875,it's,I,sd,u-156-1
sw2630B-ms98-a-0094,427.498875,427.756375,just,I,sd,u-156-1
sw2630B-ms98-a-0094,427.948375,428.238250,the,I,sd,u-156-1
sw2630B-ms98-a-0094,428.238250,428.757625,personal,I,sd,u-156-1
sw2630B-ms98-a-0094,428.757625,429.327625,contact,I,sd,u-156-1
sw2630B-ms98-a-0094,429.327625,429.478875,where,I,sd,u-156-1
sw2630B-ms98-a-0094,429.855625,429.976875,if,I,sd,u-156-1
sw2630B-ms98-a-0094,429.976875,430.127625,you,I,sd,u-156-1
sw2630B-ms98-a-0094,430.127625,430.437625,need,I,sd,u-156-1
sw2630B-ms98-a-0094,430.437625,430.902125,help,I,sd,u-156-1
sw2630B-ms98-a-0095,431.418500,431.583375,he,B,%,u-158-1
sw2630B-ms98-a-0095,431.583375,431.783375,has,O,,
sw2630B-ms98-a-0095,431.783375,431.813375,i,B,sd,u-158-2
sw2630B-ms98-a-0095,431.813375,431.973375,told,I,sd,u-158-2
sw2630B-ms98-a-0095,431.973375,432.123375,him,I,sd,u-158-2
sw2630B-ms98-a-0095,432.123375,432.263375,to,I,sd,u-158-2
sw2630B-ms98-a-0095,432.263375,432.423375,look,I,sd,u-158-2
sw2630B-ms98-a-0095,432.423375,432.513375,to,I,sd,u-158-2
sw2630B-ms98-a-0095,432.513375,432.963375,yourself,I,sd,u-158-2
sw2630B-ms98-a-0095,432.963375,433.083375,are,B,^q,u-158-3
sw2630B-ms98-a-0095,433.083375,433.293375,you,I,^q,u-158-3
sw2630B-ms98-a-0095,433.293375,433.393375,the,I,^q,u-158-3
sw2630B-ms98-a-0095,433.393375,433.663375,kind,I,^q,u-158-3
sw2630B-ms98-a-0095,433.663375,433.733375,of,I,^q,u-158-3
sw2630B-ms98-a-0095,433.733375,434.228375,person,I,^q,u-158-3
sw2630B-ms98-a-0095,434.556000,434.713375,that,I,^q,u-158-3
sw2630B-ms98-a-0095,434.713375,434.843375,will,I,^q,u-158-3
sw2630B-ms98-a-0095,434.843375,435.304750,go,I,^q,u-158-3
sw2630B-ms98-a-0095,435.553375,435.833375,into,I,^q,u-158-3
sw2630B-ms98-a-0095,435.833375,435.883375,a,I,^q,u-158-3
sw2630B-ms98-a-0095,435.883375,436.253375,large,I,^q,u-158-3
sw2630B-ms98-a-0095,436.253375,436.763375,college,I,^q,u-158-3
sw2630B-ms98-a-0095,436.763375,436.928125,and,I,^q,u-158-3
sw2630B-ms98-a-0095,437.218125,437.275625,if,I,^q,u-158-3
sw2630B-ms98-a-0095,437.275625,437.363375,the,I,^q,u-158-3
sw2630B-ms98-a-0095,437.363375,437.763375,professor,I,^q,u-158-3
sw2630B-ms98-a-0095,437.763375,437.943375,says,I,^q,u-158-3
sw2630B-ms98-a-0095,437.943375,438.043375,i've,I,^q,u-158-3
sw2630B-ms98-a-0095,438.043375,438.183375,got,I,^q,u-158-3
sw2630B-ms98-a-0095,438.183375,438.513375,office,I,^q,u-158-3
sw2630B-ms98-a-0095,438.513375,438.713375,hours,I,^q,u-158-3
sw2630B-ms98-a-0095,438.713375,438.853375,but,I,^q,u-158-3
sw2630B-ms98-a-0095,438.853375,438.933375,you,I,^q,u-158-3
sw2630B-ms98-a-0095,438.933375,439.153375,really,I,^q,u-158-3
sw2630B-ms98-a-0095,439.153375,439.313375,don't,I,^q,u-158-3
sw2630B-ms98-a-0095,439.313375,439.463375,feel,I,^q,u-158-3
sw2630B-ms98-a-0095,439.463375,439.583375,that,I,^q,u-158-3
sw2630B-ms98-a-0095,439.583375,439.673375,you,I,^q,u-158-3
sw2630B-ms98-a-0095,439.673375,439.793375,know,I,^q,u-158-3
sw2630B-ms98-a-0095,439.793375,439.883375,him,I,^q,u-158-3
sw2630B-ms98-a-0095,439.883375,440.093375,because,I,^q,u-158-3
sw2630B-ms98-a-0095,440.093375,440.193375,you're,I,^q,u-158-3
sw2630B-ms98-a-0095,440.193375,440.253375,in,I,^q,u-158-3
sw2630B-ms98-a-0095,440.253375,440.283375,a,I,^q,u-158-3
sw2630B-ms98-a-0095,440.283375,440.613375,class,I,^q,u-158-3
sw2630B-ms98-a-0095,440.613375,440.673375,of,I,^q,u-158-3
sw2630B-ms98-a-0095,440.673375,440.733375,a,I,^q,u-158-3
sw2630B-ms98-a-0095,440.733375,441.064625,hundred,I,^q,u-158-3
sw2630B-ms98-a-0095,441.407375,441.503375,that,B,+,u-160-1
sw2630B-ms98-a-0095,441.503375,441.633375,you're,I,+,u-160-1
sw2630B-ms98-a-0095,441.633375,441.803375,really,I,+,u-160-1
sw2630B-ms98-a-0095,441.803375,441.923375,going,I,+,u-160-1
sw2630B-ms98-a-0095,441.923375,441.983375,to,I,+,u-160-1
sw2630B-ms98-a-0095,441.983375,442.183375,look,I,+,u-160-1
sw2630B-ms98-a-0095,442.183375,442.393375,him,I,+,u-160-1
sw2630B-ms98-a-0095,442.393375,442.642375,up,I,+,u-160-1
sw2630B-ms98-a-0095,442.894750,442.963375,but,B,^q,u-162-1
sw2630B-ms98-a-0095,442.963375,443.073375,if,I,^q,u-162-1
sw2630B-ms98-a-0095,443.073375,443.183375,it's,I,^q,u-162-1
sw2630B-ms98-a-0095,443.183375,443.233375,a,I,^q,u-162-1
sw2630B-ms98-a-0095,443.233375,443.563375,class,I,^q,u-162-1
sw2630B-ms98-a-0095,443.563375,443.653375,of,I,^q,u-162-1
sw2630B-ms98-a-0095,443.653375,444.275500,fifteen,I,^q,u-162-1
sw2630B-ms98-a-0096,445.581250,445.721250,and,B,+,u-164-1
sw2630B-ms98-a-0096,445.721250,445.781250,you,I,+,u-164-1
sw2630B-ms98-a-0096,445.781250,445.951250,need,I,+,u-164-1
sw2630B-ms98-a-0096,445.951250,446.364000,help,I,+,u-164-1
sw2630B-ms98-a-0096,446.635125,446.791250,you,I,+,u-164-1
sw2630B-ms98-a-0096,446.791250,446.931250,know,I,+,u-164-1
sw2630B-ms98-a-0096,446.931250,447.201250,that,I,+,u-164-1
sw2630B-ms98-a-0096,447.201250,447.461250,it's,I,+,u-164-1
sw2630B-ms98-a-0096,447.461250,447.671250,much,I,+,u-164-1
sw2630B-ms98-a-0096,447.671250,447.971250,easier,I,+,u-164-1
sw2630B-ms98-a-0096,447.971250,448.131250,to,I,+,u-164-1
sw2630B-ms98-a-0096,448.131250,448.341250,do,I,+,u-164-1
sw2630B-ms98-a-0096,448.341250,448.441250,it,I,+,u-164-1
sw2630B-ms98-a-0096,448.441250,448.571250,and,I,+,u-164-1
sw2630B-ms98-a-0096,448.571250,449.031250,especially,I,+,u-164-1
sw2630B-ms98-a-0096,449.031250,449.151250,in,I,+,u-164-1
sw2630B-ms98-a-0096,449.151250,449.241250,the,I,+,u-164-1
sw2630B-ms98-a-0096,449.241250,449.561250,large,I,+,u-164-1
sw2630B-ms98-a-0096,449.561250,449.951250,schools,I,+,u-164-1
sw2630B-ms98-a-0096,449.951250,450.081250,they,I,+,u-164-1
sw2630B-ms98-a-0096,450.081250,450.271250,have,I,+,u-164-1
sw2630B-ms98-a-0096,450.271250,450.782000,lectures,I,+,u-164-1
sw2630B-ms98-a-0097,451.335125,451.425125,and,B,sd,u-166-1
sw2630B-ms98-a-0097,451.425125,451.625125,even,I,sd,u-166-1
sw2630B-ms98-a-0097,451.625125,451.745125,though,I,sd,u-166-1
sw2630B-ms98-a-0097,451.745125,451.855125,they,I,sd,u-166-1
sw2630B-ms98-a-0097,451.855125,452.015125,may,I,sd,u-166-1
sw2630B-ms98-a-0097,452.015125,452.305125,break,I,sd,u-166-1
sw2630B-ms98-a-0097,452.305125,452.395125,it,I,sd,u-166-1
sw2630B-ms98-a-0097,452.395125,452.555125,up,I,sd,u-166-1
sw2630B-ms98-a-0097,452.555125,452.765125,into,I,sd,u-166-1
sw2630B-ms98-a-0097,452.765125,453.155125,smaller,I,sd,u-166-1
sw2630B-ms98-a-0097,453.155125,453.659125,groups,I,sd,u-166-1
sw2630B-ms98-a-0097,453.956625,454.072750,uh,I,sd,u-166-1
sw2630B-ms98-a-0097,454.072750,454.365125,Penn,I,sd,u-166-1
sw2630B-ms98-a-0097,454.365125,454.585125,is,I,sd,u-166-1
sw2630B-ms98-a-0097,454.585125,455.125125,known,I,sd,u-166-1
sw2630B-ms98-a-0097,455.125125,455.405125,for,I,sd,u-166-1
sw2630B-ms98-a-0097,455.405125,455.917500,having,I,sd,u-166-1
sw2630B-ms98-a-0098,456.966625,457.366625,graduate,B,+,u-168-1
sw2630B-ms98-a-0098,457.366625,457.836625,assistants,I,+,u-168-1
sw2630B-ms98-a-0098,457.836625,458.318125,teaching,I,+,u-168-1
sw2630B-ms98-a-0098,458.585500,458.676625,they,B,sd,u-170-1
sw2630B-ms98-a-0098,458.676625,458.866625,have,I,sd,u-170-1
sw2630B-ms98-a-0098,458.866625,459.276625,graduate,I,sd,u-170-1
sw2630B-ms98-a-0098,459.276625,459.696625,assistants,I,sd,u-170-1
sw2630B-ms98-a-0098,459.696625,459.766625,to,I,sd,u-170-1
sw2630B-ms98-a-0098,459.766625,459.966625,teach,I,sd,u-170-1
sw2630B-ms98-a-0098,459.966625,460.056625,the,I,sd,u-170-1
sw2630B-ms98-a-0098,460.056625,460.486750,smaller,I,sd,u-170-1
sw2630B-ms98-a-0098,460.486750,460.889125,groups,I,sd,u-170-1
sw2630B-ms98-a-0100,466.066500,466.306500,just,O,,
sw2630B-ms98-a-0100,466.306500,466.386500,a,O,,
sw2630B-ms98-a-0100,466.386500,466.496500,he,B,sd,u-172-1
sw2630B-ms98-a-0100,466.496500,466.766500,made,I,sd,u-172-1
sw2630B-ms98-a-0100,466.766500,466.836500,the,I,sd,u-172-1
sw2630B-ms98-a-0100,466.836500,467.386875,decision,I,sd,u-172-1
sw2630B-ms98-a-0100,467.954750,468.387875,uh,I,sd,u-172-1
sw2630B-ms98-a-0100,468.387875,468.597125,i'd,I,sd,u-172-1
sw2630B-ms98-a-0100,468.597125,468.816500,say,I,sd,u-172-1
sw2630B-ms98-a-0100,468.816500,469.177750,about,I,sd,u-172-1
sw2630B-ms98-a-0100,469.467750,469.861125,uh,I,sd,u-172-1
sw2630B-ms98-a-0100,469.861125,470.026500,an,I,sd,u-172-1
sw2630B-ms98-a-0100,470.026500,470.186500,hour,I,sd,u-172-1
sw2630B-ms98-a-0100,470.186500,470.276500,and,I,sd,u-172-1
sw2630B-ms98-a-0100,470.276500,470.306500,a,I,sd,u-172-1
sw2630B-ms98-a-0100,470.306500,470.556500,half,I,sd,u-172-1
sw2630B-ms98-a-0100,470.556500,470.925125,ago,I,sd,u-172-1
sw2630B-ms98-a-0101,472.500750,472.997250,yeah,B,aa,u-174-1
sw2630B-ms98-a-0101,472.997250,473.085000,i,B,sv,u-174-2
sw2630B-ms98-a-0101,473.085000,473.265000,mean,I,sv,u-174-2
sw2630B-ms98-a-0101,473.265000,473.445000,that's,I,sv,u-174-2
sw2630B-ms98-a-0101,473.445000,473.595000,so,I,sv,u-174-2
sw2630B-ms98-a-0101,473.595000,473.885000,funny,I,sv,u-174-2
sw2630B-ms98-a-0101,473.885000,473.965000,i,I,sv,u-174-2
sw2630B-ms98-a-0101,473.965000,474.105000,mean,I,sv,u-174-2
sw2630B-ms98-a-0101,474.105000,474.305000,and,B,sd,u-174-3
sw2630B-ms98-a-0101,474.305000,474.645000,and,I,sd,u-174-3
sw2630B-ms98-a-0101,474.645000,474.755000,in,I,sd,u-174-3
sw2630B-ms98-a-0101,474.755000,474.965000,fact,I,sd,u-174-3
sw2630B-ms98-a-0101,474.965000,475.055000,he,I,sd,u-174-3
sw2630B-ms98-a-0101,475.055000,475.185000,had,I,sd,u-174-3
sw2630B-ms98-a-0101,475.185000,475.388000,just,I,sd,u-174-3
sw2630B-ms98-a-0101,475.572625,476.305000,an,I,sd,u-174-3
sw2630B-ms98-a-0101,476.305000,476.495000,hour,I,sd,u-174-3
sw2630B-ms98-a-0101,476.495000,476.745000,before,I,sd,u-174-3
sw2630B-ms98-a-0101,476.745000,477.058500,that,I,sd,u-174-3
sw2630B-ms98-a-0101,477.525500,477.884750,two,I,sd,u-174-3
sw2630B-ms98-a-0101,478.336750,478.737000,uh,I,sd,u-174-3
sw2630B-ms98-a-0101,478.737000,479.065000,recent,I,sd,u-174-3
sw2630B-ms98-a-0101,479.065000,479.395000,graduates,I,sd,u-174-3
sw2630B-ms98-a-0101,479.395000,479.515000,from,I,sd,u-174-3
sw2630B-ms98-a-0101,479.515000,479.875000,Kenyon,I,sd,u-174-3
sw2630B-ms98-a-0101,479.875000,480.185000,spent,I,sd,u-174-3
sw2630B-ms98-a-0101,480.185000,480.405000,close,I,sd,u-174-3
sw2630B-ms98-a-0101,480.405000,480.515000,to,I,sd,u-174-3
sw2630B-ms98-a-0101,480.515000,480.675000,two,I,sd,u-174-3
sw2630B-ms98-a-0101,480.675000,480.915000,hours,I,sd,u-174-3
sw2630B-ms98-a-0101,480.915000,481.315000,talking,I,sd,u-174-3
sw2630B-ms98-a-0101,481.315000,481.495000,with,I,sd,u-174-3
sw2630B-ms98-a-0101,481.495000,481.730125,him,I,sd,u-174-3
sw2630B-ms98-a-0102,482.819375,483.353250,and,B,sd,u-176-1
sw2630B-ms98-a-0102,483.353250,483.613250,uh,I,sd,u-176-1
sw2630B-ms98-a-0102,483.613250,483.703250,i,I,sd,u-176-1
sw2630B-ms98-a-0102,483.703250,483.893250,mean,I,sd,u-176-1
sw2630B-ms98-a-0102,483.893250,484.033250,and,I,sd,u-176-1
sw2630B-ms98-a-0102,484.033250,484.293250,he,I,sd,u-176-1
sw2630B-ms98-a-0102,484.293250,484.453250,they,I,sd,u-176-1
sw2630B-ms98-a-0102,484.453250,484.603250,were,I,sd,u-176-1
sw2630B-ms98-a-0102,484.603250,485.073250,really,I,sd,u-176-1
sw2630B-ms98-a-0102,485.073250,485.463250,nice,I,sd,u-176-1
sw2630B-ms98-a-0102,485.463250,485.763250,and,B,sd,u-176-2
sw2630B-ms98-a-0102,485.763250,485.893250,but,I,sd,u-176-2
sw2630B-ms98-a-0102,485.893250,485.973250,he,I,sd,u-176-2
sw2630B-ms98-a-0102,485.973250,486.253250,said,I,sd,u-176-2
sw2630B-ms98-a-0102,486.253250,486.393250,is,I,sd,u-176-2
sw2630B-ms98-a-0102,486.393250,486.553250,that,I,sd,u-176-2
sw2630B-ms98-a-0102,486.553250,486.653250,they,I,sd,u-176-2
sw2630B-ms98-a-0102,486.653250,486.913250,didn't,I,sd,u-176-2
sw2630B-ms98-a-0102,486.913250,487.093250,tell,I,sd,u-176-2
sw2630B-ms98-a-0102,487.093250,487.213250,him,I,sd,u-176-2
sw2630B-ms98-a-0102,487.213250,487.543250,anything,I,sd,u-176-2
sw2630B-ms98-a-0102,487.543250,487.653250,that,I,sd,u-176-2
sw2630B-ms98-a-0102,487.653250,487.773250,he,I,sd,u-176-2
sw2630B-ms98-a-0102,487.773250,488.143250,didn't,I,sd,u-176-2
sw2630B-ms98-a-0102,488.143250,488.323250,know,I,sd,u-176-2
