sw3152B-ms98-a-0003,16.623000,16.993000,well,B,%,u-2-1
sw3152B-ms98-a-0089,390.771875,390.991875,cause,B,sd,u-110-3
sw3152B-ms98-a-0089,390.991875,391.161875,his,I,sd,u-110-3
sw3152B-ms98-a-0089,391.281875,391.441875,m[y]-,I,sd,u-110-3
sw3152B-ms98-a-0089,391.651875,391.881875,my,I,sd,u-110-3
sw3152B-ms98-a-0089,392.051875,392.371875,brother,I,sd,u-110-3
sw3152B-ms98-a-0089,392.371875,392.801875,plays,I,sd,u-110-3
sw3152B-ms98-a-0090,393.566625,393.906625,and,B,sd,u-110-4
sw3152B-ms98-a-0090,393.906625,394.156625,um,I,sd,u-110-4
sw3152B-ms98-a-0091,395.380500,395.470500,i-,I,sd,u-110-4
sw3152B-ms98-a-0091,395.470500,395.500500,i,I,sd,u-110-4
sw3152B-ms98-a-0091,395.500500,395.830500,don't,I,sd,u-110-4
sw3152B-ms98-a-0091,396.100500,396.240500,i,I,sd,u-110-4
sw3152B-ms98-a-0091,396.240500,396.400500,don't,I,sd,u-110-4
sw3152B-ms98-a-0091,396.400500,396.510500,know,I,sd,u-110-4
sw3152B-ms98-a-0091,396.510500,396.600500,if,I,sd,u-110-4
sw3152B-ms98-a-0091,396.600500,396.770500,he's,I,sd,u-110-4
sw3152B-ms98-a-0091,396.770500,397.060500,really,I,sd,u-110-4
sw3152B-ms98-a-0091,397.060500,397.610500,serious,I,sd,u-110-4
sw3152B-ms98-a-0091,397.610500,397.910500,about,I,sd,u-110-4
sw3152B-ms98-a-0091,397.910500,398.010500,it,I,sd,u-110-4
sw3152B-ms98-a-0091,398.010500,398.270500,yet,I,sd,u-110-4
sw3152B-ms98-a-0091,398.270500,398.350500,or,I,sd,u-110-4
sw3152B-ms98-a-0091,398.350500,398.730500,not,I,sd,u-110-4
sw3152B-ms98-a-0091,398.770500,398.870500,you,I,sd,u-110-4
sw3152B-ms98-a-0091,398.870500,399.030500,know,I,sd,u-110-4
sw3152B-ms98-a-0091,399.070500,399.280500,it's,B,sd,u-110-5
sw3152B-ms98-a-0091,399.280500,399.720500,just,I,sd,u-110-5
sw3152B-ms98-a-0091,399.720500,399.850500,one,I,sd,u-110-5
sw3152B-ms98-a-0091,399.850500,399.920500,of,I,sd,u-110-5
sw3152B-ms98-a-0091,399.920500,400.070500,those,I,sd,u-110-5
sw3152B-ms98-a-0091,400.070500,400.290500,things,I,sd,u-110-5
sw3152B-ms98-a-0091,400.290500,400.350500,i'm,I,sd,u-110-5
sw3152B-ms98-a-0091,400.350500,400.500500,just,I,sd,u-110-5
sw3152B-ms98-a-0091,400.500500,400.620500,going,I,sd,u-110-5
sw3152B-ms98-a-0091,400.620500,400.680500,to,I,sd,u-110-5
sw3152B-ms98-a-0091,400.680500,400.940500,wait,I,sd,u-110-5
sw3152B-ms98-a-0091,400.940500,401.060500,and,I,sd,u-110-5
sw3152B-ms98-a-0091,401.110500,401.350500,see,I,sd,u-110-5
sw3152B-ms98-a-0091,401.350500,401.450500,if,I,sd,u-110-5
sw3152B-ms98-a-0091,401.450500,401.610500,he's,I,sd,u-110-5
sw3152B-ms98-a-0091,401.610500,402.130500,interested,I,sd,u-110-5
sw3152B-ms98-a-0091,402.130500,402.280500,in,B,+,u-112-1
sw3152B-ms98-a-0091,402.280500,402.810500,something,I,+,u-112-1
sw3152B-ms98-a-0091,402.810500,402.930500,you,I,+,u-112-1
sw3152B-ms98-a-0091,402.930500,403.150500,know,I,+,u-112-1
sw3152B-ms98-a-0093,406.309125,406.799125,yeah,B,aa,u-114-1
sw3152B-ms98-a-0093,407.359125,407.629125,just,B,sd,u-114-2
sw3152B-ms98-a-0093,407.629125,407.709125,a,I,sd,u-114-2
sw3152B-ms98-a-0093,407.709125,407.999125,little,I,sd,u-114-2
sw3152B-ms98-a-0093,407.999125,408.409125,bit,I,sd,u-114-2
sw3152B-ms98-a-0095,414.859500,415.269500,uh,B,%,u-116-1
sw3152B-ms98-a-0097,426.971750,427.371750,really,B,bh,u-118-1
sw3152B-ms98-a-0099,444.091125,444.591125,yeah,B,b,u-120-1
sw3152B-ms98-a-0101,447.501375,447.551375,i,B,sd,u-122-1
sw3152B-ms98-a-0101,447.551375,447.741375,don't,I,sd,u-122-1
sw3152B-ms98-a-0101,447.741375,447.851375,know,I,sd,u-122-1
sw3152B-ms98-a-0101,447.851375,447.981375,if,I,sd,u-122-1
sw3152B-ms98-a-0101,447.981375,448.171375,any,I,sd,u-122-1
sw3152B-ms98-a-0101,448.171375,448.291375,of,I,sd,u-122-1
sw3152B-ms98-a-0101,448.291375,448.521375,mine,I,sd,u-122-1
sw3152B-ms98-a-0101,448.521375,448.641375,will,I,sd,u-122-1
sw3152B-ms98-a-0101,448.641375,448.751375,be,I,sd,u-122-1
sw3152B-ms98-a-0101,448.751375,449.291375,interested,I,sd,u-122-1
sw3152B-ms98-a-0101,449.291375,449.421375,in,I,sd,u-122-1
sw3152B-ms98-a-0101,449.421375,449.521375,it,I,sd,u-122-1
sw3152B-ms98-a-0101,449.521375,449.581375,or,B,%,u-122-2
