sw2065B-ms98-a-0001,0.210250,0.825750,okay,O,,
sw2065B-ms98-a-0078,411.450000,411.696250,the,I,sd,u-102-5
sw2065B-ms98-a-0078,411.696250,412.047250,little,I,sd,u-102-5
sw2065B-ms98-a-0078,412.047250,412.337250,girl,I,sd,u-102-5
sw2065B-ms98-a-0078,412.337250,412.467250,that,I,sd,u-102-5
sw2065B-ms98-a-0078,412.467250,412.707250,used,I,sd,u-102-5
sw2065B-ms98-a-0078,412.707250,412.817250,to,I,sd,u-102-5
sw2065B-ms98-a-0078,412.817250,412.957250,be,I,sd,u-102-5
sw2065B-ms98-a-0078,412.957250,413.037250,the,I,sd,u-102-5
sw2065B-ms98-a-0078,413.037250,413.447250,littlest,I,sd,u-102-5
sw2065B-ms98-a-0078,413.447250,413.657250,girl,I,sd,u-102-5
sw2065B-ms98-a-0078,413.657250,413.797250,on,I,sd,u-102-5
sw2065B-ms98-a-0078,413.797250,413.857250,the,I,sd,u-102-5
sw2065B-ms98-a-0078,413.857250,414.347250,Cosby,I,sd,u-102-5
sw2065B-ms98-a-0078,414.347250,414.721625,show,I,sd,u-102-5
sw2065B-ms98-a-0078,414.721625,415.057250,Kisha,I,sd,u-102-5
sw2065B-ms98-a-0078,415.057250,415.307250,Knight,I,sd,u-102-5
sw2065B-ms98-a-0078,415.307250,415.717250,Pullman,I,sd,u-102-5
sw2065B-ms98-a-0078,415.717250,415.907250,was,I,sd,u-102-5
sw2065B-ms98-a-0078,415.907250,416.367250,starting,I,sd,u-102-5
sw2065B-ms98-a-0078,416.367250,416.591125,a,I,sd,u-102-5
sw2065B-ms98-a-0078,416.881125,416.937250,i,B,sd,u-102-6
sw2065B-ms98-a-0078,416.937250,417.117250,guess,I,sd,u-102-6
sw2065B-ms98-a-0078,417.117250,417.317250,now,I,sd,u-102-6
sw2065B-ms98-a-0078,417.317250,417.467250,she's,I,sd,u-102-6
sw2065B-ms98-a-0078,417.467250,417.775375,practically,I,sd,u-102-6
sw2065B-ms98-a-0078,417.775375,417.854625,a,I,sd,u-102-6
sw2065B-ms98-a-0078,417.854625,418.329000,teenager,I,sd,u-102-6
sw2065B-ms98-a-0078,418.329000,418.466000,[laughter],O,,
sw2065B-ms98-a-0079,418.925875,419.079750,she,B,sd,u-104-1
sw2065B-ms98-a-0079,419.079750,419.519750,started,I,sd,u-104-1
sw2065B-ms98-a-0079,419.519750,419.719750,some,I,sd,u-104-1
sw2065B-ms98-a-0079,419.719750,419.989750,type,I,sd,u-104-1
sw2065B-ms98-a-0079,419.989750,420.219750,of,I,sd,u-104-1
sw2065B-ms98-a-0079,420.219750,420.637250,um,I,sd,u-104-1
sw2065B-ms98-a-0079,421.097250,421.972750,national,I,sd,u-104-1
sw2065B-ms98-a-0079,421.972750,422.614250,um,I,sd,u-104-1
sw2065B-ms98-a-0079,422.614250,423.469750,organization,I,sd,u-104-1
sw2065B-ms98-a-0079,423.469750,423.749750,for,I,sd,u-104-1
sw2065B-ms98-a-0079,423.749750,424.049750,youth,I,sd,u-104-1
sw2065B-ms98-a-0079,424.049750,424.189750,to,I,sd,u-104-1
sw2065B-ms98-a-0079,424.189750,424.810000,volunteer,I,sd,u-104-1
sw2065B-ms98-a-0079,424.810000,424.998375,like,I,sd,u-104-1
sw2065B-ms98-a-0079,424.998375,425.149750,to,I,sd,u-104-1
sw2065B-ms98-a-0079,425.149750,425.489750,teach,I,sd,u-104-1
sw2065B-ms98-a-0079,425.489750,425.829750,tutor,I,sd,u-104-1
sw2065B-ms98-a-0079,425.829750,426.145500,other,I,sd,u-104-1
sw2065B-ms98-a-0079,426.250875,426.489750,kids,I,sd,u-104-1
sw2065B-ms98-a-0079,426.489750,426.619750,to,I,sd,u-104-1
sw2065B-ms98-a-0079,426.619750,427.128750,read,I,sd,u-104-1
sw2065B-ms98-a-0079,427.128750,427.361000,and,I,sd,u-104-1
sw2065B-ms98-a-0079,427.632250,427.709750,you,I,sd,u-104-1
sw2065B-ms98-a-0079,427.709750,427.789750,know,I,sd,u-104-1
sw2065B-ms98-a-0079,427.789750,427.929750,do,I,sd,u-104-1
sw2065B-ms98-a-0079,427.929750,428.209750,different,I,sd,u-104-1
sw2065B-ms98-a-0079,428.209750,428.509750,service,I,sd,u-104-1
sw2065B-ms98-a-0079,428.509750,429.019750,projects,I,sd,u-104-1
sw2065B-ms98-a-0079,429.019750,429.249750,like,I,sd,u-104-1
sw2065B-ms98-a-0079,429.249750,429.519750,that,I,sd,u-104-1
sw2065B-ms98-a-0079,429.519750,429.609750,and,I,sd,u-104-1
sw2065B-ms98-a-0079,429.609750,429.859750,trying,I,sd,u-104-1
sw2065B-ms98-a-0079,429.859750,429.939750,to,I,sd,u-104-1
sw2065B-ms98-a-0079,429.939750,430.168000,get,I,sd,u-104-1
sw2065B-ms98-a-0079,430.653875,431.060625,youth,I,sd,u-104-1
sw2065B-ms98-a-0079,431.060625,431.359750,more,I,sd,u-104-1
sw2065B-ms98-a-0079,431.359750,432.009750,directed,I,sd,u-104-1
sw2065B-ms98-a-0079,432.009750,432.573000,towards,I,sd,u-104-1
sw2065B-ms98-a-0080,432.954250,433.028500,you,I,sd,u-104-1
sw2065B-ms98-a-0080,433.028500,433.148500,know,I,sd,u-104-1
sw2065B-ms98-a-0080,433.148500,433.588500,helpful,I,sd,u-104-1
sw2065B-ms98-a-0080,433.588500,433.938500,things,I,sd,u-104-1
sw2065B-ms98-a-0080,433.938500,434.028500,and,B,sd,u-104-2
sw2065B-ms98-a-0080,434.028500,434.088500,i,I,sd,u-104-2
sw2065B-ms98-a-0080,434.088500,434.208500,know,I,sd,u-104-2
sw2065B-ms98-a-0080,434.208500,434.598500,even,I,sd,u-104-2
sw2065B-ms98-a-0080,434.598500,434.768500,like,I,sd,u-104-2
sw2065B-ms98-a-0080,434.768500,434.848500,in,I,sd,u-104-2
sw2065B-ms98-a-0080,434.848500,434.938500,the,I,sd,u-104-2
sw2065B-ms98-a-0080,434.938500,435.088500,high,I,sd,u-104-2
sw2065B-ms98-a-0080,435.088500,435.428500,schools,I,sd,u-104-2
sw2065B-ms98-a-0080,435.428500,435.588500,in,I,sd,u-104-2
sw2065B-ms98-a-0080,435.588500,436.018500,Dallas,I,sd,u-104-2
sw2065B-ms98-a-0080,436.018500,436.198500,there's,B,sd,u-104-3
sw2065B-ms98-a-0080,436.198500,436.248500,a,I,sd,u-104-3
sw2065B-ms98-a-0080,436.248500,436.518500,couple,I,sd,u-104-3
sw2065B-ms98-a-0080,436.518500,436.678500,high,I,sd,u-104-3
sw2065B-ms98-a-0080,436.678500,436.938500,schools,I,sd,u-104-3
sw2065B-ms98-a-0080,436.938500,437.048500,that,I,sd,u-104-3
sw2065B-ms98-a-0080,437.048500,437.158500,have,I,sd,u-104-3
sw2065B-ms98-a-0080,437.158500,437.478500,wanted,I,sd,u-104-3
sw2065B-ms98-a-0080,437.478500,437.608500,to,I,sd,u-104-3
sw2065B-ms98-a-0080,437.608500,438.064250,start,I,sd,u-104-3
sw2065B-ms98-a-0080,438.621625,438.948500,like,I,sd,u-104-3
sw2065B-ms98-a-0080,438.948500,439.303875,a,I,sd,u-104-3
sw2065B-ms98-a-0080,439.303875,439.827000,um,I,sd,u-104-3
sw2065B-ms98-a-0081,440.410500,440.966000,minority,I,sd,u-104-3
sw2065B-ms98-a-0081,440.966000,441.032250,you,I,sd,u-104-3
sw2065B-ms98-a-0081,441.032250,441.160250,know,I,sd,u-104-3
sw2065B-ms98-a-0081,441.160250,441.466000,um,O,,
sw2065B-ms98-a-0081,441.466000,441.536000,i,B,sv,u-104-4
sw2065B-ms98-a-0081,441.536000,441.726000,think,I,sv,u-104-4
sw2065B-ms98-a-0081,441.726000,441.786000,it,I,sv,u-104-4
sw2065B-ms98-a-0081,441.786000,441.906000,was,I,sv,u-104-4
sw2065B-ms98-a-0081,441.906000,442.006000,in,I,sv,u-104-4
sw2065B-ms98-a-0081,442.006000,442.076000,a,I,sv,u-104-4
sw2065B-ms98-a-0081,442.076000,442.596000,Hispanic,I,sv,u-104-4
sw2065B-ms98-a-0081,442.596000,442.856000,area,I,sv,u-104-4
sw2065B-ms98-a-0081,442.856000,442.946000,they,B,sd,u-104-5
sw2065B-ms98-a-0081,442.946000,443.196000,wanted,I,sd,u-104-5
sw2065B-ms98-a-0081,443.196000,443.266000,to,I,sd,u-104-5
sw2065B-ms98-a-0081,443.266000,443.546000,start,I,sd,u-104-5
sw2065B-ms98-a-0081,443.546000,443.676000,like,I,sd,u-104-5
sw2065B-ms98-a-0081,443.676000,443.756000,a,I,sd,u-104-5
sw2065B-ms98-a-0081,443.756000,444.455500,club,I,sd,u-104-5
sw2065B-ms98-a-0081,444.858500,445.036000,for,I,sd,u-104-5
sw2065B-ms98-a-0081,445.036000,445.106000,the,I,sd,u-104-5
sw2065B-ms98-a-0081,445.106000,445.616000,teenagers,I,sd,u-104-5
sw2065B-ms98-a-0081,445.616000,445.906000,instead,I,sd,u-104-5
sw2065B-ms98-a-0081,445.906000,446.036000,of,I,sd,u-104-5
sw2065B-ms98-a-0081,446.036000,446.146000,they,I,sd,u-104-5
sw2065B-ms98-a-0081,446.146000,446.399375,said,I,sd,u-104-5
sw2065B-ms98-a-0081,446.399375,446.832500,ever[y]-,I,sd,u-104-5
sw2065B-ms98-a-0081,446.832500,447.036000,all,I,sd,u-104-5
sw2065B-ms98-a-0081,447.036000,447.264375,these,I,sd,u-104-5
sw2065B-ms98-a-0081,447.264375,447.696000,gangs,I,sd,u-104-5
sw2065B-ms98-a-0081,447.696000,447.926000,kids,I,sd,u-104-5
sw2065B-ms98-a-0081,447.926000,448.106000,could,I,sd,u-104-5
sw2065B-ms98-a-0081,448.106000,448.386000,join,I,sd,u-104-5
sw2065B-ms98-a-0081,448.386000,448.496000,to,I,sd,u-104-5
sw2065B-ms98-a-0081,448.496000,449.049375,belong,I,sd,u-104-5
sw2065B-ms98-a-0082,449.440125,449.534625,but,B,sd,u-106-1
sw2065B-ms98-a-0082,449.534625,449.634625,they,I,sd,u-106-1
sw2065B-ms98-a-0082,449.634625,449.824625,didn't,I,sd,u-106-1
sw2065B-ms98-a-0082,449.824625,449.964625,have,I,sd,u-106-1
sw2065B-ms98-a-0082,449.964625,450.234625,anything,I,sd,u-106-1
sw2065B-ms98-a-0082,450.234625,451.044625,positive,I,sd,u-106-1
sw2065B-ms98-a-0082,451.044625,451.161125,the,I,sd,u-106-1
sw2065B-ms98-a-0082,451.161125,451.374625,kids,I,sd,u-106-1
sw2065B-ms98-a-0082,451.374625,451.514625,could,I,sd,u-106-1
sw2065B-ms98-a-0082,451.514625,451.624625,be,I,sd,u-106-1
sw2065B-ms98-a-0082,451.624625,451.894625,doing,I,sd,u-106-1
sw2065B-ms98-a-0082,451.894625,452.514625,helping,I,sd,u-106-1
sw2065B-ms98-a-0082,452.514625,452.654625,you,I,sd,u-106-1
sw2065B-ms98-a-0082,452.654625,453.069000,know,I,sd,u-106-1
sw2065B-ms98-a-0082,453.069000,453.334625,so,B,sd,u-108-1
sw2065B-ms98-a-0082,453.334625,453.414625,they,I,sd,u-108-1
sw2065B-ms98-a-0082,453.414625,453.484625,were,I,sd,u-108-1
sw2065B-ms98-a-0082,453.484625,453.894625,trying,I,sd,u-108-1
sw2065B-ms98-a-0082,453.894625,453.984625,to,I,sd,u-108-1
sw2065B-ms98-a-0082,453.984625,454.344625,start,I,sd,u-108-1
sw2065B-ms98-a-0082,454.344625,454.654625,that,I,sd,u-108-1
sw2065B-ms98-a-0082,454.654625,454.934625,out,I,sd,u-108-1
sw2065B-ms98-a-0082,454.934625,455.144625,so,B,sv,u-108-2
sw2065B-ms98-a-0082,455.144625,455.274625,if,I,sv,u-108-2
sw2065B-ms98-a-0082,455.274625,455.464625,there's,I,sv,u-108-2
sw2065B-ms98-a-0082,455.464625,455.824625,people,I,sv,u-108-2
sw2065B-ms98-a-0082,455.824625,456.014625,out,I,sv,u-108-2
sw2065B-ms98-a-0082,456.014625,456.184625,there,I,sv,u-108-2
sw2065B-ms98-a-0082,456.184625,456.324625,that,I,sv,u-108-2
sw2065B-ms98-a-0082,456.324625,456.516375,are,I,sv,u-108-2
sw2065B-ms98-a-0083,457.076750,457.475500,willing,I,sv,u-108-2
sw2065B-ms98-a-0083,457.475500,457.639750,to,I,sv,u-108-2
sw2065B-ms98-a-0083,457.639750,457.739750,you,I,sv,u-108-2
sw2065B-ms98-a-0083,457.739750,457.939750,know,I,sv,u-108-2
sw2065B-ms98-a-0083,457.939750,458.199750,kids,I,sv,u-108-2
sw2065B-ms98-a-0083,458.199750,458.289750,that,I,sv,u-108-2
sw2065B-ms98-a-0083,458.289750,458.359750,are,I,sv,u-108-2
sw2065B-ms98-a-0083,458.359750,458.649750,willing,I,sv,u-108-2
sw2065B-ms98-a-0083,458.649750,458.779750,to,I,sv,u-108-2
sw2065B-ms98-a-0083,458.779750,459.426750,sacrifice,I,sv,u-108-2
sw2065B-ms98-a-0083,459.426750,459.529750,their,I,sv,u-108-2
sw2065B-ms98-a-0083,459.529750,459.919750,time,I,sv,u-108-2
sw2065B-ms98-a-0083,459.919750,460.019750,and,I,sv,u-108-2
sw2065B-ms98-a-0083,460.019750,460.479000,energy,I,sv,u-108-2
sw2065B-ms98-a-0083,460.607000,460.889750,gosh,I,sv,u-108-2
sw2065B-ms98-a-0083,460.889750,460.999750,we,I,sv,u-108-2
sw2065B-ms98-a-0083,460.999750,461.079750,ought,I,sv,u-108-2
sw2065B-ms98-a-0083,461.079750,461.139750,to,I,sv,u-108-2
sw2065B-ms98-a-0083,461.139750,461.459750,use,I,sv,u-108-2
sw2065B-ms98-a-0083,461.459750,461.729750,them_1,O,,
sw2065B-ms98-a-0083,461.729750,461.833125,you,B,+,u-110-1
sw2065B-ms98-a-0083,461.833125,462.161250,know,I,+,u-110-1
sw2065B-ms98-a-0084,462.811875,462.880000,if,I,+,u-110-1
sw2065B-ms98-a-0084,462.880000,462.991125,their,I,+,u-110-1
sw2065B-ms98-a-0084,462.991125,463.241125,willing,I,+,u-110-1
sw2065B-ms98-a-0084,463.241125,463.321125,to,I,+,u-110-1
sw2065B-ms98-a-0084,463.321125,463.559250,do,I,+,u-110-1
sw2065B-ms98-a-0084,463.559250,463.695375,it,I,+,u-110-1
sw2065B-ms98-a-0086,468.031125,468.569625,yeah,B,b,u-112-1
sw2065B-ms98-a-0088,472.028000,472.537500,yeah,B,b,u-114-1
sw2065B-ms98-a-0090,478.674750,479.185000,hum,O,,
sw2065B-ms98-a-0092,481.650875,482.087000,um-hum,B,b,u-118-1
sw2065B-ms98-a-0094,491.662000,492.129625,huh,B,b,u-120-1
sw2065B-ms98-a-0096,501.814375,502.199500,oh,B,b,u-122-1
sw2065B-ms98-a-0096,502.199500,502.439500,i,I,b,u-122-1
sw2065B-ms98-a-0096,502.439500,502.758750,see,I,b,u-122-1
sw2065B-ms98-a-0098,507.235250,507.865375,yeah,B,b,u-124-1
sw2065B-ms98-a-0100,519.843000,520.461125,yeah,B,b,u-126-1
sw2065B-ms98-a-0100,520.606625,521.085000,yeah,B,b^r,u-126-2
sw2065B-ms98-a-0101,521.690500,521.821500,well,B,sd,u-128-1
sw2065B-ms98-a-0101,521.821500,522.001500,we,I,sd,u-128-1
sw2065B-ms98-a-0101,522.001500,522.219625,um,I,sd,u-128-1
sw2065B-ms98-a-0101,522.219625,522.380375,we,I,sd,u-128-1
sw2065B-ms98-a-0101,522.380375,522.641500,belong,I,sd,u-128-1
sw2065B-ms98-a-0101,522.641500,522.701500,to,I,sd,u-128-1
sw2065B-ms98-a-0101,522.701500,522.771500,the,I,sd,u-128-1
sw2065B-ms98-a-0101,522.771500,523.061500,Church,I,sd,u-128-1
sw2065B-ms98-a-0101,523.061500,523.171500,of,I,sd,u-128-1
sw2065B-ms98-a-0101,523.171500,523.471500,Jesus,I,sd,u-128-1
sw2065B-ms98-a-0101,523.471500,523.761500,Christ,I,sd,u-128-1
sw2065B-ms98-a-0101,523.761500,523.841500,of,I,sd,u-128-1
sw2065B-ms98-a-0101,523.841500,524.081500,Latter,I,sd,u-128-1
sw2065B-ms98-a-0101,524.081500,524.311500,Day,I,sd,u-128-1
sw2065B-ms98-a-0101,524.311500,524.631500,Saints,I,sd,u-128-1
sw2065B-ms98-a-0101,524.631500,524.761500,which,I,sd,u-128-1
sw2065B-ms98-a-0101,524.761500,524.881500,is,I,sd,u-128-1
sw2065B-ms98-a-0101,524.881500,525.041500,like,I,sd,u-128-1
sw2065B-ms98-a-0101,525.041500,525.161500,the,I,sd,u-128-1
sw2065B-ms98-a-0101,525.161500,525.501500,nickname,I,sd,u-128-1
sw2065B-ms98-a-0101,525.501500,525.581500,the,I,sd,u-128-1
sw2065B-ms98-a-0101,525.581500,525.951500,Mormon,I,sd,u-128-1
sw2065B-ms98-a-0101,525.951500,526.471125,church,I,sd,u-128-1
sw2065B-ms98-a-0102,526.887250,527.266625,and,B,sd,u-130-1
sw2065B-ms98-a-0102,527.266625,527.866625,um,I,sd,u-130-1
sw2065B-ms98-a-0102,527.866625,528.356625,the,I,sd,u-130-1
sw2065B-ms98-a-0102,528.356625,528.566625,there,I,sd,u-130-1
sw2065B-ms98-a-0102,528.566625,528.696625,is,I,sd,u-130-1
sw2065B-ms98-a-0102,528.696625,528.936625,men,I,sd,u-130-1
sw2065B-ms98-a-0102,528.936625,529.026625,and,I,sd,u-130-1
sw2065B-ms98-a-0102,529.026625,529.396625,also,I,sd,u-130-1
sw2065B-ms98-a-0102,529.396625,529.696625,women,I,sd,u-130-1
sw2065B-ms98-a-0102,529.696625,529.956625,women,B,sd,u-130-2
sw2065B-ms98-a-0102,529.956625,530.218125,aren't,I,sd,u-130-2
sw2065B-ms98-a-0103,530.509250,530.884750,um,I,sd,u-130-2
sw2065B-ms98-a-0103,530.937875,531.302500,nearly,I,sd,u-130-2
sw2065B-ms98-a-0103,531.302500,531.432500,as,I,sd,u-130-2
sw2065B-ms98-a-0103,531.432500,532.042500,frequent,I,sd,u-130-2
sw2065B-ms98-a-0103,532.042500,532.212500,and,B,sd,u-130-3
sw2065B-ms98-a-0103,532.212500,532.532500,also,I,sd,u-130-3
sw2065B-ms98-a-0103,532.532500,532.702500,that,I,sd,u-130-3
sw2065B-ms98-a-0103,532.702500,532.952750,have,I,sd,u-130-3
sw2065B-ms98-a-0103,532.952750,533.212625,uh,I,sd,u-130-3
sw2065B-ms98-a-0103,533.212625,533.582500,elderly,I,sd,u-130-3
sw2065B-ms98-a-0103,533.582500,533.922500,couples,I,sd,u-130-3
sw2065B-ms98-a-0103,533.922500,534.122500,once,I,sd,u-130-3
sw2065B-ms98-a-0103,534.122500,534.222500,their,I,sd,u-130-3
sw2065B-ms98-a-0103,534.222500,534.492500,kids,I,sd,u-130-3
sw2065B-ms98-a-0103,534.492500,534.692500,have,I,sd,u-130-3
sw2065B-ms98-a-0103,534.692500,534.972500,left,I,sd,u-130-3
sw2065B-ms98-a-0103,534.972500,535.092500,that,I,sd,u-130-3
sw2065B-ms98-a-0103,535.092500,535.368625,can,I,sd,u-130-3
sw2065B-ms98-a-0103,535.775375,536.222500,volunteer,I,sd,u-130-3
sw2065B-ms98-a-0103,536.222500,536.302500,to,I,sd,u-130-3
sw2065B-ms98-a-0103,536.302500,536.442500,go,I,sd,u-130-3
sw2065B-ms98-a-0103,536.442500,536.552500,on,I,sd,u-130-3
sw2065B-ms98-a-0103,536.552500,536.612500,a,I,sd,u-130-3
sw2065B-ms98-a-0103,536.612500,537.134625,mission,I,sd,u-130-3
sw2065B-ms98-a-0104,537.590250,537.990250,and,B,sd,u-130-4
sw2065B-ms98-a-0104,537.990250,538.190250,um,I,sd,u-130-4
sw2065B-ms98-a-0104,538.190250,538.320250,they're,I,sd,u-130-4
sw2065B-ms98-a-0104,538.320250,538.620250,all,I,sd,u-130-4
sw2065B-ms98-a-0104,538.620250,538.790250,over,I,sd,u-130-4
sw2065B-ms98-a-0104,538.790250,538.931375,the,I,sd,u-130-4
sw2065B-ms98-a-0104,538.931375,539.503875,world,I,sd,u-130-4
sw2065B-ms98-a-0104,539.503875,539.760250,and,B,sv,u-130-5
sw2065B-ms98-a-0104,539.760250,539.970250,its,I,sv,u-130-5
sw2065B-ms98-a-0104,539.970250,540.090250,it,I,sv,u-130-5
sw2065B-ms98-a-0104,540.090250,540.260250,is,I,sv,u-130-5
sw2065B-ms98-a-0104,540.260250,540.330250,an,I,sv,u-130-5
sw2065B-ms98-a-0104,540.330250,541.060250,incredible,I,sv,u-130-5
sw2065B-ms98-a-0104,541.060250,541.640250,logistics,I,sv,u-130-5
sw2065B-ms98-a-0104,541.640250,541.680250,i,B,sd,u-130-6
sw2065B-ms98-a-0104,541.680250,541.840250,mean,I,sd,u-130-6
sw2065B-ms98-a-0104,541.840250,541.940250,they,I,sd,u-130-6
sw2065B-ms98-a-0104,541.940250,542.090250,have,I,sd,u-130-6
sw2065B-ms98-a-0104,542.090250,542.150250,a,I,sd,u-130-6
sw2065B-ms98-a-0104,542.150250,542.650250,training,I,sd,u-130-6
sw2065B-ms98-a-0104,542.650250,542.940250,center,I,sd,u-130-6
sw2065B-ms98-a-0104,542.940250,543.080250,where,I,sd,u-130-6
sw2065B-ms98-a-0104,543.080250,543.190250,they,I,sd,u-130-6
sw2065B-ms98-a-0104,543.190250,543.520250,teach,I,sd,u-130-6
sw2065B-ms98-a-0104,543.520250,543.680250,them,I,sd,u-130-6
sw2065B-ms98-a-0104,543.680250,543.870250,it's,B,sd,u-130-7
sw2065B-ms98-a-0104,543.870250,544.050250,called,I,sd,u-130-7
sw2065B-ms98-a-0104,544.050250,544.110250,the,I,sd,u-130-7
sw2065B-ms98-a-0104,544.110250,544.430250,Missionary,I,sd,u-130-7
sw2065B-ms98-a-0104,544.430250,544.780250,Training,I,sd,u-130-7
sw2065B-ms98-a-0104,544.780250,545.060250,Center,I,sd,u-130-7
sw2065B-ms98-a-0104,545.060250,545.140250,in,I,sd,u-130-7
sw2065B-ms98-a-0104,545.140250,545.600250,Utah,I,sd,u-130-7
sw2065B-ms98-a-0104,545.600250,545.690250,and,B,sd,u-130-8
sw2065B-ms98-a-0104,545.690250,545.760250,they,I,sd,u-130-8
sw2065B-ms98-a-0104,545.760250,545.910250,have,I,sd,u-130-8
sw2065B-ms98-a-0104,545.910250,546.125125,to,B,+,u-132-1
sw2065B-ms98-a-0104,546.532000,546.610250,be,I,+,u-132-1
sw2065B-ms98-a-0104,546.610250,546.850250,taught,I,+,u-132-1
sw2065B-ms98-a-0104,546.850250,546.930250,the,I,+,u-132-1
sw2065B-ms98-a-0104,546.930250,547.782500,language,I,+,u-132-1
sw2065B-ms98-a-0104,547.782500,547.949750,and,I,+,u-132-1
sw2065B-ms98-a-0105,548.507000,549.066750,customs,I,+,u-132-1
sw2065B-ms98-a-0105,549.066750,549.156750,and,I,+,u-132-1
sw2065B-ms98-a-0105,549.156750,549.316750,all,I,+,u-132-1
sw2065B-ms98-a-0105,549.316750,549.476750,those,I,+,u-132-1
sw2065B-ms98-a-0105,549.476750,549.736750,kinds,I,+,u-132-1
sw2065B-ms98-a-0105,549.736750,549.816750,of,I,+,u-132-1
sw2065B-ms98-a-0105,549.816750,550.126750,things,I,+,u-132-1
sw2065B-ms98-a-0105,550.126750,550.266750,and,B,sd,u-132-2
sw2065B-ms98-a-0105,550.266750,550.406750,then,I,sd,u-132-2
sw2065B-ms98-a-0105,550.406750,550.661250,they,I,sd,u-132-2
sw2065B-ms98-a-0105,551.203625,551.586750,um,I,sd,u-132-2
sw2065B-ms98-a-0105,551.586750,551.666750,you,I,sd,u-132-2
sw2065B-ms98-a-0105,551.666750,551.796750,know,I,sd,u-132-2
sw2065B-ms98-a-0105,551.796750,552.076750,go,I,sd,u-132-2
sw2065B-ms98-a-0105,552.076750,552.306750,and,I,sd,u-132-2
sw2065B-ms98-a-0105,552.306750,552.716750,actually,I,sd,u-132-2
sw2065B-ms98-a-0105,552.716750,552.956750,live,I,sd,u-132-2
sw2065B-ms98-a-0105,552.956750,553.066750,in,I,sd,u-132-2
sw2065B-ms98-a-0105,553.066750,553.246750,that,I,sd,u-132-2
sw2065B-ms98-a-0105,553.246750,553.756750,country,I,sd,u-132-2
sw2065B-ms98-a-0105,553.756750,553.846750,for,I,sd,u-132-2
sw2065B-ms98-a-0105,553.846750,554.041625,the,I,sd,u-132-2
sw2065B-ms98-a-0105,554.041625,554.368750,the,I,sd,u-132-2
sw2065B-ms98-a-0105,554.368750,554.771000,uh,I,sd,u-132-2
sw2065B-ms98-a-0105,554.887750,555.116750,young,B,sd,u-132-3
sw2065B-ms98-a-0105,555.116750,555.376750,men,I,sd,u-132-3
sw2065B-ms98-a-0105,555.376750,555.516750,do,I,sd,u-132-3
sw2065B-ms98-a-0105,555.516750,555.606750,it,I,sd,u-132-3
sw2065B-ms98-a-0105,555.606750,555.746750,for,I,sd,u-132-3
sw2065B-ms98-a-0105,555.746750,556.026750,two,I,sd,u-132-3
sw2065B-ms98-a-0105,556.026750,556.376750,years,I,sd,u-132-3
sw2065B-ms98-a-0105,556.376750,556.506750,and,I,sd,u-132-3
sw2065B-ms98-a-0105,556.506750,556.566750,the,I,sd,u-132-3
sw2065B-ms98-a-0105,556.566750,556.776750,young,I,sd,u-132-3
sw2065B-ms98-a-0105,556.776750,556.966750,women,I,sd,u-132-3
sw2065B-ms98-a-0105,556.966750,557.076750,for,I,sd,u-132-3
sw2065B-ms98-a-0105,557.076750,557.486750,eighteen,I,sd,u-132-3
sw2065B-ms98-a-0105,557.486750,558.020125,months,I,sd,u-132-3
sw2065B-ms98-a-0107,561.508750,562.108250,right,B,na,u-134-1
sw2065B-ms98-a-0109,572.928750,573.321375,oh,B,b,u-136-1
sw2065B-ms98-a-0109,573.321375,575.399625,[laughter],O,,
sw2065B-ms98-a-0109,575.399625,575.471500,he,B,bf,u-138-1
sw2065B-ms98-a-0109,575.471500,575.561500,had,I,bf,u-138-1
sw2065B-ms98-a-0109,575.561500,575.641500,a,I,bf,u-138-1
sw2065B-ms98-a-0109,575.641500,575.951500,direct,I,bf,u-138-1
sw2065B-ms98-a-0109,575.951500,576.451500,connection,I,bf,u-138-1
sw2065B-ms98-a-0109,576.451500,576.771500,somewhere,I,bf,u-138-1
sw2065B-ms98-a-0109,576.771500,576.979250,uh,I,bf,u-138-1
sw2065B-ms98-a-0109,576.979250,578.488500,[laughter],O,,
sw2065B-ms98-a-0110,579.646625,580.157625,yeah,B,b,u-140-1
sw2065B-ms98-a-0112,582.280125,582.702875,yeah,B,b,u-142-1
sw2065B-ms98-a-0112,582.702875,582.852875,but,O,,
sw2065B-ms98-a-0112,582.852875,583.144500,see,O,,
sw2065B-ms98-a-0112,583.298875,583.462875,they,B,sd,u-144-1
sw2065B-ms98-a-0112,583.462875,583.662875,don't,I,sd,u-144-1
sw2065B-ms98-a-0112,583.662875,583.852875,get,I,sd,u-144-1
sw2065B-ms98-a-0112,583.852875,584.172875,paid,I,sd,u-144-1
sw2065B-ms98-a-0112,584.172875,584.502875,for,I,sd,u-144-1
sw2065B-ms98-a-0112,584.502875,584.582875,it,I,sd,u-144-1
sw2065B-ms98-a-0112,584.582875,584.852875,and,B,sd,u-144-2
sw2065B-ms98-a-0112,584.852875,585.082875,um,I,sd,u-144-2
sw2065B-ms98-a-0112,585.082875,585.252875,but,I,sd,u-144-2
sw2065B-ms98-a-0112,585.252875,585.412875,there,I,sd,u-144-2
sw2065B-ms98-a-0112,585.412875,585.572875,is,I,sd,u-144-2
sw2065B-ms98-a-0112,585.572875,586.056125,funding,I,sd,u-144-2
sw2065B-ms98-a-0112,586.056125,586.332875,that,I,sd,u-144-2
sw2065B-ms98-a-0112,586.332875,586.522875,that,I,sd,u-144-2
