sw2983A-ms98-a-0002,3.806500,4.171000,no,B,nn,u-2-1
sw2983A-ms98-a-0062,322.957375,323.047375,in,I,^q,u-118-2
sw2983A-ms98-a-0062,323.047375,323.137375,the,I,^q,u-118-2
sw2983A-ms98-a-0062,323.137375,323.477375,hundreds,I,^q,u-118-2
sw2983A-ms98-a-0062,323.477375,323.637375,but,B,^q,u-118-3
sw2983A-ms98-a-0062,323.637375,323.697375,i,I,^q,u-118-3
sw2983A-ms98-a-0062,323.697375,323.947375,made,I,^q,u-118-3
sw2983A-ms98-a-0062,323.947375,324.175500,this,I,^q,u-118-3
sw2983A-ms98-a-0062,324.175500,324.607375,one,I,^q,u-118-3
sw2983A-ms98-a-0062,324.607375,324.927375,good,I,^q,u-118-3
sw2983A-ms98-a-0062,324.927375,325.077375,one,I,^q,u-118-3
sw2983A-ms98-a-0062,325.077375,325.530125,[laughter],O,,
sw2983A-ms98-a-0063,326.201250,328.245375,[laughter],O,,
sw2983A-ms98-a-0065,332.166625,332.525625,um-hum,B,ny,u-122-1
sw2983A-ms98-a-0066,332.939750,336.650625,[laughter],O,,
sw2983A-ms98-a-0067,337.347125,337.465875,well,B,sv,u-126-1
sw2983A-ms98-a-0067,337.465875,337.545875,the,I,sv,u-126-1
sw2983A-ms98-a-0067,337.545875,337.795875,one,I,sv,u-126-1
sw2983A-ms98-a-0067,337.795875,338.095875,thing,I,sv,u-126-1
sw2983A-ms98-a-0067,338.095875,338.195875,that,I,sv,u-126-1
sw2983A-ms98-a-0067,338.195875,338.425875,is,I,sv,u-126-1
sw2983A-ms98-a-0067,338.425875,338.803875,a,I,sv,u-126-1
sw2983A-ms98-a-0067,338.803875,339.005875,is,I,sv,u-126-1
sw2983A-ms98-a-0067,339.005875,339.065875,a,I,sv,u-126-1
sw2983A-ms98-a-0067,339.065875,339.565875,drawback,I,sv,u-126-1
sw2983A-ms98-a-0067,339.565875,339.885875,about,I,sv,u-126-1
sw2983A-ms98-a-0067,339.885875,340.135500,it,I,sv,u-126-1
sw2983A-ms98-a-0067,340.655250,340.765875,i,I,sv,u-126-1
sw2983A-ms98-a-0067,340.765875,341.205875,think,I,sv,u-126-1
sw2983A-ms98-a-0067,341.205875,341.315875,is,I,sv,u-126-1
sw2983A-ms98-a-0067,341.315875,341.405875,the,I,sv,u-126-1
sw2983A-ms98-a-0067,341.405875,342.010625,cost,I,sv,u-126-1
sw2983A-ms98-a-0068,343.192625,343.655625,membership,B,sv,u-128-1
sw2983A-ms98-a-0068,343.655625,343.735625,in,I,sv,u-128-1
sw2983A-ms98-a-0068,343.735625,343.805625,the,I,sv,u-128-1
sw2983A-ms98-a-0068,343.805625,344.265625,clubs,I,sv,u-128-1
sw2983A-ms98-a-0068,344.265625,344.425625,is,I,sv,u-128-1
sw2983A-ms98-a-0068,344.425625,345.493125,expensive,I,sv,u-128-1
sw2983A-ms98-a-0068,345.493125,345.625625,the,B,sv,u-128-2
sw2983A-ms98-a-0068,345.625625,346.145625,equipment,I,sv,u-128-2
sw2983A-ms98-a-0068,346.145625,346.305625,is,I,sv,u-128-2
sw2983A-ms98-a-0068,346.305625,346.545625,very,I,sv,u-128-2
sw2983A-ms98-a-0068,346.545625,347.394625,expensive,I,sv,u-128-2
sw2983A-ms98-a-0068,347.646875,348.075625,requires,B,sv,u-128-3
sw2983A-ms98-a-0068,348.075625,348.465625,special,I,sv,u-128-3
sw2983A-ms98-a-0068,348.465625,348.985625,shoes,I,sv,u-128-3
sw2983A-ms98-a-0068,348.985625,349.455625,requires,B,sv,u-128-4
sw2983A-ms98-a-0068,349.455625,349.970250,special,I,sv,u-128-4
sw2983A-ms98-a-0068,350.444750,350.535625,you,I,sv,u-128-4
sw2983A-ms98-a-0068,350.535625,350.645625,know,I,sv,u-128-4
sw2983A-ms98-a-0068,350.645625,351.045625,special,I,sv,u-128-4
sw2983A-ms98-a-0068,351.045625,351.609250,equipment,I,sv,u-128-4
sw2983A-ms98-a-0068,351.944500,352.105625,there's,B,sv,u-128-5
sw2983A-ms98-a-0068,352.105625,352.325625,so,I,sv,u-128-5
sw2983A-ms98-a-0068,352.325625,352.623875,many,I,sv,u-128-5
sw2983A-ms98-a-0070,355.203875,355.496500,that's,B,aa,u-130-1
sw2983A-ms98-a-0070,355.496500,355.944750,right,I,aa,u-130-1
sw2983A-ms98-a-0071,356.595750,356.940250,that's,B,aa,u-132-1
sw2983A-ms98-a-0071,356.940250,357.351000,right,I,aa,u-132-1
sw2983A-ms98-a-0071,357.351000,357.640250,that's,B,aa^r,u-132-2
sw2983A-ms98-a-0071,357.640250,357.917375,right,I,aa^r,u-132-2
sw2983A-ms98-a-0071,357.917375,358.130250,it,B,aa,u-134-1
sw2983A-ms98-a-0071,358.130250,358.290250,it,I,aa,u-134-1
sw2983A-ms98-a-0071,358.290250,358.490250,can,I,aa,u-134-1
sw2983A-ms98-a-0071,358.490250,358.720250,get,I,aa,u-134-1
sw2983A-ms98-a-0071,358.720250,359.200250,very,I,aa,u-134-1
sw2983A-ms98-a-0071,359.200250,359.790250,expensive,I,aa,u-134-1
sw2983A-ms98-a-0071,359.790250,359.900250,and,B,sd,u-134-2
sw2983A-ms98-a-0071,359.900250,359.980250,i,I,sd,u-134-2
sw2983A-ms98-a-0071,359.980250,360.130250,can,I,sd,u-134-2
sw2983A-ms98-a-0071,360.130250,360.690250,imagine,I,sd,u-134-2
sw2983A-ms98-a-0071,360.690250,360.820250,what,I,sd,u-134-2
sw2983A-ms98-a-0071,360.820250,361.010250,kind,I,sd,u-134-2
sw2983A-ms98-a-0071,361.010250,361.070250,of,I,sd,u-134-2
sw2983A-ms98-a-0071,361.070250,361.470250,costs,I,sd,u-134-2
sw2983A-ms98-a-0071,361.470250,361.530250,are,I,sd,u-134-2
sw2983A-ms98-a-0071,361.530250,361.950250,involved,I,sd,u-134-2
sw2983A-ms98-a-0071,361.950250,362.060250,if,I,sd,u-134-2
sw2983A-ms98-a-0071,362.060250,362.150250,you're,I,sd,u-134-2
sw2983A-ms98-a-0071,362.150250,362.290250,going,I,sd,u-134-2
sw2983A-ms98-a-0071,362.290250,362.350250,to,I,sd,u-134-2
sw2983A-ms98-a-0071,362.350250,362.560250,try,I,sd,u-134-2
sw2983A-ms98-a-0071,362.560250,362.660250,to,I,sd,u-134-2
sw2983A-ms98-a-0071,362.660250,362.800250,go,I,sd,u-134-2
sw2983A-ms98-a-0071,362.800250,363.190250,pro,I,sd,u-134-2
sw2983A-ms98-a-0071,363.190250,363.430250,because_1,I,sd,u-134-2
sw2983A-ms98-a-0071,363.430250,363.530250,you,I,sd,u-134-2
sw2983A-ms98-a-0071,363.530250,363.820250,spend,I,sd,u-134-2
sw2983A-ms98-a-0071,363.820250,364.200250,hours,I,sd,u-134-2
sw2983A-ms98-a-0071,364.200250,364.380250,and,I,sd,u-134-2
sw2983A-ms98-a-0071,364.380250,364.610250,hours,I,sd,u-134-2
sw2983A-ms98-a-0071,364.610250,364.740250,and,I,sd,u-134-2
sw2983A-ms98-a-0071,364.740250,365.257375,hours,I,sd,u-134-2
sw2983A-ms98-a-0071,366.513125,367.194500,practicing,B,+,u-136-1
sw2983A-ms98-a-0072,368.089250,368.275500,and,B,sd,u-138-1
sw2983A-ms98-a-0072,368.275500,368.415500,they,I,sd,u-138-1
sw2983A-ms98-a-0072,368.415500,368.695500,don't,I,sd,u-138-1
sw2983A-ms98-a-0072,368.695500,368.945500,give,I,sd,u-138-1
sw2983A-ms98-a-0072,368.945500,369.165500,those,I,sd,u-138-1
sw2983A-ms98-a-0072,369.165500,369.585500,sessions,I,sd,u-138-1
sw2983A-ms98-a-0072,369.585500,369.965500,away,I,sd,u-138-1
sw2983A-ms98-a-0072,369.965500,370.235500,and,B,sd,u-140-1
sw2983A-ms98-a-0072,370.235500,370.455500,nor,I,sd,u-140-1
sw2983A-ms98-a-0072,370.455500,370.605500,do,I,sd,u-140-1
sw2983A-ms98-a-0072,370.605500,370.775500,they,I,sd,u-140-1
sw2983A-ms98-a-0072,370.775500,371.478375,give,I,sd,u-140-1
sw2983A-ms98-a-0072,371.749625,372.211625,uh,I,sd,u-140-1
sw2983A-ms98-a-0072,372.539375,373.155500,instructions,I,sd,u-140-1
sw2983A-ms98-a-0072,373.155500,373.466125,away,I,sd,u-140-1
sw2983A-ms98-a-0073,374.237750,374.391500,as,B,sd,u-142-1
sw2983A-ms98-a-0073,374.391500,374.451500,a,I,sd,u-142-1
sw2983A-ms98-a-0073,374.451500,374.781500,matter,I,sd,u-142-1
sw2983A-ms98-a-0073,374.781500,374.851500,of,I,sd,u-142-1
sw2983A-ms98-a-0073,374.851500,375.491500,fact,I,sd,u-142-1
sw2983A-ms98-a-0073,375.491500,375.611500,a,I,sd,u-142-1
sw2983A-ms98-a-0073,375.611500,375.981500,friend,I,sd,u-142-1
sw2983A-ms98-a-0073,375.981500,376.121500,of,I,sd,u-142-1
sw2983A-ms98-a-0073,376.121500,376.391500,mine,I,sd,u-142-1
sw2983A-ms98-a-0073,376.391500,376.731500,asked,I,sd,u-142-1
sw2983A-ms98-a-0073,376.731500,376.831500,me,I,sd,u-142-1
sw2983A-ms98-a-0073,376.831500,376.951500,if,I,sd,u-142-1
sw2983A-ms98-a-0073,376.951500,377.041500,i,I,sd,u-142-1
sw2983A-ms98-a-0073,377.041500,377.261500,thought,I,sd,u-142-1
sw2983A-ms98-a-0073,377.261500,377.401500,i'd,I,sd,u-142-1
sw2983A-ms98-a-0073,377.401500,377.541500,be,I,sd,u-142-1
sw2983A-ms98-a-0073,377.541500,378.001500,interested,I,sd,u-142-1
sw2983A-ms98-a-0073,378.001500,378.161500,in,I,sd,u-142-1
sw2983A-ms98-a-0073,378.161500,378.451500,golf,I,sd,u-142-1
sw2983A-ms98-a-0073,378.451500,378.541500,i,B,sd(^q),u-142-2
sw2983A-ms98-a-0073,378.541500,378.751500,said,I,sd(^q),u-142-2
sw2983A-ms98-a-0073,378.751500,378.851500,i,I,sd(^q),u-142-2
sw2983A-ms98-a-0073,378.851500,379.141500,don't,I,sd(^q),u-142-2
sw2983A-ms98-a-0073,379.141500,379.341500,know,I,sd(^q),u-142-2
sw2983A-ms98-a-0073,379.341500,379.501500,i'll,B,^q,u-142-3
sw2983A-ms98-a-0073,379.501500,379.651500,have,I,^q,u-142-3
sw2983A-ms98-a-0073,379.651500,379.771500,to,I,^q,u-142-3
sw2983A-ms98-a-0073,379.771500,380.041500,try,I,^q,u-142-3
sw2983A-ms98-a-0073,380.041500,380.171500,it,I,^q,u-142-3
sw2983A-ms98-a-0073,380.171500,380.261500,and,I,^q,u-142-3
sw2983A-ms98-a-0073,380.261500,380.621500,see,I,^q,u-142-3
sw2983A-ms98-a-0073,380.621500,380.741500,i've,B,^q,u-142-4
sw2983A-ms98-a-0073,380.741500,381.141500,always,I,^q,u-142-4
sw2983A-ms98-a-0073,381.141500,381.601500,watched,I,^q,u-142-4
sw2983A-ms98-a-0073,381.601500,381.709000,it,I,^q,u-142-4
sw2983A-ms98-a-0073,382.594000,382.811500,and,B,sd(^q),u-144-1
sw2983A-ms98-a-0073,382.811500,382.941500,he,I,sd(^q),u-144-1
sw2983A-ms98-a-0073,382.941500,383.331500,said,I,sd(^q),u-144-1
sw2983A-ms98-a-0073,383.331500,383.521500,well,I,sd(^q),u-144-1
sw2983A-ms98-a-0073,383.521500,383.951500,fine,I,sd(^q),u-144-1
sw2983A-ms98-a-0073,383.951500,384.081500,he,B,sd(^q),u-144-2
sw2983A-ms98-a-0073,384.081500,384.391500,said,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,384.391500,384.591500,we'll,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,384.591500,384.831500,just,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,384.831500,385.121500,take,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.121500,385.241500,you,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.241500,385.451500,over,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.451500,385.551500,to,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.551500,385.631500,the,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.631500,385.991500,course,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,385.991500,386.111500,he,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,386.111500,386.341500,lives,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,386.341500,386.461500,near,I,sd(^q),u-144-2
sw2983A-ms98-a-0073,386.461500,387.084750,Brookhaven,I,sd(^q),u-144-2
sw2983A-ms98-a-0074,387.407625,387.612000,we'll,B,+,u-146-1
sw2983A-ms98-a-0074,387.612000,387.812000,just,I,+,u-146-1
sw2983A-ms98-a-0074,387.812000,388.032000,take,I,+,u-146-1
sw2983A-ms98-a-0074,388.032000,388.142000,you,I,+,u-146-1
sw2983A-ms98-a-0074,388.142000,388.252000,over,I,+,u-146-1
sw2983A-ms98-a-0074,388.252000,388.322000,to,I,+,u-146-1
sw2983A-ms98-a-0074,388.322000,388.382000,the,I,+,u-146-1
sw2983A-ms98-a-0074,388.382000,388.672000,course,I,+,u-146-1
sw2983A-ms98-a-0074,388.672000,388.802000,and,I,+,u-146-1
sw2983A-ms98-a-0074,388.802000,388.972000,get,I,+,u-146-1
sw2983A-ms98-a-0074,388.972000,389.092000,you,I,+,u-146-1
sw2983A-ms98-a-0074,389.092000,389.302000,some,I,+,u-146-1
sw2983A-ms98-a-0074,389.302000,389.722000,lessons,I,+,u-146-1
sw2983A-ms98-a-0074,389.722000,389.842000,and,I,+,u-146-1
sw2983A-ms98-a-0074,389.842000,390.052000,let,I,+,u-146-1
sw2983A-ms98-a-0074,390.052000,390.172000,you,I,+,u-146-1
sw2983A-ms98-a-0074,390.172000,390.412000,see,I,+,u-146-1
sw2983A-ms98-a-0074,390.412000,390.552000,if,I,+,u-146-1
sw2983A-ms98-a-0074,390.552000,390.672000,you,I,+,u-146-1
sw2983A-ms98-a-0074,390.672000,390.942000,like,I,+,u-146-1
sw2983A-ms98-a-0074,390.942000,391.022000,it,I,+,u-146-1
sw2983A-ms98-a-0074,391.022000,391.192000,if,B,^q,u-146-2
sw2983A-ms98-a-0074,391.192000,391.272000,you,I,^q,u-146-2
sw2983A-ms98-a-0074,391.272000,391.542000,do,I,^q,u-146-2
sw2983A-ms98-a-0074,391.542000,391.672000,then,I,^q,u-146-2
sw2983A-ms98-a-0074,391.672000,391.792000,we,I,^q,u-146-2
sw2983A-ms98-a-0074,391.792000,391.962000,can,I,^q,u-146-2
sw2983A-ms98-a-0074,391.962000,392.102000,go,I,^q,u-146-2
sw2983A-ms98-a-0074,392.102000,392.452000,golf,I,^q,u-146-2
sw2983A-ms98-a-0074,392.452000,392.978750,together,I,^q,u-146-2
sw2983A-ms98-a-0075,393.903375,394.011250,i,O,,
sw2983A-ms98-a-0075,394.011250,394.101250,said,O,,
sw2983A-ms98-a-0075,394.101250,394.221250,oh,B,ba,u-148-1
sw2983A-ms98-a-0075,394.221250,394.837875,whoa,I,ba,u-148-1
sw2983A-ms98-a-0075,395.003625,395.401250,great,B,ba,u-148-2
sw2983A-ms98-a-0075,395.401250,395.501250,i,B,sd,u-148-3
sw2983A-ms98-a-0075,395.501250,395.681250,get,I,sd,u-148-3
sw2983A-ms98-a-0075,395.681250,395.781250,to,I,sd,u-148-3
sw2983A-ms98-a-0075,395.781250,396.041250,walk,I,sd,u-148-3
sw2983A-ms98-a-0075,396.041250,396.191250,all,I,sd,u-148-3
sw2983A-ms98-a-0075,396.191250,396.511250,around,I,sd,u-148-3
sw2983A-ms98-a-0075,396.511250,396.561250,a,I,sd,u-148-3
sw2983A-ms98-a-0075,396.561250,396.761250,little,I,sd,u-148-3
sw2983A-ms98-a-0075,396.761250,397.071250,green,I,sd,u-148-3
sw2983A-ms98-a-0075,397.071250,397.481250,field,I,sd,u-148-3
sw2983A-ms98-a-0075,397.481250,397.701250,all,I,sd,u-148-3
sw2983A-ms98-a-0075,397.701250,397.970750,day,I,sd,u-148-3
sw2983A-ms98-a-0076,399.216125,399.433000,but,B,sv,u-150-1
sw2983A-ms98-a-0076,399.433000,399.633000,those,I,sv,u-150-1
sw2983A-ms98-a-0076,399.633000,399.933000,kinds,I,sv,u-150-1
sw2983A-ms98-a-0076,399.933000,400.003000,of,I,sv,u-150-1
sw2983A-ms98-a-0076,400.003000,400.303000,things,I,sv,u-150-1
sw2983A-ms98-a-0076,400.303000,400.683000,happen,I,sv,u-150-1
sw2983A-ms98-a-0076,400.683000,400.833000,though,I,sv,u-150-1
sw2983A-ms98-a-0076,400.833000,401.132500,you,B,sv,u-150-2
sw2983A-ms98-a-0076,401.132500,401.423000,you,I,sv,u-150-2
sw2983A-ms98-a-0076,401.423000,401.553000,get,I,sv,u-150-2
sw2983A-ms98-a-0076,401.553000,401.593000,a,I,sv,u-150-2
sw2983A-ms98-a-0076,401.593000,401.796000,little,I,sv,u-150-2
sw2983A-ms98-a-0076,401.796000,402.163000,taste,I,sv,u-150-2
sw2983A-ms98-a-0076,402.163000,402.313000,of,I,sv,u-150-2
sw2983A-ms98-a-0076,402.313000,402.393000,it,I,sv,u-150-2
sw2983A-ms98-a-0076,402.393000,402.513000,and,B,sv(^q),u-150-3
sw2983A-ms98-a-0076,402.513000,402.593000,you,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,402.593000,402.966250,say,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,402.966250,403.293000,hey,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,403.293000,403.533000,this,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,403.533000,403.653000,is,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,403.653000,403.853000,not,I,sv(^q),u-150-3
sw2983A-ms98-a-0076,403.853000,404.395250,bad,I,sv(^q),u-150-3
sw2983A-ms98-a-0077,405.173250,405.408125,and,B,sv,u-152-1
sw2983A-ms98-a-0077,405.408125,405.538125,you,I,sv,u-152-1
sw2983A-ms98-a-0077,405.538125,405.788125,really,I,sv,u-152-1
sw2983A-ms98-a-0077,405.788125,406.128125,begin,I,sv,u-152-1
sw2983A-ms98-a-0077,406.128125,406.228125,to,I,sv,u-152-1
sw2983A-ms98-a-0077,406.228125,406.608125,develop,I,sv,u-152-1
sw2983A-ms98-a-0077,406.608125,406.708125,an,I,sv,u-152-1
sw2983A-ms98-a-0077,406.708125,407.118125,interest,I,sv,u-152-1
sw2983A-ms98-a-0077,407.118125,407.218125,in,I,sv,u-152-1
sw2983A-ms98-a-0077,407.218125,407.308125,it,I,sv,u-152-1
sw2983A-ms98-a-0077,407.308125,407.438125,but,B,sd,u-152-2
sw2983A-ms98-a-0077,407.438125,407.558125,i,I,sd,u-152-2
sw2983A-ms98-a-0077,407.558125,407.718125,am,I,sd,u-152-2
sw2983A-ms98-a-0077,407.718125,407.988125,not,I,sd,u-152-2
sw2983A-ms98-a-0077,407.988125,408.068125,an,I,sd,u-152-2
sw2983A-ms98-a-0077,408.068125,408.748125,athlete,I,sd,u-152-2
sw2983A-ms98-a-0077,408.748125,408.848125,at,I,sd,u-152-2
sw2983A-ms98-a-0077,408.848125,409.250875,all,I,sd,u-152-2
sw2983A-ms98-a-0077,409.416625,409.561375,uh,O,,
sw2983A-ms98-a-0077,409.561375,409.606625,you,B,sd,u-154-1
sw2983A-ms98-a-0077,409.606625,409.738375,know,I,sd,u-154-1
sw2983A-ms98-a-0077,409.738375,409.896500,i'm,I,sd,u-154-1
sw2983A-ms98-a-0077,409.896500,410.278125,always,I,sd,u-154-1
sw2983A-ms98-a-0077,410.278125,410.348125,the,I,sd,u-154-1
sw2983A-ms98-a-0077,410.348125,410.538125,one,I,sd,u-154-1
sw2983A-ms98-a-0077,410.538125,410.628125,that,I,sd,u-154-1
sw2983A-ms98-a-0077,410.628125,410.788125,got,I,sd,u-154-1
sw2983A-ms98-a-0077,410.788125,411.028125,hit,I,sd,u-154-1
sw2983A-ms98-a-0077,411.028125,411.138125,by,I,sd,u-154-1
sw2983A-ms98-a-0077,411.138125,411.218125,the,I,sd,u-154-1
sw2983A-ms98-a-0077,411.218125,411.538125,bat,I,sd,u-154-1
sw2983A-ms98-a-0077,411.538125,411.608125,in,I,sd,u-154-1
sw2983A-ms98-a-0077,411.608125,412.408125,baseball,I,sd,u-154-1
sw2983A-ms98-a-0077,412.408125,412.642250,and,B,+,u-156-1
sw2983A-ms98-a-0078,413.769000,414.091000,and,I,+,u-156-1
sw2983A-ms98-a-0078,414.091000,414.536750,uh,I,+,u-156-1
sw2983A-ms98-a-0078,414.536750,414.755250,hu[ng]-,I,+,u-156-1
sw2983A-ms98-a-0078,414.755250,414.899000,hu[ng]-,I,+,u-156-1
sw2983A-ms98-a-0078,414.899000,415.109000,hung,I,+,u-156-1
sw2983A-ms98-a-0078,415.109000,415.209000,my,I,+,u-156-1
sw2983A-ms98-a-0078,415.209000,415.789000,fingernails,I,+,u-156-1
sw2983A-ms98-a-0078,415.789000,415.859000,in,I,+,u-156-1
sw2983A-ms98-a-0078,415.859000,415.919000,the,I,+,u-156-1
sw2983A-ms98-a-0078,415.919000,416.149000,net,I,+,u-156-1
sw2983A-ms98-a-0078,416.149000,416.269000,in,I,+,u-156-1
sw2983A-ms98-a-0078,416.269000,416.936375,volleyball,I,+,u-156-1
sw2983A-ms98-a-0078,417.695375,418.152125,so,B,sd,u-158-1
sw2983A-ms98-a-0078,418.152125,418.359000,i,I,sd,u-158-1
sw2983A-ms98-a-0078,418.359000,418.549000,am,I,sd,u-158-1
sw2983A-ms98-a-0078,418.549000,418.889000,not,I,sd,u-158-1
sw2983A-ms98-a-0078,418.889000,418.979000,an,I,sd,u-158-1
sw2983A-ms98-a-0078,418.979000,419.551125,athlete,I,sd,u-158-1
sw2983A-ms98-a-0078,419.976750,420.289000,maybe,B,sd,u-158-2
sw2983A-ms98-a-0078,420.289000,420.689000,golf,I,sd,u-158-2
sw2983A-ms98-a-0078,420.689000,420.839000,is,I,sd,u-158-2
sw2983A-ms98-a-0078,420.839000,420.969000,a,I,sd,u-158-2
sw2983A-ms98-a-0078,420.969000,421.569000,forgiving,I,sd,u-158-2
sw2983A-ms98-a-0078,421.569000,421.919000,sport,I,sd,u-158-2
sw2983A-ms98-a-0078,421.919000,422.039000,i,B,h,u-158-3
sw2983A-ms98-a-0078,422.039000,422.279000,don't,I,h,u-158-3
sw2983A-ms98-a-0078,422.279000,422.668250,know,I,h,u-158-3
sw2983A-ms98-a-0079,423.226750,423.278875,it,B,sv,u-160-1
sw2983A-ms98-a-0079,423.278875,423.498250,doesn't,I,sv,u-160-1
sw2983A-ms98-a-0079,423.498250,423.828250,appear,I,sv,u-160-1
sw2983A-ms98-a-0079,423.828250,423.918250,to,I,sv,u-160-1
sw2983A-ms98-a-0079,423.918250,424.228250,be,I,sv,u-160-1
sw2983A-ms98-a-0079,424.228250,424.706750,[laughter],O,,
sw2983A-ms98-a-0081,428.740375,429.035250,um-hum,B,aa,u-162-1
sw2983A-ms98-a-0081,430.312750,430.517375,i,B,sd,u-162-2
sw2983A-ms98-a-0081,430.517375,431.118375,really,I,sd,u-162-2
sw2983A-ms98-a-0081,431.532625,431.607375,i,I,sd,u-162-2
sw2983A-ms98-a-0081,431.607375,431.807375,i,I,sd,u-162-2
sw2983A-ms98-a-0081,431.807375,432.187375,haven't,I,sd,u-162-2
sw2983A-ms98-a-0081,432.187375,432.577375,really,I,sd,u-162-2
sw2983A-ms98-a-0081,432.577375,433.287375,acquired,I,sd,u-162-2
sw2983A-ms98-a-0081,433.287375,433.397375,an,I,sd,u-162-2
sw2983A-ms98-a-0081,433.397375,433.867375,interest,I,sd,u-162-2
sw2983A-ms98-a-0081,433.867375,433.997375,in,I,sd,u-162-2
sw2983A-ms98-a-0081,433.997375,434.167375,it,I,sd,u-162-2
sw2983A-ms98-a-0081,434.167375,434.494375,but,B,sd,u-162-3
sw2983A-ms98-a-0081,434.935125,435.295250,i'm,I,sd,u-162-3
sw2983A-ms98-a-0081,435.551375,435.887375,open,I,sd,u-162-3
sw2983A-ms98-a-0081,435.887375,435.957375,to,I,sd,u-162-3
sw2983A-ms98-a-0081,435.957375,436.227375,try,I,sd,u-162-3
sw2983A-ms98-a-0081,436.227375,436.812875,anything,I,sd,u-162-3
sw2983A-ms98-a-0081,437.275125,437.407375,you,B,+,u-164-1
sw2983A-ms98-a-0081,437.407375,437.534250,know,I,+,u-164-1
sw2983A-ms98-a-0082,438.585250,438.643875,the,B,sd,u-166-1
sw2983A-ms98-a-0082,438.643875,438.893875,one,I,sd,u-166-1
sw2983A-ms98-a-0082,438.893875,439.193875,thing,I,sd,u-166-1
sw2983A-ms98-a-0082,439.193875,439.362750,that,I,sd,u-166-1
sw2983A-ms98-a-0082,439.558625,439.956125,is,I,sd,u-166-1
sw2983A-ms98-a-0082,439.956125,440.573875,also,I,sd,u-166-1
sw2983A-ms98-a-0082,440.573875,441.063875,detrimental,I,sd,u-166-1
sw2983A-ms98-a-0082,441.063875,441.143875,as,I,sd,u-166-1
sw2983A-ms98-a-0082,441.143875,441.427125,far,I,sd,u-166-1
sw2983A-ms98-a-0082,441.427125,441.593875,i'm,I,sd,u-166-1
sw2983A-ms98-a-0082,441.593875,442.053875,concerned,I,sd,u-166-1
sw2983A-ms98-a-0082,442.053875,442.173875,my,I,sd,u-166-1
sw2983A-ms98-a-0082,442.173875,442.523875,skin,I,sd,u-166-1
sw2983A-ms98-a-0082,442.523875,442.623875,is,I,sd,u-166-1
sw2983A-ms98-a-0082,442.623875,442.863875,very,I,sd,u-166-1
sw2983A-ms98-a-0082,442.863875,443.252750,fair,I,sd,u-166-1
sw2983A-ms98-a-0082,443.520125,443.699250,so,B,sd,u-168-1
sw2983A-ms98-a-0082,443.849875,444.033875,i'm,I,sd,u-168-1
sw2983A-ms98-a-0082,444.033875,444.203875,going,I,sd,u-168-1
sw2983A-ms98-a-0082,444.203875,444.263875,to,I,sd,u-168-1
sw2983A-ms98-a-0082,444.263875,444.423875,have,I,sd,u-168-1
sw2983A-ms98-a-0082,444.423875,444.533875,to,I,sd,u-168-1
sw2983A-ms98-a-0082,444.533875,444.873875,golf,I,sd,u-168-1
sw2983A-ms98-a-0082,444.873875,444.953875,in,I,sd,u-168-1
sw2983A-ms98-a-0082,444.953875,445.083875,the,I,sd,u-168-1
sw2983A-ms98-a-0082,445.083875,445.713875,evening,I,sd,u-168-1
sw2983A-ms98-a-0082,445.713875,445.823875,or,B,sd,u-168-2
sw2983A-ms98-a-0082,445.823875,445.933875,i'm,I,sd,u-168-2
sw2983A-ms98-a-0082,445.933875,446.053875,going,I,sd,u-168-2
sw2983A-ms98-a-0082,446.053875,446.113875,to,I,sd,u-168-2
sw2983A-ms98-a-0082,446.113875,446.203875,have,I,sd,u-168-2
sw2983A-ms98-a-0082,446.203875,446.283875,to,I,sd,u-168-2
sw2983A-ms98-a-0082,446.283875,446.543875,golf,I,sd,u-168-2
sw2983A-ms98-a-0082,446.543875,446.613875,at,I,sd,u-168-2
sw2983A-ms98-a-0082,446.613875,446.653875,a,I,sd,u-168-2
sw2983A-ms98-a-0082,446.653875,446.983875,time,I,sd,u-168-2
sw2983A-ms98-a-0082,446.983875,447.103875,when,I,sd,u-168-2
sw2983A-ms98-a-0082,447.103875,447.163875,the,I,sd,u-168-2
sw2983A-ms98-a-0082,447.163875,447.383875,heat,I,sd,u-168-2
sw2983A-ms98-a-0082,447.383875,447.443875,of,I,sd,u-168-2
sw2983A-ms98-a-0082,447.443875,447.503875,the,I,sd,u-168-2
sw2983A-ms98-a-0082,447.503875,447.813875,day,I,sd,u-168-2
sw2983A-ms98-a-0082,447.813875,448.053875,does,I,sd,u-168-2
