sw2658A-ms98-a-0002,7.996125,8.326125,uh-huh,B,b,u-2-1
sw2658A-ms98-a-0049,252.698875,252.818875,them,I,sd,u-68-2
sw2658A-ms98-a-0049,252.818875,252.888875,the,I,sd,u-68-2
sw2658A-ms98-a-0049,252.888875,253.468875,situation,I,sd,u-68-2
sw2658A-ms98-a-0049,253.468875,253.558875,and,B,sd(^q),u-68-3
sw2658A-ms98-a-0049,253.558875,253.628875,they,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,253.628875,253.768875,said,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,253.768875,253.858875,well,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,253.858875,253.988875,you,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,253.988875,254.128875,don't,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.128875,254.258875,have,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.258875,254.368875,to,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.368875,254.548875,pay,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.548875,254.818875,for,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.818875,254.898875,it,I,sd(^q),u-68-3
sw2658A-ms98-a-0049,254.898875,255.128875,yet,I,sd(^q),u-68-3
sw2658A-ms98-a-0050,256.599375,256.773875,y[es]-,O,,
sw2658A-ms98-a-0050,256.773875,257.370375,yes,B,ny,u-70-1
sw2658A-ms98-a-0052,263.532500,263.848250,yeah,B,b,u-72-1
sw2658A-ms98-a-0054,266.251625,266.531625,right,B,aa,u-74-1
sw2658A-ms98-a-0054,266.531625,266.711625,and,B,%,u-74-2
sw2658A-ms98-a-0054,266.711625,267.001625,so,I,%,u-74-2
sw2658A-ms98-a-0054,267.001625,267.061625,you,I,%,u-74-2
sw2658A-ms98-a-0054,267.061625,267.231625,know,I,%,u-74-2
sw2658A-ms98-a-0055,268.733375,268.873375,well,B,sd(^q),u-76-1
sw2658A-ms98-a-0055,268.873375,269.063375,because_1,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,269.063375,269.263375,these,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,269.263375,269.563375,guys,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,269.563375,269.703375,if,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,269.703375,269.993375,they,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,269.993375,270.343375,um,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,270.613375,270.763375,give,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,270.763375,270.903375,us,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,270.903375,270.973375,a,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,270.973375,271.143375,hard,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,271.143375,271.433375,time,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,271.433375,271.563375,we're,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,271.563375,271.693375,going,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,271.693375,271.773375,to,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,271.773375,272.113875,say,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,272.735375,272.903375,you,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,272.903375,273.173375,look,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,273.173375,273.293375,you,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,273.293375,273.483750,know,I,sd(^q),u-76-1
sw2658A-ms98-a-0055,273.653250,273.803375,if,B,^q,u-76-2
sw2658A-ms98-a-0055,273.973375,274.003375,y[ou]-,I,^q,u-76-2
sw2658A-ms98-a-0055,274.003375,274.083375,if,I,^q,u-76-2
sw2658A-ms98-a-0055,274.083375,274.193375,you,I,^q,u-76-2
sw2658A-ms98-a-0055,274.193375,274.521500,can't,I,^q,u-76-2
sw2658A-ms98-a-0055,275.037500,275.373375,fix,I,^q,u-76-2
sw2658A-ms98-a-0055,275.373375,275.483375,this,I,^q,u-76-2
sw2658A-ms98-a-0055,275.483375,275.613375,to,I,^q,u-76-2
sw2658A-ms98-a-0055,275.613375,275.713375,our,I,^q,u-76-2
sw2658A-ms98-a-0055,275.713375,276.473375,satisfaction,I,^q,u-76-2
sw2658A-ms98-a-0055,277.023375,277.153375,we're,B,+,u-78-1
sw2658A-ms98-a-0055,277.153375,277.323375,just,I,+,u-78-1
sw2658A-ms98-a-0055,277.323375,277.713375,returning,I,+,u-78-1
sw2658A-ms98-a-0055,277.713375,277.773375,the,I,+,u-78-1
sw2658A-ms98-a-0055,277.773375,278.283375,computer,I,+,u-78-1
sw2658A-ms98-a-0056,279.152750,279.682750,and,B,%,u-80-1
sw2658A-ms98-a-0056,280.162750,280.342750,if,I,%,u-80-1
sw2658A-ms98-a-0056,280.342750,280.442750,we,I,%,u-80-1
sw2658A-ms98-a-0056,280.442750,280.592750,do,I,%,u-80-1
sw2658A-ms98-a-0056,280.592750,281.086375,that,I,%,u-80-1
sw2658A-ms98-a-0056,281.496875,281.602750,i,B,sd,u-80-2
sw2658A-ms98-a-0056,281.602750,281.812750,just,I,sd,u-80-2
sw2658A-ms98-a-0056,281.812750,281.962750,tell,I,sd,u-80-2
sw2658A-ms98-a-0056,281.962750,282.112750,the,I,sd,u-80-2
sw2658A-ms98-a-0056,282.112750,282.362750,credit,I,sd,u-80-2
sw2658A-ms98-a-0056,282.362750,282.532000,card,I,sd,u-80-2
sw2658A-ms98-a-0056,282.532000,283.078125,company,I,sd,u-80-2
sw2658A-ms98-a-0056,283.078125,283.432750,don't,I,sd,u-80-2
sw2658A-ms98-a-0056,283.432750,283.612750,pay,I,sd,u-80-2
sw2658A-ms98-a-0056,283.612750,283.702750,the,I,sd,u-80-2
sw2658A-ms98-a-0056,283.702750,284.102750,charge,I,sd,u-80-2
sw2658A-ms98-a-0056,284.102750,284.252750,even,B,+,u-82-1
sw2658A-ms98-a-0056,284.252750,284.342750,though,I,+,u-82-1
sw2658A-ms98-a-0056,284.342750,284.542750,they've,I,+,u-82-1
sw2658A-ms98-a-0056,284.542750,284.842750,already,I,+,u-82-1
sw2658A-ms98-a-0056,284.842750,285.102750,paid,I,+,u-82-1
sw2658A-ms98-a-0056,285.102750,285.292750,it,I,+,u-82-1
sw2658A-ms98-a-0056,285.842750,286.152750,but,B,sd,u-84-1
sw2658A-ms98-a-0056,286.152750,286.352750,they'll,I,sd,u-84-1
sw2658A-ms98-a-0056,286.352750,286.722750,just,I,sd,u-84-1
sw2658A-ms98-a-0056,286.722750,286.832750,you,I,sd,u-84-1
sw2658A-ms98-a-0056,286.832750,287.117625,know,I,sd,u-84-1
sw2658A-ms98-a-0056,287.532000,287.912750,undo,B,+,u-86-1
sw2658A-ms98-a-0056,287.912750,287.982750,the,I,+,u-86-1
sw2658A-ms98-a-0056,287.982750,288.332750,credit,I,+,u-86-1
sw2658A-ms98-a-0056,288.332750,288.472750,that,I,+,u-86-1
sw2658A-ms98-a-0056,288.472750,288.602750,they,I,+,u-86-1
sw2658A-ms98-a-0056,288.602750,288.792750,did,I,+,u-86-1
sw2658A-ms98-a-0056,288.792750,288.932750,to,I,+,u-86-1
sw2658A-ms98-a-0056,288.932750,289.340375,them,I,+,u-86-1
sw2658A-ms98-a-0057,290.719375,291.158875,yeah,B,b,u-88-1
sw2658A-ms98-a-0059,293.282625,293.592625,right,B,b,u-90-1
sw2658A-ms98-a-0059,293.592625,294.182625,[laughter],O,,
sw2658A-ms98-a-0060,294.766250,295.256250,and,B,%,u-92-1
sw2658A-ms98-a-0062,312.490000,312.846375,um-hum,B,b,u-94-1
sw2658A-ms98-a-0064,335.695250,335.983375,uh-huh,B,b,u-96-1
sw2658A-ms98-a-0066,346.175875,346.390375,oh,B,ba,u-98-1
sw2658A-ms98-a-0066,346.390375,346.755875,no,I,ba,u-98-1
sw2658A-ms98-a-0068,354.612875,354.970500,um-hum,B,b,u-100-1
sw2658A-ms98-a-0070,370.871375,371.189625,um-hum,B,b,u-102-1
sw2658A-ms98-a-0071,372.653750,372.883750,what,B,qw,u-104-1
sw2658A-ms98-a-0071,372.883750,373.173750,brand,I,qw,u-104-1
sw2658A-ms98-a-0071,373.173750,373.253750,is,I,qw,u-104-1
sw2658A-ms98-a-0071,373.253750,373.433750,it,I,qw,u-104-1
sw2658A-ms98-a-0071,373.683750,373.763750,do,B,qy,u-104-2
sw2658A-ms98-a-0071,373.763750,373.843750,you,I,qy,u-104-2
sw2658A-ms98-a-0071,373.843750,374.163125,know,I,qy,u-104-2
sw2658A-ms98-a-0073,378.524750,378.694750,but,B,sd,u-106-1
sw2658A-ms98-a-0073,378.694750,378.744750,i,I,sd,u-106-1
sw2658A-ms98-a-0073,378.744750,378.854750,was,I,sd,u-106-1
sw2658A-ms98-a-0073,378.854750,379.174750,wondering,I,sd,u-106-1
sw2658A-ms98-a-0073,379.174750,379.314750,like,I,sd,u-106-1
sw2658A-ms98-a-0073,379.314750,379.414750,you,I,sd,u-106-1
sw2658A-ms98-a-0073,379.414750,379.504750,know,I,sd,u-106-1
sw2658A-ms98-a-0073,379.504750,379.624750,in,B,sd,u-106-2
sw2658A-ms98-a-0073,379.624750,379.774750,our,I,sd,u-106-2
sw2658A-ms98-a-0073,379.774750,380.124750,case,I,sd,u-106-2
sw2658A-ms98-a-0073,380.124750,380.314750,we,I,sd,u-106-2
sw2658A-ms98-a-0073,380.694750,380.804750,we,I,sd,u-106-2
sw2658A-ms98-a-0073,380.804750,381.024750,knew,I,sd,u-106-2
sw2658A-ms98-a-0073,381.024750,381.134750,we,I,sd,u-106-2
sw2658A-ms98-a-0073,381.134750,381.324750,were,I,sd,u-106-2
sw2658A-ms98-a-0073,381.324750,381.714750,buying,I,sd,u-106-2
sw2658A-ms98-a-0073,381.864750,381.914750,a,I,sd,u-106-2
sw2658A-ms98-a-0073,381.914750,382.354750,copy,I,sd,u-106-2
sw2658A-ms98-a-0073,382.354750,382.504750,we,B,sd,u-106-3
sw2658A-ms98-a-0073,382.504750,382.854750,weren't,I,sd,u-106-3
sw2658A-ms98-a-0073,382.854750,383.251125,buying,I,sd,u-106-3
sw2658A-ms98-a-0073,383.554750,383.664750,an,O,,
sw2658A-ms98-a-0073,383.664750,384.094750,IBM,O,,
sw2658A-ms98-a-0073,384.094750,384.474750,PC,O,,
sw2658A-ms98-a-0073,384.474750,384.564750,and,B,qy^d,u-108-2
sw2658A-ms98-a-0073,384.564750,384.594750,i,I,qy^d,u-108-2
sw2658A-ms98-a-0073,384.594750,384.714750,was,I,qy^d,u-108-2
sw2658A-ms98-a-0073,384.714750,385.014750,wondering,I,qy^d,u-108-2
sw2658A-ms98-a-0073,385.014750,385.094750,if,I,qy^d,u-108-2
sw2658A-ms98-a-0073,385.094750,385.273750,you,I,qy^d,u-108-2
sw2658A-ms98-a-0077,395.536625,395.913250,uh-huh,B,b,u-110-1
sw2658A-ms98-a-0077,396.150500,396.246625,did,O,,
sw2658A-ms98-a-0077,396.246625,396.356625,you,B,qy,u-110-2
sw2658A-ms98-a-0077,396.356625,396.496625,buy,I,qy,u-110-2
sw2658A-ms98-a-0077,396.496625,396.646625,it,I,qy,u-110-2
sw2658A-ms98-a-0077,396.646625,396.726625,at,I,qy,u-110-2
sw2658A-ms98-a-0077,396.726625,397.156625,some,I,qy,u-110-2
sw2658A-ms98-a-0077,397.156625,397.486625,major,I,qy,u-110-2
sw2658A-ms98-a-0077,397.486625,397.986625,store,I,qy,u-110-2
sw2658A-ms98-a-0079,408.246625,408.846625,[laughter-Highlands],O,,
sw2658A-ms98-a-0079,408.846625,409.166625,[laughter-because],O,,
sw2658A-ms98-a-0079,409.166625,409.286625,[laughter-it's],O,,
sw2658A-ms98-a-0079,409.286625,409.636625,[laughter-obviously],O,,
sw2658A-ms98-a-0079,409.636625,409.696625,a,O,,
sw2658A-ms98-a-0079,409.696625,409.986625,chain,B,sd,u-112-2
sw2658A-ms98-a-0079,409.986625,410.206625,down,I,sd,u-112-2
sw2658A-ms98-a-0079,410.206625,410.416625,there,I,sd,u-112-2
sw2658A-ms98-a-0079,410.416625,410.576625,that,I,sd,u-112-2
sw2658A-ms98-a-0079,410.576625,410.646625,i,I,sd,u-112-2
sw2658A-ms98-a-0079,410.646625,410.796625,don't,I,sd,u-112-2
sw2658A-ms98-a-0079,410.796625,410.926625,know,I,sd,u-112-2
sw2658A-ms98-a-0079,410.926625,411.066625,up,I,sd,u-112-2
sw2658A-ms98-a-0079,411.066625,411.332500,here,I,sd,u-112-2
sw2658A-ms98-a-0079,411.591250,411.946625,nope,B,nn,u-114-1
sw2658A-ms98-a-0081,416.288625,416.647000,uh-huh,B,b,u-116-1
sw2658A-ms98-a-0083,428.830000,428.950000,i,B,sv,u-118-1
sw2658A-ms98-a-0083,428.950000,429.110000,think,I,sv,u-118-1
sw2658A-ms98-a-0083,429.110000,429.170000,a,I,sv,u-118-1
sw2658A-ms98-a-0083,429.170000,429.360000,lot,I,sv,u-118-1
sw2658A-ms98-a-0083,429.360000,429.440000,of,I,sv,u-118-1
sw2658A-ms98-a-0083,429.440000,429.660000,things,I,sv,u-118-1
sw2658A-ms98-a-0083,429.660000,429.720000,are,I,sv,u-118-1
sw2658A-ms98-a-0083,429.720000,429.920000,not,I,sv,u-118-1
sw2658A-ms98-a-0083,429.920000,430.100000,made,I,sv,u-118-1
sw2658A-ms98-a-0083,430.100000,430.250000,as,I,sv,u-118-1
sw2658A-ms98-a-0083,430.250000,430.620000,well,I,sv,u-118-1
sw2658A-ms98-a-0085,432.822875,433.655250,um,B,%,u-120-1
sw2658A-ms98-a-0085,434.159375,434.346625,oh,I,%,u-120-1
sw2658A-ms98-a-0085,434.346625,434.563875,we[ll]-,O,,
sw2658A-ms98-a-0086,435.909625,436.069625,gosh,O,,
sw2658A-ms98-a-0086,436.069625,436.229625,it's,B,sd,u-120-2
sw2658A-ms98-a-0086,436.229625,436.439625,hard,I,sd,u-120-2
sw2658A-ms98-a-0086,436.439625,436.529625,to,I,sd,u-120-2
sw2658A-ms98-a-0086,436.529625,436.759625,think,I,sd,u-120-2
sw2658A-ms98-a-0086,436.759625,436.869625,of,I,sd,u-120-2
sw2658A-ms98-a-0086,436.869625,436.979625,an,I,sd,u-120-2
sw2658A-ms98-a-0086,436.979625,437.449625,exact,I,sd,u-120-2
sw2658A-ms98-a-0086,437.449625,438.032125,example,I,sd,u-120-2
sw2658A-ms98-a-0086,438.348500,438.489625,but,B,%,u-122-1
sw2658A-ms98-a-0086,438.489625,438.559625,i,I,%,u-122-1
sw2658A-ms98-a-0086,438.559625,438.889625,think,I,%,u-122-1
sw2658A-ms98-a-0086,438.889625,439.288125,that,I,%,u-122-1
sw2658A-ms98-a-0086,439.826750,440.719625,um,I,%,u-122-1
sw2658A-ms98-a-0088,443.881250,444.011250,i,B,+,u-124-1
sw2658A-ms98-a-0088,444.011250,444.231250,ju[st]-,O,,
sw2658A-ms98-a-0088,444.381250,444.521250,yeah,B,b,u-126-1
sw2658A-ms98-a-0088,444.521250,444.620500,i,B,sd,u-126-2
sw2658A-ms98-a-0088,444.620500,444.739875,just,I,sd,u-126-2
sw2658A-ms98-a-0088,444.739875,444.884375,have,I,sd,u-126-2
sw2658A-ms98-a-0088,444.884375,445.114125,uh,I,sd,u-126-2
sw2658A-ms98-a-0088,445.114125,445.261250,well,I,sd,u-126-2
sw2658A-ms98-a-0088,445.261250,445.291250,i,I,sd,u-126-2
sw2658A-ms98-a-0088,445.291250,445.541250,like,I,sd,u-126-2
sw2658A-ms98-a-0088,445.541250,446.181250,electronic,I,sd,u-126-2
sw2658A-ms98-a-0088,446.181250,446.676125,stuff,I,sd,u-126-2
sw2658A-ms98-a-0088,447.082875,447.191250,you,B,+,u-128-1
sw2658A-ms98-a-0088,447.191250,447.251250,know,I,+,u-128-1
sw2658A-ms98-a-0088,447.251250,447.411250,for,B,sd,u-128-2
sw2658A-ms98-a-0088,447.411250,447.631250,one,I,sd,u-128-2
sw2658A-ms98-a-0088,447.631250,447.841250,thing,I,sd,u-128-2
sw2658A-ms98-a-0088,448.281250,448.371250,i,I,sd,u-128-2
sw2658A-ms98-a-0088,448.371250,448.581250,know,I,sd,u-128-2
sw2658A-ms98-a-0088,448.581250,448.831250,their,I,sd,u-128-2
sw2658A-ms98-a-0088,449.091250,449.301250,work,I,sd,u-128-2
sw2658A-ms98-a-0088,449.431250,449.501250,you,I,sd,u-128-2
sw2658A-ms98-a-0088,449.501250,449.591250,know,I,sd,u-128-2
sw2658A-ms98-a-0088,449.591250,450.193875,cars,B,sv,u-128-3
sw2658A-ms98-a-0088,450.435000,450.531250,i,I,sv,u-128-3
sw2658A-ms98-a-0088,450.531250,450.721250,think,I,sv,u-128-3
sw2658A-ms98-a-0088,450.721250,450.791250,are,I,sv,u-128-3
sw2658A-ms98-a-0088,450.791250,451.021250,not,I,sv,u-128-3
sw2658A-ms98-a-0088,451.021250,451.211250,made,I,sv,u-128-3
sw2658A-ms98-a-0088,451.211250,451.321250,as,B,+,u-130-1
sw2658A-ms98-a-0088,451.321250,451.481250,well,I,+,u-130-1
sw2658A-ms98-a-0088,451.481250,451.581250,as,I,+,u-130-1
sw2658A-ms98-a-0088,451.581250,451.681250,they,I,+,u-130-1
sw2658A-ms98-a-0088,451.681250,451.931250,could,I,+,u-130-1
sw2658A-ms98-a-0088,451.931250,452.191250,be,I,+,u-130-1
sw2658A-ms98-a-0089,453.415875,453.946375,um,B,%,u-132-1
sw2658A-ms98-a-0089,454.488750,454.615875,because,B,%,u-134-1
sw2658A-ms98-a-0089,454.615875,454.780000,i,I,%,u-134-1
sw2658A-ms98-a-0089,454.923125,455.055875,they,B,sv,u-134-2
sw2658A-ms98-a-0089,455.055875,455.285875,want,I,sv,u-134-2
sw2658A-ms98-a-0089,455.285875,455.505875,people,I,sv,u-134-2
sw2658A-ms98-a-0089,455.505875,455.585875,to,I,sv,u-134-2
sw2658A-ms98-a-0089,455.585875,455.995875,replace,I,sv,u-134-2
sw2658A-ms98-a-0089,455.995875,456.075875,it,I,sv,u-134-2
sw2658A-ms98-a-0089,456.075875,456.315875,after,I,sv,u-134-2
sw2658A-ms98-a-0089,456.315875,456.355875,a,B,+,u-136-1
sw2658A-ms98-a-0089,456.355875,456.575875,couple,I,+,u-136-1
sw2658A-ms98-a-0089,456.575875,456.705875,of,I,+,u-136-1
sw2658A-ms98-a-0089,456.705875,457.074625,years,I,+,u-136-1
sw2658A-ms98-a-0091,472.043875,472.433875,um-hum,B,b,u-138-1
sw2658A-ms98-a-0093,477.179000,477.299000,yeah,B,aa,u-140-1
sw2658A-ms98-a-0093,477.299000,477.489000,i,B,sd,u-140-2
sw2658A-ms98-a-0093,477.489000,477.669000,had,I,sd,u-140-2
sw2658A-ms98-a-0093,477.669000,477.729000,a,I,sd,u-140-2
sw2658A-ms98-a-0093,477.729000,478.129000,Toyota,I,sd,u-140-2
sw2658A-ms98-a-0093,478.129000,478.329000,and,B,sd,u-140-3
sw2658A-ms98-a-0093,478.329000,478.389000,i,I,sd,u-140-3
sw2658A-ms98-a-0093,478.389000,478.749000,loved,I,sd,u-140-3
sw2658A-ms98-a-0093,478.749000,479.057375,it,I,sd,u-140-3
sw2658A-ms98-a-0093,479.599750,479.749000,my,B,sd,u-142-1
sw2658A-ms98-a-0093,479.749000,480.179000,Toyota,I,sd,u-142-1
sw2658A-ms98-a-0093,480.179000,480.449000,did,I,sd,u-142-1
sw2658A-ms98-a-0093,480.449000,480.659000,really,B,+,u-144-1
sw2658A-ms98-a-0093,480.659000,480.942750,well,I,+,u-144-1
sw2658A-ms98-a-0095,488.497875,488.847875,good,B,ba,u-146-1
sw2658A-ms98-a-0097,491.338500,491.689375,yeah,B,aa,u-146-2
sw2658A-ms98-a-0099,498.041250,498.171250,well,B,sv,u-148-1
sw2658A-ms98-a-0099,498.171250,498.264125,i,I,sv,u-148-1
sw2658A-ms98-a-0099,498.264125,498.433625,i,I,sv,u-148-1
sw2658A-ms98-a-0099,498.433625,498.631250,think,I,sv,u-148-1
sw2658A-ms98-a-0099,498.631250,498.831250,part,I,sv,u-148-1
sw2658A-ms98-a-0099,498.831250,498.891250,of,I,sv,u-148-1
sw2658A-ms98-a-0099,498.891250,498.951250,the,I,sv,u-148-1
sw2658A-ms98-a-0099,498.951250,499.281250,problem,I,sv,u-148-1
sw2658A-ms98-a-0099,499.281250,499.601250,comes,I,sv,u-148-1
sw2658A-ms98-a-0099,499.601250,499.811250,in,I,sv,u-148-1
sw2658A-ms98-a-0099,499.811250,500.011250,sort,I,sv,u-148-1
sw2658A-ms98-a-0099,500.011250,500.091250,of,I,sv,u-148-1
sw2658A-ms98-a-0099,500.091250,500.421250,shoddy,I,sv,u-148-1
sw2658A-ms98-a-0099,500.421250,500.941250,workmanship,I,sv,u-148-1
sw2658A-ms98-a-0099,500.941250,501.021250,the,B,sv,u-148-2
sw2658A-ms98-a-0099,501.021250,501.301250,people,I,sv,u-148-2
sw2658A-ms98-a-0099,501.301250,501.491250,just,I,sv,u-148-2
sw2658A-ms98-a-0099,501.491250,501.721250,don't,I,sv,u-148-2
sw2658A-ms98-a-0099,501.721250,502.081250,care,I,sv,u-148-2
sw2658A-ms98-a-0099,502.081250,502.401250,about,I,sv,u-148-2
sw2658A-ms98-a-0099,503.031250,503.191250,what,B,+,u-150-1
sw2658A-ms98-a-0099,503.191250,503.311250,they're,I,+,u-150-1
sw2658A-ms98-a-0099,503.311250,503.691250,doing,I,+,u-150-1
sw2658A-ms98-a-0099,503.961250,504.021250,you,B,%,u-152-1
sw2658A-ms98-a-0099,504.021250,504.141250,know,I,%,u-152-1
sw2658A-ms98-a-0099,504.141250,504.231250,the,I,%,u-152-1
sw2658A-ms98-a-0099,504.231250,504.662375,whole,I,%,u-152-1
sw2658A-ms98-a-0099,505.039000,505.341250,nobody,B,sv,u-152-2
sw2658A-ms98-a-0099,505.341250,505.601250,cares,I,sv,u-152-2
sw2658A-ms98-a-0099,505.601250,505.831250,no[body's]-,I,sv,u-152-2
sw2658A-ms98-a-0099,505.831250,506.411250,nobody's,I,sv,u-152-2
sw2658A-ms98-a-0099,506.411250,506.841250,really,B,+,u-154-1
sw2658A-ms98-a-0099,506.841250,507.371250,paying,I,+,u-154-1
sw2658A-ms98-a-0101,512.191250,512.481250,right,B,aa,u-156-1
sw2658A-ms98-a-0101,512.481250,512.591250,give,B,^q,u-156-2
sw2658A-ms98-a-0101,512.591250,512.691250,me,I,^q,u-156-2
sw2658A-ms98-a-0101,512.691250,512.826125,my,I,^q,u-156-2
sw2658A-ms98-a-0101,512.826125,513.231250,paycheck,I,^q,u-156-2
sw2658A-ms98-a-0101,513.231250,513.321250,so,I,^q,u-156-2
sw2658A-ms98-a-0101,513.321250,513.371250,i,I,^q,u-156-2
sw2658A-ms98-a-0101,513.371250,513.501250,can,I,^q,u-156-2
sw2658A-ms98-a-0101,513.501250,513.631250,go,I,^q,u-156-2
sw2658A-ms98-a-0101,513.631250,514.067625,home,I,^q,u-156-2
sw2658A-ms98-a-0103,525.689250,526.136000,yeah,B,b,u-158-1
sw2658A-ms98-a-0105,534.555375,534.775375,yeah,B,aa,u-160-1
sw2658A-ms98-a-0105,534.775375,534.975375,and,B,%,u-160-2
sw2658A-ms98-a-0105,534.975375,535.215375,also,I,%,u-160-2
sw2658A-ms98-a-0105,535.215375,535.305375,i,I,%,u-160-2
sw2658A-ms98-a-0105,535.305375,535.595375,think,I,%,u-160-2
sw2658A-ms98-a-0105,535.595375,535.897000,well,B,sd,u-160-3
sw2658A-ms98-a-0105,536.612625,536.765375,i,I,sd,u-160-3
sw2658A-ms98-a-0105,536.765375,536.955375,do,I,sd,u-160-3
sw2658A-ms98-a-0105,536.955375,537.435375,research,I,sd,u-160-3
sw2658A-ms98-a-0105,537.435375,537.585375,and,B,sd,u-160-4
sw2658A-ms98-a-0105,537.585375,537.715375,so,I,sd,u-160-4
sw2658A-ms98-a-0105,537.715375,537.845375,i'm,I,sd,u-160-4
sw2658A-ms98-a-0105,537.845375,538.045375,used,I,sd,u-160-4
sw2658A-ms98-a-0105,538.045375,538.155375,to,I,sd,u-160-4
sw2658A-ms98-a-0105,538.155375,538.365375,sort,I,sd,u-160-4
sw2658A-ms98-a-0105,538.365375,538.485375,of,I,sd,u-160-4
sw2658A-ms98-a-0105,538.485375,538.775375,being,I,sd,u-160-4
sw2658A-ms98-a-0105,539.365375,540.145375,underpaid,I,sd,u-160-4
sw2658A-ms98-a-0105,540.145375,540.622000,for,I,sd,u-160-4
sw2658A-ms98-a-0105,541.057000,541.347000,wh[atever]-,I,sd,u-160-4
sw2658A-ms98-a-0105,541.347000,541.795375,whatever,I,sd,u-160-4
sw2658A-ms98-a-0105,541.795375,542.285375,work,I,sd,u-160-4
sw2658A-ms98-a-0106,542.905125,543.295125,gets,I,sd,u-160-4
sw2658A-ms98-a-0106,543.295125,543.783625,done,I,sd,u-160-4
sw2658A-ms98-a-0106,544.171625,544.805125,but,B,sv,u-162-1
sw2658A-ms98-a-0107,545.580000,545.680000,and,I,sv,u-162-1
sw2658A-ms98-a-0107,545.680000,545.800000,you,I,sv,u-162-1
sw2658A-ms98-a-0107,545.800000,545.890000,get,I,sv,u-162-1
sw2658A-ms98-a-0107,545.890000,546.630000,satisfaction,I,sv,u-162-1
sw2658A-ms98-a-0107,546.630000,546.790000,out,I,sv,u-162-1
sw2658A-ms98-a-0107,546.790000,546.890000,of,I,sv,u-162-1
sw2658A-ms98-a-0107,546.890000,547.085625,it,I,sv,u-162-1
sw2658A-ms98-a-0107,547.628000,548.100000,and,B,sv,u-164-1
sw2658A-ms98-a-0109,553.430000,553.530000,but,B,+,u-166-1
sw2658A-ms98-a-0109,553.530000,553.560000,i,I,+,u-166-1
sw2658A-ms98-a-0109,553.560000,553.800000,think,I,+,u-166-1
sw2658A-ms98-a-0109,553.800000,553.870000,a,I,+,u-166-1
sw2658A-ms98-a-0109,553.870000,554.060000,lot,I,+,u-166-1
sw2658A-ms98-a-0109,554.060000,554.160000,of,I,+,u-166-1
sw2658A-ms98-a-0109,554.160000,554.340000,it,I,+,u-166-1
sw2658A-ms98-a-0109,554.340000,554.420000,you,I,+,u-166-1
sw2658A-ms98-a-0109,554.420000,554.480000,know,I,+,u-166-1
sw2658A-ms98-a-0109,554.480000,554.520000,i,I,+,u-166-1
sw2658A-ms98-a-0109,554.520000,554.770000,think,I,+,u-166-1
sw2658A-ms98-a-0109,554.770000,554.980000,things,I,+,u-166-1
sw2658A-ms98-a-0109,554.980000,555.220000,come,I,+,u-166-1
sw2658A-ms98-a-0109,555.220000,555.428250,both,I,+,u-166-1
sw2658A-ms98-a-0109,555.428250,555.723875,from,I,+,u-166-1
sw2658A-ms98-a-0109,555.723875,555.960000,the,I,+,u-166-1
sw2658A-ms98-a-0110,557.020500,557.150500,uh,I,+,u-166-1
sw2658A-ms98-a-0110,557.150500,557.840500,individual,I,+,u-166-1
sw2658A-ms98-a-0110,557.840500,558.200500,side,I,+,u-166-1
sw2658A-ms98-a-0110,558.570500,558.700500,and,I,+,u-166-1
sw2658A-ms98-a-0110,558.700500,558.980500,also,I,+,u-166-1
sw2658A-ms98-a-0110,558.980500,559.180500,from,I,+,u-166-1
sw2658A-ms98-a-0110,559.180500,559.240500,the,I,+,u-166-1
sw2658A-ms98-a-0110,559.240500,559.670500,company,I,+,u-166-1
sw2658A-ms98-a-0110,559.670500,559.910500,side,I,+,u-166-1
sw2658A-ms98-a-0110,559.910500,560.190500,because,B,sv,u-166-2
sw2658A-ms98-a-0110,560.190500,560.260500,the,I,sv,u-166-2
sw2658A-ms98-a-0110,560.260500,560.834875,companies,I,sv,u-166-2
