sw2950B-ms98-a-0002,4.572500,5.202500,certainly,B,aa,u-2-1
sw2950B-ms98-a-0088,446.940000,447.100000,yeah,B,b,u-162-1
sw2950B-ms98-a-0088,447.100000,447.190000,and,B,sd,u-162-2
sw2950B-ms98-a-0088,447.190000,447.310000,the,I,sd,u-162-2
sw2950B-ms98-a-0088,447.310000,447.520000,same,I,sd,u-162-2
sw2950B-ms98-a-0088,447.520000,447.610000,to,I,sd,u-162-2
sw2950B-ms98-a-0088,447.610000,448.099000,you,I,sd,u-162-2
sw2950B-ms98-a-0090,452.919625,453.034625,a,B,fc,u-164-1
sw2950B-ms98-a-0090,453.034625,453.569625,pleasure,I,fc,u-164-1
sw2950B-ms98-a-0092,461.835750,462.120625,i'm,O,,
sw2950B-ms98-a-0092,462.120625,462.380625,sure,B,fc,u-166-1
sw2950B-ms98-a-0092,462.380625,462.480625,i,I,fc,u-166-1
sw2950B-ms98-a-0092,462.480625,462.820625,will,I,fc,u-166-1
sw2950B-ms98-a-0092,462.820625,462.990000,in,B,fc,u-166-2
sw2950B-ms98-a-0092,462.990000,463.150625,in,I,fc,u-166-2
sw2950B-ms98-a-0092,463.150625,463.390625,fact,I,fc,u-166-2
sw2950B-ms98-a-0092,463.390625,463.480625,if,I,fc,u-166-2
sw2950B-ms98-a-0092,463.480625,463.530625,i,I,fc,u-166-2
sw2950B-ms98-a-0092,463.530625,463.896500,hadn't,I,fc,u-166-2
sw2950B-ms98-a-0092,463.896500,464.050625,been,I,fc,u-166-2
sw2950B-ms98-a-0092,464.050625,464.490625,preparing,I,fc,u-166-2
sw2950B-ms98-a-0092,464.490625,464.630625,for,I,fc,u-166-2
sw2950B-ms98-a-0092,464.630625,464.800625,this,I,fc,u-166-2
sw2950B-ms98-a-0092,464.800625,464.880625,the,I,fc,u-166-2
sw2950B-ms98-a-0092,464.880625,465.073500,out,I,fc,u-166-2
sw2950B-ms98-a-0092,465.073500,465.330625,of,I,fc,u-166-2
sw2950B-ms98-a-0092,465.330625,465.510625,town,I,fc,u-166-2
sw2950B-ms98-a-0092,465.510625,465.850625,visitors,I,fc,u-166-2
sw2950B-ms98-a-0092,465.850625,465.960625,i,I,fc,u-166-2
sw2950B-ms98-a-0092,465.960625,466.220625,probably,I,fc,u-166-2
sw2950B-ms98-a-0092,466.220625,466.340625,would,I,fc,u-166-2
sw2950B-ms98-a-0092,466.340625,466.430625,have,I,fc,u-166-2
sw2950B-ms98-a-0092,466.430625,466.520625,been,I,fc,u-166-2
sw2950B-ms98-a-0092,466.520625,466.830625,making,I,fc,u-166-2
sw2950B-ms98-a-0092,466.830625,466.990625,some,I,fc,u-166-2
sw2950B-ms98-a-0092,466.990625,467.190625,phone,I,fc,u-166-2
sw2950B-ms98-a-0092,467.190625,467.400625,calls,I,fc,u-166-2
sw2950B-ms98-a-0092,467.400625,467.460625,in,I,fc,u-166-2
sw2950B-ms98-a-0092,467.460625,467.520625,the,I,fc,u-166-2
sw2950B-ms98-a-0092,467.520625,467.750625,last,I,fc,u-166-2
sw2950B-ms98-a-0092,467.750625,467.970625,couple,I,fc,u-166-2
sw2950B-ms98-a-0092,467.970625,468.030625,of,B,+,u-168-1
sw2950B-ms98-a-0092,468.030625,468.302000,days,I,+,u-168-1
sw2950B-ms98-a-0094,472.508375,472.687750,well,B,fc,u-170-1
sw2950B-ms98-a-0094,472.687750,472.727750,i,I,fc,u-170-1
sw2950B-ms98-a-0094,472.727750,472.797750,am,I,fc,u-170-1
sw2950B-ms98-a-0094,472.797750,473.017750,glad,I,fc,u-170-1
sw2950B-ms98-a-0094,473.017750,473.077750,you,I,fc,u-170-1
sw2950B-ms98-a-0094,473.077750,473.167750,have,I,fc,u-170-1
sw2950B-ms98-a-0094,473.167750,473.455750,broken,I,fc,u-170-1
sw2950B-ms98-a-0094,473.455750,473.597750,the,I,fc,u-170-1
sw2950B-ms98-a-0094,473.597750,473.787750,ice,I,fc,u-170-1
sw2950B-ms98-a-0094,473.787750,473.907750,with,I,fc,u-170-1
sw2950B-ms98-a-0094,473.907750,474.037750,me,I,fc,u-170-1
sw2950B-ms98-a-0094,474.037750,474.347750,because,I,fc,u-170-1
sw2950B-ms98-a-0094,474.347750,474.577750,now,I,fc,u-170-1
sw2950B-ms98-a-0094,474.577750,474.847750,i'll,I,fc,u-170-1
sw2950B-ms98-a-0094,474.847750,475.027750,i'll,I,fc,u-170-1
sw2950B-ms98-a-0094,475.027750,475.327750,start,I,fc,u-170-1
sw2950B-ms98-a-0094,475.327750,475.577750,doing,I,fc,u-170-1
sw2950B-ms98-a-0094,475.577750,475.700250,it,I,fc,u-170-1
sw2950B-ms98-a-0094,475.700250,476.566500,[laughter],O,,
sw2950B-ms98-a-0094,476.566500,477.065750,okay,B,fc,u-172-1
sw2950B-ms98-a-0094,477.175000,477.287750,well,B,fc,u-174-1
sw2950B-ms98-a-0094,477.287750,477.567750,thanks,I,fc,u-174-1
sw2950B-ms98-a-0094,477.567750,477.859000,Jean,I,fc,u-174-1
sw2950B-ms98-a-0094,478.366000,478.808125,bye-bye,O,,
