sw2657A-ms98-a-0002,0.474125,0.660375,huh,B,br,u-1-1
sw2657A-ms98-a-0084,419.838750,420.228750,uh,I,sd,u-79-2
sw2657A-ms98-a-0084,420.228750,420.338750,i,I,sd,u-79-2
sw2657A-ms98-a-0084,420.338750,420.508750,felt,I,sd,u-79-2
sw2657A-ms98-a-0084,420.508750,420.818750,sorry,I,sd,u-79-2
sw2657A-ms98-a-0084,420.818750,421.008750,for,I,sd,u-79-2
sw2657A-ms98-a-0084,421.008750,421.158750,them_1,I,sd,u-79-2
sw2657A-ms98-a-0085,422.237625,422.693750,because,I,sd,u-79-2
sw2657A-ms98-a-0085,423.078000,423.337625,their,I,sd,u-79-2
sw2657A-ms98-a-0085,423.337625,424.120250,society,I,sd,u-79-2
sw2657A-ms98-a-0085,424.350000,424.627625,isn't,I,sd,u-79-2
sw2657A-ms98-a-0085,424.627625,424.827625,there,I,sd,u-79-2
sw2657A-ms98-a-0085,424.827625,425.251500,anymore,I,sd,u-79-2
sw2657A-ms98-a-0085,426.001125,426.177625,and,B,sd,u-79-3
sw2657A-ms98-a-0085,426.177625,426.307625,their,I,sd,u-79-3
sw2657A-ms98-a-0085,426.307625,426.587625,belief,I,sd,u-79-3
sw2657A-ms98-a-0085,426.587625,427.039750,system,I,sd,u-79-3
sw2657A-ms98-a-0085,427.039750,427.249750,and,I,sd,u-79-3
sw2657A-ms98-a-0085,427.249750,427.453250,a[ll]-,I,sd,u-79-3
sw2657A-ms98-a-0085,427.453250,427.747625,all,I,sd,u-79-3
sw2657A-ms98-a-0085,427.747625,427.917625,their,I,sd,u-79-3
sw2657A-ms98-a-0085,427.917625,428.825000,structured,I,sd,u-79-3
sw2657A-ms98-a-0085,429.487625,429.597625,of,I,sd,u-79-3
sw2657A-ms98-a-0085,429.597625,429.837625,theirs,I,sd,u-79-3
sw2657A-ms98-a-0085,429.837625,430.037625,all,I,sd,u-79-3
sw2657A-ms98-a-0085,430.037625,430.097625,the,I,sd,u-79-3
sw2657A-ms98-a-0085,430.097625,430.657625,structures,I,sd,u-79-3
sw2657A-ms98-a-0085,430.657625,430.747625,of,I,sd,u-79-3
sw2657A-ms98-a-0085,430.747625,430.917625,their,I,sd,u-79-3
sw2657A-ms98-a-0085,430.917625,431.678250,society,I,sd,u-79-3
sw2657A-ms98-a-0085,432.076875,432.206000,are,I,sd,u-79-3
sw2657A-ms98-a-0085,432.206000,432.625875,gone,I,sd,u-79-3
sw2657A-ms98-a-0086,433.859000,434.573250,essentially,I,sd,u-79-3
sw2657A-ms98-a-0087,435.653750,435.803750,and,B,sd,u-81-1
sw2657A-ms98-a-0087,435.803750,435.953750,they're,I,sd,u-81-1
sw2657A-ms98-a-0087,435.953750,436.213750,just,I,sd,u-81-1
sw2657A-ms98-a-0087,436.213750,436.473750,kind,I,sd,u-81-1
sw2657A-ms98-a-0087,436.473750,436.779625,of,I,sd,u-81-1
sw2657A-ms98-a-0088,437.870875,438.050875,more,I,sd,u-81-1
sw2657A-ms98-a-0088,438.050875,438.230875,like,I,sd,u-81-1
sw2657A-ms98-a-0088,438.230875,438.370875,a,I,sd,u-81-1
sw2657A-ms98-a-0088,438.370875,438.730875,side,I,sd,u-81-1
sw2657A-ms98-a-0088,438.730875,439.050875,show,I,sd,u-81-1
sw2657A-ms98-a-0088,439.050875,439.200875,than,I,sd,u-81-1
sw2657A-ms98-a-0088,439.200875,439.780875,anything,I,sd,u-81-1
sw2657A-ms98-a-0088,439.780875,440.050875,else,I,sd,u-81-1
sw2657A-ms98-a-0088,440.050875,440.134625,and,B,sv,u-81-2
sw2657A-ms98-a-0088,440.134625,440.364375,that's,I,sv,u-81-2
sw2657A-ms98-a-0088,440.364375,440.941875,sad,I,sv,u-81-2
sw2657A-ms98-a-0088,441.370750,441.520875,but,B,sv,u-83-1
sw2657A-ms98-a-0088,441.520875,441.610875,i,I,sv,u-83-1
sw2657A-ms98-a-0088,441.610875,441.780875,don't,I,sv,u-83-1
sw2657A-ms98-a-0088,441.780875,441.970875,think,I,sv,u-83-1
sw2657A-ms98-a-0088,441.970875,442.110875,there's,I,sv,u-83-1
sw2657A-ms98-a-0088,442.110875,442.280875,any,I,sv,u-83-1
sw2657A-ms98-a-0088,442.280875,442.470875,way,I,sv,u-83-1
sw2657A-ms98-a-0088,442.470875,442.590875,you,I,sv,u-83-1
sw2657A-ms98-a-0088,442.590875,442.790875,could,I,sv,u-83-1
sw2657A-ms98-a-0088,442.790875,443.040875,go,I,sv,u-83-1
sw2657A-ms98-a-0088,443.040875,443.130875,uh,I,sv,u-83-1
sw2657A-ms98-a-0088,443.130875,443.240875,the,I,sv,u-83-1
sw2657A-ms98-a-0088,443.240875,443.480875,Peace,I,sv,u-83-1
sw2657A-ms98-a-0088,443.480875,443.750875,Corps,I,sv,u-83-1
sw2657A-ms98-a-0088,443.750875,443.960875,could,I,sv,u-83-1
sw2657A-ms98-a-0088,443.960875,444.170875,go,I,sv,u-83-1
sw2657A-ms98-a-0088,444.170875,444.300875,in,I,sv,u-83-1
sw2657A-ms98-a-0088,444.300875,444.490875,and,I,sv,u-83-1
sw2657A-ms98-a-0088,444.490875,444.940875,rescue,I,sv,u-83-1
sw2657A-ms98-a-0088,444.940875,445.180875,those,I,sv,u-83-1
sw2657A-ms98-a-0088,445.180875,445.430875,people,I,sv,u-83-1
sw2657A-ms98-a-0088,445.430875,445.570875,and,B,sv,u-83-2
sw2657A-ms98-a-0088,445.570875,445.660875,i,I,sv,u-83-2
sw2657A-ms98-a-0088,445.660875,445.710875,th[at]-,I,sv,u-83-2
sw2657A-ms98-a-0088,445.710875,445.940875,don't,I,sv,u-83-2
sw2657A-ms98-a-0088,445.940875,446.110875,think,I,sv,u-83-2
sw2657A-ms98-a-0088,446.110875,446.200875,you,I,sv,u-83-2
sw2657A-ms98-a-0088,446.200875,446.340875,could,I,sv,u-83-2
sw2657A-ms98-a-0088,446.340875,446.450875,have,I,sv,u-83-2
sw2657A-ms98-a-0088,446.450875,446.630875,done,I,sv,u-83-2
sw2657A-ms98-a-0088,446.630875,446.770875,it,I,sv,u-83-2
sw2657A-ms98-a-0088,446.770875,447.140875,fifty,I,sv,u-83-2
sw2657A-ms98-a-0088,447.140875,447.230875,or,I,sv,u-83-2
sw2657A-ms98-a-0088,447.230875,447.280875,a,I,sv,u-83-2
sw2657A-ms98-a-0088,447.280875,447.550875,hundred,I,sv,u-83-2
sw2657A-ms98-a-0088,447.550875,447.800625,years,I,sv,u-83-2
sw2657A-ms98-a-0088,447.800625,448.021250,ago,I,sv,u-83-2
sw2657A-ms98-a-0088,448.021250,448.280875,either,I,sv,u-83-2
sw2657A-ms98-a-0089,449.390875,449.590875,so,B,sv,u-85-1
sw2657A-ms98-a-0089,449.590875,449.740875,i,I,sv,u-85-1
sw2657A-ms98-a-0089,449.740875,450.010875,i'm,I,sv,u-85-1
sw2657A-ms98-a-0089,450.010875,450.390875,wondering,I,sv,u-85-1
sw2657A-ms98-a-0089,450.390875,450.520875,if,I,sv,u-85-1
sw2657A-ms98-a-0089,450.520875,450.580875,the,I,sv,u-85-1
sw2657A-ms98-a-0089,450.580875,450.830875,Peace,I,sv,u-85-1
sw2657A-ms98-a-0089,450.830875,451.080875,Corps,I,sv,u-85-1
sw2657A-ms98-a-0089,451.080875,451.200875,is,I,sv,u-85-1
sw2657A-ms98-a-0089,451.200875,451.410875,really,B,+,u-87-1
sw2657A-ms98-a-0089,451.410875,451.490875,an,I,+,u-87-1
sw2657A-ms98-a-0089,451.490875,451.950875,effective,I,+,u-87-1
sw2657A-ms98-a-0089,451.950875,452.360875,tool,I,+,u-87-1
sw2657A-ms98-a-0091,460.130375,460.712000,good,B,ba,u-89-1
sw2657A-ms98-a-0091,460.940375,461.510375,point,I,ba,u-89-1
sw2657A-ms98-a-0091,461.510375,461.766500,we've,B,sv,u-91-1
sw2657A-ms98-a-0091,461.766500,462.071500,got,I,sv,u-91-1
sw2657A-ms98-a-0091,462.071500,462.510375,enough,I,sv,u-91-1
sw2657A-ms98-a-0091,462.510375,463.110375,without,I,sv,u-91-1
sw2657A-ms98-a-0091,463.240375,463.608875,lea[ve]-,I,sv,u-91-1
sw2657A-ms98-a-0091,463.608875,463.974250,without,I,sv,u-91-1
sw2657A-ms98-a-0091,463.974250,464.040375,a,I,sv,u-91-1
sw2657A-ms98-a-0091,464.040375,464.770375,passport,I,sv,u-91-1
sw2657A-ms98-a-0091,464.770375,464.990375,there's,B,sv,u-91-2
sw2657A-ms98-a-0091,464.990375,465.620000,plenty,I,sv,u-91-2
sw2657A-ms98-a-0092,466.599750,467.022625,yes,B,b,u-93-1
sw2657A-ms98-a-0092,467.169500,467.281250,i,B,sv,u-93-2
sw2657A-ms98-a-0092,467.281250,467.479750,think,I,sv,u-93-2
sw2657A-ms98-a-0092,467.479750,467.619750,we,I,sv,u-93-2
sw2657A-ms98-a-0092,467.619750,467.709750,ought,I,sv,u-93-2
sw2657A-ms98-a-0092,467.709750,467.779750,to,I,sv,u-93-2
sw2657A-ms98-a-0092,467.779750,468.069750,worry,I,sv,u-93-2
sw2657A-ms98-a-0092,468.069750,468.309750,about,I,sv,u-93-2
sw2657A-ms98-a-0092,468.309750,468.439750,our,I,sv,u-93-2
sw2657A-ms98-a-0092,468.439750,468.639750,own,I,sv,u-93-2
sw2657A-ms98-a-0092,468.639750,469.508750,species,I,sv,u-93-2
sw2657A-ms98-a-0094,488.496500,488.664500,i,B,%,u-95-1
sw2657A-ms98-a-0094,488.664500,489.104125,wonder,I,%,u-95-1
sw2657A-ms98-a-0094,489.621750,489.906500,now,I,%,u-95-1
sw2657A-ms98-a-0094,489.906500,490.216500,in,I,%,u-95-1
sw2657A-ms98-a-0094,490.296500,490.546500,and,B,sd,u-95-2
sw2657A-ms98-a-0094,490.546500,490.666500,i've,I,sd,u-95-2
sw2657A-ms98-a-0094,490.666500,490.806500,been,I,sd,u-95-2
sw2657A-ms98-a-0094,490.806500,490.916500,out,I,sd,u-95-2
sw2657A-ms98-a-0094,490.916500,490.986500,of,I,sd,u-95-2
sw2657A-ms98-a-0094,490.986500,491.286500,school,I,sd,u-95-2
sw2657A-ms98-a-0094,491.286500,491.456500,too,I,sd,u-95-2
sw2657A-ms98-a-0094,491.456500,491.706500,long,I,sd,u-95-2
sw2657A-ms98-a-0094,491.706500,491.776500,to,I,sd,u-95-2
sw2657A-ms98-a-0094,491.776500,492.046500,answer,I,sd,u-95-2
sw2657A-ms98-a-0094,492.046500,492.226500,this,I,sd,u-95-2
sw2657A-ms98-a-0094,492.226500,492.330750,but,B,sd,u-95-3
sw2657A-ms98-a-0094,492.330750,492.440000,i,I,sd,u-95-3
sw2657A-ms98-a-0094,492.440000,492.656500,wonder,I,sd,u-95-3
sw2657A-ms98-a-0094,492.656500,492.756500,if,I,sd,u-95-3
sw2657A-ms98-a-0094,492.756500,492.856500,there,I,sd,u-95-3
sw2657A-ms98-a-0094,492.856500,493.046500,aren't,I,sd,u-95-3
sw2657A-ms98-a-0094,493.046500,493.196500,some,I,sd,u-95-3
sw2657A-ms98-a-0094,493.196500,493.975750,sociology,I,sd,u-95-3
sw2657A-ms98-a-0094,493.975750,494.661125,courses,I,sd,u-95-3
sw2657A-ms98-a-0096,516.806000,517.056000,that's,B,sv,u-97-1
sw2657A-ms98-a-0096,517.056000,517.176000,the,I,sv,u-97-1
sw2657A-ms98-a-0096,517.176000,517.636000,last,I,sv,u-97-1
sw2657A-ms98-a-0096,517.636000,517.876000,thing,I,sv,u-97-1
sw2657A-ms98-a-0096,517.876000,517.996000,you,I,sv,u-97-1
sw2657A-ms98-a-0096,517.996000,518.186000,want,I,sv,u-97-1
sw2657A-ms98-a-0096,518.186000,518.286000,to,B,+,u-99-1
sw2657A-ms98-a-0096,518.286000,518.576000,do,I,+,u-99-1
sw2657A-ms98-a-0098,536.246750,536.431875,yeah,B,aa,u-101-1
sw2657A-ms98-a-0098,536.431875,536.543000,that's,B,sv,u-101-2
sw2657A-ms98-a-0098,536.543000,537.038500,exactly,I,sv,u-101-2
sw2657A-ms98-a-0098,537.038500,537.251750,it,I,sv,u-101-2
sw2657A-ms98-a-0099,538.516500,538.676500,they're,B,sv,u-103-1
sw2657A-ms98-a-0099,538.676500,538.896500,not,I,sv,u-103-1
sw2657A-ms98-a-0099,538.896500,539.136500,going,I,sv,u-103-1
sw2657A-ms98-a-0099,539.136500,539.216500,to,I,sv,u-103-1
sw2657A-ms98-a-0099,539.216500,539.486500,take,I,sv,u-103-1
sw2657A-ms98-a-0099,539.486500,539.626500,that,I,sv,u-103-1
sw2657A-ms98-a-0099,539.626500,539.866500,money,I,sv,u-103-1
sw2657A-ms98-a-0099,539.866500,540.106500,you,I,sv,u-103-1
sw2657A-ms98-a-0099,540.106500,540.386500,give,I,sv,u-103-1
sw2657A-ms98-a-0099,540.386500,540.703875,them,I,sv,u-103-1
sw2657A-ms98-a-0099,541.046625,541.306500,and,I,sv,u-103-1
sw2657A-ms98-a-0099,541.306500,541.456500,go,I,sv,u-103-1
sw2657A-ms98-a-0099,541.456500,541.676500,try,I,sv,u-103-1
sw2657A-ms98-a-0099,541.676500,541.776500,to,I,sv,u-103-1
sw2657A-ms98-a-0099,541.776500,542.016500,figure,I,sv,u-103-1
sw2657A-ms98-a-0099,542.016500,542.106500,out,I,sv,u-103-1
sw2657A-ms98-a-0099,542.106500,542.176500,a,I,sv,u-103-1
sw2657A-ms98-a-0099,542.176500,542.326500,way,I,sv,u-103-1
sw2657A-ms98-a-0099,542.326500,542.426500,to,I,sv,u-103-1
sw2657A-ms98-a-0099,542.426500,542.796500,dry,I,sv,u-103-1
sw2657A-ms98-a-0099,542.796500,542.996500,out,I,sv,u-103-1
sw2657A-ms98-a-0099,542.996500,543.216500,with,I,sv,u-103-1
sw2657A-ms98-a-0099,543.216500,543.336500,it,I,sv,u-103-1
sw2657A-ms98-a-0099,543.336500,543.481500,now,B,ad,u-103-2
sw2657A-ms98-a-0099,543.481500,543.684875,come,I,ad,u-103-2
sw2657A-ms98-a-0099,543.684875,543.876500,[laughter-on],I,ad,u-103-2
sw2657A-ms98-a-0099,543.876500,544.106500,let's,I,ad,u-103-2
sw2657A-ms98-a-0099,544.106500,544.276500,be,I,ad,u-103-2
sw2657A-ms98-a-0099,544.276500,545.036500,realistic,I,ad,u-103-2
sw2657A-ms98-a-0099,545.036500,545.326500,that's,B,sv,u-105-1
sw2657A-ms98-a-0099,545.326500,545.546500,just,I,sv,u-105-1
sw2657A-ms98-a-0099,545.546500,545.776500,not,I,sv,u-105-1
sw2657A-ms98-a-0099,545.776500,546.346500,realistic,I,sv,u-105-1
sw2657A-ms98-a-0101,549.296125,549.688250,right,B,aa,u-107-1
sw2657A-ms98-a-0103,552.095750,552.342625,no,B,ar,u-109-1
sw2657A-ms98-a-0103,552.342625,552.508375,we're,B,sv,u-109-2
sw2657A-ms98-a-0103,552.508375,552.715750,not,I,sv,u-109-2
sw2657A-ms98-a-0103,552.715750,552.815750,i,I,sv,u-109-2
sw2657A-ms98-a-0103,552.815750,553.085750,don't,I,sv,u-109-2
sw2657A-ms98-a-0103,553.085750,553.355750,think,I,sv,u-109-2
sw2657A-ms98-a-0103,553.355750,553.475750,i,B,sv,u-109-3
sw2657A-ms98-a-0103,553.475750,553.765750,think,I,sv,u-109-3
sw2657A-ms98-a-0103,553.765750,553.995750,that's,B,+,u-111-1
sw2657A-ms98-a-0103,553.995750,554.215750,more,I,+,u-111-1
sw2657A-ms98-a-0103,554.215750,554.855750,realistic,I,+,u-111-1
sw2657A-ms98-a-0103,554.855750,555.215750,than,I,+,u-111-1
sw2657A-ms98-a-0103,555.215750,555.581000,going,I,+,u-111-1
sw2657A-ms98-a-0103,555.754250,556.125750,making,I,+,u-111-1
sw2657A-ms98-a-0103,556.125750,556.235750,them_1,I,+,u-111-1
sw2657A-ms98-a-0103,556.235750,556.395750,go,I,+,u-111-1
sw2657A-ms98-a-0103,556.395750,556.498750,in,I,+,u-111-1
sw2657A-ms98-a-0103,556.498750,556.585000,the,I,+,u-111-1
sw2657A-ms98-a-0103,556.585000,556.926125,Peace,I,+,u-111-1
sw2657A-ms98-a-0103,556.926125,557.424875,Corps,I,+,u-111-1
sw2657A-ms98-a-0104,558.207000,558.386000,i,B,sv,u-113-1
sw2657A-ms98-a-0104,558.386000,558.557000,think,I,sv,u-113-1
sw2657A-ms98-a-0104,558.557000,558.747000,that's,I,sv,u-113-1
sw2657A-ms98-a-0104,558.747000,558.807000,a,I,sv,u-113-1
sw2657A-ms98-a-0104,558.807000,559.057000,lot,I,sv,u-113-1
sw2657A-ms98-a-0104,559.057000,559.257000,more,I,sv,u-113-1
sw2657A-ms98-a-0104,559.257000,559.967000,realistic,I,sv,u-113-1
sw2657A-ms98-a-0105,560.894875,561.254500,uh,B,sv,u-113-2
sw2657A-ms98-a-0106,562.587250,562.785500,i,I,sv,u-113-2
sw2657A-ms98-a-0106,562.785500,562.968625,i,I,sv,u-113-2
sw2657A-ms98-a-0106,562.968625,563.217250,think,I,sv,u-113-2
sw2657A-ms98-a-0106,563.217250,563.327250,that,I,sv,u-113-2
sw2657A-ms98-a-0106,563.327250,563.467250,we,I,sv,u-113-2
sw2657A-ms98-a-0106,563.467250,563.667250,should,I,sv,u-113-2
sw2657A-ms98-a-0106,563.667250,563.817250,be,I,sv,u-113-2
sw2657A-ms98-a-0106,563.817250,564.197250,spending,I,sv,u-113-2
sw2657A-ms98-a-0106,564.197250,564.367250,more,I,sv,u-113-2
sw2657A-ms98-a-0106,564.367250,564.707250,time,I,sv,u-113-2
sw2657A-ms98-a-0106,564.707250,564.884625,and,B,sv,u-113-3
sw2657A-ms98-a-0106,565.148250,565.268375,and,I,sv,u-113-3
sw2657A-ms98-a-0106,565.268375,565.549375,again,I,sv,u-113-3
sw2657A-ms98-a-0106,565.549375,565.688750,i,I,sv,u-113-3
sw2657A-ms98-a-0106,565.688750,565.847250,don't,I,sv,u-113-3
sw2657A-ms98-a-0106,565.847250,566.057250,think,I,sv,u-113-3
sw2657A-ms98-a-0106,566.057250,566.388750,the,I,sv,u-113-3
sw2657A-ms98-a-0106,566.388750,566.588375,the,I,sv,u-113-3
sw2657A-ms98-a-0106,566.588375,566.847250,Peace,I,sv,u-113-3
sw2657A-ms98-a-0106,566.847250,567.187250,Corps,I,sv,u-113-3
sw2657A-ms98-a-0106,567.187250,567.477250,is,I,sv,u-113-3
sw2657A-ms98-a-0106,567.477250,567.647250,is,I,sv,u-113-3
sw2657A-ms98-a-0106,567.647250,567.879000,as,I,sv,u-113-3
sw2657A-ms98-a-0106,567.879000,568.657250,successful,I,sv,u-113-3
sw2657A-ms98-a-0106,568.657250,568.877250,now,I,sv,u-113-3
sw2657A-ms98-a-0106,568.877250,569.217250,simply,I,sv,u-113-3
sw2657A-ms98-a-0106,569.217250,569.707250,because,I,sv,u-113-3
sw2657A-ms98-a-0107,571.123750,571.463750,it's,I,sv,u-113-3
sw2657A-ms98-a-0107,571.463750,571.813750,not,I,sv,u-113-3
sw2657A-ms98-a-0108,572.731750,572.891750,it,I,sv,u-113-3
sw2657A-ms98-a-0108,572.891750,573.201750,doesn't,I,sv,u-113-3
sw2657A-ms98-a-0108,573.201750,573.371750,fit,I,sv,u-113-3
sw2657A-ms98-a-0108,573.371750,573.431750,the,I,sv,u-113-3
sw2657A-ms98-a-0108,573.431750,574.291750,circumstance,I,sv,u-113-3
sw2657A-ms98-a-0108,574.291750,574.771750,anymore,I,sv,u-113-3
sw2657A-ms98-a-0110,576.502250,576.886250,uh,B,sv,u-115-1
sw2657A-ms98-a-0110,576.886250,577.046250,we've,I,sv,u-115-1
sw2657A-ms98-a-0110,577.046250,577.256250,got,I,sv,u-115-1
sw2657A-ms98-a-0110,577.256250,577.691250,plenty,I,sv,u-115-1
sw2657A-ms98-a-0111,578.776250,578.847875,in,B,sv,u-115-2
sw2657A-ms98-a-0111,578.847875,579.001000,fact,I,sv,u-115-2
sw2657A-ms98-a-0111,579.001000,579.111000,we've,I,sv,u-115-2
sw2657A-ms98-a-0111,579.111000,579.331000,got,I,sv,u-115-2
sw2657A-ms98-a-0111,579.331000,579.541000,far,I,sv,u-115-2
sw2657A-ms98-a-0111,579.541000,579.751000,too,I,sv,u-115-2
sw2657A-ms98-a-0111,579.751000,580.180750,many,I,sv,u-115-2
sw2657A-ms98-a-0112,581.642125,581.945125,you're,B,qy,u-115-3
sw2657A-ms98-a-0112,581.945125,582.262375,in,I,qy,u-115-3
sw2657A-ms98-a-0112,582.262375,582.476625,uh,I,qy,u-115-3
sw2657A-ms98-a-0112,582.476625,582.586625,what,I,qy,u-115-3
sw2657A-ms98-a-0112,582.586625,582.886625,[vocalized-noise],I,qy,u-115-3
sw2657A-ms98-a-0112,582.886625,583.236625,Flower,I,qy,u-115-3
sw2657A-ms98-a-0112,583.236625,583.660875,Mou[nd]-,O,,
sw2657A-ms98-a-0114,594.783875,594.955500,i,B,%,u-117-1
sw2657A-ms98-a-0114,594.955500,595.123875,was,I,%,u-117-1
sw2657A-ms98-a-0114,595.123875,595.393875,that's,B,sd,u-117-2
sw2657A-ms98-a-0114,595.393875,595.873875,exactly,I,sd,u-117-2
sw2657A-ms98-a-0114,595.873875,596.033875,what,I,sd,u-117-2
sw2657A-ms98-a-0114,596.033875,596.133875,i,I,sd,u-117-2
sw2657A-ms98-a-0114,596.133875,596.323875,was,I,sd,u-117-2
sw2657A-ms98-a-0114,596.323875,596.573875,going,I,sd,u-117-2
sw2657A-ms98-a-0114,596.573875,596.643875,to,I,sd,u-117-2
sw2657A-ms98-a-0114,596.643875,596.963875,ask,I,sd,u-117-2
sw2657A-ms98-a-0114,596.963875,597.083875,you,I,sd,u-117-2
sw2657A-ms98-a-0114,597.083875,597.213875,have,B,qy,u-117-3
sw2657A-ms98-a-0114,597.213875,597.323875,you,I,qy,u-117-3
sw2657A-ms98-a-0114,597.323875,597.553000,ever,I,qy,u-117-3
sw2657A-ms98-a-0114,597.699250,597.978000,have,I,qy,u-117-3
sw2657A-ms98-a-0114,597.978000,598.173875,have,I,qy,u-117-3
sw2657A-ms98-a-0114,598.173875,598.313875,you,I,qy,u-117-3
sw2657A-ms98-a-0114,598.313875,598.613875,been,I,qy,u-117-3
sw2657A-ms98-a-0114,598.613875,599.473875,downtown,I,qy,u-117-3
sw2657A-ms98-a-0114,599.473875,599.913875,recent[ly]-,O,,
